"mouse_symbol","human_symbol","sources","source_count","confidence_score","mapping_type"
"Fancd2os","FANCD2OS","homologene+ensembl",2,"1","one_to_one"
"Fance","FANCE","homologene+ensembl",2,"1","one_to_one"
"Fancf","FANCF","homologene+ensembl",2,"1","one_to_one"
"Fancg","FANCG","homologene+ensembl",2,"1","one_to_one"
"Fanci","FANCI","homologene+ensembl",2,"1","one_to_one"
"Fancl","FANCL","homologene+ensembl",2,"1","one_to_one"
"Fancm","FANCM","homologene+ensembl",2,"1","one_to_one"
"Fank1","FANK1","homologene+ensembl",2,"1","one_to_one"
"Fap","FAP","homologene+ensembl",2,"1","one_to_one"
"Far1","FAR1","homologene+ensembl",2,"1","one_to_one"
"Far2","FAR2","homologene+ensembl",2,"1","one_to_one"
"Farp1","FARP1","homologene+ensembl",2,"1","one_to_one"
"Farp2","FARP2","homologene+ensembl",2,"1","one_to_one"
"Fars2","FARS2","homologene+ensembl",2,"1","one_to_one"
"Farsa","FARSA","homologene+ensembl",2,"1","one_to_one"
"Farsb","FARSB","homologene+ensembl",2,"1","one_to_one"
"Fas","FAS","homologene+ensembl",2,"1","one_to_one"
"Fasl","FASLG","homologene+ensembl",2,"1","one_to_one"
"Fasn","FASN","homologene+ensembl",2,"1","one_to_one"
"Fastk","FASTK","homologene+ensembl",2,"1","one_to_one"
"Fastkd1","FASTKD1","homologene+ensembl",2,"1","one_to_one"
"Fastkd2","FASTKD2","homologene+ensembl",2,"1","one_to_one"
"Fastkd3","FASTKD3","homologene+ensembl",2,"1","one_to_one"
"Fastkd5","FASTKD5","homologene+ensembl",2,"1","one_to_one"
"Fat1","FAT1","homologene+ensembl",2,"1","one_to_one"
"Fat2","FAT2","homologene+ensembl",2,"1","one_to_one"
"Fat3","FAT3","homologene+ensembl",2,"1","one_to_one"
"Fat4","FAT4","homologene+ensembl",2,"1","one_to_one"
"Fate1","FATE1","ensembl",1,"0.6","one_to_one"
"Fau","FAU","homologene+ensembl",2,"1","one_to_one"
"Faxc","FAXC","homologene+ensembl",2,"1","one_to_one"
"Fbf1","FBF1","homologene+ensembl",2,"1","one_to_one"
"Fbh1","FBH1","homologene",1,"0.8","one_to_one"
"Fbl","FBL","homologene+ensembl",2,"1","one_to_one"
"Fblim1","FBLIM1","homologene+ensembl",2,"1","one_to_one"
"Fbll1","FBLL1","ensembl",1,"0.6","one_to_one"
"Fbln1","FBLN1","homologene+ensembl",2,"1","one_to_one"
"Fbln2","FBLN2","homologene+ensembl",2,"1","one_to_one"
"Fbln5","FBLN5","homologene+ensembl",2,"1","one_to_one"
"Fbln7","FBLN7","homologene+ensembl",2,"1","one_to_one"
"Fbn1","FBN1","homologene+ensembl",2,"1","one_to_one"
"Fbn2","FBN2","homologene+ensembl",2,"1","one_to_one"
"Fbp1","FBP1","homologene+ensembl",2,"1","one_to_one"
"Fbp2","FBP2","homologene+ensembl",2,"1","one_to_one"
"Fbrs","FBRS","homologene+ensembl",2,"1","one_to_one"
"Fbrsl1","FBRSL1","homologene+ensembl",2,"1","one_to_one"
"Fbxl12","FBXL12","homologene+ensembl",2,"1","one_to_one"
"Fbxl13","FBXL13","homologene+ensembl",2,"1","one_to_one"
"Fbxl14","FBXL14","homologene+ensembl",2,"1","one_to_one"
"Fbxl15","FBXL15","homologene+ensembl",2,"1","one_to_one"
"Fbxl16","FBXL16","homologene+ensembl",2,"1","one_to_one"
"Fbxl17","FBXL17","homologene+ensembl",2,"1","one_to_one"
"Fbxl18","FBXL18","homologene+ensembl",2,"1","one_to_one"
"Fbxl19","FBXL19","homologene+ensembl",2,"1","one_to_one"
"Fbxl2","FBXL2","homologene+ensembl",2,"1","one_to_one"
"Fbxl20","FBXL20","homologene+ensembl",2,"1","one_to_one"
"Fbxl21","FBXL21P","homologene",1,"0.8","one_to_one"
"Fbxl22","FBXL22","ensembl",1,"0.6","one_to_one"
"Fbxl3","FBXL3","homologene+ensembl",2,"1","one_to_one"
"Fbxl4","FBXL4","homologene+ensembl",2,"1","one_to_one"
"Fbxl5","FBXL5","homologene+ensembl",2,"1","one_to_one"
"Fbxl6","FBXL6","homologene+ensembl",2,"1","one_to_one"
"Fbxl7","FBXL7","homologene+ensembl",2,"1","one_to_one"
"Fbxl8","FBXL8","homologene+ensembl",2,"1","one_to_one"
"Fbxo10","FBXO10","homologene+ensembl",2,"1","one_to_one"
"Fbxo11","FBXO11","homologene+ensembl",2,"1","one_to_one"
"Fbxo15","FBXO15","homologene+ensembl",2,"1","one_to_one"
"Fbxo16","FBXO16","homologene+ensembl",2,"1","one_to_one"
"Fbxo17","FBXO17","homologene+ensembl",2,"1","one_to_one"
"Fbxo18","FBXO18","ensembl",1,"0.6","one_to_one"
"Fbxo2","FBXO2","homologene+ensembl",2,"1","one_to_one"
"Fbxo21","FBXO21","homologene+ensembl",2,"1","one_to_one"
"Fbxo22","FBXO22","homologene+ensembl",2,"1","one_to_one"
"Fbxo24","FBXO24","homologene+ensembl",2,"1","one_to_one"
"Fbxo25","FBXO25","homologene+ensembl",2,"1","one_to_one"
"Fbxo27","FBXO27","homologene+ensembl",2,"1","one_to_one"
"Fbxo28","FBXO28","homologene+ensembl",2,"1","one_to_one"
"Fbxo3","FBXO3","homologene+ensembl",2,"1","one_to_one"
"Fbxo30","FBXO30","homologene+ensembl",2,"1","one_to_one"
"Fbxo31","FBXO31","homologene+ensembl",2,"1","one_to_one"
"Fbxo32","FBXO32","homologene+ensembl",2,"1","one_to_one"
"Fbxo33","FBXO33","homologene+ensembl",2,"1","one_to_one"
"Fbxo34","FBXO34","homologene+ensembl",2,"1","one_to_one"
"Fbxo36","FBXO36","homologene+ensembl",2,"1","one_to_one"
"Fbxo38","FBXO38","ensembl",1,"0.6","one_to_one"
"Fbxo39","FBXO39","homologene+ensembl",2,"1","one_to_one"
"Fbxo4","FBXO4","homologene+ensembl",2,"1","one_to_one"
"Fbxo40","FBXO40","homologene+ensembl",2,"1","one_to_one"
"Fbxo41","FBXO41","homologene+ensembl",2,"1","one_to_one"
"Fbxo42","FBXO42","homologene+ensembl",2,"1","one_to_one"
"Fbxo43","FBXO43","homologene+ensembl",2,"1","one_to_one"
"Fbxo44","FBXO44","homologene+ensembl",2,"1","one_to_one"
"Fbxo45","FBXO45","homologene+ensembl",2,"1","one_to_one"
"Fbxo46","FBXO46","homologene+ensembl",2,"1","one_to_one"
"Fbxo47","FBXO47","homologene+ensembl",2,"1","one_to_one"
"Fbxo48","FBXO48","homologene+ensembl",2,"1","one_to_one"
"Fbxo5","FBXO5","homologene+ensembl",2,"1","one_to_one"
"Fbxo6","FBXO6","homologene+ensembl",2,"1","one_to_one"
"Fbxo7","FBXO7","homologene+ensembl",2,"1","one_to_one"
"Fbxo8","FBXO8","homologene+ensembl",2,"1","one_to_one"
"Fbxo9","FBXO9","homologene+ensembl",2,"1","one_to_one"
"Fbxw10","FBXW10","homologene+ensembl",2,"1","one_to_one"
"Fbxw11","FBXW11","homologene+ensembl",2,"1","one_to_one"
"Fbxw2","FBXW2","homologene+ensembl",2,"1","one_to_one"
"Fbxw4","FBXW4","homologene+ensembl",2,"1","one_to_one"
"Fbxw5","FBXW5","homologene+ensembl",2,"1","one_to_one"
"Fbxw7","FBXW7","homologene+ensembl",2,"1","one_to_one"
"Fbxw8","FBXW8","homologene+ensembl",2,"1","one_to_one"
"Fbxw9","FBXW9","homologene+ensembl",2,"1","one_to_one"
"Fcamr","FCAMR","homologene+ensembl",2,"1","one_to_one"
"Fcer1a","FCER1A","homologene+ensembl",2,"1","one_to_one"
"Fcer1g","FCER1G","homologene+ensembl",2,"1","one_to_one"
"Fcer2a","FCER2","homologene+ensembl",2,"1","one_to_one"
"Fcf1","FCF1","homologene+ensembl",2,"1","one_to_one"
"Fcgbp","FCGBP","homologene+ensembl",2,"1","one_to_one"
"Fcgr1","FCGR1A","homologene+ensembl",2,"1","one_to_one"
"Fcgr2b","FCGR2B","homologene+ensembl",2,"1","one_to_one"
"Fcgr3","FCGR2A","homologene+ensembl",2,"1","one_to_one"
"Fcgr4","FCGR3A","homologene+ensembl",2,"1","one_to_many"
"Fcgrt","FCGRT","homologene+ensembl",2,"1","one_to_one"
"Fcho1","FCHO1","homologene+ensembl",2,"1","one_to_one"
"Fcho2","FCHO2","homologene+ensembl",2,"1","one_to_one"
"Fchsd1","FCHSD1","homologene+ensembl",2,"1","one_to_one"
"Fchsd2","FCHSD2","homologene+ensembl",2,"1","one_to_one"
"Fcmr","FCMR","homologene+ensembl",2,"1","one_to_one"
"Fcnb","FCN1","homologene+ensembl",2,"1","one_to_one"
"Fcrl1","FCRL1","homologene+ensembl",2,"1","one_to_one"
"Fcrl5","FCRL5","homologene+ensembl",2,"1","one_to_one"
"Fcrl6","FCRL6","homologene+ensembl",2,"1","one_to_one"
"Fcrla","FCRLA","homologene+ensembl",2,"1","one_to_one"
"Fcrlb","FCRLB","homologene+ensembl",2,"1","one_to_one"
"Fdft1","FDFT1","homologene+ensembl",2,"1","one_to_one"
"Fdps","FDPS","homologene+ensembl",2,"1","one_to_one"
"Fdx1","FDX1","homologene+ensembl",2,"1","one_to_one"
"Fdx1l","FDX2","homologene",1,"0.8","one_to_one"
"Fdxacb1","FDXACB1","homologene+ensembl",2,"1","one_to_one"
"Fdxr","FDXR","homologene+ensembl",2,"1","one_to_one"
"Fech","FECH","homologene+ensembl",2,"1","one_to_one"
"Fem1a","FEM1A","homologene+ensembl",2,"1","one_to_one"
"Fem1b","FEM1B","homologene+ensembl",2,"1","one_to_one"
"Fem1c","FEM1C","homologene+ensembl",2,"1","one_to_one"
"Fen1","FEN1","homologene+ensembl",2,"1","one_to_one"
"Fer","FER","homologene+ensembl",2,"1","one_to_one"
"Fer1l5","FER1L5","homologene+ensembl",2,"1","one_to_one"
"Fer1l6","FER1L6","homologene+ensembl",2,"1","one_to_one"
"Ferd3l","FERD3L","homologene+ensembl",2,"1","one_to_one"
"Fermt1","FERMT1","homologene+ensembl",2,"1","one_to_one"
"Fermt2","FERMT2","homologene+ensembl",2,"1","one_to_one"
"Fermt3","FERMT3","homologene+ensembl",2,"1","one_to_one"
"Fes","FES","homologene+ensembl",2,"1","one_to_one"
"Fetub","FETUB","homologene+ensembl",2,"1","one_to_one"
"Fev","FEV","homologene+ensembl",2,"1","one_to_one"
"Fez1","FEZ1","homologene+ensembl",2,"1","one_to_one"
"Fez2","FEZ2","homologene+ensembl",2,"1","one_to_one"
"Fezf1","FEZF1","homologene+ensembl",2,"1","one_to_one"
"Fezf2","FEZF2","homologene+ensembl",2,"1","one_to_one"
"Ffar1","FFAR1","homologene+ensembl",2,"1","one_to_one"
"Ffar2","FFAR2","homologene+ensembl",2,"1","one_to_one"
"Ffar3","FFAR3","homologene+ensembl",2,"1","one_to_one"
"Ffar4","FFAR4","homologene+ensembl",2,"1","one_to_one"
"Fga","FGA","homologene+ensembl",2,"1","one_to_one"
"Fgb","FGB","homologene+ensembl",2,"1","one_to_one"
"Fgd1","FGD1","homologene+ensembl",2,"1","one_to_one"
"Fgd2","FGD2","homologene+ensembl",2,"1","one_to_one"
"Fgd3","FGD3","homologene+ensembl",2,"1","one_to_one"
"Fgd4","FGD4","homologene+ensembl",2,"1","one_to_one"
"Fgd5","FGD5","homologene+ensembl",2,"1","one_to_one"
"Fgd6","FGD6","homologene+ensembl",2,"1","one_to_one"
"Fgf1","FGF1","homologene+ensembl",2,"1","one_to_one"
"Fgf10","FGF10","homologene+ensembl",2,"1","one_to_one"
"Fgf11","FGF11","homologene+ensembl",2,"1","one_to_one"
"Fgf12","FGF12","homologene+ensembl",2,"1","one_to_one"
"Fgf13","FGF13","homologene+ensembl",2,"1","one_to_one"
"Fgf14","FGF14","homologene+ensembl",2,"1","one_to_one"
"Fgf15","FGF19","homologene+ensembl",2,"1","one_to_one"
"Fgf16","FGF16","homologene+ensembl",2,"1","one_to_one"
"Fgf17","FGF17","homologene+ensembl",2,"1","one_to_one"
"Fgf18","FGF18","homologene+ensembl",2,"1","one_to_one"
"Fgf2","FGF2","homologene+ensembl",2,"1","one_to_one"
"Fgf20","FGF20","homologene+ensembl",2,"1","one_to_one"
"Fgf21","FGF21","homologene+ensembl",2,"1","one_to_one"
"Fgf22","FGF22","homologene+ensembl",2,"1","one_to_one"
"Fgf23","FGF23","homologene+ensembl",2,"1","one_to_one"
"Fgf3","FGF3","homologene+ensembl",2,"1","one_to_one"
"Fgf4","FGF4","homologene+ensembl",2,"1","one_to_one"
"Fgf5","FGF5","homologene+ensembl",2,"1","one_to_one"
"Fgf6","FGF6","homologene+ensembl",2,"1","one_to_one"
"Fgf7","FGF7","homologene+ensembl",2,"1","one_to_one"
"Fgf8","FGF8","homologene+ensembl",2,"1","one_to_one"
"Fgf9","FGF9","homologene+ensembl",2,"1","one_to_one"
"Fgfbp1","FGFBP1","homologene+ensembl",2,"1","one_to_one"
"Fgfbp3","FGFBP3","homologene+ensembl",2,"1","one_to_one"
"Fgfr1","FGFR1","homologene+ensembl",2,"1","one_to_one"
"Fgfr1op","FGFR1OP","homologene+ensembl",2,"1","one_to_one"
"Fgfr1op2","FGFR1OP2","homologene+ensembl",2,"1","one_to_one"
"Fgfr2","FGFR2","homologene+ensembl",2,"1","one_to_one"
"Fgfr3","FGFR3","homologene+ensembl",2,"1","one_to_one"
"Fgfr4","FGFR4","homologene+ensembl",2,"1","one_to_one"
"Fgfrl1","FGFRL1","homologene+ensembl",2,"1","one_to_one"
"Fgg","FGG","homologene+ensembl",2,"1","one_to_one"
"Fggy","FGGY","homologene+ensembl",2,"1","one_to_one"
"Fgl1","FGL1","homologene+ensembl",2,"1","one_to_one"
"Fgl2","FGL2","homologene+ensembl",2,"1","one_to_one"
"Fgr","FGR","homologene+ensembl",2,"1","one_to_one"
"Fh1","FH","homologene+ensembl",2,"1","one_to_one"
"Fhad1","FHAD1","homologene+ensembl",2,"1","one_to_one"
"Fhdc1","FHDC1","homologene+ensembl",2,"1","one_to_one"
"Fhit","FHIT","homologene+ensembl",2,"1","one_to_one"
"Fhl1","FHL1","homologene+ensembl",2,"1","one_to_one"
"Fhl2","FHL2","homologene+ensembl",2,"1","one_to_one"
"Fhl3","FHL3","homologene+ensembl",2,"1","one_to_one"
"Fhl5","FHL5","homologene+ensembl",2,"1","one_to_one"
"Fhod1","FHOD1","ensembl",1,"0.6","one_to_one"
"Fhod3","FHOD3","homologene+ensembl",2,"1","one_to_one"
"Fibcd1","FIBCD1","homologene+ensembl",2,"1","one_to_one"
"Fibin","FIBIN","homologene+ensembl",2,"1","one_to_one"
"Fibp","FIBP","homologene+ensembl",2,"1","one_to_one"
"Ficd","FICD","homologene+ensembl",2,"1","one_to_one"
"Fig4","FIG4","homologene+ensembl",2,"1","one_to_one"
"Figla","FIGLA","homologene+ensembl",2,"1","one_to_one"
"Fign","FIGN","homologene+ensembl",2,"1","one_to_one"
"Fignl1","FIGNL1","homologene+ensembl",2,"1","one_to_one"
"Fignl2","FIGNL2","homologene+ensembl",2,"1","one_to_one"
"Filip1","FILIP1","homologene+ensembl",2,"1","one_to_one"
"Filip1l","FILIP1L","homologene+ensembl",2,"1","one_to_one"
"Fis1","FIS1","homologene+ensembl",2,"1","one_to_one"
"Fitm1","FITM1","homologene+ensembl",2,"1","one_to_one"
"Fitm2","FITM2","homologene+ensembl",2,"1","one_to_one"
"Fiz1","FIZ1","homologene+ensembl",2,"1","one_to_one"
"Fjx1","FJX1","homologene+ensembl",2,"1","one_to_one"
"Fkbp10","FKBP10","homologene+ensembl",2,"1","one_to_one"
"Fkbp11","FKBP11","homologene+ensembl",2,"1","one_to_one"
"Fkbp14","FKBP14","homologene+ensembl",2,"1","one_to_one"
"Fkbp15","FKBP15","homologene+ensembl",2,"1","one_to_one"
"Fkbp1a","FKBP1A","homologene+ensembl",2,"1","one_to_one"
"Fkbp1b","FKBP1B","homologene+ensembl",2,"1","one_to_one"
"Fkbp2","FKBP2","homologene+ensembl",2,"1","one_to_one"
"Fkbp3","FKBP3","homologene+ensembl",2,"1","one_to_one"
"Fkbp4","FKBP4","homologene+ensembl",2,"1","one_to_one"
"Fkbp5","FKBP5","homologene+ensembl",2,"1","one_to_one"
"Fkbp6","FKBP6","homologene+ensembl",2,"1","one_to_one"
"Fkbp7","FKBP7","homologene+ensembl",2,"1","one_to_one"
"Fkbp8","FKBP8","homologene+ensembl",2,"1","one_to_one"
"Fkbp9","FKBP9","homologene+ensembl",2,"1","one_to_one"
"Fkbpl","FKBPL","homologene+ensembl",2,"1","one_to_one"
"Fkrp","FKRP","homologene+ensembl",2,"1","one_to_one"
"Fktn","FKTN","homologene+ensembl",2,"1","one_to_one"
"Flad1","FLAD1","homologene+ensembl",2,"1","one_to_one"
"Flcn","FLCN","homologene+ensembl",2,"1","one_to_one"
"Flg","FLG","ensembl",1,"0.6","one_to_one"
"Flg2","FLG2","ensembl",1,"0.6","one_to_one"
"Fli1","FLI1","homologene+ensembl",2,"1","one_to_one"
"Flii","FLII","homologene+ensembl",2,"1","one_to_one"
"Flna","FLNA","homologene+ensembl",2,"1","one_to_one"
"Flnb","FLNB","homologene+ensembl",2,"1","one_to_one"
"Flnc","FLNC","homologene+ensembl",2,"1","one_to_one"
"Flot1","FLOT1","homologene+ensembl",2,"1","one_to_one"
"Flot2","FLOT2","homologene+ensembl",2,"1","one_to_one"
"Flrt1","FLRT1","homologene+ensembl",2,"1","one_to_one"
"Flrt2","FLRT2","homologene+ensembl",2,"1","one_to_one"
"Flrt3","FLRT3","homologene+ensembl",2,"1","one_to_one"
"Flt1","FLT1","homologene+ensembl",2,"1","one_to_one"
"Flt3","FLT3","homologene+ensembl",2,"1","one_to_one"
"Flt3l","FLT3LG","homologene+ensembl",2,"1","one_to_one"
"Flt4","FLT4","homologene+ensembl",2,"1","one_to_one"
"Flvcr1","FLVCR1","homologene+ensembl",2,"1","one_to_one"
"Flvcr2","FLVCR2","homologene+ensembl",2,"1","one_to_one"
"Flywch1","FLYWCH1","homologene+ensembl",2,"1","one_to_one"
"Flywch2","FLYWCH2","homologene+ensembl",2,"1","one_to_one"
"Fmc1","FMC1","homologene+ensembl",2,"1","one_to_one"
"Fmn1","FMN1","homologene+ensembl",2,"1","one_to_one"
"Fmn2","FMN2","homologene+ensembl",2,"1","one_to_one"
"Fmnl1","FMNL1","ensembl",1,"0.6","one_to_one"
"Fmnl2","FMNL2","homologene+ensembl",2,"1","one_to_one"
"Fmnl3","FMNL3","homologene+ensembl",2,"1","one_to_one"
"Fmo1","FMO1","homologene+ensembl",2,"1","one_to_one"
"Fmo2","FMO2","homologene+ensembl",2,"1","one_to_one"
"Fmo3","FMO3","homologene+ensembl",2,"1","one_to_one"
"Fmo4","FMO4","homologene+ensembl",2,"1","one_to_one"
"Fmo5","FMO5","homologene+ensembl",2,"1","one_to_one"
"Fmod","FMOD","homologene+ensembl",2,"1","one_to_one"
"Fmr1","FMR1","homologene+ensembl",2,"1","one_to_one"
"Fmr1nb","FMR1NB","ensembl",1,"0.6","one_to_one"
"Fn1","FN1","homologene+ensembl",2,"1","one_to_one"
"Fn3k","FN3K","homologene+ensembl",2,"1","one_to_one"
"Fn3krp","FN3KRP","homologene+ensembl",2,"1","one_to_one"
"Fnbp1","FNBP1","homologene+ensembl",2,"1","one_to_one"
"Fnbp1l","FNBP1L","ensembl",1,"0.6","one_to_one"
"Fnbp4","FNBP4","homologene+ensembl",2,"1","one_to_one"
"Fndc1","FNDC1","ensembl",1,"0.6","one_to_one"
"Fndc10","FNDC10","homologene+ensembl",2,"1","one_to_one"
"Fndc11","FNDC11","homologene+ensembl",2,"1","one_to_one"
"Fndc3a","FNDC3A","homologene+ensembl",2,"1","one_to_one"
"Fndc3b","FNDC3B","homologene+ensembl",2,"1","one_to_one"
"Fndc4","FNDC4","homologene+ensembl",2,"1","one_to_one"
"Fndc5","FNDC5","homologene+ensembl",2,"1","one_to_one"
"Fndc7","FNDC7","homologene+ensembl",2,"1","one_to_one"
"Fndc8","FNDC8","homologene+ensembl",2,"1","one_to_one"
"Fndc9","FNDC9","homologene+ensembl",2,"1","one_to_one"
"Fnip1","FNIP1","homologene+ensembl",2,"1","one_to_one"
"Fnip2","FNIP2","homologene+ensembl",2,"1","one_to_one"
"Fnta","FNTA","homologene+ensembl",2,"1","one_to_one"
"Fntb","FNTB","homologene+ensembl",2,"1","one_to_one"
"Focad","FOCAD","homologene+ensembl",2,"1","one_to_one"
"Folh1","FOLH1","ensembl",1,"0.6","one_to_one"
"Folr1","FOLR1","homologene+ensembl",2,"1","one_to_one"
"Folr2","FOLR2","homologene+ensembl",2,"1","one_to_one"
"Fopnl","FOPNL","homologene+ensembl",2,"1","one_to_one"
"Fos","FOS","homologene+ensembl",2,"1","one_to_one"
"Fosb","FOSB","homologene+ensembl",2,"1","one_to_one"
"Fosl1","FOSL1","homologene+ensembl",2,"1","one_to_one"
"Fosl2","FOSL2","homologene+ensembl",2,"1","one_to_one"
"Foxa1","FOXA1","homologene+ensembl",2,"1","one_to_one"
"Foxa2","FOXA2","homologene+ensembl",2,"1","one_to_one"
"Foxa3","FOXA3","homologene+ensembl",2,"1","one_to_one"
"Foxb1","FOXB1","homologene+ensembl",2,"1","one_to_one"
"Foxb2","FOXB2","ensembl",1,"0.6","one_to_one"
"Foxc1","FOXC1","homologene+ensembl",2,"1","one_to_one"
"Foxc2","FOXC2","homologene+ensembl",2,"1","one_to_one"
"Foxd1","FOXD1","homologene+ensembl",2,"1","one_to_one"
"Foxd2","FOXD2","homologene+ensembl",2,"1","one_to_one"
"Foxd3","FOXD3","homologene+ensembl",2,"1","one_to_one"
"Foxd4","FOXD4","homologene+ensembl",2,"1","one_to_one"
"Foxe1","FOXE1","homologene+ensembl",2,"1","one_to_one"
"Foxe3","FOXE3","ensembl",1,"0.6","one_to_one"
"Foxf1","FOXF1","homologene+ensembl",2,"1","one_to_one"
"Foxf2","FOXF2","homologene+ensembl",2,"1","one_to_one"
"Foxg1","FOXG1","homologene+ensembl",2,"1","one_to_one"
"Foxh1","FOXH1","homologene+ensembl",2,"1","one_to_one"
"Foxi1","FOXI1","homologene+ensembl",2,"1","one_to_one"
"Foxi2","FOXI2","homologene+ensembl",2,"1","one_to_one"
"Foxi3","FOXI3","homologene+ensembl",2,"1","one_to_one"
"Foxj1","FOXJ1","homologene+ensembl",2,"1","one_to_one"
"Foxj2","FOXJ2","homologene+ensembl",2,"1","one_to_one"
"Foxj3","FOXJ3","homologene+ensembl",2,"1","one_to_one"
"Foxk1","FOXK1","homologene+ensembl",2,"1","one_to_one"
"Foxk2","FOXK2","homologene+ensembl",2,"1","one_to_one"
"Foxl1","FOXL1","homologene+ensembl",2,"1","one_to_one"
"Foxl2","FOXL2","homologene+ensembl",2,"1","one_to_one"
"Foxm1","FOXM1","homologene+ensembl",2,"1","one_to_one"
"Foxn1","FOXN1","homologene+ensembl",2,"1","one_to_one"
"Foxn2","FOXN2","homologene+ensembl",2,"1","one_to_one"
"Foxn3","FOXN3","ensembl",1,"0.6","one_to_one"
"Foxn4","FOXN4","homologene+ensembl",2,"1","one_to_one"
"Foxo1","FOXO1","homologene+ensembl",2,"1","one_to_one"
"Foxo3","FOXO3","homologene+ensembl",2,"1","one_to_one"
"Foxo4","FOXO4","homologene+ensembl",2,"1","one_to_one"
"Foxo6","FOXO6","homologene+ensembl",2,"1","one_to_one"
"Foxp2","FOXP2","ensembl",1,"0.6","one_to_one"
"Foxp3","FOXP3","homologene+ensembl",2,"1","one_to_one"
"Foxp4","FOXP4","homologene+ensembl",2,"1","one_to_one"
"Foxq1","FOXQ1","homologene+ensembl",2,"1","one_to_one"
"Foxr1","FOXR1","homologene+ensembl",2,"1","one_to_one"
"Foxr2","FOXR2","homologene+ensembl",2,"1","one_to_one"
"Foxred1","FOXRED1","homologene+ensembl",2,"1","one_to_one"
"Foxred2","FOXRED2","homologene+ensembl",2,"1","one_to_one"
"Foxs1","FOXS1","homologene+ensembl",2,"1","one_to_one"
"Fpgs","FPGS","homologene+ensembl",2,"1","one_to_one"
"Fpgt","FPGT","homologene+ensembl",2,"1","one_to_one"
"Fpr1","FPR1","homologene+ensembl",2,"1","one_to_one"
"Fpr2","FPR2","homologene+ensembl",2,"1","one_to_one"
"Fpr3","FPR2","ensembl",1,"0.6","one_to_one"
"Fra10ac1","FRA10AC1","homologene+ensembl",2,"1","one_to_one"
"Fras1","FRAS1","homologene+ensembl",2,"1","one_to_one"
"Frat1","FRAT1","homologene+ensembl",2,"1","one_to_one"
"Frat2","FRAT2","homologene+ensembl",2,"1","one_to_one"
"Frem1","FREM1","homologene+ensembl",2,"1","one_to_one"
"Frem2","FREM2","homologene+ensembl",2,"1","one_to_one"
"Frem3","FREM3","homologene+ensembl",2,"1","one_to_one"
"Frg1","FRG1","homologene+ensembl",2,"1","one_to_one"
"Frg2f1","FRG2","homologene+ensembl",2,"1","one_to_one"
"Frg2f10","FRG2","homologene+ensembl",2,"1","one_to_one"
"Frg2f11","FRG2","homologene+ensembl",2,"1","one_to_one"
"Frg2f12","FRG2","homologene+ensembl",2,"1","one_to_one"
"Frg2f13","FRG2","homologene+ensembl",2,"1","one_to_one"
"Frg2f2","FRG2","homologene+ensembl",2,"1","one_to_one"
"Frg2f3","FRG2","homologene+ensembl",2,"1","one_to_one"
"Frg2f4","FRG2","homologene+ensembl",2,"1","one_to_one"
"Frg2f5","FRG2","homologene+ensembl",2,"1","one_to_one"
"Frg2f6","FRG2","homologene+ensembl",2,"1","one_to_one"
"Frg2f7","FRG2","homologene+ensembl",2,"1","one_to_one"
"Frg2f8","FRG2","homologene+ensembl",2,"1","one_to_one"
"Frg2f9","FRG2","homologene+ensembl",2,"1","one_to_one"
"Frk","FRK","homologene+ensembl",2,"1","one_to_one"
"Frmd3","FRMD3","homologene+ensembl",2,"1","one_to_one"
"Frmd4a","FRMD4A","homologene+ensembl",2,"1","one_to_one"
"Frmd4b","FRMD4B","homologene+ensembl",2,"1","one_to_one"
"Frmd5","FRMD5","homologene+ensembl",2,"1","one_to_one"
"Frmd6","FRMD6","homologene+ensembl",2,"1","one_to_one"
"Frmd7","FRMD7","homologene+ensembl",2,"1","one_to_one"
"Frmd8","FRMD8","homologene+ensembl",2,"1","one_to_one"
"Frmpd1","FRMPD1","homologene+ensembl",2,"1","one_to_one"
"Frmpd2","FRMPD2","homologene+ensembl",2,"1","one_to_one"
"Frmpd3","FRMPD3","homologene+ensembl",2,"1","one_to_one"
"Frmpd4","FRMPD4","homologene+ensembl",2,"1","one_to_one"
"Frrs1","FRRS1","homologene+ensembl",2,"1","one_to_one"
"Frrs1l","FRRS1L","homologene+ensembl",2,"1","one_to_one"
"Frs2","FRS2","homologene+ensembl",2,"1","one_to_one"
"Frs3","FRS3","homologene+ensembl",2,"1","one_to_one"
"Fry","FRY","homologene+ensembl",2,"1","one_to_one"
"Fryl","FRYL","homologene+ensembl",2,"1","one_to_one"
"Frzb","FRZB","homologene+ensembl",2,"1","one_to_one"
"Fsbp","FSBP","homologene+ensembl",2,"1","one_to_one"
"Fscb","FSCB","ensembl",1,"0.6","one_to_one"
"Fscn1","FSCN1","homologene+ensembl",2,"1","one_to_one"
"Fscn2","FSCN2","homologene+ensembl",2,"1","one_to_one"
"Fscn3","FSCN3","homologene+ensembl",2,"1","one_to_one"
"Fsd1","FSD1","homologene+ensembl",2,"1","one_to_one"
"Fsd1l","FSD1L","homologene+ensembl",2,"1","one_to_one"
"Fsd2","FSD2","homologene+ensembl",2,"1","one_to_one"
"Fshb","FSHB","homologene+ensembl",2,"1","one_to_one"
"Fshr","FSHR","homologene+ensembl",2,"1","one_to_one"
"Fsip1","FSIP1","homologene+ensembl",2,"1","one_to_one"
"Fsip2","FSIP2","homologene+ensembl",2,"1","one_to_one"
