Target_genes	Klf9|Average	SRX2185047|Unclassified	SRX2185048|Unclassified	SRX2185049|Unclassified	SRX2185050|Unclassified	SRX2185051|Unclassified	STRING
Ift20	80.0	0	0	115	114	171	0
Lmna	79.6	0	0	172	106	120	0
4931408C20Rik	79.4	0	125	154	118	0	0
Srfbp1	78.8	0	0	192	0	202	0
Fbxl20	78.8	0	0	117	110	167	0
Lrrc24	78.6	0	0	133	260	0	0
C030006K11Rik	78.6	0	0	133	260	0	0
Wdr53	78.4	0	111	0	160	121	0
Plekhn1	78.4	0	101	155	0	136	0
Mrpl10	78.4	0	0	252	140	0	0
Lrrc46	78.4	0	0	252	140	0	0
Fbxo45	78.4	0	111	0	160	121	0
Zbtb49	78.2	0	0	144	97	150	0
Lyar	78.2	0	0	144	97	150	0
Ppp1r16a	78.0	0	0	118	111	161	0
Foxh1	78.0	0	0	118	111	161	0
Slc49a4	77.8	0	0	157	107	125	0
Tpi1	77.6	0	0	174	0	214	0
Stk11	77.6	0	0	102	142	144	0
Spsb2	77.6	0	0	174	0	214	0
Tmem184b	77.2	0	0	119	122	145	0
Pts	77.2	0	69	166	151	0	0
Thbs3	76.6	0	0	0	129	254	0
Tcf19	76.6	0	101	132	0	150	0
Rnf31	76.6	0	0	156	0	227	0
Psme2	76.6	0	0	156	0	227	0
Mtx1	76.6	0	0	0	129	254	0
Cchcr1	76.6	0	101	132	0	150	0
Smim14	76.4	0	0	274	108	0	0
Rps17	76.4	0	0	184	0	198	0
Tbcb	76.0	0	0	88	173	119	0
Polr2i	76.0	0	0	88	173	119	0
Gfod1	76.0	0	0	222	0	158	0
Cep78	76.0	0	0	149	231	0	0
Wdr27	75.8	0	0	140	137	102	0
Anxa3	75.8	0	0	101	157	121	0
1600012H06Rik	75.8	0	0	140	137	102	0
Ube4b	75.6	0	0	127	133	118	0
Myo10	75.4	0	0	179	0	198	0
Pja2	75.0	0	158	0	85	132	0
Ppif	74.8	0	0	0	165	209	0
Hnrnpd	74.8	0	0	135	118	121	0
Nr1d2	74.6	0	0	106	123	144	0
Papolg	74.4	0	0	191	0	181	0
Fabp5	74.2	0	106	137	128	0	0
Trim47	73.8	0	0	98	139	132	0
Katna1	73.8	0	0	110	147	112	0
F3	73.8	0	0	176	0	193	0
Snip1	73.4	0	0	148	0	219	0
Dnali1	73.4	0	0	148	0	219	0
Spcs3	73.0	0	0	84	110	171	0
Oser1	72.6	0	154	209	0	0	0
Naa30	72.2	0	0	204	0	157	0
Zfp217	72.0	0	0	179	181	0	0
Calcoco1	71.8	0	0	182	0	177	0
Mindy2	71.6	0	0	162	0	196	0
B3galnt2	71.6	0	104	98	0	156	0
Rbm38	71.4	0	0	120	0	237	0
Slc30a9	71.2	0	0	114	115	127	0
Hps5	71.2	0	120	124	0	112	0
Gtf2h1	71.2	0	120	124	0	112	0
Zfp568	70.8	0	125	92	0	137	0
Rnf7	70.8	0	0	177	0	177	0
Nr2f6	70.2	0	0	146	60	145	0
Kank2	70.2	0	0	101	103	147	0
Txnip	70.0	0	0	132	0	218	0
Mgat4b	70.0	0	93	141	0	116	0
Caprin1	70.0	0	0	158	0	192	0
Camk2g	70.0	0	123	83	0	144	0
Nfkb2	69.8	0	0	186	0	163	0
Metrnl	69.8	0	76	114	0	159	0
Oaz1	69.6	0	0	138	0	210	0
Clca2	69.4	0	96	135	0	116	0
Cyth1	69.2	0	0	140	88	118	0
Rubcn	69.0	0	0	0	155	190	0
Kpna6	69.0	0	0	0	152	193	0
Fyttd1	69.0	0	0	0	155	190	0
D10Wsu102e	69.0	0	0	146	0	199	0
Cfap20	69.0	0	0	123	106	116	0
Cep70	68.6	0	90	156	97	0	0
1700066M21Rik	68.4	0	0	131	110	101	0
Tcte2	68.2	0	184	0	157	0	0
Cops7a	68.2	0	0	188	0	153	0
Afdn	68.2	0	184	0	157	0	0
Rarg	68.0	0	0	196	144	0	0
Lrrc59	68.0	0	0	99	131	110	0
Itpkc	68.0	0	0	112	116	112	0
Frat2	68.0	0	0	144	0	196	0
Coq8b	68.0	0	0	112	116	112	0
Rufy1	67.8	0	0	226	0	113	0
Dhx37	67.8	0	190	0	0	149	0
Tmem198	67.6	0	0	107	89	142	0
Creb3l1	67.6	0	0	119	0	219	0
Chpf	67.6	0	0	107	89	142	0
Avl9	67.4	0	0	185	0	152	0
Tbc1d24	67.2	0	0	102	122	112	0
Ntn3	67.2	0	0	102	122	112	0
Ola1	67.0	0	0	158	177	0	0
Cc2d1b	67.0	0	0	126	125	84	0
1700030J22Rik	67.0	0	0	101	133	101	0
Ikzf5	66.6	0	0	165	0	168	0
Ankrd10	66.6	0	220	0	113	0	0
Acadsb	66.6	0	0	165	0	168	0
Mrtfa	66.4	0	0	0	165	167	0
Kifc1	66.2	0	150	0	0	181	0
Jpt2	66.2	0	0	165	166	0	0
Snapc4	66.0	0	0	0	148	182	0
Kdelr2	65.8	0	0	168	0	161	0
Rpl27	65.6	0	0	181	0	147	0
Rab5a	65.6	0	0	97	124	107	0
Pdcd4	65.4	0	0	158	81	88	0
Txnrd3	65.2	0	0	123	0	203	0
Nxn	65.2	0	0	0	183	143	0
Rasa1	65.0	0	0	105	105	115	0
Tamm41	64.8	0	0	0	153	171	0
Flnb	64.8	0	0	242	0	82	0
Rnf166	64.6	0	0	117	114	92	0
Ctu2	64.6	0	0	117	114	92	0
Lrrc1	64.2	0	0	152	0	169	0
H2bc6	64.2	0	0	168	0	153	0
Vps13a	64.0	0	157	0	0	163	0
Plgrkt	64.0	0	0	0	127	193	0
Trio	63.8	0	0	203	116	0	0
Chd1	63.6	0	0	144	0	174	0
Map3k4	63.4	0	134	0	84	99	0
Fhl3	63.4	0	155	0	162	0	0
Taf6l	63.0	0	0	175	0	140	0
Ogfod2	62.8	0	0	212	0	102	0
Nbeal1	62.8	0	0	197	0	117	0
Arl6ip4	62.8	0	0	212	0	102	0
Slc25a40	62.6	0	0	160	0	153	0
Nasp	62.6	0	0	118	0	195	0
Msh5	62.6	0	0	196	0	117	0
Dbf4	62.6	0	0	160	0	153	0
Clic1	62.6	0	0	196	0	117	0
Mtx3	62.4	0	0	0	146	166	0
Lrp10	62.4	0	0	161	151	0	0
Nop2	62.2	0	0	141	0	170	0
Mettl6	62.2	0	0	112	0	199	0
Eaf1	62.2	0	0	112	0	199	0
Denr	62.2	0	0	140	0	171	0
Rap2b	62.0	0	0	209	0	101	0
Lipe	62.0	0	0	127	0	183	0
Zfp277	61.8	0	110	199	0	0	0
Sdhb	61.8	0	0	131	0	178	0
Ndc80	61.8	0	137	172	0	0	0
Irf2bpl	61.8	0	0	168	141	0	0
Herpud1	61.8	0	0	138	0	171	0
Dock4	61.8	0	110	199	0	0	0
Fam126a	61.6	0	0	157	0	151	0
Zfp747	61.4	0	0	133	0	174	0
Wdsub1	61.2	0	0	200	106	0	0
Sptbn4	61.2	0	0	114	0	192	0
Blvrb	61.2	0	0	114	0	192	0
Fbxo3	61.0	0	0	167	0	138	0
4931422A03Rik	61.0	0	0	167	0	138	0
Ubxn6	60.8	0	0	183	0	121	0
Hdgfl2	60.8	0	0	183	0	121	0
Zfp90	60.6	0	0	0	134	169	0
Nipsnap3b	60.6	0	0	153	0	150	0
Kri1	60.6	0	0	114	96	93	0
Herc1	60.6	0	155	0	148	0	0
Cdkn2d	60.6	0	0	114	96	93	0
Zfp276	60.2	0	0	208	0	93	0
Vps9d1	60.2	0	0	208	0	93	0
Gmcl1	60.2	0	0	0	145	156	0
Stx5a	59.8	0	0	85	90	124	0
Gpat4	59.8	0	0	87	112	100	0
Fas	59.8	0	0	0	137	162	0
Ccdc142	59.8	0	0	179	0	120	0
1700092M07Rik	59.8	0	0	85	90	124	0
Exoc3	59.4	0	0	108	0	189	0
Tfb1m	59.2	0	0	142	0	154	0
H1f4	59.2	0	0	143	0	153	0
Rps6kc1	59.0	0	80	0	116	99	0
Hpcal1	59.0	0	0	179	0	116	0
Ccdc187	59.0	0	0	180	0	115	0
Slc12a2	58.8	0	0	151	143	0	0
Mogs	58.6	0	0	140	153	0	0
H4c4	58.2	0	0	168	0	123	0
Ugdh	58.0	0	0	0	115	175	0
Rps10	58.0	0	0	149	0	141	0
Ccndbp1	58.0	0	144	146	0	0	0
Ostc	57.6	0	116	172	0	0	0
Adss	57.6	0	0	73	107	108	0
Triqk	57.2	0	0	158	128	0	0
Pbx2	57.2	0	0	113	91	82	0
Med9	57.2	0	0	142	0	144	0
Gpsm3	57.2	0	0	113	91	82	0
Frmd6	57.2	0	0	178	0	108	0
Stub1	57.0	0	0	155	0	130	0
Rhbdl1	57.0	0	0	155	0	130	0
Maged2	57.0	0	0	93	0	192	0
Kctd20	57.0	0	0	0	126	159	0
Jmjd8	57.0	0	0	155	0	130	0
Niban2	56.8	0	0	127	0	157	0
Mthfs	56.8	0	0	135	0	149	0
Terf2ip	56.6	0	0	102	0	181	0
Kars	56.6	0	0	102	0	181	0
Ptk2	56.4	0	0	133	0	149	0
Fam110a	56.4	0	0	0	114	168	0
Clpb	56.4	0	0	151	0	131	0
Samd14	56.2	0	0	126	0	155	0
Nxf1	56.2	0	68	136	0	77	0
Dnph1	56.2	0	0	0	103	178	0
Gtpbp4	56.0	0	0	118	0	162	0
Ubl5	55.8	0	0	146	133	0	0
Gemin8	55.8	0	0	115	0	164	0
Fbxl12	55.8	0	0	146	133	0	0
Exoc3l4	55.8	0	158	121	0	0	0
Zbtb11	55.6	0	0	198	80	0	0
Sec11c	55.6	0	0	162	116	0	0
Dhx33	55.0	0	0	174	0	101	0
Bptf	55.0	0	0	137	138	0	0
Rnf24	54.8	0	0	130	144	0	0
Naa25	54.8	0	0	136	0	138	0
Wdfy2	54.6	0	0	173	100	0	0
Git2	54.4	0	0	153	0	119	0
Ankrd13a	54.4	0	0	153	0	119	0
P3h1	54.2	0	0	167	0	104	0
AU022252	54.2	0	0	167	0	104	0
Tsc2	53.8	0	0	98	0	171	0
Nthl1	53.8	0	0	98	0	171	0
Lrrc42	53.2	0	0	92	0	174	0
Hspb11	53.2	0	0	92	0	174	0
Gm527	53.2	0	0	183	0	83	0
Igf1r	53.0	0	0	119	0	146	0
Cnnm2	53.0	0	0	157	0	108	0
Slc35e1	52.8	0	0	131	0	133	0
Pip4k2c	52.8	0	0	138	126	0	0
Tbc1d23	52.4	0	0	112	150	0	0
Slc4a7	52.4	0	0	154	0	108	0
Rps6ka5	52.4	0	0	0	140	122	0
Cyb5r3	52.4	0	0	126	0	136	0
Slf2	52.2	0	0	135	0	126	0
Lzts3	52.2	0	0	0	124	137	0
Fbxl14	52.2	0	0	146	115	0	0
Trip6	52.0	0	0	112	0	148	0
Tcf7l2	52.0	0	0	182	0	78	0
Rrp36	52.0	0	0	0	69	191	0
Stxbp3	51.8	0	0	118	0	141	0
Pold1	51.8	0	0	132	0	127	0
Nrbp1	51.8	0	101	0	87	71	0
Nr1h2	51.8	0	0	132	0	127	0
Mtcl1	51.8	0	0	0	113	146	0
Slc12a7	51.6	0	0	0	146	112	0
Abcf3	51.6	0	0	116	0	142	0
Smad2	51.4	0	0	108	0	149	0
Nfe2l1	51.4	0	0	122	0	135	0
Ptov1	51.0	0	0	0	131	124	0
Gtf3c4	50.8	0	0	140	0	114	0
Ddx31	50.8	0	0	140	0	114	0
Tmem106c	50.6	0	0	136	117	0	0
Ppp2r3a	50.4	0	88	0	0	164	0
Atl2	50.4	0	0	145	0	107	0
Tead4	50.2	0	0	0	142	109	0
Rnf19b	50.2	0	0	0	251	0	0
Pelp1	50.2	0	0	123	0	128	0
Mycbp	50.2	0	0	118	133	0	0
Urb2	49.8	0	0	146	0	103	0
Taf5l	49.8	0	0	146	0	103	0
Stx11	49.8	0	0	113	0	136	0
Tiam2	49.6	0	0	101	147	0	0
Micu2	49.6	0	0	135	113	0	0
Tmem123	49.4	0	0	0	123	124	0
Rbfox2	49.4	0	0	101	146	0	0
Pgpep1	49.2	0	0	162	84	0	0
Fes	49.2	0	0	246	0	0	0
Usp3	49.0	0	0	0	127	118	0
Lss	49.0	0	107	138	0	0	0
Hyal2	49.0	0	0	0	147	98	0
Clptm1l	49.0	0	0	116	0	129	0
Anxa7	49.0	0	0	133	112	0	0
Snx21	48.8	0	0	124	0	120	0
Cmtr2	48.8	0	0	126	0	118	0
Camsap1	48.8	0	0	125	0	119	0
Tmem17	48.6	0	0	145	0	98	0
Mast3	48.6	0	0	116	127	0	0
Zmynd10	48.4	0	0	126	116	0	0
Nprl2	48.4	0	0	126	116	0	0
Josd1	48.4	0	0	130	0	112	0
Gtpbp1	48.4	0	0	130	0	112	0
Cyb561d2	48.4	0	0	126	116	0	0
Pcnx3	48.2	0	0	151	0	90	0
Map3k11	48.2	0	0	151	0	90	0
Prrc1	47.8	0	0	130	0	109	0
Yars	47.6	0	0	136	0	102	0
Senp8	47.6	0	0	134	104	0	0
S100pbp	47.6	0	0	136	0	102	0
Ppp1r35	47.6	0	0	105	0	133	0
Ppip5k2	47.6	0	0	103	135	0	0
Myo9a	47.6	0	0	134	104	0	0
Mob3a	47.6	0	0	0	91	147	0
Izumo4	47.6	0	0	0	91	147	0
Gin1	47.6	0	0	103	135	0	0
Diaph3	47.6	0	114	124	0	0	0
Txlng	47.4	0	0	0	83	154	0
Mrps33	47.4	0	0	122	0	115	0
Szrd1	47.2	0	0	0	0	236	0
Fam20b	47.2	0	0	0	126	110	0
Uxs1	46.6	0	0	139	0	94	0
Echdc3	46.6	0	0	0	130	103	0
Abl1	46.4	0	0	85	0	147	0
Zc3h12a	46.2	0	0	98	0	133	0
Trappc9	46.2	0	0	133	0	98	0
Crebl2	46.2	0	0	100	0	131	0
Puf60	45.8	0	134	95	0	0	0
Mrm3	45.8	0	130	99	0	0	0
Glod4	45.8	0	130	99	0	0	0
Triobp	45.6	0	0	0	97	131	0
Skap2	45.6	0	0	118	0	110	0
Setd5	45.2	0	88	138	0	0	0
Nek2	45.2	0	0	0	110	116	0
Mtg2	45.2	0	0	114	0	112	0
Mrps7	45.2	0	96	130	0	0	0
Hjurp	45.2	0	0	0	92	134	0
Gga3	45.2	0	96	130	0	0	0
A730008H23Rik	45.2	0	0	0	92	134	0
Vps29	44.8	0	0	121	103	0	0
Septin2	44.8	0	106	118	0	0	0
Rad9b	44.8	0	0	121	103	0	0
Oard1	44.8	0	0	116	0	108	0
Nfya	44.8	0	0	116	0	108	0
Hdlbp	44.8	0	106	118	0	0	0
Pfdn5	44.4	0	0	0	129	93	0
Usp12	44.2	0	0	221	0	0	0
Thap4	44.2	0	0	0	106	115	0
Ccn1	44.2	0	0	0	133	88	0
Cbr3	44.2	221	0	0	0	0	0
Atg4b	44.2	0	0	0	106	115	0
Abca5	44.0	0	0	0	94	126	0
Uqcc3	43.8	0	0	219	0	0	0
Max	43.8	0	0	107	112	0	0
Lbhd1	43.8	0	0	219	0	0	0
Erc1	43.8	0	0	133	0	86	0
Vta1	43.6	0	123	0	95	0	0
Slc12a9	43.6	0	0	93	0	125	0
Clp1	43.6	0	0	117	0	101	0
Rpap2	43.4	0	0	122	95	0	0
Glmn	43.4	0	0	122	95	0	0
Ascc3	43.4	0	119	98	0	0	0
Rufy3	43.2	0	0	0	77	139	0
Grpel2	43.2	0	0	95	0	121	0
Wdr6	43.0	0	0	0	107	108	0
Pias3	43.0	0	0	101	0	114	0
Serpinb6a	42.8	0	0	112	0	102	0
Sdc1	42.8	0	102	0	0	112	0
Ripk1	42.8	0	0	112	0	102	0
Tmbim6	42.6	0	0	91	0	122	0
Hyou1	42.6	0	0	0	120	93	0
Slc5a6	42.4	0	0	107	105	0	0
Cdc42ep4	42.4	0	0	107	0	105	0
Atraid	42.4	0	0	107	105	0	0
Ipo4	42.2	0	0	0	0	211	0
9430015G10Rik	42.0	0	0	0	0	210	0
Alg9	41.8	0	115	94	0	0	0
Tvp23b	41.6	0	0	0	97	111	0
Pus10	41.6	0	0	120	0	88	0
Gpatch8	41.6	0	0	89	0	119	0
Riok2	41.4	0	0	0	0	207	0
Golga3	41.2	0	0	80	0	126	0
Spg11	41.0	0	0	205	0	0	0
Lamc1	41.0	0	0	0	87	118	0
Hspa5	40.8	0	0	91	113	0	0
Ap5z1	40.8	0	0	0	0	204	0
Isg15	40.6	0	0	96	0	107	0
Agrn	40.6	0	0	96	0	107	0
Tmed7	40.4	0	0	202	0	0	0
Eif1a	40.4	0	0	202	0	0	0
Zfp948	39.8	0	0	0	99	100	0
Erich4	39.8	0	0	0	0	199	0
Dmac2	39.8	0	0	0	0	199	0
Pmp22	39.4	0	0	197	0	0	0
Kif23	39.4	0	0	0	0	197	0
Tbc1d31	39.2	0	0	0	196	0	0
Rif1	39.2	0	0	75	0	121	0
Pcmt1	39.2	0	0	111	0	85	0
Nup43	39.2	0	0	111	0	85	0
Nmnat1	39.2	0	0	196	0	0	0
Lzic	39.2	0	0	196	0	0	0
Zhx3	39.0	0	0	89	0	106	0
Usp4	39.0	0	0	0	102	93	0
Nudcd3	39.0	0	0	195	0	0	0
Dpy19l4	39.0	0	0	101	0	94	0
Ctnnbip1	39.0	0	0	0	87	108	0
Ube3c	38.8	0	86	0	0	108	0
Fchsd1	38.8	0	0	90	0	104	0
Arhgap33	38.8	0	0	0	0	194	0
Asap1	38.6	0	0	0	0	193	0
Sesn3	38.4	0	0	0	87	105	0
Ubtd2	38.2	0	0	191	0	0	0
Tonsl	38.2	0	0	72	0	119	0
Ttc21a	38.0	0	0	0	0	190	0
Gorasp1	38.0	0	0	0	0	190	0
Sugp2	37.8	0	0	82	0	107	0
Rab30	37.8	0	0	189	0	0	0
Fam199x	37.8	0	0	0	0	189	0
Armc6	37.8	0	0	82	0	107	0
Yy1	37.6	0	0	0	0	188	0
Phkb	37.6	0	0	109	0	79	0
Map3k14	37.6	0	0	0	0	188	0
Itprid2	37.6	0	0	0	0	188	0
Itfg1	37.6	0	0	109	0	79	0
Cav1	37.6	0	0	188	0	0	0
Arl4c	37.6	0	0	188	0	0	0
Vps35	37.2	0	0	0	0	186	0
Orc6	37.2	0	0	0	0	186	0
Asxl1	37.2	0	186	0	0	0	0
Slc35c2	36.8	0	0	184	0	0	0
Fbl	36.8	0	0	184	0	0	0
Tcirg1	36.6	0	0	183	0	0	0
Rnf34	36.6	0	0	0	0	183	0
Dgcr6	36.6	0	0	0	0	183	0
Sod1	36.4	0	0	84	98	0	0
Prr3	36.4	0	0	182	0	0	0
Marcks	36.4	0	0	182	0	0	0
Gnl1	36.4	0	0	182	0	0	0
Ankar	36.4	182	0	0	0	0	0
Syne3	36.2	0	0	0	0	181	0
Spsb1	36.2	0	102	79	0	0	0
Zfp69	36.0	0	0	82	98	0	0
Osbpl9	36.0	0	0	0	0	180	0
Ccdc14	36.0	0	0	0	0	180	0
Kitl	35.4	0	0	0	0	177	0
Vegfa	35.2	0	0	176	0	0	0
Retreg2	35.2	0	0	95	0	81	0
Cnppd1	35.2	0	0	95	0	81	0
Syn2	35.0	175	0	0	0	0	0
Rbms2	35.0	0	0	175	0	0	0
Map11	34.8	0	0	174	0	0	0
Hnrnpm	34.8	0	0	174	0	0	0
Dlg4	34.8	0	0	174	0	0	0
Bcl2l15	34.8	0	0	174	0	0	0
Tmem199	34.6	0	0	0	0	173	0
Poldip2	34.6	0	0	0	0	173	0
Llph	34.6	0	0	173	0	0	0
Pibf1	34.4	0	0	0	0	172	0
Dis3	34.4	0	0	0	0	172	0
Wipi2	34.0	0	0	0	0	170	0
Zfp598	33.8	0	0	169	0	0	0
Tmem50a	33.8	0	0	169	0	0	0
Rtf2	33.8	0	0	0	0	169	0
Aktip	33.4	0	0	167	0	0	0
Smurf1	33.2	0	0	166	0	0	0
Rpl7a	33.2	0	0	166	0	0	0
Med22	33.2	0	0	166	0	0	0
Mea1	33.2	0	0	166	0	0	0
Klhdc3	33.2	0	0	166	0	0	0
Hbegf	33.2	0	0	166	0	0	0
Sars	33.0	0	0	0	0	165	0
Ccnf	33.0	0	0	0	0	165	0
Bcl9l	33.0	0	0	165	0	0	0
Wsb1	32.8	0	0	164	0	0	0
Gsg1	32.8	0	0	0	0	164	0
Ccnh	32.8	0	0	164	0	0	0
Usp20	32.6	0	0	0	0	163	0
Psmb6	32.6	0	0	0	0	163	0
Mapk8	32.6	0	0	163	0	0	0
Inafm1	32.6	0	0	163	0	0	0
Csf2ra	32.6	163	0	0	0	0	0
BC005624	32.6	0	0	0	0	163	0
Tmem134	32.4	0	0	162	0	0	0
Fchsd2	32.4	0	0	0	162	0	0
Aip	32.4	0	0	162	0	0	0
H2ax	32.2	0	0	0	0	161	0
Tsen15	32.0	0	0	0	160	0	0
Ano10	32.0	0	0	85	75	0	0
Shc1	31.8	0	0	79	0	80	0
Rccd1	31.8	0	0	0	0	159	0
Rapgef3	31.8	0	0	0	0	159	0
Nadsyn1	31.8	0	0	0	0	159	0
Fam174c	31.8	0	0	159	0	0	0
Dhcr7	31.8	0	0	0	0	159	0
Cks1b	31.8	0	0	79	0	80	0
Cirbp	31.8	0	0	159	0	0	0
Atg12	31.8	0	0	159	0	0	0
Ap3s1	31.8	0	0	159	0	0	0
Ankrd42	31.8	0	0	159	0	0	0
Elmod2	31.6	0	0	0	0	158	0
Dusp10	31.6	0	0	158	0	0	0
Btbd10	31.6	0	0	0	158	0	0
1700056E22Rik	31.6	0	0	158	0	0	0
Rell1	31.4	0	0	0	0	157	0
Tk1	31.0	0	0	0	0	155	0
Tes	31.0	0	0	0	0	155	0
Srsf7	31.0	0	0	155	0	0	0
Plxnd1	31.0	0	0	0	0	155	0
Map2k4	31.0	0	0	0	155	0	0
Ccl5	31.0	0	0	0	0	155	0
Afmid	31.0	0	0	0	0	155	0
Palld	30.8	0	0	0	0	154	0
Nek11	30.8	0	0	0	0	154	0
Aste1	30.8	0	0	0	0	154	0
2310022B05Rik	30.8	0	0	154	0	0	0
1700037H04Rik	30.6	0	0	0	0	153	0
Natd1	30.4	0	0	152	0	0	0
Cfdp1	30.4	0	0	152	0	0	0
Pmm1	30.2	0	0	0	0	151	0
E2f7	30.2	0	0	151	0	0	0
Aebp1	30.2	0	0	0	0	151	0
Pdia6	30.0	0	0	88	0	62	0
Bcl10	30.0	0	0	150	0	0	0
Aldh1l2	29.8	0	0	0	0	149	0
Zfp81	29.6	0	0	148	0	0	0
Sepsecs	29.6	0	0	0	0	148	0
Ppa1	29.6	0	0	148	0	0	0
Pom121	29.6	0	0	148	0	0	0
Plscr1	29.6	0	0	148	0	0	0
Sesn2	29.4	0	0	0	0	147	0
Sec24c	29.4	0	0	0	0	147	0
Prr12	29.4	0	0	147	0	0	0
Polr3h	29.4	0	0	0	0	147	0
Mospd3	29.4	0	0	147	0	0	0
Gtf3c6	29.4	0	0	147	0	0	0
Fbxo21	29.4	0	0	147	0	0	0
Zfp382	29.2	0	0	146	0	0	0
Vamp2	29.2	0	0	146	0	0	0
Tuba1c	29.2	0	0	146	0	0	0
Ssna1	29.2	0	0	146	0	0	0
Spag9	29.2	0	0	0	0	146	0
Naf1	29.2	0	0	0	146	0	0
Lyrm4	29.2	0	0	146	0	0	0
Lpar2	29.2	0	0	146	0	0	0
Fars2	29.2	0	0	146	0	0	0
Calm2	29.2	0	0	0	0	146	0
Anapc2	29.2	0	0	146	0	0	0
Acsl1	29.2	0	0	146	0	0	0
Tmub1	29.0	0	0	0	0	145	0
Nol8	29.0	0	0	145	0	0	0
Golga5	29.0	0	0	0	145	0	0
Gfpt1	29.0	0	0	0	0	145	0
Cenpp	29.0	0	0	145	0	0	0
Agap3	29.0	0	0	0	0	145	0
Adgra3	29.0	0	0	0	145	0	0
Polr2e	28.8	0	0	144	0	0	0
Jpt1	28.8	0	0	0	0	144	0
Ing1	28.8	0	0	144	0	0	0
Gxylt1	28.8	0	0	0	0	144	0
Gnaq	28.8	0	0	144	0	0	0
Fkbp5	28.8	0	0	0	0	144	0
Tmed5	28.6	0	0	0	0	143	0
Gar1	28.6	0	0	0	0	143	0
Dcaf4	28.6	0	0	0	0	143	0
Ccdc18	28.6	0	0	0	0	143	0
Stau1	28.4	0	0	0	0	142	0
Spata1	28.4	0	0	142	0	0	0
Sh3kbp1	28.4	0	0	142	0	0	0
Lsm1	28.4	0	0	0	0	142	0
L3hypdh	28.4	0	0	142	0	0	0
Jkamp	28.4	0	0	142	0	0	0
Jak2	28.4	0	0	0	142	0	0
Gng5	28.4	0	0	142	0	0	0
Gch1	28.4	0	0	0	0	142	0
Blcap	28.4	0	0	0	142	0	0
Bag4	28.4	0	0	0	0	142	0
Abcb6	28.4	0	0	142	0	0	0
Zkscan3	28.2	0	0	0	0	141	0
Six5	28.2	0	0	141	0	0	0
S100a6	28.2	0	0	0	0	141	0
Qrsl1	28.2	0	0	0	0	141	0
Pak1ip1	28.2	0	0	0	0	141	0
Maff	28.2	0	0	141	0	0	0
Ing4	28.2	0	0	0	0	141	0
Washc5	28.0	0	0	0	0	140	0
Tead2	28.0	0	0	0	0	140	0
Tax1bp3	28.0	0	0	0	0	140	0
Rab20	28.0	0	0	140	0	0	0
Pigt	28.0	0	0	0	0	140	0
Pdap1	28.0	0	0	0	0	140	0
Nsmce2	28.0	0	0	0	0	140	0
Nop14	28.0	0	0	140	0	0	0
Grk4	28.0	0	0	140	0	0	0
Fam110b	28.0	0	0	140	0	0	0
Emc6	28.0	0	0	0	0	140	0
Dkkl1	28.0	0	0	0	0	140	0
Bud31	28.0	0	0	0	0	140	0
Zfp335	27.8	0	0	139	0	0	0
Uprt	27.8	0	0	0	0	139	0
Slc39a11	27.8	0	0	139	0	0	0
Ska2	27.8	0	0	0	0	139	0
Prr11	27.8	0	0	0	0	139	0
Setx	27.6	0	0	138	0	0	0
Rab14	27.6	0	0	0	0	138	0
Pgrmc2	27.6	0	0	0	0	138	0
Nr6a1	27.6	0	0	138	0	0	0
Mthfsl	27.4	0	0	137	0	0	0
Hcfc2	27.4	0	0	0	0	137	0
Ciao2b	27.4	0	0	0	0	137	0
Srsf2	27.2	0	0	0	0	136	0
Pimreg	27.2	0	0	136	0	0	0
Ngrn	27.2	0	0	0	0	136	0
Mfsd11	27.2	0	0	0	0	136	0
Kif3a	27.2	0	0	136	0	0	0
Anapc10	27.2	0	0	136	0	0	0
Aipl1	27.2	0	0	136	0	0	0
Abce1	27.2	0	0	136	0	0	0
Ift52	27.0	0	0	0	135	0	0
Bnip3l	27.0	0	0	135	0	0	0
Ascc2	27.0	0	0	135	0	0	0
Snapc1	26.8	0	0	134	0	0	0
Id1	26.8	0	0	0	0	134	0
Slc19a2	26.6	0	0	0	133	0	0
E130308A19Rik	26.6	0	0	133	0	0	0
Wdr46	26.4	0	0	0	132	0	0
Pfdn6	26.4	0	0	0	132	0	0
Hmgcs1	26.4	0	132	0	0	0	0
Vdr	26.2	0	0	131	0	0	0
Tent5b	26.2	0	0	131	0	0	0
Pdp1	26.2	0	0	0	0	131	0
Azin1	26.2	0	0	0	131	0	0
Arpc2	26.2	0	0	0	0	131	0
Angptl4	26.2	0	0	0	0	131	0
Pcolce	26.0	0	0	130	0	0	0
Nup160	26.0	0	0	130	0	0	0
Micu1	26.0	0	0	0	0	130	0
Lrrc61	26.0	0	0	130	0	0	0
Dop1b	26.0	0	0	0	0	130	0
2310011J03Rik	26.0	0	0	0	130	0	0
Senp5	25.8	0	129	0	0	0	0
Rbm48	25.8	0	0	0	0	129	0
Pik3r5	25.8	0	0	0	0	129	0
Pex1	25.8	0	0	0	0	129	0
Zc2hc1a	25.6	0	0	0	0	128	0
Xpnpep3	25.6	0	0	0	0	128	0
Wdyhv1	25.6	0	0	0	0	128	0
Ulk3	25.6	0	0	128	0	0	0
Tnp2	25.6	0	0	128	0	0	0
St13	25.6	0	0	0	0	128	0
Socs1	25.6	0	0	128	0	0	0
Slc7a5	25.6	0	0	0	0	128	0
