Target_genes	Etv5|Average	SRX3775849|Alveolar_type_II_cells	SRX23761407|Ependymoma	SRX4988100|ES_cells	SRX4988101|ES_cells	SRX4988102|ES_cells	SRX4988103|ES_cells	SRX4988104|ES_cells	SRX4988105|ES_cells	STRING
BC028528	89.125	713	0	0	0	0	0	0	0	0
Aph1a	89.125	713	0	0	0	0	0	0	0	0
Abcc10	89.125	713	0	0	0	0	0	0	0	0
Zkscan17	89.0	712	0	0	0	0	0	0	0	0
Zfp688	89.0	712	0	0	0	0	0	0	0	0
Pigf	89.0	712	0	0	0	0	0	0	0	0
Gabpb2	89.0	395	317	0	0	0	0	0	0	0
Cript	89.0	712	0	0	0	0	0	0	0	0
Tnfrsf1a	88.75	497	213	0	0	0	0	0	0	0
Olfr902	88.75	0	0	185	0	0	0	366	159	0
Naa40	88.75	710	0	0	0	0	0	0	0	0
Khdc4	88.75	710	0	0	0	0	0	0	0	0
Extl3	88.75	710	0	0	0	0	0	0	0	0
Zfp433	88.625	709	0	0	0	0	0	0	0	0
Gm32687	88.625	709	0	0	0	0	0	0	0	0
Rbm22	88.375	707	0	0	0	0	0	0	0	0
Mrpl40	88.375	588	119	0	0	0	0	0	0	0
Hira	88.375	588	119	0	0	0	0	0	0	0
Gpr155	88.375	598	109	0	0	0	0	0	0	0
Sppl2a	88.25	596	110	0	0	0	0	0	0	0
Selenok	88.25	539	167	0	0	0	0	0	0	0
Junb	88.25	574	132	0	0	0	0	0	0	0
Stau1	88.125	705	0	0	0	0	0	0	0	0
Slc35b2	88.125	541	0	0	0	62	0	102	0	0
Ppp1r10	88.125	553	152	0	0	0	0	0	0	0
Mrps18b	88.125	553	152	0	0	0	0	0	0	0
Man1a2	88.125	705	0	0	0	0	0	0	0	0
Zbtb43	88.0	704	0	0	0	0	0	0	0	0
Ppp6r1	87.875	618	85	0	0	0	0	0	0	0
Lnpep	87.875	703	0	0	0	0	0	0	0	0
Dpp9	87.875	703	0	0	0	0	0	0	0	0
Pcid2	87.75	702	0	0	0	0	0	0	0	0
Cul4a	87.75	702	0	0	0	0	0	0	0	0
A430005L14Rik	87.75	702	0	0	0	0	0	0	0	0
Sntb2	87.5	700	0	0	0	0	0	0	0	0
Sel1l	87.5	700	0	0	0	0	0	0	0	0
Pik3r2	87.5	601	99	0	0	0	0	0	0	0
Map3k7	87.5	700	0	0	0	0	0	0	0	0
Khdrbs1	87.5	700	0	0	0	0	0	0	0	0
Ift46	87.5	565	135	0	0	0	0	0	0	0
Chd8	87.5	700	0	0	0	0	0	0	0	0
Atox1	87.5	700	0	0	0	0	0	0	0	0
Spg7	87.375	699	0	0	0	0	0	0	0	0
Lypla2	87.375	605	94	0	0	0	0	0	0	0
Jrk	87.375	601	98	0	0	0	0	0	0	0
Cdkn2aip	87.375	699	0	0	0	0	0	0	0	0
Slc38a2	87.125	697	0	0	0	0	0	0	0	0
Brd7	87.0	696	0	0	0	0	0	0	0	0
Rab3gap2	86.875	695	0	0	0	0	0	0	0	0
Pigl	86.875	695	0	0	0	0	0	0	0	0
Ncor1	86.875	695	0	0	0	0	0	0	0	0
Ino80c	86.875	628	67	0	0	0	0	0	0	0
Crybg1	86.875	695	0	0	0	0	0	0	0	0
Twnk	86.75	694	0	0	0	0	0	0	0	0
Tmem171	86.75	694	0	0	0	0	0	0	0	0
Mrpl43	86.75	694	0	0	0	0	0	0	0	0
Bod1l	86.75	444	250	0	0	0	0	0	0	0
Wdr25	86.625	562	131	0	0	0	0	0	0	0
Wars	86.625	562	131	0	0	0	0	0	0	0
Tsg101	86.625	608	85	0	0	0	0	0	0	0
Zfp628	86.5	692	0	0	0	0	0	0	0	0
Ppp6c	86.375	583	108	0	0	0	0	0	0	0
Tada2b	86.25	690	0	0	0	0	0	0	0	0
Keap1	86.25	690	0	0	0	0	0	0	0	0
Csnk1g2	86.25	690	0	0	0	0	0	0	0	0
Ccdc96	86.25	690	0	0	0	0	0	0	0	0
Atg2a	86.25	690	0	0	0	0	0	0	0	0
Zpr1	86.0	602	86	0	0	0	0	0	0	0
Tulp4	86.0	688	0	0	0	0	0	0	0	0
Nr1h2	86.0	535	153	0	0	0	0	0	0	0
Ddx50	86.0	688	0	0	0	0	0	0	0	0
Apoa5	86.0	602	86	0	0	0	0	0	0	0
Sdad1	85.875	443	244	0	0	0	0	0	0	0
Tbcel	85.75	686	0	0	0	0	0	0	0	0
Edf1	85.75	488	198	0	0	0	0	0	0	0
Cenpu	85.625	543	142	0	0	0	0	0	0	0
Trmt10c	85.5	684	0	0	0	0	0	0	0	0
Slc2a8	85.5	684	0	0	0	0	0	0	0	0
Sec16a	85.5	609	75	0	0	0	0	0	0	0
Rhbdd1	85.5	684	0	0	0	0	0	0	0	0
Malsu1	85.5	604	80	0	0	0	0	0	0	0
Kyat1	85.5	684	0	0	0	0	0	0	0	0
Ivns1abp	85.5	684	0	0	0	0	0	0	0	0
Dhodh	85.5	684	0	0	0	0	0	0	0	0
Tecpr1	85.375	683	0	0	0	0	0	0	0	0
Smim8	85.375	683	0	0	0	0	0	0	0	0
Dscc1	85.375	683	0	0	0	0	0	0	0	0
2210016F16Rik	85.375	590	93	0	0	0	0	0	0	0
Tedc1	85.25	546	136	0	0	0	0	0	0	0
Sec24c	85.25	564	118	0	0	0	0	0	0	0
Crip1	85.25	546	136	0	0	0	0	0	0	0
Zfp341	85.125	681	0	0	0	0	0	0	0	0
Slc36a1	85.125	558	123	0	0	0	0	0	0	0
Rragc	85.125	681	0	0	0	0	0	0	0	0
Ifrd2	85.125	681	0	0	0	0	0	0	0	0
Acyp1	85.125	681	0	0	0	0	0	0	0	0
Frg1	85.0	322	358	0	0	0	0	0	0	0
Ube2z	84.875	679	0	0	0	0	0	0	0	0
Lrp11	84.875	679	0	0	0	0	0	0	0	0
Zdhhc5	84.75	678	0	0	0	0	0	0	0	0
Slc12a2	84.75	678	0	0	0	0	0	0	0	0
Sdcbp	84.75	552	126	0	0	0	0	0	0	0
Rbm45	84.75	566	112	0	0	0	0	0	0	0
Cant1	84.75	678	0	0	0	0	0	0	0	0
Rps7	84.625	490	187	0	0	0	0	0	0	0
Tmem234	84.5	676	0	0	0	0	0	0	0	0
Pomk	84.5	429	247	0	0	0	0	0	0	0
Mrps26	84.5	676	0	0	0	0	0	0	0	0
Eif3i	84.5	676	0	0	0	0	0	0	0	0
Dnajc13	84.5	676	0	0	0	0	0	0	0	0
Sra1	84.25	494	180	0	0	0	0	0	0	0
Aplp2	84.25	674	0	0	0	0	0	0	0	0
Ephb2	84.125	673	0	0	0	0	0	0	0	0
Zkscan6	84.0	564	108	0	0	0	0	0	0	0
Tor1aip2	84.0	672	0	0	0	0	0	0	0	0
Tor1aip1	84.0	672	0	0	0	0	0	0	0	0
Zfp60	83.875	671	0	0	0	0	0	0	0	0
Uspl1	83.875	671	0	0	0	0	0	0	0	0
Nubp1	83.875	671	0	0	0	0	0	0	0	0
Prrg2	83.75	471	199	0	0	0	0	0	0	0
Nr6a1	83.75	670	0	0	0	0	0	0	0	0
Nosip	83.75	471	199	0	0	0	0	0	0	0
Dnlz	83.75	670	0	0	0	0	0	0	0	0
Uchl5	83.625	669	0	0	0	0	0	0	0	0
Stub1	83.625	669	0	0	0	0	0	0	0	0
Ro60	83.625	669	0	0	0	0	0	0	0	0
Rhbdl1	83.625	669	0	0	0	0	0	0	0	0
Ptpn1	83.625	669	0	0	0	0	0	0	0	0
Nuf2	83.625	366	303	0	0	0	0	0	0	0
Jmjd8	83.625	669	0	0	0	0	0	0	0	0
Ogdh	83.5	668	0	0	0	0	0	0	0	0
Tmem30b	83.375	667	0	0	0	0	0	0	0	0
Tank	83.375	667	0	0	0	0	0	0	0	0
Ptch1	83.375	667	0	0	0	0	0	0	0	0
Micos10	83.375	667	0	0	0	0	0	0	0	0
Mrps33	83.25	545	121	0	0	0	0	0	0	0
Pnpla7	83.125	665	0	0	0	0	0	0	0	0
Mrpl41	83.125	665	0	0	0	0	0	0	0	0
Frg2f1	83.125	665	0	0	0	0	0	0	0	0
Foxj3	83.125	665	0	0	0	0	0	0	0	0
Dnaaf4	83.125	665	0	0	0	0	0	0	0	0
Ctnna1	83.0	664	0	0	0	0	0	0	0	0
Ccp110	83.0	664	0	0	0	0	0	0	0	0
Rtca	82.875	534	129	0	0	0	0	0	0	0
Nup107	82.875	663	0	0	0	0	0	0	0	0
Nkiras2	82.875	663	0	0	0	0	0	0	0	0
Dnajc7	82.875	663	0	0	0	0	0	0	0	0
Dbt	82.875	534	129	0	0	0	0	0	0	0
Prdm4	82.75	662	0	0	0	0	0	0	0	0
Cbarp	82.75	473	189	0	0	0	0	0	0	0
Atp5d	82.75	473	189	0	0	0	0	0	0	0
Sike1	82.625	661	0	0	0	0	0	0	0	0
Higd1a	82.625	661	0	0	0	0	0	0	0	0
Dr1	82.625	661	0	0	0	0	0	0	0	0
Tcf25	82.5	507	153	0	0	0	0	0	0	0
Smarcad1	82.375	659	0	0	0	0	0	0	0	0
Pdss2	82.375	498	161	0	0	0	0	0	0	0
Atp1b3	82.375	659	0	0	0	0	0	0	0	0
Rpl15	82.25	658	0	0	0	0	0	0	0	0
Nkiras1	82.25	658	0	0	0	0	0	0	0	0
Mrnip	82.25	496	162	0	0	0	0	0	0	0
Snrpd3	82.125	657	0	0	0	0	0	0	0	0
Ptov1	82.125	657	0	0	0	0	0	0	0	0
Pdlim5	82.125	657	0	0	0	0	0	0	0	0
Gucd1	82.125	657	0	0	0	0	0	0	0	0
Calu	82.125	657	0	0	0	0	0	0	0	0
Atg5	82.125	657	0	0	0	0	0	0	0	0
Tmem262	81.875	555	100	0	0	0	0	0	0	0
Stk25	81.875	655	0	0	0	0	0	0	0	0
Cyrib	81.875	655	0	0	0	0	0	0	0	0
Pop7	81.75	475	179	0	0	0	0	0	0	0
Osgepl1	81.75	654	0	0	0	0	0	0	0	0
Eloa	81.75	654	0	0	0	0	0	0	0	0
Uckl1	81.625	402	251	0	0	0	0	0	0	0
Rpl23a	81.625	653	0	0	0	0	0	0	0	0
Mocs1	81.625	653	0	0	0	0	0	0	0	0
Irgq	81.625	653	0	0	0	0	0	0	0	0
Tnpo1	81.5	652	0	0	0	0	0	0	0	0
Cyth2	81.5	652	0	0	0	0	0	0	0	0
Ankrd10	81.5	652	0	0	0	0	0	0	0	0
Pkn3	81.375	651	0	0	0	0	0	0	0	0
Lss	81.375	651	0	0	0	0	0	0	0	0
Ddx59	81.375	651	0	0	0	0	0	0	0	0
Pmel	81.25	650	0	0	0	0	0	0	0	0
Fra10ac1	81.25	503	147	0	0	0	0	0	0	0
Ddx18	81.25	523	127	0	0	0	0	0	0	0
Cdk2	81.25	650	0	0	0	0	0	0	0	0
Aftph	81.25	650	0	0	0	0	0	0	0	0
Vps8	81.125	649	0	0	0	0	0	0	0	0
H2-DMa	81.125	404	245	0	0	0	0	0	0	0
Brd2	81.125	404	245	0	0	0	0	0	0	0
Ing4	81.0	537	111	0	0	0	0	0	0	0
Homer1	81.0	648	0	0	0	0	0	0	0	0
Gne	81.0	566	82	0	0	0	0	0	0	0
Faap20	81.0	648	0	0	0	0	0	0	0	0
Taf1a	80.875	548	99	0	0	0	0	0	0	0
Fam76b	80.875	647	0	0	0	0	0	0	0	0
Cep57	80.875	647	0	0	0	0	0	0	0	0
Ubox5	80.75	492	154	0	0	0	0	0	0	0
Rbm6	80.75	646	0	0	0	0	0	0	0	0
Fastkd5	80.75	492	154	0	0	0	0	0	0	0
Trpc4ap	80.625	645	0	0	0	0	0	0	0	0
Tmem59l	80.625	645	0	0	0	0	0	0	0	0
Tatdn1	80.625	645	0	0	0	0	0	0	0	0
Rffl	80.625	645	0	0	0	0	0	0	0	0
Nfe2l1	80.625	645	0	0	0	0	0	0	0	0
Ndufb9	80.625	645	0	0	0	0	0	0	0	0
Hipk1	80.625	519	126	0	0	0	0	0	0	0
Gm5617	80.625	645	0	0	0	0	0	0	0	0
Ddx47	80.625	468	177	0	0	0	0	0	0	0
Crlf1	80.625	645	0	0	0	0	0	0	0	0
Bcat2	80.625	645	0	0	0	0	0	0	0	0
Zmym5	80.5	644	0	0	0	0	0	0	0	0
Tjp1	80.375	643	0	0	0	0	0	0	0	0
Rbm34	80.375	481	162	0	0	0	0	0	0	0
Elavl1	80.375	492	151	0	0	0	0	0	0	0
Zfp568	80.25	642	0	0	0	0	0	0	0	0
Tmx1	80.25	642	0	0	0	0	0	0	0	0
Thoc1	80.25	642	0	0	0	0	0	0	0	0
Pacrgl	80.25	642	0	0	0	0	0	0	0	0
Ddb2	80.25	642	0	0	0	0	0	0	0	0
Ccm2	80.25	642	0	0	0	0	0	0	0	0
Rps16	80.125	454	187	0	0	0	0	0	0	0
Rsad1	80.0	640	0	0	0	0	0	0	0	0
Mast3	80.0	640	0	0	0	0	0	0	0	0
Arid4a	80.0	640	0	0	0	0	0	0	0	0
Alkbh3	80.0	529	111	0	0	0	0	0	0	0
2410002F23Rik	80.0	453	187	0	0	0	0	0	0	0
Wdr5	79.875	403	236	0	0	0	0	0	0	0
Tmem120a	79.875	639	0	0	0	0	0	0	0	0
Ubxn8	79.75	638	0	0	0	0	0	0	0	0
Tbc1d10c	79.75	638	0	0	0	0	0	0	0	0
Rnls	79.75	638	0	0	0	0	0	0	0	0
Rbm27	79.75	638	0	0	0	0	0	0	0	0
Ppp1ca	79.75	638	0	0	0	0	0	0	0	0
Zswim4	79.625	637	0	0	0	0	0	0	0	0
Trappc5	79.625	637	0	0	0	0	0	0	0	0
Sergef	79.625	637	0	0	0	0	0	0	0	0
P4hb	79.625	637	0	0	0	0	0	0	0	0
Ino80e	79.625	637	0	0	0	0	0	0	0	0
Hirip3	79.625	637	0	0	0	0	0	0	0	0
Fcor	79.625	637	0	0	0	0	0	0	0	0
Eif3e	79.625	544	93	0	0	0	0	0	0	0
Btrc	79.625	480	157	0	0	0	0	0	0	0
Mrpl12	79.5	426	210	0	0	0	0	0	0	0
Yeats4	79.375	635	0	0	0	0	0	0	0	0
Trp53bp2	79.375	635	0	0	0	0	0	0	0	0
Tcp11	79.375	635	0	0	0	0	0	0	0	0
Sirt3	79.375	569	66	0	0	0	0	0	0	0
Psmd13	79.375	569	66	0	0	0	0	0	0	0
Pigg	79.375	635	0	0	0	0	0	0	0	0
Dcp1a	79.375	454	181	0	0	0	0	0	0	0
Ccdc126	79.375	635	0	0	0	0	0	0	0	0
Smarcd1	79.25	634	0	0	0	0	0	0	0	0
Rps17	79.25	634	0	0	0	0	0	0	0	0
Psmc4	79.25	634	0	0	0	0	0	0	0	0
Pla2g6	79.25	403	231	0	0	0	0	0	0	0
Zfp277	79.125	633	0	0	0	0	0	0	0	0
Dock4	79.125	633	0	0	0	0	0	0	0	0
Zfp622	79.0	533	99	0	0	0	0	0	0	0
Sympk	79.0	632	0	0	0	0	0	0	0	0
Polr2c	79.0	632	0	0	0	0	0	0	0	0
Mea1	79.0	511	121	0	0	0	0	0	0	0
Klhdc3	79.0	511	121	0	0	0	0	0	0	0
Foxa3	79.0	632	0	0	0	0	0	0	0	0
Ung	78.875	492	139	0	0	0	0	0	0	0
Tcea1	78.875	441	190	0	0	0	0	0	0	0
Atg10	78.875	155	476	0	0	0	0	0	0	0
Alkbh2	78.875	492	139	0	0	0	0	0	0	0
Nudt5	78.75	485	145	0	0	0	0	0	0	0
Cdc123	78.75	485	145	0	0	0	0	0	0	0
Ndufs3	78.625	629	0	0	0	0	0	0	0	0
Kbtbd4	78.625	629	0	0	0	0	0	0	0	0
Dcaf10	78.625	629	0	0	0	0	0	0	0	0
Rbm12b2	78.5	628	0	0	0	0	0	0	0	0
Pdcd6ip	78.5	628	0	0	0	0	0	0	0	0
Mtmr10	78.5	536	92	0	0	0	0	0	0	0
Klhl15	78.375	627	0	0	0	0	0	0	0	0
E130308A19Rik	78.375	627	0	0	0	0	0	0	0	0
Suco	78.25	626	0	0	0	0	0	0	0	0
Lyrm1	78.25	626	0	0	0	0	0	0	0	0
Dcun1d3	78.25	626	0	0	0	0	0	0	0	0
Cyb561	78.25	626	0	0	0	0	0	0	0	0
Sema4d	78.125	625	0	0	0	0	0	0	0	0
Parl	78.125	625	0	0	0	0	0	0	0	0
Mtpn	78.125	625	0	0	0	0	0	0	0	0
Gm5741	78.125	625	0	0	0	0	0	0	0	0
Dhps	78.125	625	0	0	0	0	0	0	0	0
Commd2	78.125	509	116	0	0	0	0	0	0	0
Uggt1	78.0	624	0	0	0	0	0	0	0	0
Tmem59	78.0	624	0	0	0	0	0	0	0	0
Tceanc2	78.0	624	0	0	0	0	0	0	0	0
Rfc4	77.875	440	183	0	0	0	0	0	0	0
Tusc3	77.75	622	0	0	0	0	0	0	0	0
Srsf4	77.75	622	0	0	0	0	0	0	0	0
Mafk	77.75	622	0	0	0	0	0	0	0	0
Dot1l	77.75	622	0	0	0	0	0	0	0	0
Ddx42	77.75	482	140	0	0	0	0	0	0	0
Ccdc47	77.75	482	140	0	0	0	0	0	0	0
Cdca7l	77.625	621	0	0	0	0	0	0	0	0
Sirt7	77.5	620	0	0	0	0	0	0	0	0
Msl3	77.5	620	0	0	0	0	0	0	0	0
Fbf1	77.5	504	116	0	0	0	0	0	0	0
Eif1ad	77.5	512	108	0	0	0	0	0	0	0
Csnk1d	77.5	620	0	0	0	0	0	0	0	0
Banf1	77.5	512	108	0	0	0	0	0	0	0
Dclre1b	77.375	619	0	0	0	0	0	0	0	0
Ap4b1	77.375	619	0	0	0	0	0	0	0	0
Aacs	77.375	619	0	0	0	0	0	0	0	0
Tomm6	77.25	618	0	0	0	0	0	0	0	0
Poc5	77.25	618	0	0	0	0	0	0	0	0
Mettl3	77.25	618	0	0	0	0	0	0	0	0
Glyctk	77.25	506	112	0	0	0	0	0	0	0
Zfp473	77.125	617	0	0	0	0	0	0	0	0
Vrk3	77.125	617	0	0	0	0	0	0	0	0
Usp42	77.125	617	0	0	0	0	0	0	0	0
Slc25a38	77.125	617	0	0	0	0	0	0	0	0
Gtf2h2	77.125	617	0	0	0	0	0	0	0	0
Samd8	77.0	616	0	0	0	0	0	0	0	0
Rps8	77.0	616	0	0	0	0	0	0	0	0
Ppib	77.0	469	147	0	0	0	0	0	0	0
Mlec	77.0	556	60	0	0	0	0	0	0	0
Dusp13	77.0	616	0	0	0	0	0	0	0	0
Rubcn	76.875	451	164	0	0	0	0	0	0	0
Crcp	76.875	615	0	0	0	0	0	0	0	0
Cpped1	76.875	615	0	0	0	0	0	0	0	0
Asl	76.875	615	0	0	0	0	0	0	0	0
Mllt11	76.75	614	0	0	0	0	0	0	0	0
Cdc42se1	76.75	614	0	0	0	0	0	0	0	0
Arf3	76.75	614	0	0	0	0	0	0	0	0
Slc22a15	76.625	613	0	0	0	0	0	0	0	0
Phf7	76.625	613	0	0	0	0	0	0	0	0
Kmt2c	76.625	613	0	0	0	0	0	0	0	0
Eif3d	76.625	613	0	0	0	0	0	0	0	0
Bap1	76.625	613	0	0	0	0	0	0	0	0
Rhoq	76.5	485	127	0	0	0	0	0	0	0
Med15	76.5	612	0	0	0	0	0	0	0	0
Det1	76.5	612	0	0	0	0	0	0	0	0
Zfp672	76.375	514	97	0	0	0	0	0	0	0
Tfcp2	76.375	611	0	0	0	0	0	0	0	0
Tcam1	76.375	611	0	0	0	0	0	0	0	0
Smarcd2	76.375	611	0	0	0	0	0	0	0	0
Sh3bp5l	76.375	514	97	0	0	0	0	0	0	0
Polr3f	76.375	486	125	0	0	0	0	0	0	0
Dzank1	76.375	486	125	0	0	0	0	0	0	0
Ulk3	76.25	610	0	0	0	0	0	0	0	0
Rabepk	76.25	346	264	0	0	0	0	0	0	0
Map2k5	76.25	610	0	0	0	0	0	0	0	0
Dpy19l4	76.25	610	0	0	0	0	0	0	0	0
Dhx16	76.25	435	175	0	0	0	0	0	0	0
Tbc1d17	76.125	609	0	0	0	0	0	0	0	0
Kat7	76.125	609	0	0	0	0	0	0	0	0
Akt1s1	76.125	609	0	0	0	0	0	0	0	0
Ube2a	76.0	608	0	0	0	0	0	0	0	0
Tomm70a	76.0	608	0	0	0	0	0	0	0	0
Rpl27	76.0	387	221	0	0	0	0	0	0	0
Pigc	76.0	608	0	0	0	0	0	0	0	0
Fam76a	76.0	608	0	0	0	0	0	0	0	0
Cd2ap	76.0	608	0	0	0	0	0	0	0	0
Bbs4	76.0	608	0	0	0	0	0	0	0	0
4930558K02Rik	76.0	608	0	0	0	0	0	0	0	0
Zfyve16	75.875	607	0	0	0	0	0	0	0	0
Tmem203	75.875	607	0	0	0	0	0	0	0	0
P2rx4	75.875	607	0	0	0	0	0	0	0	0
Ndor1	75.875	607	0	0	0	0	0	0	0	0
Cdca4	75.875	607	0	0	0	0	0	0	0	0
Ccnt2	75.875	607	0	0	0	0	0	0	0	0
Psmc2	75.75	482	124	0	0	0	0	0	0	0
Dnajc2	75.75	482	124	0	0	0	0	0	0	0
Dennd1b	75.75	606	0	0	0	0	0	0	0	0
Zfp706	75.625	605	0	0	0	0	0	0	0	0
Tk2	75.625	605	0	0	0	0	0	0	0	0
Srd5a1	75.625	605	0	0	0	0	0	0	0	0
Ptpn3	75.625	605	0	0	0	0	0	0	0	0
Pdxdc1	75.625	605	0	0	0	0	0	0	0	0
Nsun2	75.625	605	0	0	0	0	0	0	0	0
Mpv17l	75.625	605	0	0	0	0	0	0	0	0
Dpy19l3	75.625	467	138	0	0	0	0	0	0	0
Cklf	75.625	605	0	0	0	0	0	0	0	0
Gtf3c1	75.5	604	0	0	0	0	0	0	0	0
D430042O09Rik	75.5	604	0	0	0	0	0	0	0	0
Sertad1	75.375	603	0	0	0	0	0	0	0	0
Fam149b	75.375	603	0	0	0	0	0	0	0	0
Ecd	75.375	603	0	0	0	0	0	0	0	0
Celf1	75.375	603	0	0	0	0	0	0	0	0
Zcchc17	75.25	602	0	0	0	0	0	0	0	0
Snrnp40	75.25	602	0	0	0	0	0	0	0	0
Phf1	75.25	602	0	0	0	0	0	0	0	0
Ost4	75.25	602	0	0	0	0	0	0	0	0
Fbrsl1	75.25	602	0	0	0	0	0	0	0	0
Zfand2a	75.125	456	145	0	0	0	0	0	0	0
Wdfy2	75.125	601	0	0	0	0	0	0	0	0
Vps16	75.0	600	0	0	0	0	0	0	0	0
Pced1a	75.0	600	0	0	0	0	0	0	0	0
Dbndd2	75.0	600	0	0	0	0	0	0	0	0
Crlf3	75.0	600	0	0	0	0	0	0	0	0
Coa8	75.0	600	0	0	0	0	0	0	0	0
Bag5	75.0	600	0	0	0	0	0	0	0	0
Ywhaq	74.875	599	0	0	0	0	0	0	0	0
Ube2i	74.875	599	0	0	0	0	0	0	0	0
Cpeb4	74.875	599	0	0	0	0	0	0	0	0
Arhgef12	74.875	599	0	0	0	0	0	0	0	0
Mtmr9	74.75	468	130	0	0	0	0	0	0	0
Atp7a	74.75	598	0	0	0	0	0	0	0	0
Slc35b3	74.625	597	0	0	0	0	0	0	0	0
Rplp1	74.625	450	147	0	0	0	0	0	0	0
Rnf4	74.625	597	0	0	0	0	0	0	0	0
Ift27	74.625	597	0	0	0	0	0	0	0	0
Hyls1	74.625	597	0	0	0	0	0	0	0	0
Dnm1l	74.625	597	0	0	0	0	0	0	0	0
Ccdc6	74.625	597	0	0	0	0	0	0	0	0
Serf1	74.5	490	106	0	0	0	0	0	0	0
Pemt	74.5	479	117	0	0	0	0	0	0	0
Nudt17	74.5	358	238	0	0	0	0	0	0	0
Bdp1	74.5	490	106	0	0	0	0	0	0	0
Psen2	74.375	595	0	0	0	0	0	0	0	0
Ppp1r11	74.375	413	182	0	0	0	0	0	0	0
Opa3	74.375	595	0	0	0	0	0	0	0	0
Nfx1	74.375	595	0	0	0	0	0	0	0	0
Eps15	74.375	595	0	0	0	0	0	0	0	0
Zfp41	74.125	593	0	0	0	0	0	0	0	0
Tbc1d15	74.125	593	0	0	0	0	0	0	0	0
Axin1	74.125	593	0	0	0	0	0	0	0	0
Agpat2	74.125	593	0	0	0	0	0	0	0	0
Rfc5	74.0	592	0	0	0	0	0	0	0	0
Nfatc1	74.0	592	0	0	0	0	0	0	0	0
Apbb2	74.0	592	0	0	0	0	0	0	0	0
Zranb1	73.875	591	0	0	0	0	0	0	0	0
Zfp202	73.875	591	0	0	0	0	0	0	0	0
Wdr75	73.875	472	119	0	0	0	0	0	0	0
Ube2e1	73.875	591	0	0	0	0	0	0	0	0
Fmr1	73.875	591	0	0	0	0	0	0	0	0
Esco1	73.875	591	0	0	0	0	0	0	0	0
Rars2	73.75	590	0	0	0	0	0	0	0	0
Prr19	73.75	590	0	0	0	0	0	0	0	0
Pafah1b3	73.75	590	0	0	0	0	0	0	0	0
Orc3	73.75	590	0	0	0	0	0	0	0	0
Med25	73.75	590	0	0	0	0	0	0	0	0
Kif23	73.75	590	0	0	0	0	0	0	0	0
Fuz	73.75	590	0	0	0	0	0	0	0	0
Dynlrb1	73.75	590	0	0	0	0	0	0	0	0
Zscan20	73.625	589	0	0	0	0	0	0	0	0
Traf2	73.625	589	0	0	0	0	0	0	0	0
Mrps7	73.625	589	0	0	0	0	0	0	0	0
Lman2	73.625	589	0	0	0	0	0	0	0	0
Hnrnph1	73.625	589	0	0	0	0	0	0	0	0
Hccs	73.625	589	0	0	0	0	0	0	0	0
Gm15246	73.625	589	0	0	0	0	0	0	0	0
Gga3	73.625	589	0	0	0	0	0	0	0	0
Acap2	73.625	589	0	0	0	0	0	0	0	0
Man2b2	73.5	447	141	0	0	0	0	0	0	0
Ccny	73.5	588	0	0	0	0	0	0	0	0
Krr1	73.375	456	131	0	0	0	0	0	0	0
Champ1	73.375	587	0	0	0	0	0	0	0	0
Spcs3	73.25	586	0	0	0	0	0	0	0	0
Prkag2	73.25	586	0	0	0	0	0	0	0	0
Mbd2	73.25	586	0	0	0	0	0	0	0	0
Dnajb6	73.25	586	0	0	0	0	0	0	0	0
Yes1	73.125	585	0	0	0	0	0	0	0	0
Tab3	73.125	585	0	0	0	0	0	0	0	0
Rbks	73.125	585	0	0	0	0	0	0	0	0
Prpf40b	73.125	585	0	0	0	0	0	0	0	0
Phf14	73.125	432	153	0	0	0	0	0	0	0
Ndufa4	73.125	432	153	0	0	0	0	0	0	0
Myo1d	73.125	585	0	0	0	0	0	0	0	0
Mat2b	73.125	585	0	0	0	0	0	0	0	0
Babam2	73.125	585	0	0	0	0	0	0	0	0
Pla2g1b	73.0	584	0	0	0	0	0	0	0	0
Pfn1	73.0	448	136	0	0	0	0	0	0	0
Mtbp	73.0	584	0	0	0	0	0	0	0	0
Mrpl13	73.0	584	0	0	0	0	0	0	0	0
Eno3	73.0	448	136	0	0	0	0	0	0	0
Emp3	73.0	455	129	0	0	0	0	0	0	0
Ccdc114	73.0	455	129	0	0	0	0	0	0	0
Snrpb2	72.875	583	0	0	0	0	0	0	0	0
Smim15	72.875	583	0	0	0	0	0	0	0	0
Ppp6r3	72.875	583	0	0	0	0	0	0	0	0
Pms1	72.875	583	0	0	0	0	0	0	0	0
Ormdl1	72.875	583	0	0	0	0	0	0	0	0
Cd47	72.75	582	0	0	0	0	0	0	0	0
Srp54c	72.625	581	0	0	0	0	0	0	0	0
Srp54b	72.625	581	0	0	0	0	0	0	0	0
Sdhaf3	72.625	383	198	0	0	0	0	0	0	0
Exosc3	72.625	429	152	0	0	0	0	0	0	0
Anks3	72.625	581	0	0	0	0	0	0	0	0
4930451G09Rik	72.625	581	0	0	0	0	0	0	0	0
Tufm	72.5	417	163	0	0	0	0	0	0	0
Serp1	72.5	580	0	0	0	0	0	0	0	0
Phip	72.5	580	0	0	0	0	0	0	0	0
Eif3h	72.5	455	125	0	0	0	0	0	0	0
Eif2a	72.5	580	0	0	0	0	0	0	0	0
2900026A02Rik	72.5	580	0	0	0	0	0	0	0	0
Zfp691	72.375	579	0	0	0	0	0	0	0	0
