Target_genes	Mafb|Average	SRX1465586|Macrophages	STRING
Slfn2	597.0	597	0
Mapre3	597.0	597	0
Apoa2	597.0	597	0
Trim30c	596.0	596	0
Scpep1	596.0	596	0
Ptafr	596.0	596	0
Chrdl2	596.0	596	0
Syne3	594.0	594	0
Cdh10	594.0	594	0
Smad7	593.0	593	0
Ifngr1	593.0	593	0
Lcp2	591.0	591	0
Irf5	591.0	591	0
Zfp62	590.0	590	0
Tnfrsf11a	590.0	590	0
Rnf168	590.0	590	0
Gas2l3	590.0	590	0
Ehd4	590.0	590	0
Adssl1	589.0	589	0
Rrbp1	588.0	588	0
Olfr432	588.0	588	0
Sh3bp5	587.0	587	0
Cd47	587.0	587	0
Traf3ip3	585.0	585	0
Snx32	585.0	585	0
Tubb5	584.0	584	0
Slc2a5	584.0	584	0
Mdc1	584.0	584	0
Glrx5	584.0	584	0
Dusp22	584.0	584	0
Mndal	582.0	582	0
Gbp4	582.0	582	0
Coro6	582.0	582	0
Stx3	581.0	581	0
Ccl3	581.0	581	0
Tbc1d10a	579.0	579	0
H2az1	579.0	579	0
Dnajb14	579.0	579	0
Eapp	576.0	576	0
Casp4	576.0	576	0
Hrh4	575.0	575	0
Atp6v0c	574.0	574	0
Amdhd2	574.0	574	0
Zcchc2	573.0	573	0
Pa2g4	573.0	573	0
Cisd2	573.0	573	0
Zfyve21	572.0	572	0
Xrcc3	572.0	572	0
Tnfrsf26	572.0	572	0
Pea15a	572.0	572	0
Dmac1	572.0	572	0
Ccn2	572.0	572	0
Trim27	571.0	571	0
Mtmr10	570.0	570	0
Mex3b	569.0	569	0
Map3k5	569.0	569	0
Ulk2	567.0	567	0
Stat4	567.0	567	0
Lalba	567.0	567	0
Oxsm	566.0	566	0
Maml2	566.0	566	0
Elk3	566.0	566	0
Cmip	566.0	566	0
Tgfbrap1	565.0	565	0
Frmpd4	565.0	565	0
Eif2b5	565.0	565	0
Nlrp1b	564.0	564	0
Cd207	564.0	564	0
Ang6	564.0	564	0
Armc3	562.0	562	0
Zfp871	560.0	560	0
Smdt1	560.0	560	0
Rps29	560.0	560	0
Fhit	560.0	560	0
Abhd2	560.0	560	0
Zfp169	559.0	559	0
Hipk2	559.0	559	0
Dzip3	559.0	559	0
Cip2a	559.0	559	0
Cnot2	558.0	558	0
Cd84	558.0	558	0
Cby3	558.0	558	0
Zp3	557.0	557	0
Ssc4d	557.0	557	0
Rb1cc1	556.0	556	0
Vav3	555.0	555	0
Trim30a	555.0	555	0
Msl3	555.0	555	0
Gna15	555.0	555	0
Commd10	555.0	555	0
Blvra	555.0	555	0
C1qtnf1	554.0	554	0
Snx10	553.0	553	0
Chchd5	553.0	553	0
Txndc17	552.0	552	0
Nectin4	552.0	552	0
Ccdc54	552.0	552	0
4933427D14Rik	552.0	552	0
Zc3h4	551.0	551	0
Dthd1	551.0	551	0
Cep170	551.0	551	0
Asap1	551.0	551	0
Rars	550.0	550	0
Mef2c	550.0	550	0
Kcnk5	550.0	550	0
Ube2e1	549.0	549	0
Hs6st1	549.0	549	0
Gnpda1	549.0	549	0
Mtarc1	548.0	548	0
Aqp9	547.0	547	0
Nup153	546.0	546	0
Cfp	546.0	546	0
Wdfy4	545.0	545	0
Gm10142	545.0	545	0
Gm10024	545.0	545	0
Rgs2	544.0	544	0
Pi4k2a	543.0	543	0
Morn4	543.0	543	0
Ap5b1	543.0	543	0
Znrd1as	541.0	541	0
Srrd	541.0	541	0
Slc25a10	541.0	541	0
Hps4	541.0	541	0
Ubap1l	540.0	540	0
Tbc1d2b	540.0	540	0
Tial1	539.0	539	0
Itga4	539.0	539	0
Ing2	539.0	539	0
Ubb	538.0	538	0
Pon3	538.0	538	0
Il7r	538.0	538	0
Mkln1	537.0	537	0
Serpinb9c	536.0	536	0
Pdp2	536.0	536	0
Ppp1r1a	535.0	535	0
Zfp566	534.0	534	0
Zfp260	534.0	534	0
Rhod	534.0	534	0
Stag2	533.0	533	0
Etv5	533.0	533	0
Tmem50b	532.0	532	0
Tcp11l1	532.0	532	0
Pde6a	532.0	532	0
Tma16	531.0	531	0
Snx24	531.0	531	0
H3c10	531.0	531	0
H2bc14	531.0	531	0
Gsap	531.0	531	0
Ctsl	531.0	531	0
Atp1a3	531.0	531	0
Snta1	530.0	530	0
Jarid2	530.0	530	0
Stap1	529.0	529	0
Hsf1	529.0	529	0
Dntt	529.0	529	0
Cenpc1	529.0	529	0
Bop1	529.0	529	0
I830077J02Rik	527.0	527	0
Dgkd	527.0	527	0
Osm	526.0	526	0
Ier3	526.0	526	0
Hal	526.0	526	0
Flot1	526.0	526	0
Eif3b	526.0	526	0
Sntb2	525.0	525	0
Nrros	525.0	525	0
Wipi1	524.0	524	0
Thsd1	524.0	524	0
Cap1	524.0	524	0
Gdf15	523.0	523	0
Eps8	523.0	523	0
Clint1	523.0	523	0
Tubg1	522.0	522	0
Retreg3	522.0	522	0
Ect2	522.0	522	0
Diras2	522.0	522	0
Gm14326	521.0	521	0
Phf5a	520.0	520	0
Ms4a4a	520.0	520	0
Itgb1	520.0	520	0
Ap1m1	520.0	520	0
Aco2	520.0	520	0
Vapb	519.0	519	0
Smo	519.0	519	0
Slc2a9	518.0	518	0
Nr1h3	518.0	518	0
Trim69	517.0	517	0
Sirt6	517.0	517	0
Il21r	517.0	517	0
Glis3	517.0	517	0
Ankrd24	517.0	517	0
Otud1	516.0	516	0
Anxa4	516.0	516	0
Vstm4	513.0	513	0
Oacyl	513.0	513	0
Ccl4	513.0	513	0
Syk	512.0	512	0
Sorbs3	512.0	512	0
Myo18a	512.0	512	0
Nox1	511.0	511	0
Iqsec2	511.0	511	0
Fer	510.0	510	0
Fau	510.0	510	0
Crem	510.0	510	0
Prkar2a	508.0	508	0
Folr2	508.0	508	0
Ctse	508.0	508	0
Ppil1	507.0	507	0
BC004004	507.0	507	0
Rasgef1b	506.0	506	0
Grk2	506.0	506	0
Ptpro	505.0	505	0
N4bp2l1	505.0	505	0
Impact	505.0	505	0
Ctsb	505.0	505	0
Brd3os	504.0	504	0
Tmcc1	503.0	503	0
Olfr460	502.0	502	0
Cyren	502.0	502	0
Zfp759	501.0	501	0
Spg7	501.0	501	0
Sec13	501.0	501	0
Eef1a1	501.0	501	0
Rab11fip5	500.0	500	0
Psme4	500.0	500	0
Nrep	500.0	500	0
Map2k2	500.0	500	0
H2bc21	500.0	500	0
H2ac21	500.0	500	0
H2ac20	500.0	500	0
Rnf141	499.0	499	0
Sema3b	498.0	498	0
Plscr3	498.0	498	0
Ell	498.0	498	0
Tex14	497.0	497	0
Rps16	497.0	497	0
Kbtbd7	497.0	497	0
Eri3	497.0	497	0
Nfxl1	496.0	496	0
E2f2	496.0	496	0
Ing5	495.0	495	0
Gk	495.0	495	0
Fam13a	495.0	495	0
Dtymk	495.0	495	0
Secisbp2	494.0	494	0
P2ry13	494.0	494	0
Bin2	494.0	494	0
Spag9	493.0	493	0
Cln5	493.0	493	0
Bin1	493.0	493	0
Srrm1	492.0	492	0
Slc45a4	492.0	492	0
Dtd1	492.0	492	0
Cd300c	492.0	492	0
Arap2	492.0	492	0
Uchl5	491.0	491	0
Ro60	491.0	491	0
Ppp1r3d	491.0	491	0
Fndc7	491.0	491	0
Fgr	491.0	491	0
Fam217b	491.0	491	0
Eml2	491.0	491	0
Glrx	490.0	490	0
Iars	488.0	488	0
Dennd2c	487.0	487	0
Tmco1	486.0	486	0
Sgf29	486.0	486	0
Cnrip1	486.0	486	0
Tbc1d13	485.0	485	0
Rit1	485.0	485	0
Ptk2	485.0	485	0
Pira7	485.0	485	0
Pira6	485.0	485	0
Pira4	485.0	485	0
Pira11	485.0	485	0
Gm14548	485.0	485	0
Atf6	485.0	485	0
Wipf1	484.0	484	0
Tuba8	484.0	484	0
Thumpd3	484.0	484	0
Gm4951	482.0	482	0
Dipk2a	482.0	482	0
Rab14	481.0	481	0
Phc2	481.0	481	0
Nek7	481.0	481	0
H4f16	481.0	481	0
H2aj	481.0	481	0
Zfp444	480.0	480	0
Tcirg1	480.0	480	0
Ndufs8	480.0	480	0
Ccdc97	480.0	480	0
Hsf4	479.0	479	0
Fbxl8	479.0	479	0
Mylip	478.0	478	0
Ambra1	478.0	478	0
Ubc	477.0	477	0
Trim30d	477.0	477	0
Mpp1	477.0	477	0
Tmed2	476.0	476	0
Pitpnc1	476.0	476	0
Meig1	476.0	476	0
Wfdc16	474.0	474	0
Stxbp5	474.0	474	0
Alox12	474.0	474	0
Pxk	473.0	473	0
Ppfibp2	473.0	473	0
Pnrc1	473.0	473	0
Nufip2	473.0	473	0
Setbp1	472.0	472	0
Rtn3	472.0	472	0
Ube2m	471.0	471	0
Tsku	471.0	471	0
Plin2	471.0	471	0
Jmy	471.0	471	0
Chmp2a	471.0	471	0
Angptl6	471.0	471	0
Zfand5	470.0	470	0
Tpra1	470.0	470	0
Sirpb1b	470.0	470	0
Rps6ka2	470.0	470	0
Psen2	470.0	470	0
Plekhg1	470.0	470	0
Olfr110	470.0	470	0
Med7	470.0	470	0
Fnbp1	470.0	470	0
Cd164	470.0	470	0
Use1	469.0	469	0
Togaram2	469.0	469	0
Ocel1	469.0	469	0
Arhgap4	469.0	469	0
Tmem65	468.0	468	0
Nsmaf	467.0	467	0
Cd300ld5	467.0	467	0
Cd300ld4	467.0	467	0
Pcca	466.0	466	0
Gamt	466.0	466	0
Dazap1	466.0	466	0
Cep120	466.0	466	0
Tuba1a	464.0	464	0
Sdcbp	464.0	464	0
Sde2	463.0	463	0
Elmo1	463.0	463	0
Timp2	462.0	462	0
Lars	462.0	462	0
Tctn3	461.0	461	0
Fbxw11	461.0	461	0
Tef	459.0	459	0
Son	459.0	459	0
Sema4a	459.0	459	0
Gm36712	459.0	459	0
Gart	459.0	459	0
Cstad	459.0	459	0
Tm9sf2	458.0	458	0
Serpinb2	458.0	458	0
Rgs18	458.0	458	0
Kat2b	458.0	458	0
Ubl3	457.0	457	0
Ddx3x	457.0	457	0
Zfp677	456.0	456	0
Clec4b1	456.0	456	0
Aldh18a1	456.0	456	0
Mfsd1	455.0	455	0
Nfkbia	454.0	454	0
Gid4	454.0	454	0
Slc35b1	453.0	453	0
Olfr111	453.0	453	0
Hlx	453.0	453	0
Elmo3	452.0	452	0
Gm5544	451.0	451	0
Frs2	451.0	451	0
Ccdc117	451.0	451	0
Xpo7	450.0	450	0
Trim65	450.0	450	0
Rasgrp3	450.0	450	0
Nfil3	450.0	450	0
M6pr	450.0	450	0
Dynlt1b	450.0	450	0
H6pd	449.0	449	0
Gabarapl1	449.0	449	0
Clec4a3	449.0	449	0
Atp5g2	449.0	449	0
Sh2b3	448.0	448	0
Rab7	448.0	448	0
Dhx58	448.0	448	0
Cd83	448.0	448	0
Atg7	448.0	448	0
Stim2	447.0	447	0
Nf2	447.0	447	0
Galnt6	447.0	447	0
Triap1	446.0	446	0
Itm2c	446.0	446	0
Gatc	446.0	446	0
Dcaf1	446.0	446	0
B4galt5	446.0	446	0
2610507B11Rik	446.0	446	0
Mrpl24	445.0	445	0
Fgf9	445.0	445	0
Sardh	444.0	444	0
Galnt9	444.0	444	0
Slc35f2	443.0	443	0
Scfd2	443.0	443	0
Osbpl9	443.0	443	0
Fip1l1	443.0	443	0
Fbxo5	443.0	443	0
Cib2	443.0	443	0
Sgk1	442.0	442	0
Bcl10	442.0	442	0
Rab7b	440.0	440	0
Hrob	440.0	440	0
Exosc3	440.0	440	0
Trcg1	439.0	439	0
Gmfg	439.0	439	0
Cd14	439.0	439	0
Abcc4	439.0	439	0
Ripk1	438.0	438	0
Rbsn	438.0	438	0
Lifr	438.0	438	0
Capza2	438.0	438	0
Josd1	437.0	437	0
Gtpbp1	437.0	437	0
Krt24	436.0	436	0
Isy1	436.0	436	0
Coa7	434.0	434	0
Tcf4	433.0	433	0
Mrpl1	433.0	433	0
Fmc1	433.0	433	0
Psmc6	432.0	432	0
Pkdcc	432.0	432	0
Arl14	432.0	432	0
Calr4	431.0	431	0
Washc1	430.0	430	0
Tbc1d9b	430.0	430	0
Sppl2a	430.0	430	0
Pnkp	430.0	430	0
H3c13	430.0	430	0
H2bc18	430.0	430	0
Dok2	430.0	430	0
Psd	429.0	429	0
Xcr1	428.0	428	0
Camk2d	428.0	428	0
Tmod1	427.0	427	0
Setdb1	427.0	427	0
Rfpl4	427.0	427	0
Pdlim5	427.0	427	0
Crlf2	427.0	427	0
Srp14	426.0	426	0
Peak1	425.0	425	0
Pabpc1	425.0	425	0
Adcy7	425.0	425	0
Misp3	424.0	424	0
Atp23	424.0	424	0
Tdg	423.0	423	0
Plekha2	423.0	423	0
Frg2f1	423.0	423	0
Foxj3	423.0	423	0
Comt	423.0	423	0
Rbks	422.0	422	0
Babam2	422.0	422	0
4833420G17Rik	422.0	422	0
Tomm20	421.0	421	0
Zfp52	420.0	420	0
Zc3h11a	420.0	420	0
Zbed6	420.0	420	0
Tgfbr2	420.0	420	0
Sh3kbp1	420.0	420	0
Psmd1	420.0	420	0
Prdx1	420.0	420	0
Exoc4	420.0	420	0
Rmi2	419.0	419	0
Ctdp1	419.0	419	0
Asxl1	419.0	419	0
Spp1	418.0	418	0
E030018B13Rik	418.0	418	0
Ctbs	418.0	418	0
Azin2	418.0	418	0
Slc12a5	417.0	417	0
Nudt13	417.0	417	0
Msh5	417.0	417	0
Lyz2	417.0	417	0
Larp1b	417.0	417	0
Clic1	417.0	417	0
Bambi	417.0	417	0
Nr1d1	416.0	416	0
Klf10	416.0	416	0
Alox5ap	416.0	416	0
Adgrg3	416.0	416	0
Zfp407	415.0	415	0
Tube1	414.0	414	0
Scamp2	414.0	414	0
Ptpre	414.0	414	0
Layn	414.0	414	0
Fam229b	414.0	414	0
Adnp2	414.0	414	0
Dnaja3	413.0	413	0
Dgkz	413.0	413	0
Coro7	413.0	413	0
Trim25	412.0	412	0
Pip5k1c	412.0	412	0
Fam120a	412.0	412	0
Zfp790	411.0	411	0
Nphp1	411.0	411	0
Mtln	411.0	411	0
Ggt7	411.0	411	0
Acss2	411.0	411	0
Tmem125	410.0	410	0
Themis2	409.0	409	0
Slc30a1	409.0	409	0
Rsad2	409.0	409	0
Rab5if	409.0	409	0
Ldlrad3	409.0	409	0
Gprc5c	409.0	409	0
Tmem42	408.0	408	0
5430427O19Rik	408.0	408	0
Ube2f	407.0	407	0
Ugdh	406.0	406	0
Papola	406.0	406	0
Lrrc20	406.0	406	0
Erlin2	406.0	406	0
Samd8	405.0	405	0
Rilpl2	405.0	405	0
Pom121	405.0	405	0
Hp1bp3	405.0	405	0
Dusp13	405.0	405	0
Cpeb3	405.0	405	0
Cetn4	405.0	405	0
Cd302	405.0	405	0
Bbs12	405.0	405	0
Asmt	405.0	405	0
Adipor1	405.0	405	0
Ssh2	404.0	404	0
Card11	404.0	404	0
Them6	403.0	403	0
Psd4	403.0	403	0
Itga5	403.0	403	0
Hspe1	403.0	403	0
Hspd1	403.0	403	0
Cpeb4	403.0	403	0
Armc2	403.0	403	0
Phyhd1	402.0	402	0
Msra	402.0	402	0
Kif1b	402.0	402	0
Spata32	401.0	401	0
Mfsd13b	401.0	401	0
Map3k12	401.0	401	0
Cdr2	401.0	401	0
Trim36	400.0	400	0
Srrm2	400.0	400	0
Prkag2	400.0	400	0
Fbxo33	400.0	400	0
Sesn3	399.0	399	0
Plp2	399.0	399	0
Spdl1	397.0	397	0
Resf1	397.0	397	0
Lyve1	397.0	397	0
Kmt5a	397.0	397	0
Gda	397.0	397	0
Cfh	397.0	397	0
Ak1	397.0	397	0
Slc36a2	396.0	396	0
Setd1b	396.0	396	0
P2rx6	396.0	396	0
Nod2	396.0	396	0
Lrrc74b	396.0	396	0
Lrif1	396.0	396	0
Klra2	396.0	396	0
Ei24	396.0	396	0
Ccdc134	396.0	396	0
Slc49a4	395.0	395	0
Plekhg2	395.0	395	0
Map3k19	395.0	395	0
Hpgds	395.0	395	0
BC005537	395.0	395	0
Atf3	395.0	395	0
Ube4a	394.0	394	0
Trim2	394.0	394	0
Timm13	394.0	394	0
Snx14	394.0	394	0
Gpr84	394.0	394	0
Emc7	394.0	394	0
Tmem268	393.0	393	0
Sspn	393.0	393	0
Scarb2	393.0	393	0
Lrmda	393.0	393	0
Eif2s2	393.0	393	0
Cul3	393.0	393	0
Strip1	392.0	392	0
Sfmbt1	392.0	392	0
Pycard	392.0	392	0
Klri1	392.0	392	0
Herc4	392.0	392	0
H2aw	392.0	392	0
Galnt12	392.0	392	0
Tmem209	390.0	390	0
Ssmem1	390.0	390	0
Prss56	390.0	390	0
Dtnbp1	390.0	390	0
Aoah	390.0	390	0
Angel2	390.0	390	0
Myl6	389.0	389	0
Abi2	389.0	389	0
Zfp267	388.0	388	0
Xrra1	388.0	388	0
Spcs2	388.0	388	0
Rsbn1	388.0	388	0
Rimbp3	388.0	388	0
Prex1	388.0	388	0
Plec	388.0	388	0
Itgb2	388.0	388	0
Gga2	387.0	387	0
Ypel2	386.0	386	0
Olfr229	386.0	386	0
Zfp324	385.0	385	0
Steap3	385.0	385	0
Abr	385.0	385	0
Scel	384.0	384	0
Cisd3	384.0	384	0
Arl2bp	384.0	384	0
Zfp513	383.0	383	0
Parp1	383.0	383	0
Lsm14b	383.0	383	0
Vmp1	382.0	382	0
Usp20	381.0	381	0
Rnf145	381.0	381	0
Psmc4	381.0	381	0
Fuca1	381.0	381	0
C1qtnf3	381.0	381	0
Btbd18	381.0	381	0
Bscl2	381.0	381	0
BC005624	381.0	381	0
Kif3a	380.0	380	0
Gm21188	380.0	380	0
C2cd2	380.0	380	0
Zfp664	379.0	379	0
Rhobtb2	379.0	379	0
Pyroxd2	379.0	379	0
Parp14	379.0	379	0
H2-T24	379.0	379	0
Ccdc92	379.0	379	0
Ccdc86	379.0	379	0
Alg14	379.0	379	0
Tgm2	378.0	378	0
Zfp362	377.0	377	0
P2ry14	377.0	377	0
Larp4	377.0	377	0
Bcl3	377.0	377	0
Lca5l	376.0	376	0
Ep300	376.0	376	0
Tm2d2	375.0	375	0
Rtf2	375.0	375	0
Rassf4	375.0	375	0
Hpgd	375.0	375	0
Adam9	375.0	375	0
Slc7a5	374.0	374	0
Slc25a42	374.0	374	0
Ndrg1	374.0	374	0
Zfp1	373.0	373	0
Sltm	373.0	373	0
Ppp2r5a	373.0	373	0
Olfr922	373.0	373	0
Hagh	373.0	373	0
Fahd1	373.0	373	0
Ythdf2	372.0	372	0
Taf12	372.0	372	0
Spen	372.0	372	0
Kif2a	372.0	372	0
Dnajc7	372.0	372	0
Znrf1	371.0	371	0
Paqr7	371.0	371	0
Npas4	371.0	371	0
Hilpda	371.0	371	0
Cox20	371.0	371	0
Ugt1a7c	370.0	370	0
Tmem199	370.0	370	0
Poldip2	370.0	370	0
Plxnb2	370.0	370	0
Akap17b	370.0	370	0
Acvr2a	370.0	370	0
Wdr7	369.0	369	0
Wbp4	369.0	369	0
Urm1	369.0	369	0
Sh3bgrl3	369.0	369	0
Fkbpl	369.0	369	0
Elf1	369.0	369	0
Apon	369.0	369	0
Tent2	368.0	368	0
Snx6	368.0	368	0
Slc9a1	368.0	368	0
Neurl3	368.0	368	0
Eif5a	368.0	368	0
Mpp6	367.0	367	0
Man2a2	367.0	367	0
Coq5	367.0	367	0
Clec2e	367.0	367	0
Tmigd1	366.0	366	0
Mgat4c	366.0	366	0
Ift27	366.0	366	0
Elane	366.0	366	0
Cited2	366.0	366	0
Washc3	365.0	365	0
Utf1	365.0	365	0
Rpl35	365.0	365	0
Prkacb	365.0	365	0
Oasl1	365.0	365	0
Msx3	365.0	365	0
Eid1	365.0	365	0
Cdc37	365.0	365	0
Bex6	365.0	365	0
Arpc5l	365.0	365	0
Vps33b	364.0	364	0
Tmem53	364.0	364	0
Slc37a3	364.0	364	0
Slc36a3	364.0	364	0
Cdkn1a	364.0	364	0
Armh1	364.0	364	0
Tanc2	363.0	363	0
Sfxn3	363.0	363	0
Pnisr	363.0	363	0
Pdzd7	363.0	363	0
Pde2a	363.0	363	0
Orai2	363.0	363	0
Calhm6	363.0	363	0
Nup50	362.0	362	0
Jpt1	361.0	361	0
Il6ra	361.0	361	0
Epc1	361.0	361	0
Tnpo1	360.0	360	0
Pgd	360.0	360	0
Mroh1	360.0	360	0
Kdm4b	360.0	360	0
Dynlt1f	360.0	360	0
Dynlt1c	360.0	360	0
Slc31a1	359.0	359	0
Sae1	359.0	359	0
Plk2	359.0	359	0
Fkbp15	359.0	359	0
Pip4p2	358.0	358	0
Ino80	358.0	358	0
Etv6	358.0	358	0
Chic2	358.0	358	0
Kpnb1	357.0	357	0
Kctd12b	357.0	357	0
Id3	357.0	357	0
Dync1i2	357.0	357	0
Cyria	357.0	357	0
Cyfip2	357.0	357	0
Zbtb3	356.0	356	0
Rab19	356.0	356	0
Nav2	356.0	356	0
Camk2g	356.0	356	0
Tec	355.0	355	0
Slc18a1	355.0	355	0
Per1	355.0	355	0
Marchf3	355.0	355	0
Atrnl1	355.0	355	0
Atp6v1b2	355.0	355	0
1700066M21Rik	355.0	355	0
Tmem202	354.0	354	0
Tcof1	354.0	354	0
Rnf130	354.0	354	0
Mitf	354.0	354	0
Vgll4	353.0	353	0
Spdef	353.0	353	0
Pla2g15	353.0	353	0
Nr0b2	353.0	353	0
Csf2rb	353.0	353	0
Cmbl	353.0	353	0
Gse1	352.0	352	0
Thoc2l	351.0	351	0
Shld1	351.0	351	0
Gm1070	351.0	351	0
Gadd45b	351.0	351	0
Fcrlb	351.0	351	0
Map3k8	350.0	350	0
Eloc	350.0	350	0
Echs1	350.0	350	0
Bcl6	350.0	350	0
Adgrf1	350.0	350	0
Ttc41	349.0	349	0
Sec24c	349.0	349	0
P2ry12	349.0	349	0
Lin52	349.0	349	0
Lcmt1	349.0	349	0
Hsp90b1	349.0	349	0
Efcab2	349.0	349	0
Aldh6a1	349.0	349	0
Tmem211	348.0	348	0
Ptpn22	348.0	348	0
Fdps	348.0	348	0
Fcer1g	348.0	348	0
Ctsz	348.0	348	0
Clec9a	348.0	348	0
2900026A02Rik	348.0	348	0
Kat2a	347.0	347	0
Hspb9	347.0	347	0
Fn3k	346.0	346	0
Chordc1	346.0	346	0
Tm4sf19	345.0	345	0
Spata7	345.0	345	0
Faiml	345.0	345	0
Cep70	345.0	345	0
Pelo	344.0	344	0
Itsn2	344.0	344	0
Isca1	344.0	344	0
Rin3	343.0	343	0
Map11	343.0	343	0
Gns	343.0	343	0
Crybg3	343.0	343	0
Atp6v1g3	343.0	343	0
Lrrc8b	342.0	342	0
Ccdc148	342.0	342	0
3830406C13Rik	342.0	342	0
Tcte3	341.0	341	0
Slc11a2	341.0	341	0
Prss40	341.0	341	0
Plekhn1	341.0	341	0
Gm3448	341.0	341	0
Gm3417	341.0	341	0
Ermard	341.0	341	0
St7	340.0	340	0
Srgn	340.0	340	0
Rpgrip1	340.0	340	0
Pmp22	340.0	340	0
Pex7	340.0	340	0
Hnrnpc	340.0	340	0
Cpxm1	340.0	340	0
Atf6b	340.0	340	0
Nrg2	339.0	339	0
Mctp1	338.0	338	0
Cttnbp2nl	338.0	338	0
Cdt1	338.0	338	0
Zfp799	337.0	337	0
Tefm	337.0	337	0
Pfkl	337.0	337	0
H2-T9	337.0	337	0
H2-T22	337.0	337	0
Gm6034	337.0	337	0
Tnni2	336.0	336	0
Sphk2	336.0	336	0
Rpl18	336.0	336	0
Pacsin2	336.0	336	0
Naaa	336.0	336	0
Fam83e	336.0	336	0
Cdca3	336.0	336	0
Phyh	335.0	335	0
Mrpl48	335.0	335	0
Fbxw7	335.0	335	0
Fap	335.0	335	0
Clec5a	335.0	335	0
Cdk5rap2	335.0	335	0
AW549877	334.0	334	0
Zfp472	333.0	333	0
Rnaseh1	333.0	333	0
Efhd2	333.0	333	0
Zfp90	332.0	332	0
Psmg2	332.0	332	0
Igsf6	332.0	332	0
Dok3	332.0	332	0
Cep76	332.0	332	0
Ric8a	331.0	331	0
Kif17	331.0	331	0
H2-T10	331.0	331	0
Bet1l	331.0	331	0
Tmem29	330.0	330	0
Rab33a	330.0	330	0
Zfp146	329.0	329	0
Napepld	329.0	329	0
Myc	329.0	329	0
Kctd7	329.0	329	0
Arhgap22	329.0	329	0
Saraf	328.0	328	0
Ripor2	328.0	328	0
Lyplal1	328.0	328	0
Ifna13	328.0	328	0
Dpp3	328.0	328	0
Cnot4	328.0	328	0
2210407C18Rik	328.0	328	0
Vma21	327.0	327	0
Dusp1	327.0	327	0
Armc7	327.0	327	0
Acer3	327.0	327	0
Runx1	326.0	326	0
Ccdc88c	326.0	326	0
Arpc1b	326.0	326	0
Smpd3	325.0	325	0
Mrps30	325.0	325	0
Ier5l	325.0	325	0
Abca4	325.0	325	0
Zfp853	324.0	324	0
Zfp457	324.0	324	0
Tnfsf15	324.0	324	0
Spa17	324.0	324	0
Siae	324.0	324	0
Rmc1	324.0	324	0
Polr1d	324.0	324	0
Nelfa	324.0	324	0
Lnx2	324.0	324	0
Cyth1	324.0	324	0
Cerk	324.0	324	0
Zfp592	323.0	323	0
Tbc1d9	323.0	323	0
Pde4a	323.0	323	0
Letm1	323.0	323	0
Tspan14	322.0	322	0
Tmed1	322.0	322	0
Prlhr	322.0	322	0
Polr3e	322.0	322	0
Poc1b	322.0	322	0
Nae1	322.0	322	0
Hjurp	322.0	322	0
Galnt4	322.0	322	0
Car7	322.0	322	0
A730008H23Rik	322.0	322	0
Gps2	321.0	321	0
Ece1	321.0	321	0
Btnl2	321.0	321	0
Thop1	320.0	320	0
Rabggtb	320.0	320	0
Olfr172	320.0	320	0
Syne1	319.0	319	0
Slc25a17	319.0	319	0
Nek6	319.0	319	0
Ddx47	319.0	319	0
Cyrib	319.0	319	0
Crls1	319.0	319	0
Ap2a2	319.0	319	0
Rtl8c	318.0	318	0
Rpl37a	318.0	318	0
Cxcr3	318.0	318	0
Avpi1	318.0	318	0
Apoe	318.0	318	0
Zfp825	317.0	317	0
Rps21	317.0	317	0
Gja1	317.0	317	0
Eef1g	317.0	317	0
Cs	317.0	317	0
Cox14	317.0	317	0
Bahcc1	317.0	317	0
Ren2	316.0	316	0
Ren1	316.0	316	0
Rab3gap2	316.0	316	0
Mmaa	316.0	316	0
Htra4	316.0	316	0
Hexa	316.0	316	0
Gcnt1	316.0	316	0
Dnpep	316.0	316	0
Dhcr7	316.0	316	0
Cox7a1	316.0	316	0
Cd86	316.0	316	0
Atp8b4	316.0	316	0
Aanat	316.0	316	0
Tlr9	315.0	315	0
Tent5a	315.0	315	0
Rnf139	315.0	315	0
Mok	315.0	315	0
Fbxo7	315.0	315	0
Clk4	315.0	315	0
BC049762	315.0	315	0
Sh2d6	314.0	314	0
Htr2b	314.0	314	0
Gm32856	314.0	314	0
Rubcnl	313.0	313	0
Clock	313.0	313	0
Bicdl1	313.0	313	0
Tmem165	312.0	312	0
Slc39a8	312.0	312	0
Marchf8	312.0	312	0
Lilr4b	312.0	312	0
Gpr141	312.0	312	0
Kctd9	311.0	311	0
Itih1	311.0	311	0
Fscn3	311.0	311	0
Dgat2	311.0	311	0
Dcaf11	311.0	311	0
Cdca2	311.0	311	0
Slc25a37	310.0	310	0
Rab11a	310.0	310	0
Ppp2ca	310.0	310	0
Lgals3bp	310.0	310	0
Inpp5a	310.0	310	0
Fam50b	310.0	310	0
Vps13c	309.0	309	0
Spty2d1	309.0	309	0
Scamp4	309.0	309	0
Poc1a	309.0	309	0
Nckap1	309.0	309	0
Gtf2a2	309.0	309	0
Celf2	309.0	309	0
Ankrd46	309.0	309	0
Ahcy	309.0	309	0
Adat3	309.0	309	0
A130010J15Rik	309.0	309	0
1700022I11Rik	309.0	309	0
1110051M20Rik	309.0	309	0
Zbtb34	308.0	308	0
Unc119	308.0	308	0
Lactb2	308.0	308	0
Hck	308.0	308	0
Catsperg1	308.0	308	0
