Unnamed: 0	source	target	weight	p_value
29917	Hypoxia	Mcm10	-3.948909	2.0364698e-05
29918	Hypoxia	Anapc5	-1.1210258	2.043747e-05
29919	Hypoxia	Suv39h1	-1.6920882	2.0533142e-05
29920	Hypoxia	Spag9	1.2326055	2.058567e-05
29921	Hypoxia	Haus7	-2.336428	2.062254e-05
29922	Hypoxia	Mcm3	-3.448881	2.0755777e-05
29923	Hypoxia	Pet117	-1.47023	2.0865618e-05
29924	Hypoxia	Rassf2	2.8342555	2.1295371e-05
29925	Hypoxia	Atg14	2.1604729	2.134656e-05
29926	Hypoxia	Psmd8	-1.3205436	2.1472704e-05
29927	Hypoxia	Cenpo	-1.5621314	2.157096e-05
29928	Hypoxia	Dhrs13	2.025844	2.170106e-05
29929	Hypoxia	Klhl24	3.2550554	2.1852116e-05
29930	Hypoxia	Flywch2	-0.93690777	2.1992097e-05
29931	Hypoxia	U2af1	-1.2361699	2.2006785e-05
29932	Hypoxia	Cdc7	-2.7901256	2.2060829e-05
29933	Hypoxia	Bud23	-1.0027938	2.2189539e-05
29934	Hypoxia	Adgra3	-1.24106	2.2219203e-05
29935	Hypoxia	Actr3b	-1.5922824	2.2539607e-05
29936	Hypoxia	Napg	-1.1502882	2.2760263e-05
29937	Hypoxia	Babam1	-1.0169227	2.2800928e-05
29938	Hypoxia	Ipo8	-1.037409	2.2807739e-05
29939	Hypoxia	Las1l	-1.2121121	2.2827295e-05
29940	Hypoxia	Atp6v0e2	-1.8691707	2.3057082e-05
29941	Hypoxia	Trmt112	-1.2047349	2.3100862e-05
29942	Hypoxia	Lamb3	3.5073767	2.3185205e-05
29943	Hypoxia	Rbbp5	-1.1612393	2.3312388e-05
29944	Hypoxia	Manea	-1.3615156	2.3328415e-05
29945	Hypoxia	Jarid2	1.4146842	2.3363616e-05
29946	Hypoxia	Cnot2	0.6333961	2.3404522e-05
29947	Hypoxia	Prkab2	1.9634159	2.3565592e-05
29948	Hypoxia	Unc50	-1.8538498	2.373377e-05
29949	Hypoxia	Pde6d	-1.0236394	2.3734641e-05
29950	Hypoxia	Epas1	2.0541575	2.3761948e-05
29951	Hypoxia	Mrpl27	-1.7035452	2.4133431e-05
29952	Hypoxia	Focad	-1.0433728	2.4220466e-05
29953	Hypoxia	Cc2d1a	-0.61884004	2.452265e-05
29954	Hypoxia	Timeless	-1.4178137	2.4907165e-05
29955	Hypoxia	Mlst8	-1.167651	2.4954466e-05
29956	Hypoxia	Notch3	1.1054267	2.4977995e-05
29957	Hypoxia	Nme6	-1.1673007	2.5146646e-05
29958	Hypoxia	Thap12	-1.8275348	2.5292535e-05
29959	Hypoxia	Rbbp8	-2.218582	2.5408595e-05
29960	Hypoxia	Yars2	-1.0466418	2.5416019e-05
29961	Hypoxia	Prpf38b	-1.1501377	2.5658725e-05
29962	Hypoxia	Alkbh3	-1.3712025	2.5895295e-05
29963	Hypoxia	Slc25a39	-1.6936923	2.591838e-05
29964	Hypoxia	Nol10	-1.0856061	2.5990244e-05
29965	Hypoxia	Eif1a	-1.8273273	2.6005458e-05
29966	Hypoxia	Eif1ax	-1.8273273	2.6005458e-05
29967	Hypoxia	Dnase1l1	1.3549796	2.6094423e-05
29968	Hypoxia	Tlcd1	-2.4793525	2.6235371e-05
29969	Hypoxia	Mtfmt	-1.7339154	2.6589234e-05
29970	Hypoxia	Harbi1	-1.1419792	2.6871649e-05
29971	Hypoxia	Hpf1	-0.9698446	2.7174196e-05
29972	Hypoxia	Kdm2b	1.5664164	2.7267504e-05
29973	Hypoxia	Mrpl32	-1.7579732	2.7747956e-05
29974	Hypoxia	Uba6	1.0077467	2.7966315e-05
29975	Hypoxia	Cnot9	-1.1500233	2.7997487e-05
29976	Hypoxia	Elp1	-1.116606	2.8035727e-05
29977	Hypoxia	Sugt1	-1.07263	2.8249877e-05
29978	Hypoxia	Napa	-1.3976209	2.835486e-05
29979	Hypoxia	Fastkd1	-1.6309472	2.8443437e-05
29980	Hypoxia	Zbtb5	1.3548815	2.8512606e-05
29981	Hypoxia	Bak1	-1.6607462	2.8527393e-05
29982	Hypoxia	Pkd2	-2.2415287	2.8537444e-05
29983	Hypoxia	Cox5a	-1.0785621	2.8601153e-05
29984	Hypoxia	Orai1	-1.9785286	2.8654938e-05
29985	Hypoxia	Pus7l	-1.2454499	2.8662704e-05
29986	Hypoxia	Dynll1	-1.8077024	2.8772769e-05
29987	Hypoxia	Ddx55	-1.7612357	2.8980246e-05
29988	Hypoxia	Mrpl51	-1.3739873	2.9182953e-05
29989	Hypoxia	Slc25a10	-1.6975914	2.9223118e-05
29990	Hypoxia	Timm13	-1.0149385	2.9324896e-05
29991	Hypoxia	Ankrd52	-1.3266424	2.9443878e-05
29992	Hypoxia	Alg3	-1.4487008	2.9532703e-05
29993	Hypoxia	Fbxl6	-1.1664176	2.9582112e-05
29994	Hypoxia	Cep350	1.2757964	2.961885e-05
29995	Hypoxia	Izumo4	0.85297626	2.9675515e-05
29996	Hypoxia	Rbck1	1.8898779	2.9689238e-05
29997	Hypoxia	Dhx40	2.1117342	2.98149e-05
29998	Hypoxia	Slc28a1	0.7522335	2.985845e-05
29999	Hypoxia	Gpam	-3.452319	2.9914376e-05
30000	Hypoxia	Vps36	-1.1644363	2.9947272e-05
30001	Hypoxia	Caprin1	-0.83401024	3.0000614e-05
30002	Hypoxia	Mgst1	-1.5597029	3.0306743e-05
30003	Hypoxia	Mcoln1	-1.1336638	3.0387408e-05
30004	Hypoxia	Limd1	0.91240245	3.0410389e-05
30005	Hypoxia	Polr2c	-0.84733695	3.0694762e-05
30006	Hypoxia	Dnaja2	-1.0743473	3.069537e-05
30007	Hypoxia	Eurl	-2.041484	3.075091e-05
30008	Hypoxia	Ccdc134	-0.9745651	3.0862902e-05
30009	Hypoxia	Adh5	-1.1750317	3.0901287e-05
30010	Hypoxia	Tmem59	1.4947982	3.091937e-05
30011	Hypoxia	Ltv1	-1.955977	3.109583e-05
30012	Hypoxia	Ak6	-1.9525367	3.1207688e-05
30013	Hypoxia	Yif1a	-1.4724346	3.137823e-05
30014	Hypoxia	Atp5mk	-1.7138216	3.1533942e-05
30015	Hypoxia	Spock2	0.7022611	3.16937e-05
30016	Hypoxia	Ash2l	-1.0408762	3.169664e-05
30017	Hypoxia	Hipk3	1.1560324	3.1922395e-05
30018	Hypoxia	Rnft1	-1.5149128	3.2073815e-05
30019	Hypoxia	Rnf14	-1.0505728	3.2132757e-05
30020	Hypoxia	Traf5	1.2050503	3.218903e-05
30021	Hypoxia	Slc25a5	-1.9691392	3.232817e-05
30022	Hypoxia	Naxe	-1.9829236	3.235221e-05
30023	Hypoxia	Lrrc59	-1.6264833	3.243093e-05
30024	Hypoxia	Aldh1b1	-1.867123	3.244292e-05
30025	Hypoxia	Fkbp8	0.86082846	3.2771328e-05
30026	Hypoxia	Rnf111	1.6057377	3.2874646e-05
30027	Hypoxia	Rcc1	-1.7583021	3.305337e-05
30028	Hypoxia	Msh2	-2.623255	3.3069362e-05
30029	Hypoxia	Sco2	-1.7520903	3.350964e-05
30030	Hypoxia	Nars2	-1.7778786	3.364035e-05
30031	Hypoxia	Pus3	-1.2550234	3.3896256e-05
30032	Hypoxia	Fancf	-1.484066	3.4044137e-05
30033	Hypoxia	Cdc42se1	-1.2516062	3.4216326e-05
30034	Hypoxia	Myg1	-1.1378479	3.424643e-05
30035	Hypoxia	Saal1	-1.9850518	3.432612e-05
30036	Hypoxia	Mcts1	-0.8001218	3.4473564e-05
30037	Hypoxia	Cd109	2.241481	3.452146e-05
30038	Hypoxia	Psmb1	-0.8163849	3.462872e-05
30039	Hypoxia	Ccdc107	1.8331214	3.4698314e-05
30040	Hypoxia	Tmem11	-1.3121678	3.4901306e-05
30041	Hypoxia	Plrg1	-1.4841571	3.5291247e-05
30042	Hypoxia	Cldnd1	1.5970243	3.5450103e-05
30043	Hypoxia	Denr	-1.0393827	3.5606517e-05
30044	Hypoxia	Mfsd13a	-1.1507368	3.578042e-05
30045	Hypoxia	Eya2	1.0407468	3.591245e-05
30046	Hypoxia	Derl2	-0.94192505	3.6108493e-05
30047	Hypoxia	Pola2	-1.7737217	3.6538462e-05
30048	Hypoxia	Scap	-1.0466142	3.6593592e-05
30049	Hypoxia	Snx4	-1.1408267	3.6812755e-05
30050	Hypoxia	Gins1	-3.5144093	3.6936483e-05
30051	Hypoxia	Nim1k	1.9422517	3.7561902e-05
30052	Hypoxia	Dcps	-1.7774457	3.8029353e-05
30053	Hypoxia	Epor	0.75383836	3.8230526e-05
30054	Hypoxia	Rgcc	2.9937747	3.824934e-05
30055	Hypoxia	Rfc3	-2.9950829	3.826773e-05
30056	Hypoxia	Gipc1	-1.0536397	3.8419585e-05
30057	Hypoxia	Fbxo4	-0.8218331	3.850985e-05
30058	Hypoxia	Psmb5	-1.6553687	3.9038605e-05
30059	Hypoxia	Znf592	0.7488386	3.9076574e-05
30060	Hypoxia	Adat2	-1.6287642	3.913041e-05
30061	Hypoxia	Mettl5	-0.93635225	3.9290902e-05
30062	Hypoxia	Kif2a	-1.4313035	3.9533432e-05
30063	Hypoxia	Ctcf	-1.1072421	3.963521e-05
30064	Hypoxia	Gigyf2	-0.7945697	3.980286e-05
30065	Hypoxia	Tyw3	-1.6042702	4.0062354e-05
30066	Hypoxia	Trim14	-1.3680264	4.025414e-05
30067	Hypoxia	Mpzl1	-1.0266274	4.0361774e-05
30068	Hypoxia	Tfcp2	-0.95388967	4.0502862e-05
30069	Hypoxia	Mrps17	-1.7233192	4.0658746e-05
30070	Hypoxia	Stpg3	0.7396168	4.081938e-05
30071	Hypoxia	Tpk1	-1.2556165	4.08867e-05
30072	Hypoxia	Samhd1	-2.6445303	4.141156e-05
30073	Hypoxia	Smap	-0.69537747	4.1744952e-05
30074	Hypoxia	Atg12	1.0810846	4.1939893e-05
30075	Hypoxia	Mrpl33	-1.2408192	4.2057207e-05
30076	Hypoxia	Afap1l1	1.3398976	4.215506e-05
30077	Hypoxia	Ythdc1	0.6987451	4.2228232e-05
30078	Hypoxia	Ap4b1	-1.0613241	4.2286512e-05
30079	Hypoxia	Rbm10	-0.9582079	4.2375e-05
30080	Hypoxia	Taok2	-0.68814665	4.2446994e-05
30081	Hypoxia	Actrt3	-1.1858218	4.257153e-05
30082	Hypoxia	Slc25a35	-1.1562964	4.261172e-05
30083	Hypoxia	Tmem165	1.3585837	4.28242e-05
30084	Hypoxia	Pag1	3.192844	4.2996668e-05
30085	Hypoxia	Atp6v0a2	-0.8812017	4.3050648e-05
30086	Hypoxia	Bcl6	2.3473704	4.3127176e-05
30087	Hypoxia	Dhx36	-1.3111632	4.3314e-05
30088	Hypoxia	Tnpo3	-0.90550095	4.3319258e-05
30089	Hypoxia	Elovl4	-1.5569416	4.350825e-05
30090	Hypoxia	Tmem184c	-1.2015022	4.3822696e-05
30091	Hypoxia	Slc52a2	-1.6536685	4.4668286e-05
30092	Hypoxia	Uqcc4	-2.0658429	4.475971e-05
30093	Hypoxia	Gcn1	-1.1499503	4.487167e-05
30094	Hypoxia	Tsr3	-0.6441785	4.4941105e-05
30095	Hypoxia	Baiap3	0.58666664	4.5205008e-05
30096	Hypoxia	Nxt2	-1.3296573	4.5623732e-05
30097	Hypoxia	Stip1	-2.1429777	4.6026544e-05
30098	Hypoxia	Mtrex	-0.9755983	4.6587513e-05
30099	Hypoxia	Hlcs	-0.81107366	4.6752506e-05
30100	Hypoxia	Sacm1l	-1.4895085	4.7015772e-05
30101	Hypoxia	Mcph1	-0.7292904	4.7343245e-05
30102	Hypoxia	Riok1	-2.446557	4.7543956e-05
30103	Hypoxia	Hacd2	-1.7011248	4.7726437e-05
30104	Hypoxia	Nthl1	-1.4346348	4.8069494e-05
30106	Hypoxia	Fem1ab	-0.86725485	4.8113496e-05
30105	Hypoxia	Fem1aa	-0.86725485	4.8113496e-05
30107	Hypoxia	Baz1b	-0.687024	4.8293834e-05
30108	Hypoxia	Tmem205	-1.7604511	4.869064e-05
30109	Hypoxia	Hddc3	-1.4464579	4.880366e-05
30110	Hypoxia	Gfod1	-1.1585644	4.8921967e-05
30111	Hypoxia	Ngdn	-0.9132345	4.952275e-05
30112	Hypoxia	Pde12	-0.9622473	4.9758324e-05
30113	Hypoxia	Mphosph9	-1.5431896	4.9810118e-05
30114	Hypoxia	Nell1	0.9519906	4.990236e-05
30115	Hypoxia	Chd8	-0.93965906	5.01242e-05
30116	Hypoxia	Abhd10	-1.6683552	5.0498013e-05
30117	Hypoxia	Snapc1	2.083683	5.0667022e-05
30118	Hypoxia	Ado	-1.0624228	5.0910934e-05
30119	Hypoxia	Slc29a4	1.12466	5.1370927e-05
30120	Hypoxia	Wipf2	1.454851	5.158587e-05
30121	Hypoxia	Mob1a	-1.1573681	5.188392e-05
30122	Hypoxia	Dph6	-0.99753135	5.23295e-05
30123	Hypoxia	Ctps2	-1.154385	5.2356223e-05
30124	Hypoxia	Entpd5	-0.8123312	5.2358344e-05
30125	Hypoxia	Ptpn11	-0.9345911	5.2531916e-05
30126	Hypoxia	Hspa13	1.912365	5.27724e-05
30127	Hypoxia	Myog	0.6679444	5.2835137e-05
30128	Hypoxia	Ydjc	-1.5967809	5.297687e-05
30129	Hypoxia	Drg1	-1.137152	5.3574415e-05
30130	Hypoxia	Atp13a1	-1.0828177	5.3749915e-05
30131	Hypoxia	Tmx3	-1.115733	5.3878477e-05
30132	Hypoxia	Nat2	-2.167881	5.4548116e-05
30133	Hypoxia	Get1	-1.8437619	5.4562966e-05
30134	Hypoxia	Insr	1.098703	5.460187e-05
30135	Hypoxia	Ahctf1	-1.9298538	5.503509e-05
30136	Hypoxia	Pex14	-0.6106557	5.5049248e-05
30137	Hypoxia	Pin1	-1.208735	5.516093e-05
30138	Hypoxia	Efcab10	-1.0459261	5.5246226e-05
30139	Hypoxia	Mllt3	1.5469408	5.5390487e-05
30140	Hypoxia	Sugp1	-0.61937666	5.55004e-05
30141	Hypoxia	Hsf4	0.86778367	5.5528402e-05
30142	Hypoxia	Utp4	-2.6338787	5.575719e-05
30143	Hypoxia	Plpp6	-2.2143493	5.5873425e-05
30144	Hypoxia	Itgb1bp1	-0.75416815	5.5898352e-05
30145	Hypoxia	Alkbh2	-1.7470582	5.5966673e-05
30146	Hypoxia	Cct4	-1.2475076	5.600689e-05
30147	Hypoxia	Lancl2	-1.1692497	5.6233905e-05
30148	Hypoxia	Atxn7l3b	-1.0429145	5.6731064e-05
30149	Hypoxia	Aqp11	-1.8452564	5.7206184e-05
30150	Hypoxia	Slc25a33	-2.9534838	5.7416357e-05
30151	Hypoxia	Abcd3	-1.7375274	5.7593203e-05
30152	Hypoxia	Nup88	-1.0536387	5.763728e-05
30153	Hypoxia	Trmt6	-2.5139525	5.792871e-05
30154	Hypoxia	H1-0	2.3260565	5.8495123e-05
30155	Hypoxia	Tmem91	1.175739	5.8626352e-05
30156	Hypoxia	Adi1	-1.6080087	5.8654474e-05
30157	Hypoxia	Pccb	-0.8690008	5.867797e-05
30158	Hypoxia	Mob4	-1.6381315	5.8744845e-05
30159	Hypoxia	Uba3	-1.1325796	5.945941e-05
30160	Hypoxia	Rexo2	-1.0504066	5.9836653e-05
30161	Hypoxia	Vps29	-0.76869124	6.0219612e-05
30162	Hypoxia	Hdhd3	-1.2678806	6.027106e-05
30163	Hypoxia	Igbp1	1.9377993	6.027694e-05
30164	Hypoxia	Angel1	-0.74804956	6.052195e-05
30165	Hypoxia	Efr3a	-1.7605432	6.0626517e-05
30166	Hypoxia	Phospho2	-2.2606163	6.0851078e-05
30167	Hypoxia	Rbbp7	-1.4938444	6.1089835e-05
30168	Hypoxia	Snx5	-0.9623538	6.1171486e-05
30169	Hypoxia	Map3k15	2.1689339	6.123119e-05
30170	Hypoxia	Mrpl52	-1.1834635	6.148211e-05
30171	Hypoxia	Arl8a	1.3663974	6.149204e-05
30172	Hypoxia	Trit1	1.2365795	6.189159e-05
30173	Hypoxia	Prkaca	-1.0250909	6.1912775e-05
30174	Hypoxia	Nt5c3b	-1.1105694	6.193254e-05
30175	Hypoxia	Dclre1b	-1.7032473	6.2664e-05
30177	Hypoxia	Amd2	-2.3494158	6.320383e-05
30176	Hypoxia	Amd1	-2.3494158	6.320383e-05
30178	Hypoxia	Mterf3	-1.7647623	6.346328e-05
30179	Hypoxia	Pigh	-1.0229865	6.361202e-05
30180	Hypoxia	Rap2a	0.8291053	6.46057e-05
30181	Hypoxia	Csk	-1.1702274	6.482137e-05
30182	Hypoxia	Tmem115	-1.022215	6.483526e-05
30183	Hypoxia	Vta1	-1.0607561	6.536793e-05
30184	Hypoxia	Matcap	1.2510139	6.6359615e-05
30185	Hypoxia	Plag1	1.6280642	6.6711444e-05
30186	Hypoxia	Mt4	0.72055346	6.70834e-05
30187	Hypoxia	Nvl	-1.1610526	6.711792e-05
30188	Hypoxia	Col4a3	0.59349823	6.784846e-05
30189	Hypoxia	Stbd1	1.0871502	6.961218e-05
30190	Hypoxia	Rcn3	1.1208535	6.996054e-05
30191	Hypoxia	Cndp2	-1.0362724	6.996949e-05
30192	Hypoxia	Ubac1	-1.1593723	7.060121e-05
30193	Hypoxia	Nup85	-1.9347857	7.08285e-05
30194	Hypoxia	Mfsd1	-1.7511268	7.119435e-05
30195	Hypoxia	Cdc25b	-1.8916427	7.146689e-05
30196	Hypoxia	Snx24	-0.94114816	7.1802715e-05
30197	Hypoxia	Lxn	2.6356628	7.225962e-05
30198	Hypoxia	Esrra	-0.73048156	7.23371e-05
30199	Hypoxia	Ampd2	1.2658479	7.24026e-05
30200	Hypoxia	Cast	0.86254483	7.2604256e-05
30201	Hypoxia	Acd	-1.4076498	7.2777846e-05
30202	Hypoxia	Aatf	-1.3122059	7.334953e-05
30203	Hypoxia	Rnf26	-1.2892504	7.389005e-05
30204	Hypoxia	Gspt1	-1.2426379	7.402915e-05
30205	Hypoxia	Mchr1	0.5861677	7.448858e-05
30206	Hypoxia	Ino80	-1.2104189	7.47816e-05
30207	Hypoxia	Ilk	1.4067181	7.487355e-05
30208	Hypoxia	Tmem192	-1.5915896	7.491756e-05
30209	Hypoxia	Ovol1	1.1440923	7.4955016e-05
30210	Hypoxia	Nif3l1	-1.5607866	7.5421915e-05
30211	Hypoxia	Myh9	1.802964	7.558714e-05
30212	Hypoxia	Nop58	-2.9685867	7.596574e-05
30213	Hypoxia	Mettl17	-0.7985892	7.635496e-05
30214	Hypoxia	Sh3bp4	1.3797275	7.645466e-05
30215	Hypoxia	Patl1	1.3695742	7.6593155e-05
30216	Hypoxia	Mab21L3	1.9397042	7.6645694e-05
30217	Hypoxia	Dnajc10	-1.2519779	7.6666685e-05
30218	Hypoxia	Gmnn	-2.9181356	7.730591e-05
30219	Hypoxia	Ccdc97	-0.71015847	7.77729e-05
30220	Hypoxia	Cox10	-0.83647907	7.821762e-05
30221	Hypoxia	Ormdl2	-1.434666	7.8609184e-05
30222	Hypoxia	Inip	-0.8968195	7.902294e-05
30223	Hypoxia	Rbm19	-0.8652314	7.92241e-05
30224	Hypoxia	Arid4b	0.7790039	7.93071e-05
30225	Hypoxia	Mfn1	-1.214482	7.940055e-05
30226	Hypoxia	Ykt6	-1.2654278	8.017458e-05
30227	Hypoxia	Ddx51	-0.6129912	8.0540914e-05
30228	Hypoxia	Chchd4	-1.8843704	8.1387254e-05
30229	Hypoxia	Ing3	-1.064515	8.163563e-05
30230	Hypoxia	Pdcd2l	-2.2267783	8.166921e-05
30231	Hypoxia	Mettl18	-1.3505089	8.2071376e-05
30232	Hypoxia	Vps52	-0.8301799	8.209571e-05
30233	Hypoxia	Yrdc	-2.5971246	8.2509134e-05
30234	Hypoxia	Ier3	6.881454	8.4252424e-05
30235	Hypoxia	Pabir1	-1.1099265	8.4381085e-05
30236	Hypoxia	Entrep3	-0.85161173	8.475836e-05
30237	Hypoxia	Smim8	-0.8601777	8.500766e-05
30238	Hypoxia	Serinc1	2.0508559	8.5018495e-05
30239	Hypoxia	Agmat	-1.0998545	8.557615e-05
30240	Hypoxia	Etfdh	-1.1987505	8.5973305e-05
30241	Hypoxia	Morc3	1.5636357	8.6314394e-05
30242	Hypoxia	Hmgn5	-1.0113237	8.728873e-05
30243	Hypoxia	Pi4kb	-0.9828216	8.733813e-05
30244	Hypoxia	Nxt1	-2.1084614	8.78056e-05
30245	Hypoxia	Dgkz	-0.82899433	8.855795e-05
30246	Hypoxia	Exosc6	-1.4982165	8.89908e-05
30247	Hypoxia	Diablo	-0.7798129	8.949911e-05
30248	Hypoxia	Fgd1	-0.74794596	8.949919e-05
30249	Hypoxia	Slc25a46	-1.4451405	8.986971e-05
30250	Hypoxia	Actr1b	0.84388554	9.036191e-05
30251	Hypoxia	Ubr4	0.67507666	9.039836e-05
30252	Hypoxia	Pnpt1	-3.6497278	9.041481e-05
30253	Hypoxia	Fkrp	-1.0680739	9.048435e-05
30254	Hypoxia	Nalf2	-0.79181397	9.0673035e-05
30255	Hypoxia	Mtatp6	-1.8168385	9.082205e-05
30256	Hypoxia	Rmnd5b	-1.0617672	9.0964466e-05
30257	Hypoxia	Fam111a	-1.2981251	9.150327e-05
30258	Hypoxia	Tbc1d24	-1.4819258	9.166436e-05
30259	Hypoxia	Setd1b	-1.6494228	9.167851e-05
30260	Hypoxia	Pgam5	-1.2815857	9.171586e-05
30261	Hypoxia	Arg2	1.8550254	9.1826216e-05
30262	Hypoxia	Tomm40	-1.8056444	9.21794e-05
30263	Hypoxia	Cyb5rl	-0.7261801	9.260738e-05
30264	Hypoxia	Kpna7	2.7837183	9.27316e-05
30265	Hypoxia	Spast	-1.566142	9.3052215e-05
30266	Hypoxia	Uchl3	-2.1167984	9.419193e-05
30267	Hypoxia	Rangap1	-1.7502234	9.480819e-05
30268	Hypoxia	Pex11b	-1.4887147	9.497665e-05
30269	Hypoxia	Borcs8	-1.0768218	9.5188494e-05
30270	Hypoxia	Aldh9a1	-1.4525229	9.529089e-05
30271	Hypoxia	Nup107	-1.8865998	9.542578e-05
30272	Hypoxia	Setd6	-1.3381952	9.578281e-05
30273	Hypoxia	M6pr	-1.426313	9.678631e-05
30274	Hypoxia	Ccdc138	-1.4821932	9.6786636e-05
30275	Hypoxia	Glrx5	-1.3404043	9.711074e-05
30276	Hypoxia	Aldh5a1	-1.2603543	9.712314e-05
30277	Hypoxia	Tmt1b	-2.1733327	9.803537e-05
30278	Hypoxia	Il17rb	-1.4137459	9.819801e-05
30279	Hypoxia	Anapc10	-1.1917292	9.8581055e-05
30280	Hypoxia	Rnf128	2.0345314	9.8967845e-05
30281	Hypoxia	Calb1	1.5915672	9.957857e-05
30282	Hypoxia	Msh6	-1.4709648	9.9684556e-05
30283	Hypoxia	Ska2	-1.916981	9.989395e-05
30284	Hypoxia	Bdh1	-1.0465792	9.9895355e-05
30285	Hypoxia	Ndfip1	-1.0109131	0.00010022723
30286	Hypoxia	Mtres1	-1.9414748	0.00010028637
30287	Hypoxia	Phka2	0.84006	0.00010106203
30288	Hypoxia	Dnmt1	-2.1633177	0.00010131687
30289	Hypoxia	Nr2c2ap	-1.6644412	0.00010161889
30290	Hypoxia	L2hgdh	-0.84741455	0.00010234818
30291	Hypoxia	Nkiras1	-1.5962541	0.00010249358
30292	Hypoxia	Mrpl19	-1.157945	0.000103072634
30293	Hypoxia	Lman1	1.29256	0.00010329728
30294	Hypoxia	Slc2a13	0.9540044	0.0001035927
30295	Hypoxia	Junb	3.611071	0.00010373954
30296	Hypoxia	Pmvk	-1.149266	0.000104619605
30297	Hypoxia	Nek3	-1.0972328	0.00010469329
30298	Hypoxia	Polr3c	-1.9257451	0.00010548217
30299	Hypoxia	Edn1	3.2488441	0.00010564279
30300	Hypoxia	Znf473	-1.2601655	0.000106132364
30301	Hypoxia	Actr10	-1.2184721	0.00010617396
30302	Hypoxia	Uqcrq	-1.280168	0.00010657515
30303	Hypoxia	Wdr5	-1.6721172	0.00010744923
30304	Hypoxia	Rps19bp1	-1.2470942	0.00010854815
30305	Hypoxia	Borcs7	-2.4523818	0.000108780325
30306	Hypoxia	Armcx5	-1.166738	0.00010975132
30307	Hypoxia	Th	0.9830209	0.00010979367
30308	Hypoxia	Srr	-0.99010825	0.0001101795
30309	Hypoxia	Wrnip1	0.73983854	0.00011026425
30310	Hypoxia	Psmg3	-1.7558986	0.00011044544
30311	Hypoxia	Senp1	-1.2643132	0.00011056209
30312	Hypoxia	Rint1	-1.0901814	0.00011103739
30313	Hypoxia	Rsph9	0.74504864	0.00011289007
30314	Hypoxia	Ube2n	-1.3938887	0.00011446534
30315	Hypoxia	Rpap2	-0.86563915	0.00011465387
30316	Hypoxia	Cutc	-1.5487498	0.00011482341
30317	Hypoxia	Dpy19l3	-2.101825	0.000114842456
30318	Hypoxia	Gmps	-1.2798672	0.00011489388
30319	Hypoxia	Rab6b	0.8487629	0.0001149288
30320	Hypoxia	Pinx1	-1.413406	0.00011616254
30321	Hypoxia	Atp6v0d1	-1.6176901	0.00011718286
30322	Hypoxia	Rfc5	-1.8048631	0.000117203235
30323	Hypoxia	Arpc1b	-1.808014	0.00011780237
30324	Hypoxia	Wdr83	-0.9625459	0.00011853237
30325	Hypoxia	Lrrc14	-0.85929984	0.000118586664
30326	Hypoxia	Actl6a	-1.6433706	0.00011865427
30327	Hypoxia	Abcf1	-1.4515702	0.00011949156
30328	Hypoxia	Pacsin2	1.0194217	0.00012061288
30329	Hypoxia	Sec22c	-0.8023649	0.0001214901
30330	Hypoxia	Ndufaf7	-0.9115833	0.0001217191
30331	Hypoxia	Rbm25	-1.0705962	0.00012183843
30332	Hypoxia	Fnip1	1.3040879	0.00012200318
30333	Hypoxia	Trem1	1.3314236	0.00012264292
30334	Hypoxia	Uchl5	-1.4104302	0.00012266425
30335	Hypoxia	Kars1	-1.3517178	0.00012304712
30336	Hypoxia	Llph	-0.87755084	0.00012321351
30337	Hypoxia	Fadd	-1.7514371	0.00012395367
30338	Hypoxia	Slc39a9	-0.53864545	0.00012535247
30339	Hypoxia	Ndufb8	0.86093056	0.00012537408
30340	Hypoxia	Nfic	-1.0825244	0.00012553163
30341	Hypoxia	Oma1	-2.1295457	0.00012571865
30342	Hypoxia	Ldhb	-1.6484501	0.00012627643
30343	Hypoxia	Hsd17b4	-0.9772627	0.00012686626
30344	Hypoxia	Chaf1a	-1.6261014	0.00012767213
30345	Hypoxia	Galns	0.97674537	0.00012794296
30346	Hypoxia	Wdr53	-1.2351996	0.00012808043
30347	Hypoxia	Rad1	-1.4410588	0.00012820259
30348	Hypoxia	Tpbg	2.2843347	0.00012830408
30349	Hypoxia	Ndufv2	-1.2039936	0.0001296227
30350	Hypoxia	Man1b1	0.9031992	0.0001302153
30351	Hypoxia	St7l	-0.5966086	0.00013058218
30352	Hypoxia	Ebag9	-1.2459652	0.00013065455
30353	Hypoxia	Ephx1	-2.2741797	0.00013328981
30354	Hypoxia	Nf2	-0.9972856	0.00013635127
30355	Hypoxia	Dap3	-0.82196444	0.00013685397
30356	Hypoxia	Mfap3l	-0.81671387	0.00013693843
30357	Hypoxia	Nsun2	-2.116659	0.0001375004
30358	Hypoxia	Paf1	-0.9341058	0.00013806458
30359	Hypoxia	Efcab2	-0.9939815	0.0001384701
30360	Hypoxia	Utp6	-1.0566504	0.00013904294
30361	Hypoxia	Znf706	-1.3084987	0.00014010252
30362	Hypoxia	Gtf3c1	-0.727834	0.00014220277
30363	Hypoxia	Gdap2	-0.8388475	0.0001426538
30364	Hypoxia	Fank1	1.6609852	0.00014370638
30365	Hypoxia	Polr1h	-0.987294	0.00014403096
30366	Hypoxia	Hmox1	4.0122466	0.00014415209
30367	Hypoxia	Gpc3	0.6063666	0.00014445941
30368	Hypoxia	Hdac11	0.8405087	0.0001445577
30369	Hypoxia	Fscn2	0.72755945	0.00014458867
