ligand	receptor
Postn	ITGAV_ITGB5
Agt	Agtr1a
Agt	Agtr1b
Grp	Grpr
Nmb	Nmbr
Kng1	Bdkrb1
Kng1	Bdkrb2
Kng2	Bdkrb1
Kng2	Bdkrb2
C3	C3ar1
C3	Cr2
C3	ITGAM_ITGB2
C3	ITGAX_ITGB2
C4a	C3ar1
C4b	Cr2
Hc	C5ar1
Cck	Cckar
Cck	Cckbr
Edn1	Ednra
Edn2	Ednra
Edn3	Ednra
Edn1	Ednrb
Edn2	Ednrb
Edn3	Ednrb
Gal	Galr1
Gal	Galr2
Gal	Galr3
Galp	Galr1
Galp	Galr2
Ghrl	Ghsr
Kiss1	Kiss1r
Pomc	Mc1r
Pomc	Mc2r
Pomc	Mc3r
Pomc	Mc4r
Pomc	Mc5r
Nmu	Nmur1
Nmu	Nmur2
Nms	Nmur1
Nms	Nmur2
Npff	Npffr1
Npff	Npffr2
Npy	Npy1r
Npy	Npy2r
Npy	Npy4r
Npy	Npy5r
Npy	Npy6r
Npy	Gpr83
Npy	Pgr15l
Ppy	Npy1r
Ppy	Npy2r
Ppy	Npy4r
Ppy	Npy5r
Ppy	Npy6r
Ppy	Gpr83
Ppy	Pgr15l
Pyy	Npy1r
Pyy	Npy2r
Pyy	Npy4r
Pyy	Npy5r
Pyy	Npy6r
Pyy	Gpr83
Pyy	Pgr15l
Npb	Npbwr1
Npw	Npbwr1
Nts	Ntsr1
Nts	Ntsr2
Pdyn	Oprd1
Pdyn	Oprk1
Pdyn	Oprl1
Pdyn	Oprm1
Penk	Oprd1
Penk	Oprk1
Penk	Oprl1
Penk	Oprm1
Pomc	Oprd1
Pomc	Oprk1
Pomc	Oprl1
Pomc	Oprm1
Hcrt	Hcrtr1
Hcrt	Hcrtr2
Oxt	Oxtr
Sst	Sstr1
Sst	Sstr2
Sst	Sstr3
Sst	Sstr4
Sst	Sstr5
Cort	Sstr1
Cort	Sstr2
Cort	Sstr3
Cort	Sstr4
Cort	Sstr5
Tac1	Tacr1
Tac4	Tacr1
Tac1	Tacr2
Tac2	Tacr3
Uts2	Uts2r
Avp	Avpr2
Avp	Avpr1a
Avp	Avpr1b
Prlh	Prlhr
Prss3l	F2r
Try5	F2r
Ctsg	F2r
F2	F2r
Gzma	F2r
Prss2	F2r
Try4	F2r
Try10	F2r
Prss3l	F2rl1
Try5	F2rl1
Ctsg	F2rl1
F2	F2rl1
Gzma	F2rl1
Prss2	F2rl1
Try4	F2rl1
Try10	F2rl1
Prss3l	F2rl2
Try5	F2rl2
Ctsg	F2rl2
F2	F2rl2
Gzma	F2rl2
Prss2	F2rl2
Try4	F2rl2
Try10	F2rl2
Prss3l	F2rl3
Try5	F2rl3
Ctsg	F2rl3
F2	F2rl3
Gzma	F2rl3
Plg	F2rl3
Prss2	F2rl3
Try4	F2rl3
Try10	F2rl3
Prss3l	Pard3
Try5	Pard3
Ctsg	Pard3
F2	Pard3
Gzma	Pard3
Plg	Pard3
Prss2	Pard3
Try4	Pard3
Try10	Pard3
Pmch	Mchr1
Prok1	Prokr2
Prok1	Prokr1
Prok2	Prokr1
Prok2	Prokr2
Adcyap1	Adcyap1r1
Vip	Vipr1
Vip	Vipr2
Nppa	Npr1
Nppb	Npr1
Nppc	Npr2
Kitl	Kit
Gcg	Gipr
Gip	Gipr
Fshb	Fshr
Cga	Fshr
Lhb	Lhcgr
Cga	Lhcgr
Tshb	Tshr
Cga	Tshr
Bdnf	Ntrk2
Ngf	Ntrk1
Flt3l	Flt3
Hgf	Met
Klk1b4	Ntrk1
Ntf3	Ntrk1
Ntf3	Ntrk2
Ntf3	Ntrk3
Ntf5	Ntrk2
Sema3a	NRP1_PLXNA1
Sema3a	NRP1_PLXNA2
Sema3a	NRP1_PLXNA3
Sema3a	NRP1_PLXNA4
Sema3b	NRP1_PLXNA1
Sema3b	NRP1_PLXNA2
Sema3b	NRP1_PLXNA3
Sema3b	NRP1_PLXNA4
Sema3c	NRP1_PLXNA1
Sema3c	NRP1_PLXNA2
Sema3c	NRP1_PLXNA3
Sema3c	NRP1_PLXNA4
Sema3d	NRP1_PLXNA1
Sema3d	NRP1_PLXNA2
Sema3d	NRP1_PLXNA3
Sema3d	NRP1_PLXNA4
Sema3b	NRP2_PLXNA1
Sema3b	NRP2_PLXNA2
Sema3b	NRP2_PLXNA3
Sema3b	NRP2_PLXNA4
Sema3c	NRP2_PLXNA1
Sema3c	NRP2_PLXNA2
Sema3c	NRP2_PLXNA3
Sema3c	NRP2_PLXNA4
Sema3d	NRP2_PLXNA1
Sema3d	NRP2_PLXNA2
Sema3d	NRP2_PLXNA3
Sema3d	NRP2_PLXNA4
Sema3f	NRP2_PLXNA1
Sema3f	NRP2_PLXNA2
Sema3f	NRP2_PLXNA3
Sema3f	NRP2_PLXNA4
Sema3g	NRP2_PLXNA1
Sema3g	NRP2_PLXNA2
Sema3g	NRP2_PLXNA3
Sema3g	NRP2_PLXNA4
Sema3c	NRP1_NRP2
Sema3c	Plxnd1
Sema3e	Plxnd1
Agt	Mas1
Anxa1	Fpr2
Anxa1	Fpr1
Apela	Aplnr
Crh	Crhr1
Crh	Crhr2
Enho	Gpr19
Gas6	Axl
Gas6	Mertk
Gas6	Tyro3
Gcg	Gcgr
Gcg	Glp1r
Gcg	Glp2r
Gh	Prlr
Ghrh	Vipr1
Ghrh	Vipr2
Ghrh	Ghsr
Ghrh	Ghrhr
Gnrh1	Gnrhr
Grn	Sort1
Guca2a	Gucy2c
Guca2b	Gucy2c
Insl3	Rxfp2
Insl3	Rxfp1
Insl3	Rxfp4
Insl3	Rxfp3
Insl5	Rxfp4
Insl5	Rxfp3
Insl5	Rxfp2
Insl5	Rxfp1
Lep	Lepr
Lgals9	Ptprc
Lgals9	Ighm
Nps	Npsr1
Npvf	Npffr1
Npvf	Npffr2
Ostn	Npr3
Pmch	Mertk
Pros1	Axl
Pros1	Tyro3
Psap	Gpr37l1
Psap	Gpr37
Pth	Pth1r
Pth	Pth2r
Pth2	Pth1r
Pth2	Pth2r
Pthlh	Pth1r
Qrfp	Qrfpr
Rarres2	Cmklr2
Rarres2	Cmklr1
Rln1	Rxfp2
Rln1	Rxfp1
Rln1	Rxfp3
Rln1	Rxfp4
Rln3	Rxfp3
Rln3	Rxfp1
Rln3	Rxfp4
Rln3	Rxfp2
Saa2	Fpr2
Scgb3a2	Marco
Sct	Sctr
Slurp1	Chrnb1
Slurp1	Chrnb2
Slurp1	Chrnb3
Slurp1	Chrnb4
Slurp1	Chrna1
Slurp1	Chrna2
Slurp1	Chrna3
Slurp1	Chrna4
Slurp1	Chrna5
Slurp1	Chrna6
Slurp1	Chrna9
Slurp1	Chrna10
Slurp1	Chrnd
Slurp1	Chrne
Slurp1	Chrng
Slurp1	Chrna7
Slurp2	Chrnb1
Slurp2	Chrnb2
Slurp2	Chrnb3
Slurp2	Chrnb4
Slurp2	Chrna1
Slurp2	Chrna2
Slurp2	Chrna3
Slurp2	Chrna4
Slurp2	Chrna5
Slurp2	Chrna6
Slurp2	Chrna7
Slurp2	Chrna9
Slurp2	Chrna10
Slurp2	Chrnd
Slurp2	Chrne
Slurp2	Chrng
Btla	Tnfrsf14
Trh	Trhr
Trh	Trhr2
Ucn	Crhr1
Ucn	Crhr2
Ucn2	Crhr1
Ucn2	Crhr2
Ucn3	Crhr1
Ucn3	Crhr2
Uts2b	Uts2r
Uts2b	Sstr5
Bag6	Ncr3-ps
Lgals9	Havcr2
Lgals9	Cd44
Anxa1	FPR2_LXA4
Klk6	F2r
Klk6	F2rl1
Klk5	F2rl1
Klk4	F2r
Klk1	F2r
Klk14	F2r
Klk4	F2rl1
Klk14	F2rl1
Klk7	F2rl1
Klk8	F2r
Adm	CALCR_RAMP1
Adm	CALCR_RAMP2
Adm	CALCR_RAMP3
Adm	CALCRL_RAMP1
Adm	CALCRL_RAMP2
Adm	CALCRL_RAMP3
Calca	CALCR_RAMP1
Calca	CALCR_RAMP2
Calca	CALCR_RAMP3
Calca	CALCRL_RAMP1
Calca	CALCRL_RAMP2
Calca	CALCRL_RAMP3
Calcb	CALCR_RAMP1
Calcb	CALCR_RAMP2
Calcb	CALCR_RAMP3
Calcb	CALCRL_RAMP1
Calcb	CALCRL_RAMP2
Calcb	CALCRL_RAMP3
Iapp	CALCR_RAMP1
Iapp	CALCR_RAMP2
Iapp	CALCR_RAMP3
Iapp	CALCRL_RAMP1
Iapp	CALCRL_RAMP2
Iapp	CALCRL_RAMP3
Proc	PROCR_HSP90AA1
Proc	PROCR_F2R
Agt	Agtr2
Tafa4	Fpr1
Ctsg	Fpr1
Anxa1	Fpr-rs7
Anxa1	Fpr-rs6
Anxa1	Fpr3
Anxa1	Fpr-rs4
Anxa1	Fpr-rs3
Galp	Galr3
Grp	Nmbr
Ptprs	Ntrk3
Vip	Sctr
Slitrk1	Ptprd
Slitrk1	Ptprs
Slitrk2	Ptprd
Slitrk2	Ptprs
Slitrk3	Ptprd
Slitrk4	Ptprs
Slitrk5	Ptprs
Slitrk6	Ptprs
Bdnf	Sort1
Bdnf	Ngfr
Igfbp3	Tmem219
Lgals9	BCR_CD45_CD22
Lgals9	P4hb
Amh	AMHR2_BMPR1B
Nts	Sort1
Nrg1	ITGA6_ITGB4
Ntf3	Ngfr
Ntf5	Ngfr
Rbp4	Stra6
Slit1	Robo1
Slit2	Robo1
Slit2	Robo2
Tulp1	Tyro3
Tulp2	Tyro3
Tulp1	Axl
Tulp1	Mertk
Tub	Mertk
Pros1	Mertk
Plau	Plaur
