ligand	receptor
SST	SSTR1
SST	SSTR2
SST	SSTR3
SST	SSTR4
SST	SSTR5
CORT	SSTR1
CORT	SSTR2
CORT	SSTR3
CORT	SSTR4
CORT	SSTR5
TAC1	TACR1
TAC4	TACR1
TAC1	TACR2
TAC3	TACR3
UTS2	UTS2R
AVP	AVPR2
AVP	AVPR1A
AVP	AVPR1B
PRLH	PRLHR
PRSS3	F2R
CTSG	F2R
F2	F2R
PLG	F2R
GZMA	F2R
PRSS2	F2R
PRSS1	F2R
PRSS3	F2RL1
CTSG	F2RL1
F2	F2RL1
PLG	F2RL1
GZMA	F2RL1
PRSS2	F2RL1
PRSS1	F2RL1
PRSS3	F2RL2
CTSG	F2RL2
F2	F2RL2
PLG	F2RL2
GZMA	F2RL2
PRSS2	F2RL2
PRSS1	F2RL2
PRSS3	F2RL3
CTSG	F2RL3
F2	F2RL3
GZMA	F2RL3
PLG	F2RL3
PRSS2	F2RL3
PRSS1	F2RL3
PRSS3	PARD3
CTSG	PARD3
F2	PARD3
GZMA	PARD3
PLG	PARD3
PRSS2	PARD3
PRSS1	PARD3
PMCH	MCHR1
PROK1	PROKR2
PROK1	PROKR1
PROK2	PROKR1
PROK2	PROKR2
ADCYAP1	ADCYAP1R1
VIP	VIPR1
VIP	VIPR2
NPPA	NPR1
NPPB	NPR1
NPPC	NPR2
KITLG	KIT
GCG	GIPR
GIP	GIPR
FSHB	FSHR
CGA	FSHR
LHB	LHCGR
CGA	LHCGR
TSHB	TSHR
CGA	TSHR
BDNF	NTRK2
NGF	NTRK1
FLT3LG	FLT3
HGF	MET
KLK3	NTRK1
NTF3	NTRK1
NTF3	NTRK2
NTF3	NTRK3
NTF4	NTRK2
SEMA3A	NRP1_PLXNA1
SEMA3A	NRP1_PLXNA2
SEMA3A	PLXNA3_NRP1
SEMA3A	PLXNA4_NRP1
SEMA3B	NRP1_PLXNA1
SEMA3B	NRP1_PLXNA2
SEMA3B	PLXNA3_NRP1
SEMA3B	PLXNA4_NRP1
SEMA3C	NRP1_PLXNA1
SEMA3C	NRP1_PLXNA2
SEMA3C	PLXNA3_NRP1
SEMA3C	PLXNA4_NRP1
SEMA3D	NRP1_PLXNA1
SEMA3D	NRP1_PLXNA2
SEMA3D	PLXNA3_NRP1
SEMA3D	PLXNA4_NRP1
SEMA3B	PLXNA1_NRP2
SEMA3B	NRP2_PLXNA2
SEMA3B	PLXNA3_NRP2
SEMA3B	PLXNA4_NRP2
SEMA3C	PLXNA1_NRP2
SEMA3C	NRP2_PLXNA2
SEMA3C	PLXNA3_NRP2
SEMA3C	PLXNA4_NRP2
SEMA3D	PLXNA1_NRP2
SEMA3D	NRP2_PLXNA2
SEMA3D	PLXNA3_NRP2
SEMA3D	PLXNA4_NRP2
SEMA3F	PLXNA1_NRP2
SEMA3F	NRP2_PLXNA2
SEMA3F	PLXNA3_NRP2
SEMA3F	PLXNA4_NRP2
SEMA3G	PLXNA1_NRP2
SEMA3G	NRP2_PLXNA2
SEMA3G	PLXNA3_NRP2
SEMA3G	PLXNA4_NRP2
SEMA3C	NRP1_PLXND1_NRP2
SEMA3C	PLXND1
SEMA3E	PLXND1
ADM	CALCR
ADM	CALCRL
AGT	MAS1
ANXA1	FPR2
ANXA1	FPR1
APELA	APLNR
CALCA	CALCR
CALCA	CALCRL
CALCB	CALCR
CALCB	CALCRL
CRH	CRHR1
CRH	CRHR2
ENHO	GPR19
GAS6	AXL
GAS6	MERTK
GAS6	TYRO3
GCG	GCGR
GCG	GLP1R
GCG	GLP2R
GH1	PRLR
GHRH	VIPR1
GHRH	VIPR2
GHRH	GHSR
GHRH	GHRHR
GNRH1	GNRHR
GRN	SORT1
GUCA2A	GUCY2C
GUCA2B	GUCY2C
IAPP	CALCR
IAPP	CALCRL
INSL3	RXFP2
INSL3	RXFP1
INSL3	RXFP4
INSL3	RXFP3
INSL5	RXFP4
INSL5	RXFP3
INSL5	RXFP2
INSL5	RXFP1
LEP	LEPR
LGALS9	PTPRC
NPS	NPSR1
NPVF	NPFFR1
NPVF	NPFFR2
OSTN	NPR3
PMCH	MERTK
PROS1	AXL
PROS1	TYRO3
PSAP	GPR37L1
PSAP	GPR37
PTH	PTH1R
PTH	PTH2R
PTH2	PTH1R
PTH2	PTH2R
PTHLH	PTH1R
QRFP	QRFPR
RARRES2	GPR1
RARRES2	CMKLR1
RLN1	RXFP2
RLN1	RXFP1
RLN1	RXFP3
RLN1	RXFP4
RLN3	RXFP3
RLN3	RXFP1
RLN3	RXFP4
RLN3	RXFP2
SAA1	FPR2
SCGB3A2	MARCO
SCT	SCTR
SLURP1	CHRNB1
SLURP1	CHRNB2
SLURP1	CHRNB3
SLURP1	CHRNB4
SLURP1	CHRNA1
SLURP1	CHRNA2
SLURP1	CHRNA3
SLURP1	CHRNA4
SLURP1	CHRNA5
SLURP1	CHRNA6
SLURP1	CHRNA9
SLURP1	CHRNA10
SLURP1	CHRND
SLURP1	CHRNE
SLURP1	CHRNG
SLURP1	CHRNA7
SLURP2	CHRNB1
SLURP2	CHRNB2
SLURP2	CHRNB3
SLURP2	CHRNB4
SLURP2	CHRNA1
SLURP2	CHRNA2
SLURP2	CHRNA3
SLURP2	CHRNA4
SLURP2	CHRNA5
SLURP2	CHRNA6
SLURP2	CHRNA7
SLURP2	CHRNA9
SLURP2	CHRNA10
SLURP2	CHRND
SLURP2	CHRNE
SLURP2	CHRNG
BTLA	TNFRSF14
TRH	TRHR
UCN	CRHR1
UCN	CRHR2
UCN2	CRHR1
UCN2	CRHR2
UCN3	CRHR1
UCN3	CRHR2
UTS2B	UTS2R
UTS2B	SSTR5
BAG6	NCR3
LGALS9	HAVCR2
LGALS9	CD44
ANXA1	FPR2_FPR3
KLK6	F2R
KLK6	F2RL1
KLK5	F2RL1
KLK4	F2R
KLK1	F2R
KLK2	F2R
KLK14	F2R
KLK4	F2RL1
KLK2	F2RL1
KLK14	F2RL1
KLK7	F2RL1
KLK8	F2R
ADM	CALCR_RAMP1
ADM	RAMP2_CALCR
ADM	RAMP3_CALCR
ADM	CALCR_RAMP1
ADM	RAMP2_CALCR
ADM	RAMP3_CALCR
CALCA	CALCR_RAMP1
CALCA	RAMP2_CALCR
CALCA	RAMP3_CALCR
CALCA	CALCR_RAMP1
CALCA	RAMP2_CALCR
CALCA	RAMP3_CALCR
CALCB	CALCR_RAMP1
CALCB	RAMP2_CALCR
CALCB	RAMP3_CALCR
CALCB	CALCR_RAMP1
CALCB	RAMP2_CALCR
CALCB	RAMP3_CALCR
IAPP	CALCR_RAMP1
IAPP	RAMP2_CALCR
IAPP	RAMP3_CALCR
IAPP	CALCR_RAMP1
IAPP	RAMP2_CALCR
IAPP	RAMP3_CALCR
PROC	PROCR_HSP90AA1
PROC	PROCR_F2R
AGT	AGTR2
TAFA4	FPR1
CTSG	FPR1
MT-RNR2	FPR2
ANXA1	FPR3
MT-RNR2	FPR3
GALP	GALR3
GRP	NMBR
PTPRS	NTRK3
VIP	SCTR
SLITRK1	PTPRD
SLITRK1	PTPRS
SLITRK2	PTPRD
SLITRK2	PTPRS
SLITRK3	PTPRD
SLITRK4	PTPRS
SLITRK5	PTPRS
SLITRK6	PTPRS
BDNF	SORT1
BDNF	NGFR
IGFBP3	TMEM219
LGALS9	CD22_BCR_PTPRC
LGALS9	P4HB
AMH	BMPR1B_AMHR2
NTS	SORT1
NRG1	ITGA6_ITGB4
NTF3	NGFR
NTF4	NGFR
PPIA	BSG
PROC	PROCR
RAET1E	KLRK1_HCST
ULBP1	KLRK1_HCST
ULBP2	KLRK1_HCST
ULBP3	KLRK1_HCST
RBP4	STRA6
SLIT1	ROBO1
SLIT2	ROBO1
SLIT2	ROBO2
TULP1	TYRO3
TULP2	TYRO3
TULP1	AXL
TULP1	MERTK
TUB	MERTK
PROS1	MERTK
PLAU	PLAUR
