ligand	receptor
CORT	SSTR5
TAC1	TACR1
TAC4	TACR1
TAC1	TACR2
TAC3	TACR3
UTS2	UTS2R
AVP	AVPR2
AVP	AVPR1A
AVP	AVPR1B
PRLH	PRLHR
PRSS3	F2R
CTSG	F2R
F2	F2R
PLG	F2R
GZMA	F2R
PRSS2	F2R
PRSS1	F2R
PRSS3	F2RL1
CTSG	F2RL1
F2	F2RL1
PLG	F2RL1
GZMA	F2RL1
PRSS2	F2RL1
PRSS1	F2RL1
PRSS3	F2RL2
CTSG	F2RL2
F2	F2RL2
PLG	F2RL2
GZMA	F2RL2
PRSS2	F2RL2
PRSS1	F2RL2
PRSS3	F2RL3
CTSG	F2RL3
F2	F2RL3
GZMA	F2RL3
PLG	F2RL3
PRSS2	F2RL3
PRSS1	F2RL3
PRSS3	PARD3
CTSG	PARD3
F2	PARD3
GZMA	PARD3
PLG	PARD3
PRSS2	PARD3
PRSS1	PARD3
PMCH	MCHR1
PROK1	PROKR2
PROK1	PROKR1
PROK2	PROKR1
PROK2	PROKR2
ADCYAP1	ADCYAP1R1
VIP	VIPR1
VIP	VIPR2
NPPA	NPR1
NPPB	NPR1
NPPC	NPR2
KITLG	KIT
GCG	GIPR
GIP	GIPR
FSHB	FSHR
CGA	FSHR
LHB	LHCGR
CGA	LHCGR
TSHB	TSHR
CGA	TSHR
BDNF	NTRK2
NGF	NTRK1
FLT3LG	FLT3
HGF	MET
KLK3	NTRK1
NTF3	NTRK1
NTF3	NTRK2
NTF3	NTRK3
NTF4	NTRK2
SEMA3A	NRP1_PLXNA1
SEMA3A	NRP1_PLXNA2
SEMA3A	NRP1_PLXNA3
SEMA3A	NRP1_PLXNA4
SEMA3B	NRP1_PLXNA1
SEMA3B	NRP1_PLXNA2
SEMA3B	NRP1_PLXNA3
SEMA3B	NRP1_PLXNA4
SEMA3C	NRP1_PLXNA1
SEMA3C	NRP1_PLXNA2
SEMA3C	NRP1_PLXNA3
SEMA3C	NRP1_PLXNA4
SEMA3D	NRP1_PLXNA1
SEMA3D	NRP1_PLXNA2
SEMA3D	NRP1_PLXNA3
SEMA3D	NRP1_PLXNA4
SEMA3B	NRP2_PLXNA1
SEMA3B	NRP2_PLXNA2
SEMA3B	NRP2_PLXNA3
SEMA3B	NRP2_PLXNA4
SEMA3C	NRP2_PLXNA1
SEMA3C	NRP2_PLXNA2
SEMA3C	NRP2_PLXNA3
SEMA3C	NRP2_PLXNA4
SEMA3D	NRP2_PLXNA1
SEMA3D	NRP2_PLXNA2
SEMA3D	NRP2_PLXNA3
SEMA3D	NRP2_PLXNA4
SEMA3F	NRP2_PLXNA1
SEMA3F	NRP2_PLXNA2
SEMA3F	NRP2_PLXNA3
SEMA3F	NRP2_PLXNA4
SEMA3G	NRP2_PLXNA1
SEMA3G	NRP2_PLXNA2
SEMA3G	NRP2_PLXNA3
SEMA3G	NRP2_PLXNA4
SEMA3C	NRP1_NRP2
SEMA3C	PLXND1
SEMA3E	PLXND1
ADM	CALCR
ADM	CALCRL
AGT	MAS1
ANXA1	FPR2
ANXA1	FPR1
APELA	APLNR
CALCA	CALCR
CALCA	CALCRL
CALCB	CALCR
CALCB	CALCRL
CRH	CRHR1
CRH	CRHR2
ENHO	GPR19
GAS6	AXL
GAS6	MERTK
GAS6	TYRO3
GCG	GCGR
GCG	GLP1R
GCG	GLP2R
GH1	PRLR
GHRH	VIPR1
GHRH	VIPR2
GHRH	GHSR
GHRH	GHRHR
GNRH1	GNRHR
GRN	SORT1
GUCA2A	GUCY2C
GUCA2B	GUCY2C
IAPP	CALCR
IAPP	CALCRL
INSL3	RXFP2
INSL3	RXFP1
INSL3	RXFP4
INSL3	RXFP3
INSL5	RXFP4
INSL5	RXFP3
INSL5	RXFP2
INSL5	RXFP1
LEP	LEPR
LGALS9	PTPRC
NPS	NPSR1
NPVF	NPFFR1
NPVF	NPFFR2
OSTN	NPR3
PMCH	MERTK
PROS1	AXL
PROS1	TYRO3
PSAP	GPR37L1
PSAP	GPR37
PTH	PTH1R
PTH	PTH2R
PTH2	PTH1R
PTH2	PTH2R
PTHLH	PTH1R
QRFP	QRFPR
RARRES2	GPR1
RARRES2	CMKLR1
RLN1	RXFP2
RLN1	RXFP1
RLN1	RXFP3
RLN1	RXFP4
RLN3	RXFP3
RLN3	RXFP1
RLN3	RXFP4
RLN3	RXFP2
SAA1	FPR2
SCGB3A2	MARCO
SCT	SCTR
SLURP1	CHRNB1
SLURP1	CHRNB2
SLURP1	CHRNB3
SLURP1	CHRNB4
SLURP1	CHRNA1
SLURP1	CHRNA2
SLURP1	CHRNA3
SLURP1	CHRNA4
SLURP1	CHRNA5
SLURP1	CHRNA6
SLURP1	CHRNA9
SLURP1	CHRNA10
SLURP1	CHRND
SLURP1	CHRNE
SLURP1	CHRNG
SLURP1	CHRNA7
SLURP2	CHRNB1
SLURP2	CHRNB2
SLURP2	CHRNB3
SLURP2	CHRNB4
SLURP2	CHRNA1
SLURP2	CHRNA2
SLURP2	CHRNA3
SLURP2	CHRNA4
SLURP2	CHRNA5
SLURP2	CHRNA6
SLURP2	CHRNA7
SLURP2	CHRNA9
SLURP2	CHRNA10
SLURP2	CHRND
SLURP2	CHRNE
SLURP2	CHRNG
BTLA	TNFRSF14
TRH	TRHR
UCN	CRHR1
UCN	CRHR2
UCN2	CRHR1
UCN2	CRHR2
UCN3	CRHR1
UCN3	CRHR2
UTS2B	UTS2R
UTS2B	SSTR5
BAG6	NCR3
LGALS9	HAVCR2
LGALS9	CD44
COL1A1	ITGA1_ITGB1
COL1A2	ITGA1_ITGB1
COL2A1	ITGA1_ITGB1
COL4A1	ITGA1_ITGB1
COL4A2	ITGA1_ITGB1
COL4A3	ITGA1_ITGB1
COL4A4	ITGA1_ITGB1
COL4A5	ITGA1_ITGB1
COL4A6	ITGA1_ITGB1
COL6A1	ITGA1_ITGB1
COL6A2	ITGA1_ITGB1
COL6A3	ITGA1_ITGB1
COL6A5	ITGA1_ITGB1
COL6A6	ITGA1_ITGB1
COL9A1	ITGA1_ITGB1
COL9A2	ITGA1_ITGB1
COL9A3	ITGA1_ITGB1
COL1A1	ITGA2_ITGB1
COL1A2	ITGA2_ITGB1
COL2A1	ITGA2_ITGB1
COL4A1	ITGA2_ITGB1
COL4A2	ITGA2_ITGB1
COL4A3	ITGA2_ITGB1
COL4A4	ITGA2_ITGB1
COL4A5	ITGA2_ITGB1
COL4A6	ITGA2_ITGB1
COL6A1	ITGA2_ITGB1
COL6A2	ITGA2_ITGB1
COL6A3	ITGA2_ITGB1
COL6A5	ITGA2_ITGB1
COL6A6	ITGA2_ITGB1
COL9A1	ITGA2_ITGB1
COL9A2	ITGA2_ITGB1
COL9A3	ITGA2_ITGB1
FN1	ITGA3_ITGB1
FN1	ITGA4_ITGB1
FN1	ITGA5_ITGB1
FN1	ITGA8_ITGB1
LAMA1	ITGA1_ITGB1
LAMA2	ITGA1_ITGB1
LAMA3	ITGA1_ITGB1
LAMA4	ITGA1_ITGB1
LAMA5	ITGA1_ITGB1
LAMB1	ITGA1_ITGB1
LAMB2	ITGA1_ITGB1
LAMB3	ITGA1_ITGB1
LAMC1	ITGA1_ITGB1
LAMC2	ITGA1_ITGB1
LAMC3	ITGA1_ITGB1
LAMA1	ITGA2_ITGB1
LAMA2	ITGA2_ITGB1
LAMA3	ITGA2_ITGB1
LAMA4	ITGA2_ITGB1
LAMA5	ITGA2_ITGB1
LAMB1	ITGA2_ITGB1
LAMB2	ITGA2_ITGB1
LAMB3	ITGA2_ITGB1
LAMC1	ITGA2_ITGB1
LAMC2	ITGA2_ITGB1
LAMC3	ITGA2_ITGB1
CHAD	ITGA2_ITGB1
LAMA1	ITGA3_ITGB1
LAMA2	ITGA3_ITGB1
LAMA3	ITGA3_ITGB1
LAMA4	ITGA3_ITGB1
LAMA5	ITGA3_ITGB1
LAMB1	ITGA3_ITGB1
LAMB2	ITGA3_ITGB1
LAMB3	ITGA3_ITGB1
LAMC1	ITGA3_ITGB1
LAMC2	ITGA3_ITGB1
LAMC3	ITGA3_ITGB1
RELN	ITGA3_ITGB1
THBS1	ITGA3_ITGB1
THBS2	ITGA3_ITGB1
THBS3	ITGA3_ITGB1
THBS4	ITGA3_ITGB1
COMP	ITGA3_ITGB1
COL1A1	ITGA3_ITGB1
COL1A2	ITGA3_ITGB1
COL2A1	ITGA3_ITGB1
COL4A1	ITGA3_ITGB1
COL4A2	ITGA3_ITGB1
COL4A3	ITGA3_ITGB1
COL4A4	ITGA3_ITGB1
COL4A5	ITGA3_ITGB1
COL4A6	ITGA3_ITGB1
COL6A1	ITGA3_ITGB1
COL6A2	ITGA3_ITGB1
COL6A3	ITGA3_ITGB1
COL6A5	ITGA3_ITGB1
COL6A6	ITGA3_ITGB1
COL9A1	ITGA3_ITGB1
COL9A2	ITGA3_ITGB1
COL9A3	ITGA3_ITGB1
LAMA1	ITGA6_ITGB1
LAMA2	ITGA6_ITGB1
LAMA3	ITGA6_ITGB1
LAMA4	ITGA6_ITGB1
LAMA5	ITGA6_ITGB1
LAMB1	ITGA6_ITGB1
LAMB2	ITGA6_ITGB1
LAMB3	ITGA6_ITGB1
LAMC1	ITGA6_ITGB1
LAMC2	ITGA6_ITGB1
LAMC3	ITGA6_ITGB1
LAMA1	ITGA7_ITGB1
LAMA2	ITGA7_ITGB1
LAMA3	ITGA7_ITGB1
LAMA4	ITGA7_ITGB1
LAMA5	ITGA7_ITGB1
LAMB1	ITGA7_ITGB1
LAMB2	ITGA7_ITGB1
LAMB3	ITGA7_ITGB1
LAMC1	ITGA7_ITGB1
LAMC2	ITGA7_ITGB1
LAMC3	ITGA7_ITGB1
VTN	ITGA8_ITGB1
TNC	ITGA8_ITGB1
TNR	ITGA8_ITGB1
TNN	ITGA8_ITGB1
TNXB	ITGA8_ITGB1
Npnt complex 1	ITGA8_ITGB1
Npnt complex 2	ITGA8_ITGB1
TNC	ITGA9_ITGB1
TNR	ITGA9_ITGB1
TNN	ITGA9_ITGB1
TNXB	ITGA9_ITGB1
COL1A1	ITGA9_ITGB1
COL1A2	ITGA9_ITGB1
COL2A1	ITGA9_ITGB1
COL4A1	ITGA9_ITGB1
COL4A2	ITGA9_ITGB1
COL4A3	ITGA9_ITGB1
COL4A4	ITGA9_ITGB1
COL4A5	ITGA9_ITGB1
COL4A6	ITGA9_ITGB1
COL6A1	ITGA9_ITGB1
COL6A2	ITGA9_ITGB1
COL6A3	ITGA9_ITGB1
COL6A5	ITGA9_ITGB1
COL6A6	ITGA9_ITGB1
COL9A1	ITGA9_ITGB1
COL9A2	ITGA9_ITGB1
COL9A3	ITGA9_ITGB1
LAMA1	ITGA9_ITGB1
LAMA2	ITGA9_ITGB1
LAMA3	ITGA9_ITGB1
LAMA4	ITGA9_ITGB1
LAMA5	ITGA9_ITGB1
LAMB1	ITGA9_ITGB1
LAMB2	ITGA9_ITGB1
LAMB3	ITGA9_ITGB1
LAMC1	ITGA9_ITGB1
LAMC2	ITGA9_ITGB1
LAMC3	ITGA9_ITGB1
COL1A1	ITGA10_ITGB1
COL1A2	ITGA10_ITGB1
COL2A1	ITGA10_ITGB1
COL4A1	ITGA10_ITGB1
COL4A2	ITGA10_ITGB1
COL4A3	ITGA10_ITGB1
COL4A4	ITGA10_ITGB1
COL4A5	ITGA10_ITGB1
COL4A6	ITGA10_ITGB1
COL6A1	ITGA10_ITGB1
COL6A2	ITGA10_ITGB1
COL6A3	ITGA10_ITGB1
COL6A5	ITGA10_ITGB1
COL6A6	ITGA10_ITGB1
COL9A1	ITGA10_ITGB1
COL9A2	ITGA10_ITGB1
COL9A3	ITGA10_ITGB1
COL1A1	ITGA11_ITGB1
COL1A2	ITGA11_ITGB1
COL2A1	ITGA11_ITGB1
COL4A1	ITGA11_ITGB1
COL4A2	ITGA11_ITGB1
COL4A3	ITGA11_ITGB1
COL4A4	ITGA11_ITGB1
COL4A5	ITGA11_ITGB1
COL4A6	ITGA11_ITGB1
COL6A1	ITGA11_ITGB1
COL6A2	ITGA11_ITGB1
COL6A3	ITGA11_ITGB1
COL6A5	ITGA11_ITGB1
COL6A6	ITGA11_ITGB1
COL9A1	ITGA11_ITGB1
COL9A2	ITGA11_ITGB1
COL9A3	ITGA11_ITGB1
FN1	ITGAV_ITGB1
VTN	ITGAV_ITGB1
DSPP	ITGAV_ITGB1
FN1	ITGA4_ITGB7
FN1	ITGAV_ITGB3
VTN	ITGAV_ITGB3
VWF	ITGAV_ITGB3
TNC	ITGAV_ITGB3
TNR	ITGAV_ITGB3
TNN	ITGAV_ITGB3
TNXB	ITGAV_ITGB3
IBSP	ITGAV_ITGB3
THBS1	ITGAV_ITGB3
THBS2	ITGAV_ITGB3
THBS3	ITGAV_ITGB3
THBS4	ITGAV_ITGB3
COMP	ITGAV_ITGB3
DMP1	ITGAV_ITGB3
FN1	ITGA2B_ITGB3
VTN	ITGA2B_ITGB3
VWF	ITGA2B_ITGB3
TNC	ITGA2B_ITGB3
TNR	ITGA2B_ITGB3
TNN	ITGA2B_ITGB3
TNXB	ITGA2B_ITGB3
VTN	ITGAV_ITGB5
IBSP	ITGAV_ITGB5
TNC	ITGAV_ITGB6
TNR	ITGAV_ITGB6
TNN	ITGAV_ITGB6
TNXB	ITGAV_ITGB6
FN1	ITGAV_ITGB6
DSPP	ITGAV_ITGB6
VTN	ITGAV_ITGB8
FN1	ITGAV_ITGB8
LAMA1	ITGAV_ITGB8
LAMA2	ITGAV_ITGB8
LAMA3	ITGAV_ITGB8
LAMA4	ITGAV_ITGB8
LAMA5	ITGAV_ITGB8
LAMB1	ITGAV_ITGB8
LAMB2	ITGAV_ITGB8
LAMB3	ITGAV_ITGB8
LAMC1	ITGAV_ITGB8
LAMC2	ITGAV_ITGB8
LAMC3	ITGAV_ITGB8
COL1A1	ITGAV_ITGB8
COL1A2	ITGAV_ITGB8
COL2A1	ITGAV_ITGB8
COL4A1	ITGAV_ITGB8
COL4A2	ITGAV_ITGB8
COL4A3	ITGAV_ITGB8
COL4A4	ITGAV_ITGB8
COL4A5	ITGAV_ITGB8
COL4A6	ITGAV_ITGB8
COL6A1	ITGAV_ITGB8
COL6A2	ITGAV_ITGB8
COL6A3	ITGAV_ITGB8
COL6A5	ITGAV_ITGB8
COL6A6	ITGAV_ITGB8
COL9A1	ITGAV_ITGB8
COL9A2	ITGAV_ITGB8
COL9A3	ITGAV_ITGB8
LAMA1	ITGA6_ITGB4
LAMA2	ITGA6_ITGB4
LAMA3	ITGA6_ITGB4
LAMA4	ITGA6_ITGB4
LAMA5	ITGA6_ITGB4
LAMB1	ITGA6_ITGB4
LAMB2	ITGA6_ITGB4
LAMB3	ITGA6_ITGB4
LAMC1	ITGA6_ITGB4
LAMC2	ITGA6_ITGB4
LAMC3	ITGA6_ITGB4
FN1	CD44
COL1A1	CD44
COL1A2	CD44
COL2A1	CD44
COL4A1	CD44
COL4A2	CD44
COL4A3	CD44
COL4A4	CD44
COL4A5	CD44
COL4A6	CD44
COL6A1	CD44
COL6A2	CD44
COL6A3	CD44
COL6A5	CD44
COL6A6	CD44
COL9A1	CD44
COL9A2	CD44
COL9A3	CD44
LAMA1	CD44
LAMA2	CD44
LAMA3	CD44
LAMA4	CD44
LAMA5	CD44
LAMB1	CD44
LAMB2	CD44
LAMB3	CD44
LAMC1	CD44
LAMC2	CD44
LAMC3	CD44
COL1A1	SDC1
COL1A2	SDC1
COL2A1	SDC1
COL4A1	SDC1
COL4A2	SDC1
COL4A3	SDC1
COL4A4	SDC1
COL4A5	SDC1
COL4A6	SDC1
COL6A1	SDC1
COL6A2	SDC1
COL6A3	SDC1
COL6A5	SDC1
COL6A6	SDC1
COL9A1	SDC1
COL9A2	SDC1
COL9A3	SDC1
FN1	SDC1
TNC	SDC1
TNR	SDC1
TNN	SDC1
TNXB	SDC1
THBS1	SDC1
THBS2	SDC1
THBS3	SDC1
THBS4	SDC1
COMP	SDC1
COL1A1	SDC4
COL1A2	SDC4
COL2A1	SDC4
COL4A1	SDC4
COL4A2	SDC4
COL4A3	SDC4
COL4A4	SDC4
COL4A5	SDC4
COL4A6	SDC4
COL6A1	SDC4
COL6A2	SDC4
COL6A3	SDC4
COL6A5	SDC4
COL6A6	SDC4
COL9A1	SDC4
COL9A2	SDC4
COL9A3	SDC4
FN1	SDC4
TNC	SDC4
TNR	SDC4
TNN	SDC4
TNXB	SDC4
THBS1	SDC4
THBS2	SDC4
THBS3	SDC4
THBS4	SDC4
COMP	SDC4
LAMA1	SV2A
LAMA2	SV2A
LAMA3	SV2A
LAMA4	SV2A
LAMA5	SV2A
LAMB1	SV2A
LAMB2	SV2A
LAMB3	SV2A
LAMC1	SV2A
LAMC2	SV2A
LAMC3	SV2A
LAMA1	SV2B
LAMA2	SV2B
LAMA3	SV2B
LAMA4	SV2B
LAMA5	SV2B
LAMB1	SV2B
LAMB2	SV2B
LAMB3	SV2B
LAMC1	SV2B
LAMC2	SV2B
LAMC3	SV2B
LAMA1	SV2C
LAMA2	SV2C
LAMA3	SV2C
LAMA4	SV2C
LAMA5	SV2C
LAMB1	SV2C
LAMB2	SV2C
LAMB3	SV2C
LAMC1	SV2C
LAMC2	SV2C
LAMC3	SV2C
THBS1	CD36
THBS2	CD36
THBS3	CD36
THBS4	CD36
COMP	CD36
VWF	GP complex
COL1A1	GP6
COL1A2	GP6
COL2A1	GP6
COL4A1	GP6
COL4A2	GP6
COL4A3	GP6
COL4A4	GP6
COL4A5	GP6
COL4A6	GP6
COL6A1	GP6
COL6A2	GP6
COL6A3	GP6
COL6A5	GP6
COL6A6	GP6
COL9A1	GP6
COL9A2	GP6
COL9A3	GP6
THBS1	CD47
THBS2	CD47
THBS3	CD47
THBS4	CD47
COMP	CD47
AGRN	DAG1
HSPG2	DAG1
LAMA1	DAG1
LAMA2	DAG1
LAMA3	DAG1
LAMA4	DAG1
LAMA5	DAG1
LAMB1	DAG1
LAMB2	DAG1
LAMB3	DAG1
LAMC1	DAG1
LAMC2	DAG1
LAMC3	DAG1
ANXA1	FPR2_LXA4
APP	CD74
CADM1	CADM1
CADM3	CADM3
FCER2	ITGAM_ITGB2
FCER2	ITGAX_ITGB2
FCER2	ITGAV_ITGB3
FCER2	CR2
CD34	SELP
ENTPD1	ADORA1
ENTPD1	ADORA2A
ENTPD1	ADORA2B
ENTPD1	TMIGD3
CD40LG	CD40
PTPRC	CD22
PTPRC	MRC1
CD46	JAG1
CD48	CD244
CD6	ALCAM
CD80	CD274
CD80	CD28
CD80	CTLA4
CD86	CD28
CD86	CTLA4
CD96	NECTIN1
CD96	PVR
CD99	PILRA
CD99	CD99
CD99	CD99L2
CDH15	CDH15
CDH4	CDH4
CDH2	CDH2
CDH1	CDH1
CDH1	ITGA2_ITGB1
CDH1	ITGAE_ITGB7
CDH1	KLRG1
CDH5	CDH5
CD1D	CEACAM5
CD209	CEACAM1
CD8A	CEACAM5
CEACAM1	CEACAM5
SELE	CEACAM1
CLDN11	CLDN11
CLEC2D	KLRB1
CLEC2A	KLRB1
CLEC2B	KLRB1
CD69	KLRB1
CLEC2L	KLRB1
CLEC1B	KLRB1
NFASC	CNTN1_CNTNAP1
CNTN2	CNTN2_CNTNAP2
CNTN2	L1CAM
CNTN2	CNTN2
CNTN1	NRCAM
CSPG4	ITGA3_ITGB1
DSC1	DSG1
DSC1	DSG2
DSC2	DSG1
DSC2	DSG2
DSC3	DSG1
DSC3	DSG2
EPGN	EGFR
EFNA1	EPHA1
EFNA1	EPHA2
EFNA1	EPHA3
EFNA1	EPHA4
EFNA1	EPHA5
EFNA1	EPHA7
EFNA1	EPHA8
EFNA2	EPHA1
EFNA2	EPHA2
EFNA2	EPHA3
EFNA2	EPHA4
EFNA2	EPHA5
EFNA2	EPHA7
EFNA2	EPHA8
EFNA3	EPHA1
EFNA3	EPHA2
EFNA3	EPHA3
EFNA3	EPHA4
EFNA3	EPHA5
EFNA3	EPHA7
EFNA3	EPHA8
EFNA4	EPHA1
EFNA4	EPHA2
EFNA4	EPHA3
EFNA4	EPHA4
EFNA4	EPHA5
EFNA4	EPHA7
EFNA4	EPHA8
EFNA5	EPHA1
EFNA5	EPHA2
EFNA5	EPHA3
EFNA5	EPHA4
EFNA5	EPHA5
EFNA5	EPHA7
EFNA5	EPHA8
EFNA5	EPHB2
EFNB1	EPHA4
EFNB1	EPHB1
EFNB1	EPHB2
EFNB1	EPHB3
EFNB1	EPHB4
EFNB2	EPHA4
EFNB2	EPHB1
EFNB2	EPHB2
EFNB2	EPHB3
EFNB2	EPHB4
EFNB3	EPHA4
EFNB3	EPHB1
EFNB3	EPHB2
EFNB3	EPHB3
EFNB3	EPHB4
EFNB3	EPHB6
ESAM	ESAM
GP1BA	ITGAM_ITGB2
ICAM1	ITGAX_ITGB2
ICAM1	ITGAL_ITGB2
ICAM2	ITGAL_ITGB2
ICAM1	ITGAM_ITGB2
ICAM2	ITGAM_ITGB2
ICAM1	ITGAL
ICAM1	SPN
ICAM5	CD209
ICOSLG	ICOS
ICOSLG	CD28
ICOSLG	CTLA4
JAM2	ITGA3_ITGB1
JAM2	ITGAV_ITGB1
JAM3	ITGAM_ITGB2
F11R	ITGAL_ITGB2
JAM2	JAM3
F11R	F11R
JAM2	F11R
JAM2	JAM2
JAM3	F11R
JAM3	JAM3
L1CAM	ITGAV_ITGB3
L1CAM	ITGA4_ITGB7
L1CAM	L1CAM
LCK	CD8 receptor
MADCAM1	ITGA4_ITGB7
MAG	MAG
HLA-A	CD8A
HLA-B	CD8A
HLA-C	CD8A
HLA-E	CD8A
HLA-F	CD8A
HLA-G	CD8A
HLA-A	CD8B
HLA-B	CD8B
HLA-C	CD8B
HLA-E	CD8B
HLA-F	CD8B
HLA-G	CD8B
HLA-A	CD8B2
HLA-B	CD8B2
HLA-C	CD8B2
HLA-E	CD8B2
HLA-F	CD8B2
HLA-G	CD8B2
HLA-C	KIR2DL1
HLA-C	KIR2DL2
HLA-C	KIR2DL3
HLA-C	KIR2DS1
HLA-C	KIR2DS4
HLA-G	LILRB1
HLA-G	LILRB2
HLA-F	KIR3DL1
HLA-F	KIR3DL2
HLA-B	KIR3DL2
HLA-C	KIR3DL3
HLA-E	KLRC1
HLA-E	KLRC2
HLA-A	KIR3DL1
HLA-F	LILRB1
HLA-E	KLRK1
HLA-F	KIR3DS1
HLA-E	CD94:NKG2A
HLA-E	CD94:NKG2C
HLA-E	CD94:NKG2E
ULBP1	KLRK1
ULBP2	KLRK1
ULBP3	KLRK1
RAET1L	KLRK1
RAET1E	KLRK1
RAET1G	KLRK1
HLA-DPA1	CD4
HLA-DPB1	CD4
HLA-DQA1	CD4
HLA-DMA	CD4
HLA-DMB	CD4
HLA-DQA2	CD4
HLA-DOA	CD4
HLA-DOB	CD4
HLA-DQB1	CD4
HLA-DRA	CD4
HLA-DRB1	CD4
HLA-DRB3	CD4
HLA-DRB4	CD4
HLA-DRB5	CD4
MPZ	MPZL1
MPZ	MPZ
MPZL1	MPZL1
NCAM1	FGFR1
NCAM1	NCAM1
NCAM1	NCAM2
NCAM1	L1CAM
NCAM2	L1CAM
NECTIN1	CADM3
NECTIN1	NECTIN4
NECTIN3	NECTIN1
NECTIN3	NECTIN2
NECTIN3	PVR
NECTIN3	TIGIT
NECTIN2	CD226
NECTIN2	TIGIT
NEGR1	NEGR1
LRRC4C	NTNG1
LRRC4	NTNG2
LRRC4B	PTPRF
DLK1	NOTCH1
DLK1	NOTCH2
DLK1	NOTCH3
DLK1	NOTCH4
DLL1	NOTCH1
DLL1	NOTCH3
DLL1	NOTCH4
DLL3	NOTCH1
DLL3	NOTCH2
DLL3	NOTCH3
DLL3	NOTCH4
DLL4	NOTCH1
DLL4	NOTCH2
DLL4	NOTCH3
DLL4	NOTCH4
JAG1	NOTCH1
JAG1	NOTCH2
JAG1	NOTCH3
JAG1	NOTCH4
JAG2	NOTCH1
JAG2	NOTCH2
JAG2	NOTCH3
JAG2	NOTCH4
DLL1	NOTCH2
NRXN1	NLGN1
NRXN1	NLGN2
NRXN1	NLGN3
NRXN2	NLGN1
NRXN2	NLGN2
NRXN2	NLGN3
NRXN3	NLGN1
NRXN3	NLGN2
NRXN3	NLGN3
OCLN	OCLN
CD274	PDCD1
PDCD1LG2	PDCD1
PECAM1	PECAM1
PTPRM	PTPRM
PVR	CD226
PVR	TIGIT
SELE	CD44
SELE	GLG1
SELL	CD34
SELL	PODXL
SELL	GLYCAM1
SELL	MADCAM1
SELPLG	SELE
SELPLG	SELL
SELPLG	SELP
SEMA4A	NRP1_PLXNA1
SEMA4A	NRP1_PLXNA2
SEMA4A	NRP1_PLXNA3
SEMA4A	NRP1_PLXNA4
SEMA4A	PLXNB1
SEMA4A	PLXNB2
SEMA4A	PLXNB3
SEMA4D	PLXNB1
SEMA4D	PLXNB2
SEMA4D	PLXNB3
SEMA4C	PLXNB2
SEMA4G	PLXNB2
SEMA4D	CD72
SEMA5A	PLXNA1
SEMA5B	PLXNA1
SEMA5A	PLXNA3
SEMA5B	PLXNA3
SEMA5A	PLXNB3
SEMA6D	PLXNA1_KDR
SEMA6D	PLXNA1_TREM2
SEMA6D	PLXNA1
SEMA6A	PLXNA2
SEMA6B	PLXNA2
SEMA6A	PLXNA4
SEMA6B	PLXNA4
SEMA7A	ITGB1_ITGA1
SEMA7A	PLXNC1
SIGLEC1	SPN
THY1	ITGAM_ITGB2
THY1	ITGAX_ITGB2
THY1	ITGAV_ITGB3
ITGA4_ITGB1	VCAM1
ITGA9_ITGB1	VCAM1
ITGA4_ITGB7	VCAM1
VSIR	IGSF11
CDH3	CDH3
CDH12	ITGA1_ITGB1
DSC1	DSG3
DSC1	DSG4
DSC2	DSG3
DSC2	DSG4
DSC3	DSG3
DSC3	DSG4
GJA5	GJA5
GJA1	GJA5
GJC1	GJA5
GJA3	GJA5
GJA1	GJA1
GJC1	GJA1
GJA3	GJA1
GJC1	GJC1
GJA3	GJC1
GJA3	GJA3
CLDN1	CLDN1
CLDN2	CLDN2
CLDN3	CLDN3
PCDHA10	PCDHA10
PCDHA11	PCDHA11
PCDHA12	PCDHA12
PCDHA13	PCDHA13
PCDHA1	PCDHA1
PCDHA2	PCDHA2
PCDHA3	PCDHA3
PCDHA4	PCDHA4
PCDHA5	PCDHA5
PCDHA6	PCDHA6
PCDHA7	PCDHA7
PCDHA8	PCDHA8
PCDHA9	PCDHA9
PCDHAC1	PCDHAC1
PCDHAC2	PCDHAC2
PCDHB1	PCDHB1
PCDHB10	PCDHB10
PCDHB11	PCDHB11
PCDHB12	PCDHB12
PCDHB13	PCDHB13
PCDHB14	PCDHB14
PCDHB15	PCDHB15
PCDHB16	PCDHB16
PCDHB2	PCDHB2
PCDHB3	PCDHB3
PCDHB4	PCDHB4
PCDHB5	PCDHB5
PCDHB6	PCDHB6
PCDHB7	PCDHB7
PCDHB8	PCDHB8
PCDHB9	PCDHB9
PCDHGA1	PCDHGA1
PCDHGA10	PCDHGA10
PCDHGA11	PCDHGA11
PCDHGA12	PCDHGA12
PCDHGA2	PCDHGA2
PCDHGA3	PCDHGA3
PCDHGA4	PCDHGA4
PCDHGA5	PCDHGA5
PCDHGA6	PCDHGA6
PCDHGA7	PCDHGA7
PCDHGA8	PCDHGA8
PCDHGA9	PCDHGA9
PCDHGB1	PCDHGB1
PCDHGB2	PCDHGB2
PCDHGB3	PCDHGB3
PCDHGB4	PCDHGB4
PCDHGB5	PCDHGB5
PCDHGB6	PCDHGB6
PCDHGB7	PCDHGB7
PCDHGC3	PCDHGC3
PCDHGC4	PCDHGC4
PCDHGC5	PCDHGC5
KLK6	F2R
KLK6	F2RL1
KLK5	F2RL1
KLK4	F2R
KLK1	F2R
KLK2	F2R
KLK14	F2R
KLK4	F2RL1
KLK2	F2RL1
KLK14	F2RL1
