"tf"	"confidence"	"target"	"mor"
"56505"	"Fev"	"E"	"Nfkbiz"	-1
"56506"	"Fev"	"E"	"Nfyc"	-1
"56507"	"Fev"	"E"	"Ngrn"	-1
"56508"	"Fev"	"E"	"Nif3l1"	-1
"56509"	"Fev"	"E"	"Nipbl"	-1
"56510"	"Fev"	"E"	"Nkiras2"	-1
"56511"	"Fev"	"E"	"Nkx6-1"	-1
"56512"	"Fev"	"E"	"Nme3"	-1
"56513"	"Fev"	"E"	"Nop10"	-1
"56514"	"Fev"	"E"	"Nosip"	-1
"56515"	"Fev"	"E"	"Nr1d2"	-1
"56516"	"Fev"	"E"	"Nr1h2"	-1
"56517"	"Fev"	"E"	"Nsmce1"	-1
"56518"	"Fev"	"E"	"Nsun2"	-1
"56519"	"Fev"	"E"	"Nsun3"	-1
"56520"	"Fev"	"E"	"Nsun5"	-1
"56521"	"Fev"	"E"	"Nsun6"	-1
"56522"	"Fev"	"E"	"Nt5c"	-1
"56523"	"Fev"	"E"	"Nthl1"	-1
"56524"	"Fev"	"E"	"Nudcd3"	-1
"56525"	"Fev"	"E"	"Nudt1"	-1
"56526"	"Fev"	"E"	"Nudt12"	-1
"56527"	"Fev"	"E"	"Nudt21"	-1
"56528"	"Fev"	"E"	"Nufip1"	-1
"56529"	"Fev"	"E"	"Nup50"	-1
"56530"	"Fev"	"E"	"Nup54"	-1
"56531"	"Fev"	"E"	"Nutm1"	-1
"56532"	"Fev"	"E"	"Nxn"	-1
"56533"	"Fev"	"E"	"Nxt2"	-1
"56534"	"Fev"	"E"	"Ogfod1"	-1
"56535"	"Fev"	"E"	"Ogfod2"	-1
"56536"	"Fev"	"E"	"Ogg1"	-1
"56537"	"Fev"	"E"	"Ost4"	-1
"56538"	"Fev"	"E"	"Otud5"	-1
"56539"	"Fev"	"E"	"Otud6a"	-1
"56540"	"Fev"	"E"	"P3h4"	-1
"56541"	"Fev"	"E"	"Pabpc4"	-1
"56542"	"Fev"	"E"	"Pafah1b2"	-1
"56543"	"Fev"	"E"	"Pafah1b3"	-1
"56544"	"Fev"	"E"	"Paics"	-1
"56545"	"Fev"	"E"	"Papola"	-1
"56546"	"Fev"	"E"	"Pard6b"	-1
"56547"	"Fev"	"E"	"Parg"	-1
"56548"	"Fev"	"E"	"Parp3"	-1
"56549"	"Fev"	"E"	"Patl1"	-1
"56550"	"Fev"	"E"	"Pcgf1"	-1
"56551"	"Fev"	"E"	"Pcm1"	-1
"56552"	"Fev"	"E"	"Pdap1"	-1
"56553"	"Fev"	"E"	"Pde4dip"	-1
"56554"	"Fev"	"E"	"Pds5a"	-1
"56555"	"Fev"	"E"	"Pex11a"	-1
"56556"	"Fev"	"E"	"Pfkfb3"	-1
"56557"	"Fev"	"E"	"Phactr4"	-1
"56558"	"Fev"	"E"	"Phb2"	-1
"56559"	"Fev"	"E"	"Pigg"	-1
"56560"	"Fev"	"E"	"Pigh"	-1
"56561"	"Fev"	"E"	"Pih1d1"	-1
"56562"	"Fev"	"E"	"Pik3c3"	-1
"56563"	"Fev"	"E"	"Pkd1"	-1
"56564"	"Fev"	"E"	"Plb1"	-1
"56565"	"Fev"	"E"	"Plekhg4"	-1
"56566"	"Fev"	"E"	"Plekhm2"	-1
"56567"	"Fev"	"E"	"Plod3"	-1
"56568"	"Fev"	"E"	"Pnkp"	-1
"56569"	"Fev"	"E"	"Pold4"	-1
"56570"	"Fev"	"E"	"Poldip2"	-1
"56571"	"Fev"	"E"	"Poli"	-1
"56572"	"Fev"	"E"	"Polr2c"	-1
"56573"	"Fev"	"E"	"Pom121"	-1
"56574"	"Fev"	"E"	"Ppan"	-1
"56575"	"Fev"	"E"	"Ppil1"	-1
"56576"	"Fev"	"E"	"Ppip5k2"	-1
"56577"	"Fev"	"E"	"Ppme1"	-1
"56578"	"Fev"	"E"	"Ppp1r9a"	-1
"56579"	"Fev"	"E"	"Prap1"	-1
"56580"	"Fev"	"E"	"Prdx5"	-1
"56581"	"Fev"	"E"	"Prelid1"	-1
"56582"	"Fev"	"E"	"Prkab1"	-1
"56583"	"Fev"	"E"	"Prkcsh"	-1
"56584"	"Fev"	"E"	"Prmt1"	-1
"56585"	"Fev"	"E"	"Prmt3"	-1
"56586"	"Fev"	"E"	"Proser3"	-1
"56587"	"Fev"	"E"	"Prpf18"	-1
"56588"	"Fev"	"E"	"Prpf19"	-1
"56589"	"Fev"	"E"	"Prrg2"	-1
"56590"	"Fev"	"E"	"Prss12"	-1
"56591"	"Fev"	"E"	"Psmb8"	-1
"56592"	"Fev"	"E"	"Psmc2"	-1
"56593"	"Fev"	"E"	"Ptbp1"	-1
"56594"	"Fev"	"E"	"Ptk2b"	-1
"56595"	"Fev"	"E"	"Ptk6"	-1
"56596"	"Fev"	"E"	"Ptrh2"	-1
"56597"	"Fev"	"E"	"Purb"	-1
"56598"	"Fev"	"E"	"Pycr2"	-1
"56599"	"Fev"	"E"	"Pym1"	-1
"56600"	"Fev"	"E"	"Pyroxd1"	-1
"56601"	"Fev"	"E"	"R3hdml"	-1
"56602"	"Fev"	"E"	"Rab11a"	-1
"56603"	"Fev"	"E"	"Rab11b"	-1
"56604"	"Fev"	"E"	"Rab40c"	-1
"56605"	"Fev"	"E"	"Ralgps2"	-1
"56606"	"Fev"	"E"	"Ramac"	-1
"56607"	"Fev"	"E"	"Ranbp1"	-1
"56608"	"Fev"	"E"	"Rap1gap"	-1
"56609"	"Fev"	"E"	"Rap1gap2"	-1
"56610"	"Fev"	"E"	"Rap2c"	-1
"56611"	"Fev"	"E"	"Rbak"	-1
"56612"	"Fev"	"E"	"Rbl2"	-1
"56613"	"Fev"	"E"	"Rbm8a"	-1
"56614"	"Fev"	"E"	"Rbm8a2"	-1
"56615"	"Fev"	"E"	"Rec8"	-1
"56616"	"Fev"	"E"	"Rer1"	-1
"56617"	"Fev"	"E"	"Rexo5"	-1
"56618"	"Fev"	"E"	"Rfc4"	-1
"56619"	"Fev"	"E"	"Rgl2"	-1
"56620"	"Fev"	"E"	"Rgp1"	-1
"56621"	"Fev"	"E"	"Rhoc"	-1
"56622"	"Fev"	"E"	"Rhot2"	-1
"56623"	"Fev"	"E"	"Ric3"	-1
"56624"	"Fev"	"E"	"Rnf167"	-1
"56625"	"Fev"	"E"	"Rnf40"	-1
"56626"	"Fev"	"E"	"Rnmt"	-1
"56627"	"Fev"	"E"	"Rpl19"	-1
"56628"	"Fev"	"E"	"Rprml"	-1
"56629"	"Fev"	"E"	"Rps18"	-1
"56630"	"Fev"	"E"	"Rps21"	-1
"56631"	"Fev"	"E"	"Rps6ka2"	-1
"56632"	"Fev"	"E"	"Rrm2b"	-1
"56633"	"Fev"	"E"	"Rrp9"	-1
"56634"	"Fev"	"E"	"Rsbn1"	-1
"56635"	"Fev"	"E"	"Samd3"	-1
"56636"	"Fev"	"E"	"Sarm1"	-1
"56637"	"Fev"	"E"	"Sbno2"	-1
"56638"	"Fev"	"E"	"Scand1"	-1
"56639"	"Fev"	"E"	"Scara3"	-1
"56640"	"Fev"	"E"	"Scarf2"	-1
"56641"	"Fev"	"E"	"Scoc"	-1
"56642"	"Fev"	"E"	"Scube2"	-1
"56643"	"Fev"	"E"	"Sdhd"	-1
"56644"	"Fev"	"E"	"Sec22b"	-1
"56645"	"Fev"	"E"	"Sec24c"	-1
"56646"	"Fev"	"E"	"Senp5"	-1
"56647"	"Fev"	"E"	"Serpinf2"	-1
"56648"	"Fev"	"E"	"Sertad3"	-1
"56649"	"Fev"	"E"	"Setbp1"	-1
"56650"	"Fev"	"E"	"Setd5"	-1
"56651"	"Fev"	"E"	"Sf3a1"	-1
"56652"	"Fev"	"E"	"Sf3b2"	-1
"56653"	"Fev"	"E"	"Sf3b3"	-1
"56654"	"Fev"	"E"	"Shkbp1"	-1
"56655"	"Fev"	"E"	"Sipa1"	-1
"56656"	"Fev"	"E"	"Sirt6"	-1
"56657"	"Fev"	"E"	"Slc15a1"	-1
"56658"	"Fev"	"E"	"Slc16a1"	-1
"56659"	"Fev"	"E"	"Slc25a11"	-1
"56660"	"Fev"	"E"	"Slc25a46"	-1
"56661"	"Fev"	"E"	"Slc26a11"	-1
"56662"	"Fev"	"E"	"Slc35c2"	-1
"56663"	"Fev"	"E"	"Slc35e1"	-1
"56664"	"Fev"	"E"	"Slc39a1"	-1
"56665"	"Fev"	"E"	"Slc4a1ap"	-1
"56666"	"Fev"	"E"	"Slc52a2"	-1
"56667"	"Fev"	"E"	"Smim26"	-1
"56668"	"Fev"	"E"	"Smtn"	-1
"56669"	"Fev"	"E"	"Snrpd1"	-1
"56670"	"Fev"	"E"	"Sp3"	-1
"56671"	"Fev"	"E"	"Spam1"	-1
"56672"	"Fev"	"E"	"Spata33"	-1
"56673"	"Fev"	"E"	"Spg11"	-1
"56674"	"Fev"	"E"	"Srbd1"	-1
"56675"	"Fev"	"E"	"Srsf4"	-1
"56676"	"Fev"	"E"	"Ssu72"	-1
"56677"	"Fev"	"E"	"Stard10"	-1
"56678"	"Fev"	"E"	"Stk11ip"	-1
"56679"	"Fev"	"E"	"Strip2"	-1
"56680"	"Fev"	"E"	"Stub1"	-1
"56681"	"Fev"	"E"	"Stxbp5l"	-1
"56682"	"Fev"	"E"	"Styxl1"	-1
"56683"	"Fev"	"E"	"Sub1"	-1
"56684"	"Fev"	"E"	"Sult2b1"	-1
"56685"	"Fev"	"E"	"Supt5"	-1
"56686"	"Fev"	"E"	"Supt7l"	-1
"56687"	"Fev"	"E"	"Svil"	-1
"56688"	"Fev"	"E"	"Sypl2"	-1
"56689"	"Fev"	"E"	"Szrd1"	-1
"56690"	"Fev"	"E"	"Szt2"	-1
"56691"	"Fev"	"E"	"Tacc2"	-1
"56692"	"Fev"	"E"	"Taf13"	-1
"56693"	"Fev"	"E"	"Taf1c"	-1
"56694"	"Fev"	"E"	"Taf3"	-1
"56695"	"Fev"	"E"	"Taf4"	-1
"56696"	"Fev"	"E"	"Tap1"	-1
"56697"	"Fev"	"E"	"Tasp1"	-1
"56698"	"Fev"	"E"	"Tbcc"	-1
"56699"	"Fev"	"E"	"Tcf7"	-1
"56700"	"Fev"	"E"	"Tcf7l1"	-1
"56701"	"Fev"	"E"	"Tcp11"	-1
"56702"	"Fev"	"E"	"Tdp2"	-1
"56703"	"Fev"	"E"	"Tecpr1"	-1
"56704"	"Fev"	"E"	"Tefm"	-1
"56705"	"Fev"	"E"	"Tent2"	-1
"56706"	"Fev"	"E"	"Terf2"	-1
"56707"	"Fev"	"E"	"Tfcp2"	-1
"56708"	"Fev"	"E"	"Tfg"	-1
"56709"	"Fev"	"E"	"Thoc5"	-1
"56710"	"Fev"	"E"	"Thumpd1"	-1
"56711"	"Fev"	"E"	"Tigd4"	-1
"56712"	"Fev"	"E"	"Timm23"	-1
"56713"	"Fev"	"E"	"Timm29"	-1
"56714"	"Fev"	"E"	"Timm8b"	-1
"56715"	"Fev"	"E"	"Timmdc1"	-1
"56716"	"Fev"	"E"	"Tjap1"	-1
"56717"	"Fev"	"E"	"Tlr2"	-1
"56718"	"Fev"	"E"	"Tma16"	-1
"56719"	"Fev"	"E"	"Tmco6"	-1
"56720"	"Fev"	"E"	"Tmem128"	-1
"56721"	"Fev"	"E"	"Tmem167"	-1
"56722"	"Fev"	"E"	"Tmem179"	-1
"56723"	"Fev"	"E"	"Tmem183a"	-1
"56724"	"Fev"	"E"	"Tmem185b"	-1
"56725"	"Fev"	"E"	"Tmem199"	-1
"56726"	"Fev"	"E"	"Tmem200a"	-1
"56727"	"Fev"	"E"	"Tmem203"	-1
"56728"	"Fev"	"E"	"Tmem237"	-1
"56729"	"Fev"	"E"	"Tmem251"	-1
"56730"	"Fev"	"E"	"Tmem63a"	-1
"56731"	"Fev"	"E"	"Tmem67"	-1
"56732"	"Fev"	"E"	"Tnrc6a"	-1
"56733"	"Fev"	"E"	"Tomm20"	-1
"56734"	"Fev"	"E"	"Tomm22"	-1
"56735"	"Fev"	"E"	"Tomm40"	-1
"56736"	"Fev"	"E"	"Top3b"	-1
"56737"	"Fev"	"E"	"Topaz1"	-1
"56738"	"Fev"	"E"	"Tpd52l1"	-1
"56739"	"Fev"	"E"	"Tpgs1"	-1
"56740"	"Fev"	"E"	"Tprgl"	-1
"56741"	"Fev"	"E"	"Tpte"	-1
"56742"	"Fev"	"E"	"Tpx2"	-1
"56743"	"Fev"	"E"	"Traf7"	-1
"56744"	"Fev"	"E"	"Trappc1"	-1
"56745"	"Fev"	"E"	"Trappc6b"	-1
"56746"	"Fev"	"E"	"Trim35"	-1
"56747"	"Fev"	"E"	"Trim39"	-1
"56748"	"Fev"	"E"	"Trim46"	-1
"56749"	"Fev"	"E"	"Trim60"	-1
"56750"	"Fev"	"E"	"Trmt2a"	-1
"56751"	"Fev"	"E"	"Tsc2"	-1
"56752"	"Fev"	"E"	"Tspan31"	-1
"56753"	"Fev"	"E"	"Tsr3"	-1
"56754"	"Fev"	"E"	"Tssc4"	-1
"56755"	"Fev"	"E"	"Tssk6"	-1
"56756"	"Fev"	"E"	"Ttc21a"	-1
"56757"	"Fev"	"E"	"Ttc23l"	-1
"56758"	"Fev"	"E"	"Ttc25"	-1
"56759"	"Fev"	"E"	"Ttc4"	-1
"56760"	"Fev"	"E"	"Ttc7"	-1
"56761"	"Fev"	"E"	"Ttpal"	-1
"56762"	"Fev"	"E"	"Ttyh2"	-1
"56763"	"Fev"	"E"	"Tubb3"	-1
"56764"	"Fev"	"E"	"Tubgcp2"	-1
"56765"	"Fev"	"E"	"Tubgcp4"	-1
"56766"	"Fev"	"E"	"Txndc17"	-1
"56767"	"Fev"	"E"	"U2surp"	-1
"56768"	"Fev"	"E"	"Uba2"	-1
"56769"	"Fev"	"E"	"Uba6"	-1
"56770"	"Fev"	"E"	"Ubac1"	-1
"56771"	"Fev"	"E"	"Ube2f"	-1
"56772"	"Fev"	"E"	"Ublcp1"	-1
"56773"	"Fev"	"E"	"Ubxn2a"	-1
"56774"	"Fev"	"E"	"Ufd1"	-1
"56775"	"Fev"	"E"	"Uggt2"	-1
"56776"	"Fev"	"E"	"Uhrf1"	-1
"56777"	"Fev"	"E"	"Uqcc1"	-1
"56778"	"Fev"	"E"	"Usb1"	-1
"56779"	"Fev"	"E"	"Usp30"	-1
"56780"	"Fev"	"E"	"Usp39"	-1
"56781"	"Fev"	"E"	"Usp6nl"	-1
"56782"	"Fev"	"E"	"Uspl1"	-1
"56783"	"Fev"	"E"	"Vezf1"	-1
"56784"	"Fev"	"E"	"Vgll2"	-1
"56785"	"Fev"	"E"	"Virma"	-1
"56786"	"Fev"	"E"	"Vma21"	-1
"56787"	"Fev"	"E"	"Vmp1"	-1
"56788"	"Fev"	"E"	"Vps26b"	-1
"56789"	"Fev"	"E"	"Wbp1l"	-1
"56790"	"Fev"	"E"	"Wdr1"	-1
"56791"	"Fev"	"E"	"Wdr17"	-1
"56792"	"Fev"	"E"	"Wdr26"	-1
"56793"	"Fev"	"E"	"Wdr27"	-1
"56794"	"Fev"	"E"	"Wdr35"	-1
"56795"	"Fev"	"E"	"Wdr36"	-1
"56796"	"Fev"	"E"	"Wdr37"	-1
"56797"	"Fev"	"E"	"Wdr5"	-1
"56798"	"Fev"	"E"	"Wdr53"	-1
"56799"	"Fev"	"E"	"Wdr73"	-1
"56800"	"Fev"	"E"	"Wdr93"	-1
"56801"	"Fev"	"E"	"Wtip"	-1
"56802"	"Fev"	"E"	"Xpo1"	-1
"56803"	"Fev"	"E"	"Xrcc4"	-1
"56804"	"Fev"	"E"	"Ybey"	-1
"56805"	"Fev"	"E"	"Yipf2"	-1
"56806"	"Fev"	"E"	"Yjefn3"	-1
"56807"	"Fev"	"E"	"Ywhah"	-1
"56808"	"Fev"	"E"	"Zbed5"	-1
"56809"	"Fev"	"E"	"Zbtb11"	-1
"56810"	"Fev"	"E"	"Zbtb21"	-1
"56811"	"Fev"	"E"	"Zdhhc5"	-1
"56812"	"Fev"	"E"	"Zfand6"	-1
"56813"	"Fev"	"E"	"Zfhx3"	-1
"56814"	"Fev"	"E"	"Zfp110"	-1
"56815"	"Fev"	"E"	"Zfp12"	-1
"56816"	"Fev"	"E"	"Zfp3"	-1
"56817"	"Fev"	"E"	"Zfp316"	-1
"56818"	"Fev"	"E"	"Zfp369"	-1
"56819"	"Fev"	"E"	"Zfp397"	-1
"56820"	"Fev"	"E"	"Zfp457"	-1
"56821"	"Fev"	"E"	"Zfp511"	-1
"56822"	"Fev"	"E"	"Zfp558"	-1
"56823"	"Fev"	"E"	"Zfp579"	-1
"56824"	"Fev"	"E"	"Zfp580"	-1
"56825"	"Fev"	"E"	"Zfp59"	-1
"56826"	"Fev"	"E"	"Zfp595"	-1
"56827"	"Fev"	"E"	"Zfp597"	-1
"56828"	"Fev"	"E"	"Zfp60"	-1
"56829"	"Fev"	"E"	"Zfp607a"	-1
"56830"	"Fev"	"E"	"Zfp607b"	-1
"56831"	"Fev"	"E"	"Zfp623"	-1
"56832"	"Fev"	"E"	"Zfp626"	-1
"56833"	"Fev"	"E"	"Zfp653"	-1
"56834"	"Fev"	"E"	"Zfp738"	-1
"56835"	"Fev"	"E"	"Zfp850"	-1
"56836"	"Fev"	"E"	"Zfp953"	-1
"56837"	"Fev"	"E"	"Zfy1"	-1
"56838"	"Fev"	"E"	"Zfy2"	-1
"56839"	"Fev"	"E"	"Zik1"	-1
"56840"	"Fev"	"E"	"Zkscan1"	-1
"56841"	"Fev"	"E"	"Zkscan14"	-1
"56842"	"Fev"	"E"	"Zkscan7"	-1
"56843"	"Fev"	"E"	"Znhit2"	-1
"56844"	"Fev"	"E"	"Zscan12"	-1
"56845"	"Fev"	"E"	"Zscan22"	-1
"56846"	"Fev"	"E"	"Zscan29"	-1
"56847"	"Fev"	"E"	"Zswim3"	-1
"56848"	"Fev"	"E"	"Zswim9"	-1
"56849"	"Fezf1"	"E"	"2310022A10Rik"	1
"56850"	"Fezf1"	"E"	"2610028H24Rik"	1
"56851"	"Fezf1"	"E"	"4932438H23Rik"	1
"56852"	"Fezf1"	"E"	"4933427D14Rik"	1
"56853"	"Fezf1"	"E"	"Abcg1"	1
"56854"	"Fezf1"	"E"	"Abi2"	1
"56855"	"Fezf1"	"E"	"Ackr2"	1
"56856"	"Fezf1"	"E"	"Acp7"	1
"56857"	"Fezf1"	"E"	"Acsbg2"	1
"56858"	"Fezf1"	"E"	"Acsl1"	1
"56859"	"Fezf1"	"E"	"Adal"	1
"56860"	"Fezf1"	"E"	"Adam32"	1
"56861"	"Fezf1"	"E"	"Adamts13"	1
"56862"	"Fezf1"	"E"	"Adora3"	1
"56863"	"Fezf1"	"E"	"Agrp"	1
"56864"	"Fezf1"	"E"	"AK157302"	1
"56865"	"Fezf1"	"E"	"Aldoa"	1
"56866"	"Fezf1"	"E"	"Aldoart1"	1
"56867"	"Fezf1"	"E"	"Aldoart2"	1
"56868"	"Fezf1"	"E"	"Alk"	1
"56869"	"Fezf1"	"E"	"Amh"	1
"56870"	"Fezf1"	"E"	"Amz1"	1
"56871"	"Fezf1"	"E"	"Ang"	1
"56872"	"Fezf1"	"E"	"Ang2"	1
"56873"	"Fezf1"	"E"	"Ang4"	1
"56874"	"Fezf1"	"E"	"Ang5"	1
"56875"	"Fezf1"	"E"	"Ang6"	1
"56876"	"Fezf1"	"E"	"Ankrd1"	1
"56877"	"Fezf1"	"E"	"Ankrd31"	1
"56878"	"Fezf1"	"E"	"Anks4b"	1
"56879"	"Fezf1"	"E"	"Ano4"	1
"56880"	"Fezf1"	"E"	"Aopep"	1
"56881"	"Fezf1"	"E"	"Aptx"	1
"56882"	"Fezf1"	"E"	"Ar"	1
"56883"	"Fezf1"	"E"	"Arhgap29"	1
"56884"	"Fezf1"	"E"	"Arhgap9"	1
"56885"	"Fezf1"	"E"	"Armh4"	1
"56886"	"Fezf1"	"E"	"Arntl2"	1
"56887"	"Fezf1"	"E"	"Arxes1"	1
"56888"	"Fezf1"	"E"	"Arxes2"	1
"56889"	"Fezf1"	"E"	"Atg9b"	1
"56890"	"Fezf1"	"E"	"Atpif1"	1
"56891"	"Fezf1"	"E"	"Atr"	1
"56892"	"Fezf1"	"E"	"Atrip"	1
"56893"	"Fezf1"	"E"	"AY761185"	1
"56894"	"Fezf1"	"E"	"Barhl2"	1
"56895"	"Fezf1"	"E"	"Batf2"	1
"56896"	"Fezf1"	"E"	"Baz2b"	1
"56897"	"Fezf1"	"E"	"Bbs12"	1
"56898"	"Fezf1"	"E"	"Bbs4"	1
"56899"	"Fezf1"	"E"	"BC016579"	1
"56900"	"Fezf1"	"E"	"Bcor"	1
"56901"	"Fezf1"	"E"	"Bfsp1"	1
"56902"	"Fezf1"	"E"	"Birc7"	1
"56903"	"Fezf1"	"E"	"Blm"	1
"56904"	"Fezf1"	"E"	"Bmi1"	1
"56905"	"Fezf1"	"E"	"Brd2"	1
"56906"	"Fezf1"	"E"	"Bspry"	1
"56907"	"Fezf1"	"E"	"Cab39l"	1
"56908"	"Fezf1"	"E"	"Camk2g"	1
"56909"	"Fezf1"	"E"	"Camta2"	1
"56910"	"Fezf1"	"E"	"Casp12"	1
"56911"	"Fezf1"	"E"	"Cblb"	1
"56912"	"Fezf1"	"E"	"Ccdc187"	1
"56913"	"Fezf1"	"E"	"Ccdc68"	1
"56914"	"Fezf1"	"E"	"Cd2bp2"	1
"56915"	"Fezf1"	"E"	"Cd36"	1
"56916"	"Fezf1"	"E"	"Cd5"	1
"56917"	"Fezf1"	"E"	"Cd53"	1
"56918"	"Fezf1"	"E"	"Cd59a"	1
"56919"	"Fezf1"	"E"	"Cd59b"	1
"56920"	"Fezf1"	"E"	"Cd83"	1
"56921"	"Fezf1"	"E"	"Cdhr1"	1
"56922"	"Fezf1"	"E"	"Cdhr5"	1
"56923"	"Fezf1"	"E"	"Cdkl3"	1
"56924"	"Fezf1"	"E"	"Cdkn1a"	1
"56925"	"Fezf1"	"E"	"Cdon"	1
"56926"	"Fezf1"	"E"	"Celf2"	1
"56927"	"Fezf1"	"E"	"Cenpj"	1
"56928"	"Fezf1"	"E"	"Cep83"	1
"56929"	"Fezf1"	"E"	"Cfap299"	1
"56930"	"Fezf1"	"E"	"Cflar"	1
"56931"	"Fezf1"	"E"	"Chac2"	1
"56932"	"Fezf1"	"E"	"Chaf1a"	1
"56933"	"Fezf1"	"E"	"Chmp7"	1
"56934"	"Fezf1"	"E"	"Cldn14"	1
"56935"	"Fezf1"	"E"	"Cldn2"	1
"56936"	"Fezf1"	"E"	"Clp1"	1
"56937"	"Fezf1"	"E"	"Clu"	1
"56938"	"Fezf1"	"E"	"Cmip"	1
"56939"	"Fezf1"	"E"	"Cmtm5"	1
"56940"	"Fezf1"	"E"	"Cnrip1"	1
"56941"	"Fezf1"	"E"	"Cntnap2"	1
"56942"	"Fezf1"	"E"	"Cobl"	1
"56943"	"Fezf1"	"E"	"Commd1"	1
"56944"	"Fezf1"	"E"	"Commd1b"	1
"56945"	"Fezf1"	"E"	"Commd3"	1
"56946"	"Fezf1"	"E"	"Comtd1"	1
"56947"	"Fezf1"	"E"	"Cops7b"	1
"56948"	"Fezf1"	"E"	"Cpeb1"	1
"56949"	"Fezf1"	"E"	"Csrp1"	1
"56950"	"Fezf1"	"E"	"Cst9"	1
"56951"	"Fezf1"	"E"	"Cstdc2"	1
"56952"	"Fezf1"	"E"	"Cul9"	1
"56953"	"Fezf1"	"E"	"Cylc1"	1
"56954"	"Fezf1"	"E"	"Cyp2f2"	1
"56955"	"Fezf1"	"E"	"Dcbld2"	1
"56956"	"Fezf1"	"E"	"Dchs1"	1
"56957"	"Fezf1"	"E"	"Dctn5"	1
"56958"	"Fezf1"	"E"	"Ddhd1"	1
"56959"	"Fezf1"	"E"	"Ddx31"	1
"56960"	"Fezf1"	"E"	"Defa17"	1
"56961"	"Fezf1"	"E"	"Defa2"	1
"56962"	"Fezf1"	"E"	"Defa20"	1
"56963"	"Fezf1"	"E"	"Defa21"	1
"56964"	"Fezf1"	"E"	"Defa22"	1
"56965"	"Fezf1"	"E"	"Defa23"	1
"56966"	"Fezf1"	"E"	"Defa24"	1
"56967"	"Fezf1"	"E"	"Defa25"	1
"56968"	"Fezf1"	"E"	"Defa26"	1
"56969"	"Fezf1"	"E"	"Defa27"	1
"56970"	"Fezf1"	"E"	"Defa28"	1
"56971"	"Fezf1"	"E"	"Defa29"	1
"56972"	"Fezf1"	"E"	"Defa3"	1
"56973"	"Fezf1"	"E"	"Defa30"	1
"56974"	"Fezf1"	"E"	"Defa31"	1
"56975"	"Fezf1"	"E"	"Defa32"	1
"56976"	"Fezf1"	"E"	"Defa33"	1
"56977"	"Fezf1"	"E"	"Defa34"	1
"56978"	"Fezf1"	"E"	"Defa35"	1
"56979"	"Fezf1"	"E"	"Defa36"	1
"56980"	"Fezf1"	"E"	"Defa37"	1
"56981"	"Fezf1"	"E"	"Defa38"	1
"56982"	"Fezf1"	"E"	"Defa39"	1
"56983"	"Fezf1"	"E"	"Defa40"	1
"56984"	"Fezf1"	"E"	"Defa41"	1
"56985"	"Fezf1"	"E"	"Defa42"	1
"56986"	"Fezf1"	"E"	"Defa43"	1
"56987"	"Fezf1"	"E"	"Defa5"	1
"56988"	"Fezf1"	"E"	"Dennd5a"	1
"56989"	"Fezf1"	"E"	"Diablo"	1
"56990"	"Fezf1"	"E"	"Dip2a"	1
"56991"	"Fezf1"	"E"	"Dkk2"	1
"56992"	"Fezf1"	"E"	"Dmrta1"	1
"56993"	"Fezf1"	"E"	"Dnajc12"	1
"56994"	"Fezf1"	"E"	"Dnal1"	1
"56995"	"Fezf1"	"E"	"Dock5"	1
"56996"	"Fezf1"	"E"	"Dot1l"	1
"56997"	"Fezf1"	"E"	"Dstyk"	1
"56998"	"Fezf1"	"E"	"Dtx2"	1
"56999"	"Fezf1"	"E"	"Dym"	1
"57000"	"Fezf1"	"E"	"Ebf4"	1
"57001"	"Fezf1"	"E"	"Eea1"	1
"57002"	"Fezf1"	"E"	"Efr3a"	1
"57003"	"Fezf1"	"E"	"Ehd1"	1
"57004"	"Fezf1"	"E"	"Ehf"	1
"57005"	"Fezf1"	"E"	"Eif3h"	1
"57006"	"Fezf1"	"E"	"Eif4e3"	1
"57007"	"Fezf1"	"E"	"Eloa"	1
"57008"	"Fezf1"	"E"	"Emg1"	1
"57009"	"Fezf1"	"E"	"Eomes"	1
"57010"	"Fezf1"	"E"	"Epha4"	1
"57011"	"Fezf1"	"E"	"Ergic1"	1
"57012"	"Fezf1"	"E"	"Esrp1"	1
"57013"	"Fezf1"	"E"	"Esyt2"	1
"57014"	"Fezf1"	"E"	"Fam131b"	1
"57015"	"Fezf1"	"E"	"Fbp1"	1
"57016"	"Fezf1"	"E"	"Fbxo32"	1
"57017"	"Fezf1"	"E"	"Fcho2"	1
"57018"	"Fezf1"	"E"	"Fcrl5"	1
"57019"	"Fezf1"	"E"	"Fermt2"	1
"57020"	"Fezf1"	"E"	"Fgd1"	1
"57021"	"Fezf1"	"E"	"Fhdc1"	1
"57022"	"Fezf1"	"E"	"Filip1"	1
"57023"	"Fezf1"	"E"	"Fkbp9"	1
"57024"	"Fezf1"	"E"	"Flnb"	1
"57025"	"Fezf1"	"E"	"Fn1"	1
"57026"	"Fezf1"	"E"	"Fndc9"	1
"57027"	"Fezf1"	"E"	"Fpgs"	1
"57028"	"Fezf1"	"E"	"Fto"	1
"57029"	"Fezf1"	"E"	"Fubp1"	1
"57030"	"Fezf1"	"E"	"Galnt15"	1
"57031"	"Fezf1"	"E"	"Gem"	1
"57032"	"Fezf1"	"E"	"Gfer"	1
"57033"	"Fezf1"	"E"	"Gga1"	1
"57034"	"Fezf1"	"E"	"Ghr"	1
"57035"	"Fezf1"	"E"	"Gjb4"	1
