symbol	gene_id	transcript_id	length
Madd	ENSMUSG00000040687	ENSMUST00000111381	5873
Madd	ENSMUSG00000040687	ENSMUST00000066420	3753
Madd	ENSMUSG00000040687	ENSMUST00000099725	5905
Madd	ENSMUSG00000040687	ENSMUST00000111370	5879
Gm14393	ENSMUSG00000078905	ENSMUST00000072895	625
Emc7	ENSMUSG00000055943	ENSMUST00000069747	5826
Ndufaf5	ENSMUSG00000027384	ENSMUST00000044825	1166
Aven	ENSMUSG00000003604	ENSMUST00000099588	791
Aven	ENSMUSG00000003604	ENSMUST00000003705	4735
Defb28	ENSMUSG00000074679	ENSMUST00000121912	397
Gm14327	ENSMUSG00000074521	ENSMUST00000108935	1451
Gm13539	ENSMUSG00000085484	ENSMUST00000211245	552
Olfr1135	ENSMUSG00000075153	ENSMUST00000099853	933
Olfr1135	ENSMUSG00000075153	ENSMUST00000213835	2648
Ldlrad3	ENSMUSG00000048058	ENSMUST00000058790	3833
Olfr1033	ENSMUSG00000045392	ENSMUST00000215682	3625
Olfr1033	ENSMUSG00000045392	ENSMUST00000213865	3664
Olfr1033	ENSMUSG00000045392	ENSMUST00000218397	3973
Olfr1033	ENSMUSG00000045392	ENSMUST00000214546	2257
Lnpk	ENSMUSG00000009207	ENSMUST00000102676	1468
Lnpk	ENSMUSG00000009207	ENSMUST00000064503	3195
Lnpk	ENSMUSG00000009207	ENSMUST00000111993	3321
Grin1	ENSMUSG00000026959	ENSMUST00000114318	3920
Grin1	ENSMUSG00000026959	ENSMUST00000114317	3809
Duox1	ENSMUSG00000033268	ENSMUST00000099461	5267
Cst12	ENSMUSG00000027443	ENSMUST00000168443	546
Cst12	ENSMUSG00000027443	ENSMUST00000028932	644
Cstf1	ENSMUSG00000027498	ENSMUST00000116375	3451
Chd6	ENSMUSG00000057133	ENSMUST00000039782	10515
Olfr1112	ENSMUSG00000044487	ENSMUST00000216772	1443
Olfr1112	ENSMUSG00000044487	ENSMUST00000053050	957
Gm14147	ENSMUSG00000079005	ENSMUST00000109888	2681
Gm14147	ENSMUSG00000079005	ENSMUST00000178211	1923
Gm14288	ENSMUSG00000078889	ENSMUST00000123863	267
Gm14288	ENSMUSG00000078889	ENSMUST00000109020	3438
Chn1	ENSMUSG00000056486	ENSMUST00000112024	4050
Med22	ENSMUSG00000015776	ENSMUST00000015920	973
Arfgef2	ENSMUSG00000074582	ENSMUST00000099078	8770
Dcaf17	ENSMUSG00000041966	ENSMUST00000064141	1905
Dcaf17	ENSMUSG00000041966	ENSMUST00000154704	7739
Svs3a	ENSMUSG00000017003	ENSMUST00000017147	1191
Svs3a	ENSMUSG00000017003	ENSMUST00000109370	1195
Nup35	ENSMUSG00000026999	ENSMUST00000028382	1559
Hrh3	ENSMUSG00000039059	ENSMUST00000164442	1242
Hrh3	ENSMUSG00000039059	ENSMUST00000056480	2706
Hrh3	ENSMUSG00000039059	ENSMUST00000165762	1368
Foxa2	ENSMUSG00000037025	ENSMUST00000109964	2070
Foxa2	ENSMUSG00000037025	ENSMUST00000047315	2128
Defb45	ENSMUSG00000062124	ENSMUST00000109834	385
Ckap5	ENSMUSG00000040549	ENSMUST00000099716	6574
Ckap5	ENSMUSG00000040549	ENSMUST00000111338	6665
Olfr1036	ENSMUSG00000099820	ENSMUST00000164985	3203
R3hdml	ENSMUSG00000078949	ENSMUST00000109416	1094
Camk1d	ENSMUSG00000039145	ENSMUST00000044009	6962
Ubr3	ENSMUSG00000044308	ENSMUST00000112251	8081
Ubr3	ENSMUSG00000044308	ENSMUST00000055758	8072
Gm2026	ENSMUSG00000078886	ENSMUST00000109008	1497
Mettl5	ENSMUSG00000051730	ENSMUST00000060447	968
Slc9a8	ENSMUSG00000039463	ENSMUST00000047815	4521
Etl4	ENSMUSG00000036617	ENSMUST00000114627	7413
Etl4	ENSMUSG00000036617	ENSMUST00000114607	3055
Etl4	ENSMUSG00000036617	ENSMUST00000066509	7197
Etl4	ENSMUSG00000036617	ENSMUST00000114606	5284
Etl4	ENSMUSG00000036617	ENSMUST00000114614	5898
Etl4	ENSMUSG00000036617	ENSMUST00000114604	4786
Etl4	ENSMUSG00000036617	ENSMUST00000114608	6635
Etl4	ENSMUSG00000036617	ENSMUST00000045555	5931
Etl4	ENSMUSG00000036617	ENSMUST00000114610	2863
Wdsub1	ENSMUSG00000026988	ENSMUST00000028368	2072
Olfr1136	ENSMUSG00000075151	ENSMUST00000077471	1067
4930402H24Rik	ENSMUSG00000027309	ENSMUST00000119422	3815
4930402H24Rik	ENSMUSG00000027309	ENSMUST00000110243	1984
4930402H24Rik	ENSMUSG00000027309	ENSMUST00000044766	6628
Tfpi	ENSMUSG00000027082	ENSMUST00000111718	2027
Tfpi	ENSMUSG00000027082	ENSMUST00000028487	1492
Tfpi	ENSMUSG00000027082	ENSMUST00000111722	1232
Olfr1018	ENSMUSG00000043892	ENSMUST00000054201	936
Olfr1018	ENSMUSG00000043892	ENSMUST00000214416	3186
Hoxd1	ENSMUSG00000042448	ENSMUST00000047793	1862
Nkx2-4	ENSMUSG00000054160	ENSMUST00000067020	1725
Slc30a4	ENSMUSG00000005802	ENSMUST00000005952	5458
Olfr1002	ENSMUSG00000075214	ENSMUST00000099920	957
Olfr1002	ENSMUSG00000075214	ENSMUST00000215548	2295
Arl14ep	ENSMUSG00000027122	ENSMUST00000093883	1363
Arl14ep	ENSMUSG00000027122	ENSMUST00000028536	3337
Tanc1	ENSMUSG00000035168	ENSMUST00000037526	7873
Tanc1	ENSMUSG00000035168	ENSMUST00000112568	7422
Tanc1	ENSMUSG00000035168	ENSMUST00000139863	7246
Ergic3	ENSMUSG00000005881	ENSMUST00000006035	1377
Evx2	ENSMUSG00000001815	ENSMUST00000173623	1428
Evx2	ENSMUSG00000001815	ENSMUST00000001867	4191
Kcnq2	ENSMUSG00000016346	ENSMUST00000197015	8031
Kcnq2	ENSMUSG00000016346	ENSMUST00000103050	2713
Kcnq2	ENSMUSG00000016346	ENSMUST00000149964	8209
Kcnq2	ENSMUSG00000016346	ENSMUST00000103051	4200
Ythdf1	ENSMUSG00000038848	ENSMUST00000037299	3184
Ralgds	ENSMUSG00000026821	ENSMUST00000113893	3683
Ralgds	ENSMUSG00000026821	ENSMUST00000100241	3102
Ralgds	ENSMUSG00000026821	ENSMUST00000028170	3590
Lpcat4	ENSMUSG00000027134	ENSMUST00000028554	2275
H2al2a	ENSMUSG00000062651	ENSMUST00000105001	542
Olfr368	ENSMUSG00000049018	ENSMUST00000217299	1200
Olfr368	ENSMUSG00000049018	ENSMUST00000053990	985
Bmp7	ENSMUSG00000008999	ENSMUST00000009143	3670
Dhx35	ENSMUSG00000027655	ENSMUST00000109478	3284
Sephs1	ENSMUSG00000026662	ENSMUST00000115019	2933
Sephs1	ENSMUSG00000026662	ENSMUST00000027973	5319
Abtb2	ENSMUSG00000032724	ENSMUST00000076212	4558
Rab22a	ENSMUSG00000027519	ENSMUST00000029024	7155
Cerkl	ENSMUSG00000075256	ENSMUST00000143974	1623
Dsn1	ENSMUSG00000027635	ENSMUST00000103130	2636
Dsn1	ENSMUSG00000027635	ENSMUST00000103129	2080
Chp1	ENSMUSG00000014077	ENSMUST00000014221	2609
Cd59b	ENSMUSG00000068686	ENSMUST00000090429	796
Cd59b	ENSMUSG00000068686	ENSMUST00000111130	706
Arhgap40	ENSMUSG00000074625	ENSMUST00000165398	2028
Olfr993	ENSMUSG00000075220	ENSMUST00000099926	945
Olfr1305	ENSMUSG00000074955	ENSMUST00000213737	1775
Olfr1305	ENSMUSG00000074955	ENSMUST00000099608	939
Olfr1305	ENSMUSG00000074955	ENSMUST00000213405	1815
Olfr1024	ENSMUSG00000075206	ENSMUST00000099912	984
Pip4k2a	ENSMUSG00000026737	ENSMUST00000006912	3477
Myt1	ENSMUSG00000010505	ENSMUST00000081125	5327
Myt1	ENSMUSG00000010505	ENSMUST00000108756	5509
P2rx3	ENSMUSG00000027071	ENSMUST00000028465	1812
P2rx3	ENSMUSG00000027071	ENSMUST00000111613	1764
Mmadhc	ENSMUSG00000026766	ENSMUST00000102769	1342
Cep152	ENSMUSG00000068394	ENSMUST00000089776	5768
Gm20532	ENSMUSG00000092356	ENSMUST00000174066	780
Ntsr1	ENSMUSG00000027568	ENSMUST00000170448	2594
Ntsr1	ENSMUSG00000027568	ENSMUST00000029084	3917
Olfr1056	ENSMUSG00000075188	ENSMUST00000099893	1079
Olfr1056	ENSMUSG00000075188	ENSMUST00000216547	2213
Tgm7	ENSMUSG00000079103	ENSMUST00000110675	2157
Gpd2	ENSMUSG00000026827	ENSMUST00000028167	5620
Gpd2	ENSMUSG00000026827	ENSMUST00000169687	5745
Olfr1209	ENSMUSG00000075113	ENSMUST00000213136	5611
Olfr1209	ENSMUSG00000075113	ENSMUST00000099809	933
Myh7b	ENSMUSG00000074652	ENSMUST00000092995	6163
Pdia3	ENSMUSG00000027248	ENSMUST00000028683	2770
Cyct	ENSMUSG00000056436	ENSMUST00000028430	655
Acbd7	ENSMUSG00000026644	ENSMUST00000115089	531
Acbd7	ENSMUSG00000026644	ENSMUST00000228935	534
Olfr1258	ENSMUSG00000049149	ENSMUST00000111516	936
Olfr1258	ENSMUSG00000049149	ENSMUST00000213720	7098
Olfr1258	ENSMUSG00000049149	ENSMUST00000102609	7007
Itpka	ENSMUSG00000027296	ENSMUST00000028758	1818
Ccndbp1	ENSMUSG00000023572	ENSMUST00000060455	1569
Secisbp2l	ENSMUSG00000035093	ENSMUST00000053699	6797
Bmp2	ENSMUSG00000027358	ENSMUST00000028836	3555
Zfp968	ENSMUSG00000078898	ENSMUST00000131676	1272
Gm2007	ENSMUSG00000094932	ENSMUST00000178133	1497
Spdye4c	ENSMUSG00000074812	ENSMUST00000144559	1246
Spdye4c	ENSMUSG00000074812	ENSMUST00000178601	519
Spdye4c	ENSMUSG00000074812	ENSMUST00000155430	709
Scrn3	ENSMUSG00000008226	ENSMUST00000090811	3309
Scrn3	ENSMUSG00000008226	ENSMUST00000112050	1897
Nr1h3	ENSMUSG00000002108	ENSMUST00000002177	1802
Nr1h3	ENSMUSG00000002108	ENSMUST00000111354	1738
Nr1h3	ENSMUSG00000002108	ENSMUST00000111356	1955
Egfl7	ENSMUSG00000026921	ENSMUST00000238951	1389
Egfl7	ENSMUSG00000026921	ENSMUST00000100290	1348
Egfl7	ENSMUSG00000026921	ENSMUST00000102907	1372
Egfl7	ENSMUSG00000026921	ENSMUST00000238983	1388
Egfl7	ENSMUSG00000026921	ENSMUST00000166920	1391
Egfl7	ENSMUSG00000026921	ENSMUST00000174211	1163
Egfl7	ENSMUSG00000026921	ENSMUST00000150404	892
Egfl7	ENSMUSG00000026921	ENSMUST00000239075	1163
Chst1	ENSMUSG00000027221	ENSMUST00000065797	2680
Ttc30a2	ENSMUSG00000075272	ENSMUST00000099995	2431
Olfr348	ENSMUSG00000049315	ENSMUST00000056865	942
Olfr348	ENSMUSG00000049315	ENSMUST00000213498	3540
Olfr348	ENSMUSG00000049315	ENSMUST00000215199	3557
Olfr348	ENSMUSG00000049315	ENSMUST00000214909	3634
Cd40	ENSMUSG00000017652	ENSMUST00000073707	1596
Cd40	ENSMUSG00000017652	ENSMUST00000017799	2986
Olfr1040	ENSMUSG00000075203	ENSMUST00000099909	942
Tshz2	ENSMUSG00000047907	ENSMUST00000109159	4314
Tshz2	ENSMUSG00000047907	ENSMUST00000109157	5083
Olfr1052	ENSMUSG00000047149	ENSMUST00000054746	940
Olfr1052	ENSMUSG00000047149	ENSMUST00000215090	1526
Olfr1052	ENSMUSG00000047149	ENSMUST00000217166	1694
Olfr1318	ENSMUSG00000049758	ENSMUST00000217533	3747
Olfr1318	ENSMUSG00000049758	ENSMUST00000214063	3556
Olfr1318	ENSMUSG00000049758	ENSMUST00000058176	1690
Olfr988	ENSMUSG00000075222	ENSMUST00000215511	1906
Olfr988	ENSMUSG00000075222	ENSMUST00000099928	1076
Olfr988	ENSMUSG00000075222	ENSMUST00000111597	1702
Cubn	ENSMUSG00000026726	ENSMUST00000091436	11262
Gm14496	ENSMUSG00000098505	ENSMUST00000071760	5421
Gm14496	ENSMUSG00000098505	ENSMUST00000236373	5418
Rpusd2	ENSMUSG00000027324	ENSMUST00000028796	2706
Thbs1	ENSMUSG00000040152	ENSMUST00000039559	5848
Cpne1	ENSMUSG00000074643	ENSMUST00000079312	1683
Cpne1	ENSMUSG00000074643	ENSMUST00000184265	871
Cpne1	ENSMUSG00000074643	ENSMUST00000183733	876
Cpne1	ENSMUSG00000074643	ENSMUST00000147627	1728
Cpne1	ENSMUSG00000074643	ENSMUST00000184152	545
Cpne1	ENSMUSG00000074643	ENSMUST00000136296	1316
Cpne1	ENSMUSG00000074643	ENSMUST00000154889	641
Cpne1	ENSMUSG00000074643	ENSMUST00000109608	3492
Cpne1	ENSMUSG00000074643	ENSMUST00000140109	666
Cpne1	ENSMUSG00000074643	ENSMUST00000142960	745
Cpne1	ENSMUSG00000074643	ENSMUST00000153634	1057
Cpne1	ENSMUSG00000074643	ENSMUST00000109607	3441
Cpne1	ENSMUSG00000074643	ENSMUST00000133921	759
Crb2	ENSMUSG00000035403	ENSMUST00000050372	6372
Rpn2	ENSMUSG00000027642	ENSMUST00000116380	2756
Gpsm1	ENSMUSG00000026930	ENSMUST00000066936	3384
Zfp804a	ENSMUSG00000070866	ENSMUST00000047527	4620
Cdca7	ENSMUSG00000055612	ENSMUST00000102691	2424
Adamts13	ENSMUSG00000014852	ENSMUST00000102891	4506
Astl	ENSMUSG00000050468	ENSMUST00000179618	2236
Astl	ENSMUSG00000050468	ENSMUST00000089673	2251
Astl	ENSMUSG00000050468	ENSMUST00000059839	2377
Mylk2	ENSMUSG00000027470	ENSMUST00000028970	2951
Olfr1037	ENSMUSG00000075205	ENSMUST00000216020	1359
Olfr1037	ENSMUSG00000075205	ENSMUST00000216886	1755
Olfr1037	ENSMUSG00000075205	ENSMUST00000213333	1610
Olfr1037	ENSMUSG00000075205	ENSMUST00000099911	1125
Rassf2	ENSMUSG00000027339	ENSMUST00000103182	4589
Rassf2	ENSMUSG00000027339	ENSMUST00000028814	8233
Tlk1	ENSMUSG00000041997	ENSMUST00000038584	4280
Olfr1045	ENSMUSG00000075198	ENSMUST00000099904	948
Olfr1045	ENSMUSG00000075198	ENSMUST00000215763	2960
Rprd1b	ENSMUSG00000027651	ENSMUST00000029180	4283
Rprd1b	ENSMUSG00000027651	ENSMUST00000103123	4504
Pomt1	ENSMUSG00000039254	ENSMUST00000036473	2918
Mcm8	ENSMUSG00000027353	ENSMUST00000066559	3397
Mcm8	ENSMUSG00000027353	ENSMUST00000028831	3179
Chrm4	ENSMUSG00000040495	ENSMUST00000045537	1440
Olfr259	ENSMUSG00000075160	ENSMUST00000215828	4095
Olfr259	ENSMUSG00000075160	ENSMUST00000213978	4046
Olfr259	ENSMUSG00000075160	ENSMUST00000216088	4023
Olfr259	ENSMUSG00000075160	ENSMUST00000099862	939
Slpi	ENSMUSG00000017002	ENSMUST00000165980	488
Slpi	ENSMUSG00000017002	ENSMUST00000109367	876
Tank	ENSMUSG00000064289	ENSMUST00000112501	2227
Tank	ENSMUSG00000064289	ENSMUST00000078074	2018
Tank	ENSMUSG00000064289	ENSMUST00000112502	2016
Tank	ENSMUSG00000064289	ENSMUST00000112495	2039
Olfr1167	ENSMUSG00000100899	ENSMUST00000216951	4276
Olfr1167	ENSMUSG00000100899	ENSMUST00000099832	1100
C8g	ENSMUSG00000015083	ENSMUST00000015227	822
C8g	ENSMUSG00000015083	ENSMUST00000040042	1150
Dolpp1	ENSMUSG00000026856	ENSMUST00000028209	2251
Rxra	ENSMUSG00000015846	ENSMUST00000166775	3216
Rxra	ENSMUSG00000015846	ENSMUST00000077257	4905
Gfi1b	ENSMUSG00000026815	ENSMUST00000028156	1681
Gfi1b	ENSMUSG00000026815	ENSMUST00000164290	1822
Phospho2	ENSMUSG00000027088	ENSMUST00000028494	2260
Phospho2	ENSMUSG00000027088	ENSMUST00000180290	3267
Phospho2	ENSMUSG00000027088	ENSMUST00000112266	2194
Ccdc32	ENSMUSG00000039983	ENSMUST00000036470	1870
Ttll11	ENSMUSG00000026885	ENSMUST00000028248	3176
Ttll11	ENSMUSG00000026885	ENSMUST00000112976	3077
Mga	ENSMUSG00000033943	ENSMUST00000110774	13931
Mga	ENSMUSG00000033943	ENSMUST00000046717	11982
Mga	ENSMUSG00000033943	ENSMUST00000110773	13577
Mga	ENSMUSG00000033943	ENSMUST00000079934	13304
Hoxd11	ENSMUSG00000042499	ENSMUST00000142312	1111
Olfr3	ENSMUSG00000075384	ENSMUST00000100151	942
Olfr3	ENSMUSG00000075384	ENSMUST00000213988	2018
Cfap77	ENSMUSG00000079502	ENSMUST00000157048	1042
Cfap77	ENSMUSG00000079502	ENSMUST00000189711	1759
Dbh	ENSMUSG00000000889	ENSMUST00000000910	2552
Olfr1109	ENSMUSG00000075161	ENSMUST00000217066	2384
Olfr1109	ENSMUSG00000075161	ENSMUST00000214636	2483
Olfr1109	ENSMUSG00000075161	ENSMUST00000099863	939
Apmap	ENSMUSG00000033096	ENSMUST00000046399	2235
Nsun6	ENSMUSG00000026707	ENSMUST00000114715	1582
Nsun6	ENSMUSG00000026707	ENSMUST00000195749	3149
Nsun6	ENSMUSG00000026707	ENSMUST00000028034	2897
Nsun6	ENSMUSG00000026707	ENSMUST00000076435	3042
Gad2	ENSMUSG00000026787	ENSMUST00000028123	5744
AA467197	ENSMUSG00000033213	ENSMUST00000047498	792
AA467197	ENSMUSG00000033213	ENSMUST00000110512	751
Olfr1276	ENSMUSG00000063844	ENSMUST00000218065	5052
Olfr1276	ENSMUSG00000063844	ENSMUST00000073322	939
Olfr1225	ENSMUSG00000101918	ENSMUST00000188861	1027
Olfr1225	ENSMUSG00000101918	ENSMUST00000217054	5517
Olfr1225	ENSMUSG00000101918	ENSMUST00000216961	3231
Blcap	ENSMUSG00000067787	ENSMUST00000088494	2108
Blcap	ENSMUSG00000067787	ENSMUST00000109528	2056
Gapvd1	ENSMUSG00000026867	ENSMUST00000028224	5695
Gapvd1	ENSMUSG00000026867	ENSMUST00000113099	5758
Gapvd1	ENSMUSG00000026867	ENSMUST00000102800	8339
Timm10	ENSMUSG00000027076	ENSMUST00000028470	690
Timm10	ENSMUSG00000027076	ENSMUST00000111631	564
B3galt1	ENSMUSG00000034780	ENSMUST00000042456	2855
B3galt1	ENSMUSG00000034780	ENSMUST00000112346	4977
Pmepa1	ENSMUSG00000038400	ENSMUST00000036248	4538
Arrdc1	ENSMUSG00000026972	ENSMUST00000102935	1574
Arrdc1	ENSMUSG00000026972	ENSMUST00000028349	1666
Neurl2	ENSMUSG00000039873	ENSMUST00000042775	1014
Chac1	ENSMUSG00000027313	ENSMUST00000028780	1637
Accs	ENSMUSG00000040272	ENSMUST00000111246	3950
Kynu	ENSMUSG00000026866	ENSMUST00000028223	2733
Ciao1	ENSMUSG00000003662	ENSMUST00000003759	3075
Olfr1130	ENSMUSG00000059205	ENSMUST00000216580	2648
Olfr1130	ENSMUSG00000059205	ENSMUST00000213103	2643
D430041D05Rik	ENSMUSG00000068373	ENSMUST00000136156	10127
D430041D05Rik	ENSMUSG00000068373	ENSMUST00000089726	10124
D430041D05Rik	ENSMUSG00000068373	ENSMUST00000141159	9782
D430041D05Rik	ENSMUSG00000068373	ENSMUST00000230671	13015
4930402F06Rik	ENSMUSG00000079421	ENSMUST00000113010	1372
4930402F06Rik	ENSMUSG00000079421	ENSMUST00000113009	1150
Gpr158	ENSMUSG00000045967	ENSMUST00000055946	7171
Dennd1a	ENSMUSG00000035392	ENSMUST00000102787	4342
Sstr4	ENSMUSG00000037014	ENSMUST00000109962	1424
Vps18	ENSMUSG00000034216	ENSMUST00000037280	4054
Ndor1	ENSMUSG00000115074	ENSMUST00000228052	3210
6430550D23Rik	ENSMUSG00000074646	ENSMUST00000109617	1872
6430550D23Rik	ENSMUSG00000074646	ENSMUST00000086145	1520
Tmco5	ENSMUSG00000027355	ENSMUST00000028834	1164
Abhd16b	ENSMUSG00000055882	ENSMUST00000069649	1775
Tcf15	ENSMUSG00000068079	ENSMUST00000089112	980
Zfp64	ENSMUSG00000027551	ENSMUST00000109162	2848
Sycp2	ENSMUSG00000060445	ENSMUST00000081134	5717
Lrp1b	ENSMUSG00000049252	ENSMUST00000052550	16294
Olfr1308	ENSMUSG00000074952	ENSMUST00000099605	963
Olfr1308	ENSMUSG00000074952	ENSMUST00000207560	2093
Olfr1260	ENSMUSG00000042894	ENSMUST00000061830	933
Olfr1260	ENSMUSG00000042894	ENSMUST00000111512	4226
Olfr1226	ENSMUSG00000075097	ENSMUST00000220416	3387
Olfr1226	ENSMUSG00000075097	ENSMUST00000216445	7046
Olfr1226	ENSMUSG00000075097	ENSMUST00000215562	2669
Olfr1226	ENSMUSG00000075097	ENSMUST00000214709	5270
Olfr1226	ENSMUSG00000075097	ENSMUST00000217601	2670
Olfr1226	ENSMUSG00000075097	ENSMUST00000099790	933
Olfr1226	ENSMUSG00000075097	ENSMUST00000215987	3251
Olfr1106	ENSMUSG00000075164	ENSMUST00000217650	2573
Olfr1106	ENSMUSG00000075164	ENSMUST00000099867	939
Olfr1106	ENSMUSG00000075164	ENSMUST00000213781	2569
Ttpal	ENSMUSG00000017679	ENSMUST00000171696	4522
Ttpal	ENSMUSG00000017679	ENSMUST00000109408	1999
Sema6d	ENSMUSG00000027200	ENSMUST00000076335	6276
Sema6d	ENSMUSG00000027200	ENSMUST00000103240	4372
Sema6d	ENSMUSG00000027200	ENSMUST00000103238	3165
Sema6d	ENSMUSG00000027200	ENSMUST00000103239	6225
Sema6d	ENSMUSG00000027200	ENSMUST00000051419	4503
Sema6d	ENSMUSG00000027200	ENSMUST00000103241	6157
Sema6d	ENSMUSG00000027200	ENSMUST00000077847	6444
Sema6d	ENSMUSG00000027200	ENSMUST00000078621	6372
Olfr1177-ps	ENSMUSG00000075128	ENSMUST00000216713	2821
Vstm2l	ENSMUSG00000037843	ENSMUST00000109523	1363
Idh3b	ENSMUSG00000027406	ENSMUST00000028892	1616
Idh3b	ENSMUSG00000027406	ENSMUST00000239288	1233
Mc3r	ENSMUSG00000038537	ENSMUST00000038532	2623
Olfr1000	ENSMUSG00000075215	ENSMUST00000216571	2028
Olfr1000	ENSMUSG00000075215	ENSMUST00000213837	1915
Olfr1000	ENSMUSG00000075215	ENSMUST00000099921	945
Olfr1020	ENSMUSG00000046975	ENSMUST00000055840	1079
Olfr1020	ENSMUSG00000046975	ENSMUST00000215347	2640
Ier5l	ENSMUSG00000089762	ENSMUST00000065134	2683
Olfr1140	ENSMUSG00000068817	ENSMUST00000214723	1421
Olfr1140	ENSMUSG00000068817	ENSMUST00000217572	1327
Tbpl2	ENSMUSG00000061809	ENSMUST00000080453	1379
Fam78a	ENSMUSG00000050592	ENSMUST00000056406	4107
Trp53i11	ENSMUSG00000068735	ENSMUST00000111266	2703
Trp53i11	ENSMUSG00000068735	ENSMUST00000090554	2654
Fam110a	ENSMUSG00000027459	ENSMUST00000062047	1754
Fam110a	ENSMUSG00000027459	ENSMUST00000109864	1591
Fam110a	ENSMUSG00000027459	ENSMUST00000109863	1284
Fam110a	ENSMUSG00000027459	ENSMUST00000109865	1853
Chrna1	ENSMUSG00000027107	ENSMUST00000028515	4386
Galnt13	ENSMUSG00000060988	ENSMUST00000112635	7531
Galnt13	ENSMUSG00000060988	ENSMUST00000068595	1671
Galnt13	ENSMUSG00000060988	ENSMUST00000112636	7530
Sec61a2	ENSMUSG00000025816	ENSMUST00000102981	2448
Olfr1038-ps	ENSMUSG00000050577	ENSMUST00000149775	1209
Ano3	ENSMUSG00000074968	ENSMUST00000099623	6705
Gm27027	ENSMUSG00000098004	ENSMUST00000183110	547
Slc43a3	ENSMUSG00000027074	ENSMUST00000090726	2583
Chrna4	ENSMUSG00000027577	ENSMUST00000067120	4565
Chrna4	ENSMUSG00000027577	ENSMUST00000108851	2071
Kbtbd4	ENSMUSG00000005505	ENSMUST00000111464	2343
Kbtbd4	ENSMUSG00000005505	ENSMUST00000090682	2437
Olfr1121	ENSMUSG00000070852	ENSMUST00000213792	1996
Olfr1121	ENSMUSG00000070852	ENSMUST00000062555	945
Olfr1008	ENSMUSG00000050603	ENSMUST00000054868	942
Mastl	ENSMUSG00000026779	ENSMUST00000028119	5590
Olfr48	ENSMUSG00000075072	ENSMUST00000214428	3848
Olfr48	ENSMUSG00000075072	ENSMUST00000099762	906
Myef2	ENSMUSG00000027201	ENSMUST00000142718	2942
Myef2	ENSMUSG00000027201	ENSMUST00000152367	2071
Myef2	ENSMUSG00000027201	ENSMUST00000067780	2999
Myef2	ENSMUSG00000027201	ENSMUST00000147105	2928
Bpifb2	ENSMUSG00000027481	ENSMUST00000028983	1730
Thnsl1	ENSMUSG00000048550	ENSMUST00000054591	3899
Ctnnbl1	ENSMUSG00000027649	ENSMUST00000029178	2442
Olfr1155	ENSMUSG00000075145	ENSMUST00000099843	945
Olfr1155	ENSMUSG00000075145	ENSMUST00000215903	2122
Olfr1155	ENSMUSG00000075145	ENSMUST00000214641	2048
Arl6ip6	ENSMUSG00000026960	ENSMUST00000028336	2548
Bloc1s6	ENSMUSG00000005804	ENSMUST00000005954	3484
Gm14295	ENSMUSG00000078877	ENSMUST00000132883	2505
Ralgapb	ENSMUSG00000027652	ENSMUST00000046274	8366
Ralgapb	ENSMUSG00000027652	ENSMUST00000109486	8383
Ralgapb	ENSMUSG00000027652	ENSMUST00000109485	6709
Olfr1134	ENSMUSG00000111747	ENSMUST00000099857	1102
Olfr1134	ENSMUSG00000111747	ENSMUST00000213939	1015
Olfr1134	ENSMUSG00000111747	ENSMUST00000135875	1291
Notch1	ENSMUSG00000026923	ENSMUST00000028288	9488
Tmem230	ENSMUSG00000027341	ENSMUST00000110164	2957
Tmem230	ENSMUSG00000027341	ENSMUST00000110163	1551
Tmem230	ENSMUSG00000027341	ENSMUST00000180286	1531
Tmem230	ENSMUSG00000027341	ENSMUST00000028816	1612
Ncs1	ENSMUSG00000062661	ENSMUST00000000199	4653
Zfp965	ENSMUSG00000078896	ENSMUST00000109002	957
Tgif2	ENSMUSG00000062175	ENSMUST00000081335	2900
Mdk	ENSMUSG00000027239	ENSMUST00000111309	771
Mdk	ENSMUSG00000027239	ENSMUST00000090602	714
Mdk	ENSMUSG00000027239	ENSMUST00000069423	773
Mdk	ENSMUSG00000027239	ENSMUST00000028672	1054
Olfr1250	ENSMUSG00000075078	ENSMUST00000099768	1139
Olfr1250	ENSMUSG00000075078	ENSMUST00000111527	4386
Olfr1250	ENSMUSG00000075078	ENSMUST00000215730	4632
Pkig	ENSMUSG00000035268	ENSMUST00000126182	762
Pkig	ENSMUSG00000035268	ENSMUST00000109400	1059
Pkig	ENSMUSG00000035268	ENSMUST00000164399	983
Pkig	ENSMUSG00000035268	ENSMUST00000099105	640
Pkig	ENSMUSG00000035268	ENSMUST00000064703	1036
Cysrt1	ENSMUSG00000036731	ENSMUST00000043379	873
Cysrt1	ENSMUSG00000036731	ENSMUST00000186719	909
Ovol2	ENSMUSG00000037279	ENSMUST00000037423	1539
Ovol2	ENSMUSG00000037279	ENSMUST00000103171	1547
St8sia6	ENSMUSG00000003418	ENSMUST00000003509	7618
Tmem62	ENSMUSG00000054484	ENSMUST00000067582	2921
Ganc	ENSMUSG00000062646	ENSMUST00000135074	4780
Gm28038	ENSMUSG00000098794	ENSMUST00000143119	378
Mal	ENSMUSG00000027375	ENSMUST00000028854	2778
Cst7	ENSMUSG00000068129	ENSMUST00000089200	986
Ankef1	ENSMUSG00000074771	ENSMUST00000180246	2726
Ankef1	ENSMUSG00000074771	ENSMUST00000121717	2875
Acp2	ENSMUSG00000002103	ENSMUST00000239169	4652
