symbol	gene_id	transcript_id	length
C2orf78	ENSG00000187833	ENST00000409561	3052
EDAR	ENSG00000135960	ENST00000258443	4062
FAHD2B	ENSG00000144199	ENST00000414820	1431
FAHD2B	ENSG00000144199	ENST00000272610	1305
PTH2R	ENSG00000144407	ENST00000272847	2752
COL6A3	ENSG00000163359	ENST00000295550	10532
THNSL2	ENSG00000144115	ENST00000324166	1980
THNSL2	ENSG00000144115	ENST00000674334	2082
CHRNG	ENSG00000196811	ENST00000651502	4009
ENSG00000279956	ENSG00000279956	ENST00000602369	2103
HTR2B	ENSG00000135914	ENST00000258400	2170
DNAJC27	ENSG00000115137	ENST00000264711	4847
GPATCH11	ENSG00000152133	ENST00000674370	3839
NAT8	ENSG00000144035	ENST00000272425	1085
EPC2	ENSG00000135999	ENST00000258484	3883
BBS5	ENSG00000163093	ENST00000295240	3159
CD8B	ENSG00000172116	ENST00000390655	4794
RUFY4	ENSG00000188282	ENST00000344321	2352
RUFY4	ENSG00000188282	ENST00000697321	2526
ANKMY1	ENSG00000144504	ENST00000401804	3405
SF3B1	ENSG00000115524	ENST00000335508	6463
E2F6	ENSG00000169016	ENST00000381525	3230
SANBR	ENSG00000162929	ENST00000402291	4578
SANBR	ENSG00000162929	ENST00000453873	4294
LRRTM4	ENSG00000176204	ENST00000409093	2247
LRRTM4	ENSG00000176204	ENST00000409884	3198
RAPH1	ENSG00000173166	ENST00000308091	2768
C1D	ENSG00000197223	ENST00000355848	2233
C1D	ENSG00000197223	ENST00000409302	772
C1D	ENSG00000197223	ENST00000410067	2241
TNP1	ENSG00000118245	ENST00000236979	407
CARF	ENSG00000138380	ENST00000438828	7974
CARF	ENSG00000138380	ENST00000402905	5938
RAMP1	ENSG00000132329	ENST00000254661	823
ALPP	ENSG00000163283	ENST00000392027	2754
PRKRA	ENSG00000180228	ENST00000325748	1770
GEN1	ENSG00000178295	ENST00000381254	9957
GEN1	ENSG00000178295	ENST00000317402	9854
MAP2	ENSG00000078018	ENST00000704357	9778
FASTKD1	ENSG00000138399	ENST00000453153	4200
CALM2	ENSG00000143933	ENST00000272298	1210
MROH2A	ENSG00000185038	ENST00000610772	5324
COA5	ENSG00000183513	ENST00000328709	1770
RGPD2	ENSG00000185304	ENST00000398146	6770
DDX18	ENSG00000088205	ENST00000263239	3753
ACMSD	ENSG00000153086	ENST00000356140	1252
SH3YL1	ENSG00000035115	ENST00000405430	2064
SH3YL1	ENSG00000035115	ENST00000356150	1744
TEX51	ENSG00000237524	ENST00000636457	811
KLF11	ENSG00000172059	ENST00000540845	3885
KLF11	ENSG00000172059	ENST00000535335	4033
CMPK2	ENSG00000134326	ENST00000256722	3095
NRBP1	ENSG00000115216	ENST00000233557	2887
NRBP1	ENSG00000115216	ENST00000379852	2176
CAMKMT	ENSG00000143919	ENST00000378494	1512
PLEKHB2	ENSG00000115762	ENST00000409279	2488
PLEKHB2	ENSG00000115762	ENST00000409612	2210
PLEKHB2	ENSG00000115762	ENST00000693505	3812
MAIP1	ENSG00000162972	ENST00000392290	1399
MAIP1	ENSG00000162972	ENST00000295079	1495
TLK1	ENSG00000198586	ENST00000521943	2605
C2orf73	ENSG00000177994	ENST00000398634	1975
ABI2	ENSG00000138443	ENST00000261017	6484
RAPGEF4	ENSG00000091428	ENST00000397081	4301
DNMT3A	ENSG00000119772	ENST00000321117	9421
DNMT3A	ENSG00000119772	ENST00000264709	9501
IAH1	ENSG00000134330	ENST00000497473	2176
ARHGAP25	ENSG00000163219	ENST00000409202	2969
MTHFD2	ENSG00000065911	ENST00000394053	4403
FABP1	ENSG00000163586	ENST00000295834	501
BIN1	ENSG00000136717	ENST00000393040	2293
POLR1B	ENSG00000125630	ENST00000263331	7527
UBE2F	ENSG00000184182	ENST00000612130	2135
UBE2F	ENSG00000184182	ENST00000272930	2137
TFCP2L1	ENSG00000115112	ENST00000263707	9287
STAT4	ENSG00000138378	ENST00000392320	2560
STAT4	ENSG00000138378	ENST00000358470	2769
EPAS1	ENSG00000116016	ENST00000263734	5155
CAPG	ENSG00000042493	ENST00000409670	1183
CAPG	ENSG00000042493	ENST00000263867	1250
CAPG	ENSG00000042493	ENST00000409724	1151
CCDC121	ENSG00000176714	ENST00000394775	1472
MSH6	ENSG00000116062	ENST00000234420	4265
MRPS9	ENSG00000135972	ENST00000258455	1414
TRIM54	ENSG00000138100	ENST00000380075	1930
ACVR1C	ENSG00000123612	ENST00000243349	8853
TBC1D8	ENSG00000204634	ENST00000376840	3627
SPC25	ENSG00000152253	ENST00000282074	1342
EGR4	ENSG00000135625	ENST00000436467	2220
ODC1	ENSG00000115758	ENST00000699835	2639
ODC1	ENSG00000115758	ENST00000443218	2019
ODC1	ENSG00000115758	ENST00000405333	1943
ODC1	ENSG00000115758	ENST00000699836	1889
ODC1	ENSG00000115758	ENST00000234111	2476
KLHL41	ENSG00000239474	ENST00000284669	2460
IGKV3D-15	ENSG00000224041	ENST00000417279	396
IL1RL2	ENSG00000115598	ENST00000264257	2565
IGKV2-30	ENSG00000243238	ENST00000468494	390
VAMP8	ENSG00000118640	ENST00000263864	679
XDH	ENSG00000158125	ENST00000379416	5715
UNC50	ENSG00000115446	ENST00000357765	1133
CWC22	ENSG00000163510	ENST00000410053	3524
GALNT3	ENSG00000115339	ENST00000392701	3436
TMEM131	ENSG00000075568	ENST00000186436	6701
PTRHD1	ENSG00000184924	ENST00000328379	1120
RND3	ENSG00000115963	ENST00000263895	2684
RND3	ENSG00000115963	ENST00000375734	2777
C2orf49	ENSG00000135974	ENST00000258457	4587
NT5C1B-RDH14	ENSG00000250741	ENST00000532967	2142
NLRC4	ENSG00000091106	ENST00000360906	3359
NLRC4	ENSG00000091106	ENST00000402280	3362
IL36RN	ENSG00000136695	ENST00000437409	520
IL36RN	ENSG00000136695	ENST00000393200	2606
IL36RN	ENSG00000136695	ENST00000346807	2672
MPP4	ENSG00000082126	ENST00000409474	2408
WDR35	ENSG00000118965	ENST00000281405	6898
FBXO48	ENSG00000204923	ENST00000377957	5699
CYS1	ENSG00000205795	ENST00000381813	3045
CHMP3	ENSG00000115561	ENST00000263856	3138
SFXN5	ENSG00000144040	ENST00000272433	4016
HADHA	ENSG00000084754	ENST00000380649	2943
BCL11A	ENSG00000119866	ENST00000335712	5519
GRHL1	ENSG00000134317	ENST00000324907	3568
CERS6	ENSG00000172292	ENST00000305747	6804
MOGS	ENSG00000115275	ENST00000448666	2867
PAIP2B	ENSG00000124374	ENST00000244221	6300
RMDN2	ENSG00000115841	ENST00000406384	1932
RMDN2	ENSG00000115841	ENST00000354545	1893
TWIST2	ENSG00000233608	ENST00000710607	780
TWIST2	ENSG00000233608	ENST00000612363	1342
TWIST2	ENSG00000233608	ENST00000448943	1176
IFT70A	ENSG00000197557	ENST00000355689	5744
CCNYL1	ENSG00000163249	ENST00000295414	3813
PKDCC	ENSG00000162878	ENST00000294964	2490
ARHGAP15	ENSG00000075884	ENST00000295095	1670
FER1L5	ENSG00000249715	ENST00000624922	6438
MAT2A	ENSG00000168906	ENST00000306434	2817
GCKR	ENSG00000084734	ENST00000264717	2189
RFX8	ENSG00000196460	ENST00000646893	1948
MEMO1	ENSG00000162959	ENST00000295065	4505
MEMO1	ENSG00000162959	ENST00000404530	1516
ANKRD23	ENSG00000163126	ENST00000418232	2156
ANKRD23	ENSG00000163126	ENST00000318357	2584
ETAA1	ENSG00000143971	ENST00000272342	4948
ST6GAL2	ENSG00000144057	ENST00000409382	6800
ST6GAL2	ENSG00000144057	ENST00000361686	6857
AGXT	ENSG00000172482	ENST00000307503	2900
IGKV5-2	ENSG00000211599	ENST00000390244	408
XIRP2	ENSG00000163092	ENST00000672671	12154
ABCG5	ENSG00000138075	ENST00000405322	2760
IGKV1D-37	ENSG00000250036	ENST00000509129	353
FAM136A	ENSG00000035141	ENST00000037869	1786
C2orf81	ENSG00000284308	ENST00000290390	2227
LYPD6B	ENSG00000150556	ENST00000409642	1345
KIF5C	ENSG00000168280	ENST00000677891	6886
KIF5C	ENSG00000168280	ENST00000435030	6954
WDFY1	ENSG00000085449	ENST00000233055	4607
SP110	ENSG00000135899	ENST00000258381	6192
CRACDL	ENSG00000196872	ENST00000397899	3873
UNC80	ENSG00000144406	ENST00000673920	13917
HEATR5B	ENSG00000008869	ENST00000233099	6937
TMEM178A	ENSG00000152154	ENST00000281961	1664
GAREM2	ENSG00000157833	ENST00000401533	4164
ACP1	ENSG00000143727	ENST00000272065	1474
C2orf42	ENSG00000115998	ENST00000420306	2193
C2orf42	ENSG00000115998	ENST00000264434	2524
RGPD3	ENSG00000153165	ENST00000409886	7215
CNPPD1	ENSG00000115649	ENST00000360507	2019
CNPPD1	ENSG00000115649	ENST00000409789	2073
ADGRF3	ENSG00000173567	ENST00000421160	3353
ZNF142	ENSG00000115568	ENST00000411696	11290
HK2	ENSG00000159399	ENST00000290573	5626
FMNL2	ENSG00000157827	ENST00000288670	5630
EIF2B4	ENSG00000115211	ENST00000347454	1644
SERTAD2	ENSG00000179833	ENST00000313349	5549
CIMIP2C	ENSG00000173557	ENST00000329615	718
SLC3A1	ENSG00000138079	ENST00000260649	2969
THAP4	ENSG00000176946	ENST00000407315	2076
BARD1	ENSG00000138376	ENST00000260947	5478
MITD1	ENSG00000158411	ENST00000289359	939
IGKV1D-12	ENSG00000278857	ENST00000377032	371
LY75-CD302	ENSG00000248672	ENST00000504764	5650
CAPN13	ENSG00000162949	ENST00000295055	2683
TCF23	ENSG00000163792	ENST00000296096	4882
ORC4	ENSG00000115947	ENST00000535373	6710
ORC4	ENSG00000115947	ENST00000264169	6598
ORC4	ENSG00000115947	ENST00000392857	6547
ALLC	ENSG00000151360	ENST00000252505	1441
INHBB	ENSG00000163083	ENST00000295228	3206
WDR75	ENSG00000115368	ENST00000314761	2647
FTCDNL1	ENSG00000226124	ENST00000703582	1629
FTCDNL1	ENSG00000226124	ENST00000420922	772
RTN4	ENSG00000115310	ENST00000394609	1898
NIFK	ENSG00000155438	ENST00000285814	1686
PLB1	ENSG00000163803	ENST00000327757	5513
IGKV2D-40	ENSG00000251039	ENST00000429992	332
IGKV3-7	ENSG00000243063	ENST00000390247	445
TBR1	ENSG00000136535	ENST00000389554	3806
KDM3A	ENSG00000115548	ENST00000409064	4621
KDM3A	ENSG00000115548	ENST00000409556	4928
KDM3A	ENSG00000115548	ENST00000312912	4667
ING5	ENSG00000168395	ENST00000313552	5197
FARSB	ENSG00000116120	ENST00000281828	6761
CYRIA	ENSG00000197872	ENST00000406434	1386
CYRIA	ENSG00000197872	ENST00000381323	4670
SLC38A11	ENSG00000169507	ENST00000685975	5750
COPS8	ENSG00000198612	ENST00000354371	3438
SERPINE2	ENSG00000135919	ENST00000409840	2569
SERPINE2	ENSG00000135919	ENST00000409304	2226
APLF	ENSG00000169621	ENST00000303795	3823
MOB1A	ENSG00000114978	ENST00000396049	4896
GCC2	ENSG00000135968	ENST00000309863	6909
VAX2	ENSG00000116035	ENST00000234392	1161
TMSB10	ENSG00000034510	ENST00000233143	461
RNF149	ENSG00000163162	ENST00000295317	2953
FEV	ENSG00000163497	ENST00000295727	1406
POTEF	ENSG00000196604	ENST00000409914	4337
WDR43	ENSG00000163811	ENST00000407426	3506
CHAC2	ENSG00000143942	ENST00000295304	1309
DYNC1I2	ENSG00000077380	ENST00000409317	2196
FIGN	ENSG00000182263	ENST00000333129	9537
RESP18	ENSG00000182698	ENST00000333527	797
MREG	ENSG00000118242	ENST00000263268	3148
CRYGC	ENSG00000163254	ENST00000282141	627
ZNF638	ENSG00000075292	ENST00000264447	6487
ZNF638	ENSG00000075292	ENST00000409544	6821
AQP12A	ENSG00000184945	ENST00000337801	1063
MPHOSPH10	ENSG00000124383	ENST00000244230	2164
NFU1	ENSG00000169599	ENST00000303698	1034
TCF7L1	ENSG00000152284	ENST00000282111	2985
TUBA3D	ENSG00000075886	ENST00000321253	1520
SDC1	ENSG00000115884	ENST00000381150	3291
SDC1	ENSG00000115884	ENST00000254351	3165
IDH1	ENSG00000138413	ENST00000446179	2298
IDH1	ENSG00000138413	ENST00000415913	2441
IDH1	ENSG00000138413	ENST00000345146	2318
PPM1G	ENSG00000115241	ENST00000344034	2210
EPCAM	ENSG00000119888	ENST00000263735	1547
LGALSL	ENSG00000119862	ENST00000238875	3856
TGFA	ENSG00000163235	ENST00000295400	4117
CTDSP1	ENSG00000144579	ENST00000273062	2525
SEMA4F	ENSG00000135622	ENST00000357877	6075
PLGLB2	ENSG00000125551	ENST00000359481	3016
LIMS2	ENSG00000072163	ENST00000355119	2387
HSPE1	ENSG00000115541	ENST00000233893	557
KCNE4	ENSG00000152049	ENST00000281830	2915
CEP68	ENSG00000011523	ENST00000377990	5803
TLX2	ENSG00000115297	ENST00000233638	2171
PPP1CB	ENSG00000213639	ENST00000441461	2062
PPP1CB	ENSG00000213639	ENST00000703173	2052
PPP1CB	ENSG00000213639	ENST00000296122	3527
PPP1CB	ENSG00000213639	ENST00000395366	4916
NBEAL1	ENSG00000144426	ENST00000683969	16349
SLC1A4	ENSG00000115902	ENST00000234256	4563
BOLA3	ENSG00000163170	ENST00000327428	555
PAX8	ENSG00000125618	ENST00000263334	4152
PAX8	ENSG00000125618	ENST00000429538	4055
IFIH1	ENSG00000115267	ENST00000649979	3581
NDUFB3	ENSG00000119013	ENST00000433898	503
NDUFB3	ENSG00000119013	ENST00000684175	555
NDUFB3	ENSG00000119013	ENST00000454214	547
NDUFB3	ENSG00000119013	ENST00000684420	739
NDUFB3	ENSG00000119013	ENST00000682325	1548
NDUFB3	ENSG00000119013	ENST00000450023	564
NDUFB3	ENSG00000119013	ENST00000237889	493
NOP58	ENSG00000055044	ENST00000264279	1994
LCT	ENSG00000115850	ENST00000264162	6273
GPR39	ENSG00000183840	ENST00000329321	2576
STAM2	ENSG00000115145	ENST00000263904	5472
KCNG3	ENSG00000171126	ENST00000306078	3709
PAX3	ENSG00000135903	ENST00000392070	3359
MRPL30	ENSG00000185414	ENST00000338148	4435
AGFG1	ENSG00000173744	ENST00000310078	8677
TMEM37	ENSG00000171227	ENST00000306406	1687
EN1	ENSG00000163064	ENST00000295206	2427
ICOS	ENSG00000163600	ENST00000316386	2630
PJVK	ENSG00000204311	ENST00000375129	1202
PJVK	ENSG00000204311	ENST00000644580	2301
TANC1	ENSG00000115183	ENST00000263635	7501
SULT1C4	ENSG00000198075	ENST00000272452	2850
NPPC	ENSG00000163273	ENST00000409852	1055
NPPC	ENSG00000163273	ENST00000295440	500
IGKJ2	ENSG00000211596	ENST00000390241	39
TRPM8	ENSG00000144481	ENST00000324695	5646
IGKV1D-39	ENSG00000251546	ENST00000448155	376
PLCL1	ENSG00000115896	ENST00000428675	6696
CGREF1	ENSG00000138028	ENST00000404694	1376
FAM161A	ENSG00000170264	ENST00000404929	3777
FIGLA	ENSG00000183733	ENST00000332372	722
RPS7	ENSG00000171863	ENST00000462576	907
RPS7	ENSG00000171863	ENST00000645674	732
RPS7	ENSG00000171863	ENST00000403564	764
RPS7	ENSG00000171863	ENST00000646909	710
RPS7	ENSG00000171863	ENST00000406376	704
TGFBRAP1	ENSG00000135966	ENST00000595531	5595
TGFBRAP1	ENSG00000135966	ENST00000393359	5680
FAM124B	ENSG00000124019	ENST00000409685	2582
CFC1	ENSG00000136698	ENST00000259216	1672
POU3F3	ENSG00000198914	ENST00000361360	4460
POU3F3	ENSG00000198914	ENST00000674056	4401
FSIP2	ENSG00000188738	ENST00000424728	20879
IL18R1	ENSG00000115604	ENST00000233957	4149
IL18R1	ENSG00000115604	ENST00000409599	3854
FZD5	ENSG00000163251	ENST00000295417	7039
TAF1B	ENSG00000115750	ENST00000263663	2267
GPR55	ENSG00000135898	ENST00000622008	2526
GPR55	ENSG00000135898	ENST00000392040	3828
GPR55	ENSG00000135898	ENST00000392039	1523
GPR55	ENSG00000135898	ENST00000650999	3844
IGKV1D-42	ENSG00000211633	ENST00000390278	373
PIGF	ENSG00000151665	ENST00000281382	1294
TMEM18	ENSG00000151353	ENST00000281017	6187
ACOXL	ENSG00000153093	ENST00000676595	2823
STPG4	ENSG00000239605	ENST00000445927	821
REEP1	ENSG00000068615	ENST00000165698	3857
IL1R2	ENSG00000115590	ENST00000393414	1405
IL1R2	ENSG00000115590	ENST00000332549	1462
SNX17	ENSG00000115234	ENST00000233575	2357
NMI	ENSG00000123609	ENST00000243346	1229
POTEI	ENSG00000196834	ENST00000451531	6682
TTLL4	ENSG00000135912	ENST00000392102	5007
TTLL4	ENSG00000135912	ENST00000258398	4730
CPS1	ENSG00000021826	ENST00000673510	4880
CPS1	ENSG00000021826	ENST00000233072	5760
CPS1	ENSG00000021826	ENST00000673711	5698
CPS1	ENSG00000021826	ENST00000673630	5775
NOSTRIN	ENSG00000163072	ENST00000317647	2075
NRXN1	ENSG00000179915	ENST00000625672	8113
CATIP	ENSG00000158428	ENST00000289388	1322
LBX2	ENSG00000179528	ENST00000377566	1073
ANKRD36B	ENSG00000196912	ENST00000258459	5898
ANKRD36B	ENSG00000196912	ENST00000359901	4453
TTL	ENSG00000114999	ENST00000233336	14267
STEAP3	ENSG00000115107	ENST00000393106	3915
STEAP3	ENSG00000115107	ENST00000393107	1871
DGUOK	ENSG00000114956	ENST00000264093	1075
SLC25A12	ENSG00000115840	ENST00000422440	3936
FAM110C	ENSG00000184731	ENST00000327669	3880
ARPC2	ENSG00000163466	ENST00000295685	1605
ARPC2	ENSG00000163466	ENST00000315717	1410
ERFE	ENSG00000178752	ENST00000546354	2939
PEX13	ENSG00000162928	ENST00000295030	4472
ROCK2	ENSG00000134318	ENST00000315872	8345
MMADHC	ENSG00000168288	ENST00000428879	1726
MMADHC	ENSG00000168288	ENST00000303319	1392
TXNDC9	ENSG00000115514	ENST00000264255	1508
SEMA4C	ENSG00000168758	ENST00000305476	3652
IKZF2	ENSG00000030419	ENST00000434687	9562
TPO	ENSG00000115705	ENST00000329066	4085
TPO	ENSG00000115705	ENST00000345913	3145
IGKV1D-17	ENSG00000242766	ENST00000483379	532
ADCY3	ENSG00000138031	ENST00000260600	5050
ADCY3	ENSG00000138031	ENST00000679454	4950
TANK	ENSG00000136560	ENST00000392749	2098
TANK	ENSG00000136560	ENST00000259075	2152
COQ10B	ENSG00000115520	ENST00000263960	2112
GALNT13	ENSG00000144278	ENST00000392825	5657
DNPEP	ENSG00000123992	ENST00000520694	2408
RETREG2	ENSG00000144567	ENST00000430297	4556
SGPP2	ENSG00000163082	ENST00000321276	4983
ANKAR	ENSG00000151687	ENST00000684021	4521
ANKAR	ENSG00000151687	ENST00000313581	4391
ANKAR	ENSG00000151687	ENST00000520309	4410
RBM44	ENSG00000177483	ENST00000409864	3449
RBM44	ENSG00000177483	ENST00000316997	4246
KCMF1	ENSG00000176407	ENST00000409785	7500
SELENOI	ENSG00000138018	ENST00000260585	8066
CEBPZ	ENSG00000115816	ENST00000234170	3346
MEIS1	ENSG00000143995	ENST00000272369	4566
IGKV3D-7	ENSG00000228325	ENST00000443397	384
WBP1	ENSG00000239779	ENST00000233615	1175
CCL20	ENSG00000115009	ENST00000358813	834
SAG	ENSG00000130561	ENST00000409110	1596
IGKV2D-30	ENSG00000239571	ENST00000474213	395
TRAF3IP1	ENSG00000204104	ENST00000391993	4003
IGKV6D-21	ENSG00000225523	ENST00000436451	409
MRPL33	ENSG00000243147	ENST00000296102	508
WDPCP	ENSG00000143951	ENST00000272321	4894
DHRS9	ENSG00000073737	ENST00000436483	1817
DHRS9	ENSG00000073737	ENST00000357546	1917
DHRS9	ENSG00000073737	ENST00000674881	1574
DHRS9	ENSG00000073737	ENST00000428522	1678
DHRS9	ENSG00000073737	ENST00000412271	1465
DHRS9	ENSG00000073737	ENST00000602501	2863
MTIF2	ENSG00000085760	ENST00000403721	2386
MTIF2	ENSG00000085760	ENST00000394600	2221
MTIF2	ENSG00000085760	ENST00000263629	2536
GPR45	ENSG00000135973	ENST00000258456	1725
MSGN1	ENSG00000151379	ENST00000281047	1339
CNTNAP5	ENSG00000155052	ENST00000682447	11219
ZC3H6	ENSG00000188177	ENST00000409871	11539
ENSG00000273269	ENSG00000273269	ENST00000422269	983
VSNL1	ENSG00000163032	ENST00000295156	2428
VSNL1	ENSG00000163032	ENST00000406397	2725
VSNL1	ENSG00000163032	ENST00000404666	992
BAZ2B	ENSG00000123636	ENST00000392783	8145
RNF144A	ENSG00000151692	ENST00000320892	5720
SCYGR6	ENSG00000284725	ENST00000641918	318
KIF1A	ENSG00000130294	ENST00000648364	7299
IGKV2D-28	ENSG00000242534	ENST00000453166	396
DNAJC5G	ENSG00000163793	ENST00000404433	1647
IGKV1D-16	ENSG00000241244	ENST00000492446	378
PPIL3	ENSG00000240344	ENST00000392283	1166
PECR	ENSG00000115425	ENST00000265322	1867
MRPL35	ENSG00000132313	ENST00000337109	3723
IGKV1-8	ENSG00000240671	ENST00000495489	398
DAW1	ENSG00000123977	ENST00000309931	1683
CFAP221	ENSG00000163075	ENST00000413369	2823
HECW2	ENSG00000138411	ENST00000260983	12180
HECW2	ENSG00000138411	ENST00000644978	12006
HECW2	ENSG00000138411	ENST00000644256	6916
UGT1A9	ENSG00000241119	ENST00000354728	2371
CNOT11	ENSG00000158435	ENST00000289382	2515
VWC2L	ENSG00000174453	ENST00000312504	4638
IGKV3D-20	ENSG00000211625	ENST00000390270	445
AAMP	ENSG00000127837	ENST00000248450	1760
SCRN3	ENSG00000144306	ENST00000272732	3052
CHCHD5	ENSG00000125611	ENST00000324913	523
TET3	ENSG00000187605	ENST00000409262	12060
HADHB	ENSG00000138029	ENST00000317799	1997
HOXD9	ENSG00000128709	ENST00000249499	1871
INPP1	ENSG00000151689	ENST00000392329	2044
INPP1	ENSG00000151689	ENST00000322522	1919
UGT1A7	ENSG00000244122	ENST00000373426	2371
SMYD1	ENSG00000115593	ENST00000419482	4385
SCN9A	ENSG00000169432	ENST00000642356	9752
SCN9A	ENSG00000169432	ENST00000303354	9698
IGKV1D-33	ENSG00000239975	ENST00000390265	440
CLASP1	ENSG00000074054	ENST00000541377	7909
CLIP4	ENSG00000115295	ENST00000693264	4224
CLIP4	ENSG00000115295	ENST00000320081	4299
CLIP4	ENSG00000115295	ENST00000690063	4144
CLIP4	ENSG00000115295	ENST00000404424	2480
IL36A	ENSG00000136694	ENST00000259211	890
CRIPT	ENSG00000119878	ENST00000238892	6323
PCARE	ENSG00000179270	ENST00000331664	7303
IGKV1D-8	ENSG00000239819	ENST00000471857	534
ITGA6	ENSG00000091409	ENST00000684293	5816
SULT1C3	ENSG00000196228	ENST00000681802	1244
AP1S3	ENSG00000152056	ENST00000396654	3986
TYW5	ENSG00000162971	ENST00000354611	5123
CYBRD1	ENSG00000071967	ENST00000321348	4235
SCYGR7	ENSG00000284718	ENST00000641700	291
ATOH8	ENSG00000168874	ENST00000306279	5658
APOB	ENSG00000084674	ENST00000233242	14121
DRC1	ENSG00000157856	ENST00000288710	2487
CAPN10	ENSG00000142330	ENST00000391984	2621
GTF2A1L	ENSG00000242441	ENST00000403751	1618
COX5B	ENSG00000135940	ENST00000258424	690
WNT6	ENSG00000115596	ENST00000233948	1719
UGP2	ENSG00000169764	ENST00000337130	2150
DNAH7	ENSG00000118997	ENST00000312428	12419
GPN1	ENSG00000198522	ENST00000610189	2445
TMEM127	ENSG00000135956	ENST00000258439	6271
TMEM127	ENSG00000135956	ENST00000432959	3099
FOXN2	ENSG00000170802	ENST00000340553	5437
ACVR1	ENSG00000115170	ENST00000409283	2879
ACVR1	ENSG00000115170	ENST00000410057	2084
ACVR1	ENSG00000115170	ENST00000263640	3047
ACVR1	ENSG00000115170	ENST00000682300	3460
ACVR1	ENSG00000115170	ENST00000682025	3313
ACVR1	ENSG00000115170	ENST00000683487	3341
ACVR1	ENSG00000115170	ENST00000539637	2785
ACVR1	ENSG00000115170	ENST00000684348	2921
ACVR1	ENSG00000115170	ENST00000683441	3009
ACVR1	ENSG00000115170	ENST00000673324	2912
ACVR1	ENSG00000115170	ENST00000684595	2826
ACVR1	ENSG00000115170	ENST00000424669	2876
ACVR1	ENSG00000115170	ENST00000434821	3332
ACVR1	ENSG00000115170	ENST00000683820	3100
ACVR1	ENSG00000115170	ENST00000672582	2912
NFE2L2	ENSG00000116044	ENST00000397063	2992
NFE2L2	ENSG00000116044	ENST00000699434	2912
NFE2L2	ENSG00000116044	ENST00000699351	2141
NFE2L2	ENSG00000116044	ENST00000699409	3078
NFE2L2	ENSG00000116044	ENST00000464747	2749
NFE2L2	ENSG00000116044	ENST00000448782	2312
NFE2L2	ENSG00000116044	ENST00000421929	2522
NFE2L2	ENSG00000116044	ENST00000699328	3634
NFE2L2	ENSG00000116044	ENST00000699343	2449
NFE2L2	ENSG00000116044	ENST00000699330	2847
NFE2L2	ENSG00000116044	ENST00000699408	3035
ECRG4	ENSG00000119147	ENST00000238044	753
YPEL5	ENSG00000119801	ENST00000379519	2499
YPEL5	ENSG00000119801	ENST00000402708	1735
YPEL5	ENSG00000119801	ENST00000261353	2136
YPEL5	ENSG00000119801	ENST00000379520	2560
YPEL5	ENSG00000119801	ENST00000402003	2197
SMARCAL1	ENSG00000138375	ENST00000444508	3244
SMARCAL1	ENSG00000138375	ENST00000358207	3056
SMARCAL1	ENSG00000138375	ENST00000357276	3201
SMARCAL1	ENSG00000138375	ENST00000425815	3176
SMARCAL1	ENSG00000138375	ENST00000430374	3210
ORMDL1	ENSG00000128699	ENST00000392350	2009
ORMDL1	ENSG00000128699	ENST00000392349	2150
ORMDL1	ENSG00000128699	ENST00000325795	2692
NEUROD1	ENSG00000162992	ENST00000683430	1572
NEUROD1	ENSG00000162992	ENST00000295108	2493
NEUROD1	ENSG00000162992	ENST00000684079	1871
SLC11A1	ENSG00000018280	ENST00000233202	3608
KIAA2012	ENSG00000182329	ENST00000498697	4130
ATP5MC3	ENSG00000154518	ENST00000392541	842
ATP5MC3	ENSG00000154518	ENST00000409194	795
ATP5MC3	ENSG00000154518	ENST00000284727	2587
ENSG00000280537	ENSG00000280537	ENST00000318673	2745
SLC19A3	ENSG00000135917	ENST00000258403	3183
SLC19A3	ENSG00000135917	ENST00000644224	5213
SCYGR1	ENSG00000284629	ENST00000641359	267
IL37	ENSG00000125571	ENST00000263326	864
MTA3	ENSG00000057935	ENST00000407270	2202
SPRED2	ENSG00000198369	ENST00000356388	4519
SEPTIN10	ENSG00000186522	ENST00000397714	2719
WIPF1	ENSG00000115935	ENST00000679041	4727
WIPF1	ENSG00000115935	ENST00000698701	4628
WIPF1	ENSG00000115935	ENST00000698668	4570
WIPF1	ENSG00000115935	ENST00000392546	2180
WIPF1	ENSG00000115935	ENST00000359761	2003
WIPF1	ENSG00000115935	ENST00000392547	4587
WIPF1	ENSG00000115935	ENST00000436221	4551
STK11IP	ENSG00000144589	ENST00000456909	3618
NCL	ENSG00000115053	ENST00000322723	3924
NDUFA10	ENSG00000130414	ENST00000252711	4855
RPL31	ENSG00000071082	ENST00000264258	1291
RPL31	ENSG00000071082	ENST00000409733	825
GULP1	ENSG00000144366	ENST00000409609	1932
GULP1	ENSG00000144366	ENST00000409830	3294
GULP1	ENSG00000144366	ENST00000359135	3347
GULP1	ENSG00000144366	ENST00000409580	3544
PLEKHM3	ENSG00000178385	ENST00000427836	9774
ANTXR1	ENSG00000169604	ENST00000303714	5858
C2orf72	ENSG00000204128	ENST00000373640	3629
RAB6D	ENSG00000233087	ENST00000623617	3677
PHOSPHO2	ENSG00000144362	ENST00000359744	1121
PHOSPHO2	ENSG00000144362	ENST00000616481	1252
PHOSPHO2	ENSG00000144362	ENST00000617738	1053
PHOSPHO2	ENSG00000144362	ENST00000616524	1253
CKAP2L	ENSG00000169607	ENST00000302450	4723
IGKV3-20	ENSG00000239951	ENST00000492167	400
