ensembl_gene_id	external_gene_name	ensembl_transcript_id	transcript_biotype	transcript_length	transcript_is_canonical	is_canonical
ENSG00000285241	PCK2	ENST00000645217	protein_coding	2179	1	True
ENSG00000285241	PCK2	ENST00000642552	retained_intron	2189		False
ENSG00000285241	PCK2	ENST00000647090	protein_coding_CDS_not_defined	559		False
ENSG00000285241	PCK2	ENST00000646542	nonsense_mediated_decay	666		False
ENSG00000285241	PCK2	ENST00000642758	protein_coding	2433		False
ENSG00000285241	PCK2	ENST00000645466	nonsense_mediated_decay	826		False
ENSG00000160209	PDXK	ENST00000343528	protein_coding_CDS_not_defined	1101		False
ENSG00000285241	PCK2	ENST00000645930	protein_coding	508		False
ENSG00000160209	PDXK	ENST00000398078	protein_coding_CDS_not_defined	1069		False
ENSG00000285241	PCK2	ENST00000644361	retained_intron	525		False
ENSG00000160209	PDXK	ENST00000468392	protein_coding_CDS_not_defined	1094		False
ENSG00000160209	PDXK	ENST00000461123	protein_coding_CDS_not_defined	637		False
ENSG00000287507		ENST00000660472	lncRNA	757	1	True
ENSG00000139734	DIAPH3	ENST00000400324	protein_coding	4745	1	True
ENSG00000234030	TMEM97P1	ENST00000452969	processed_pseudogene	451	1	True
ENSG00000281306	ZNF35	ENST00000625394	protein_coding	2658	1	True
ENSG00000139734	DIAPH3	ENST00000649952	protein_coding_CDS_not_defined	1338		False
ENSG00000281306	ZNF35	ENST00000631045	protein_coding	532		False
ENSG00000281306	ZNF35	ENST00000627641	protein_coding	620		False
ENSG00000281306	ZNF35	ENST00000629627	protein_coding	564		False
ENSG00000160214	RRP1	ENST00000475534	protein_coding_CDS_not_defined	588		False
ENSG00000139734	DIAPH3	ENST00000377908	protein_coding	3549		False
ENSG00000281306	ZNF35	ENST00000629532	protein_coding	2503		False
ENSG00000281306	ZNF35	ENST00000630364	protein_coding	581		False
ENSG00000281102		ENST00000629735	lncRNA	1953	1	True
ENSG00000160214	RRP1	ENST00000483896	nonsense_mediated_decay	805		False
ENSG00000139734	DIAPH3	ENST00000400319	protein_coding	3372		False
ENSG00000160214	RRP1	ENST00000492638	retained_intron	1017		False
ENSG00000280872	SOCS5P3	ENST00000627134	processed_pseudogene	1576	1	True
ENSG00000139734	DIAPH3	ENST00000400320	protein_coding	3444		False
ENSG00000284796	DCAF11	ENST00000642433	protein_coding	849		False
ENSG00000139734	DIAPH3	ENST00000470420	protein_coding_CDS_not_defined	468		False
ENSG00000139734	DIAPH3	ENST00000267215	protein_coding	3449		False
ENSG00000284796	DCAF11	ENST00000644271	protein_coding_CDS_not_defined	577		False
ENSG00000281448	ZNF502	ENST00000630464	protein_coding	3173		False
ENSG00000139734	DIAPH3	ENST00000465066	protein_coding	2735		False
ENSG00000139734	DIAPH3	ENST00000615942	retained_intron	1800		False
ENSG00000139734	DIAPH3	ENST00000498416	protein_coding	2249		False
ENSG00000286746		ENST00000665186	lncRNA	964	1	True
ENSG00000281448	ZNF502	ENST00000626630	protein_coding	3270	1	True
ENSG00000286746		ENST00000669091	lncRNA	1862		False
ENSG00000286746		ENST00000660876	lncRNA	1685		False
ENSG00000281448	ZNF502	ENST00000628995	protein_coding	3154		False
ENSG00000286746		ENST00000661648	lncRNA	1144		False
ENSG00000281448	ZNF502	ENST00000629892	protein_coding	593		False
ENSG00000286746		ENST00000667488	lncRNA	1733		False
ENSG00000286746		ENST00000655229	lncRNA	4354		False
ENSG00000286746		ENST00000654491	lncRNA	2412		False
ENSG00000224640	SRSF1P1	ENST00000424058	processed_pseudogene	520	1	True
ENSG00000234354	RPS26P47	ENST00000427219	processed_pseudogene	348	1	True
ENSG00000118946	PCDH17	ENST00000484979	nonsense_mediated_decay	4471		False
ENSG00000281661	ZNF501	ENST00000627775	protein_coding	3099		False
ENSG00000281661	ZNF501	ENST00000626437	retained_intron	543		False
ENSG00000281661	ZNF501	ENST00000625592	protein_coding	3353	1	True
ENSG00000281661	ZNF501	ENST00000626956	protein_coding_CDS_not_defined	479		False
ENSG00000118946	PCDH17	ENST00000377918	protein_coding	8300	1	True
ENSG00000281665	KIAA1143	ENST00000626149	protein_coding_CDS_not_defined	507		False
ENSG00000118946	PCDH17	ENST00000612954	protein_coding	1640		False
ENSG00000118946	PCDH17	ENST00000615375	protein_coding	552		False
ENSG00000160214	RRP1	ENST00000497547	protein_coding	2958	1	True
ENSG00000225530	SP3P	ENST00000414049	processed_pseudogene	2065	1	True
ENSG00000281665	KIAA1143	ENST00000627745	protein_coding	5079	1	True
ENSG00000226617	RPL21P110	ENST00000433345	processed_pseudogene	446	1	True
ENSG00000160214	RRP1	ENST00000473988	retained_intron	627		False
ENSG00000234660	LINC00440	ENST00000446579	lncRNA	734		False
ENSG00000234660	LINC00440	ENST00000653072	lncRNA	1085	1	True
ENSG00000230283	RPS12P24	ENST00000412619	processed_pseudogene	387	1	True
ENSG00000271216	LINC01050	ENST00000604485	lncRNA	1927	1	True
ENSG00000237148	HIGD1AP2	ENST00000446367	processed_pseudogene	280	1	True
ENSG00000231879	TXNL1P1	ENST00000429528	processed_pseudogene	554	1	True
ENSG00000285680		ENST00000667130	lncRNA	3808	1	True
ENSG00000285680		ENST00000649183	lncRNA	1223		False
ENSG00000285680		ENST00000654693	lncRNA	1854		False
ENSG00000227862	HNRNPA1P31	ENST00000448627	processed_pseudogene	970	1	True
ENSG00000285834		ENST00000647840	lncRNA	1262	1	True
ENSG00000160214	RRP1	ENST00000467112	retained_intron	3019		False
ENSG00000160214	RRP1	ENST00000471909	protein_coding_CDS_not_defined	2544		False
ENSG00000229249	LINC00446	ENST00000658245	lncRNA	460	1	True
ENSG00000229249	LINC00446	ENST00000659347	lncRNA	659		False
ENSG00000229249	LINC00446	ENST00000414743	lncRNA	459		False
ENSG00000215458	AATBC	ENST00000437258	lncRNA	932		False
ENSG00000229249	LINC00446	ENST00000652987	lncRNA	612		False
ENSG00000229249	LINC00446	ENST00000661792	lncRNA	675		False
ENSG00000215458	AATBC	ENST00000448247	lncRNA	1889		False
ENSG00000229249	LINC00446	ENST00000438327	lncRNA	357		False
ENSG00000215458	AATBC	ENST00000400385	lncRNA	4598	1	True
ENSG00000226543	MYL6P1	ENST00000449877	processed_pseudogene	453	1	True
ENSG00000280610	KIF15	ENST00000631233	nonsense_mediated_decay	4795		False
ENSG00000284196		ENST00000648514	lncRNA	3199	1	True
ENSG00000284196		ENST00000638633	retained_intron	3372		False
ENSG00000284196		ENST00000639965	lncRNA	1722		False
ENSG00000284196		ENST00000639897	lncRNA	2003		False
ENSG00000284196		ENST00000639964	lncRNA	563		False
ENSG00000284196		ENST00000640346	lncRNA	4082		False
ENSG00000284196		ENST00000666462	lncRNA	1617		False
ENSG00000284196		ENST00000664333	lncRNA	1417		False
ENSG00000154889	MPPE1	ENST00000588072	protein_coding	3330	1	True
ENSG00000154889	MPPE1	ENST00000317235	protein_coding	2324		False
ENSG00000154889	MPPE1	ENST00000496196	nonsense_mediated_decay	2427		False
ENSG00000154889	MPPE1	ENST00000317251	nonsense_mediated_decay	1910		False
ENSG00000120688	WBP4	ENST00000379487	protein_coding	2388	1	True
ENSG00000280580	LINC02342	ENST00000627910	lncRNA	461	1	True
ENSG00000283371		ENST00000636373	unprocessed_pseudogene	85	1	True
ENSG00000154889	MPPE1	ENST00000309976	protein_coding	1636		False
ENSG00000154889	MPPE1	ENST00000344987	protein_coding	1831		False
ENSG00000180440	SERTM1	ENST00000315190	protein_coding	3099	1	True
ENSG00000284796	DCAF11	ENST00000642239	protein_coding	2711		False
ENSG00000154889	MPPE1	ENST00000592755	protein_coding_CDS_not_defined	705		False
ENSG00000278580		ENST00000620433	unprocessed_pseudogene	407	1	True
ENSG00000224686	ELOCP23	ENST00000452014	processed_pseudogene	332	1	True
ENSG00000232447	MTND5P3	ENST00000438536	processed_pseudogene	1800	1	True
ENSG00000287270		ENST00000654937	lncRNA	1092	1	True
ENSG00000288038		ENST00000656194	lncRNA	1362	1	True
ENSG00000154889	MPPE1	ENST00000592447	retained_intron	2530		False
ENSG00000154889	MPPE1	ENST00000592306	nonsense_mediated_decay	582		False
ENSG00000284796	DCAF11	ENST00000642976	protein_coding	581		False
ENSG00000284953	CACNA2D4	ENST00000645018	protein_coding	5285		False
ENSG00000154889	MPPE1	ENST00000592894	retained_intron	1165		False
ENSG00000154889	MPPE1	ENST00000587724	protein_coding	622		False
ENSG00000284796	DCAF11	ENST00000644414	protein_coding_CDS_not_defined	568		False
ENSG00000284796	DCAF11	ENST00000646353	protein_coding	947		False
ENSG00000154889	MPPE1	ENST00000592977	protein_coding	1089		False
ENSG00000154889	MPPE1	ENST00000589731	retained_intron	1568		False
ENSG00000154889	MPPE1	ENST00000592331	protein_coding	602		False
ENSG00000284796	DCAF11	ENST00000646037	protein_coding	748		False
ENSG00000284796	DCAF11	ENST00000646568	protein_coding	4299	1	True
ENSG00000154889	MPPE1	ENST00000588186	protein_coding	1099		False
ENSG00000139514	SLC7A1	ENST00000380752	protein_coding	7343	1	True
ENSG00000139514	SLC7A1	ENST00000473577	protein_coding_CDS_not_defined	726		False
ENSG00000139514	SLC7A1	ENST00000450494	protein_coding	547		False
ENSG00000154889	MPPE1	ENST00000588191	protein_coding	1152		False
ENSG00000160216	AGPAT3	ENST00000291572	protein_coding	6565	1	True
ENSG00000154889	MPPE1	ENST00000589267	protein_coding	885		False
ENSG00000160216	AGPAT3	ENST00000474735	protein_coding_CDS_not_defined	427		False
ENSG00000154889	MPPE1	ENST00000586364	protein_coding_CDS_not_defined	571		False
ENSG00000160216	AGPAT3	ENST00000448287	protein_coding	454		False
ENSG00000154889	MPPE1	ENST00000592180	retained_intron	637		False
ENSG00000284796	DCAF11	ENST00000644602	nonsense_mediated_decay	4202		False
ENSG00000154889	MPPE1	ENST00000590501	protein_coding	818		False
ENSG00000160216	AGPAT3	ENST00000398061	protein_coding	3595		False
ENSG00000284796	DCAF11	ENST00000643844	protein_coding	476		False
ENSG00000154889	MPPE1	ENST00000588103	protein_coding	698		False
ENSG00000160216	AGPAT3	ENST00000327505	protein_coding	3589		False
ENSG00000284796	DCAF11	ENST00000644202	protein_coding	543		False
ENSG00000154889	MPPE1	ENST00000587381	protein_coding_CDS_not_defined	555		False
ENSG00000160216	AGPAT3	ENST00000445582	protein_coding	582		False
ENSG00000154889	MPPE1	ENST00000589859	protein_coding	567		False
ENSG00000154889	MPPE1	ENST00000586844	protein_coding	564		False
ENSG00000160216	AGPAT3	ENST00000398063	protein_coding	5767		False
ENSG00000154889	MPPE1	ENST00000593001	non_stop_decay	379		False
ENSG00000154889	MPPE1	ENST00000589829	protein_coding_CDS_not_defined	593		False
ENSG00000160216	AGPAT3	ENST00000398058	protein_coding	4338		False
ENSG00000284796	DCAF11	ENST00000644726	protein_coding	603		False
ENSG00000154889	MPPE1	ENST00000591667	protein_coding_CDS_not_defined	580		False
ENSG00000284953	CACNA2D4	ENST00000645049	retained_intron	5936		False
ENSG00000160216	AGPAT3	ENST00000457068	protein_coding	924		False
ENSG00000284796	DCAF11	ENST00000642215	protein_coding	549		False
ENSG00000154889	MPPE1	ENST00000590302	protein_coding_CDS_not_defined	578		False
ENSG00000280610	KIF15	ENST00000627272	protein_coding	4760	1	True
ENSG00000154889	MPPE1	ENST00000586204	protein_coding_CDS_not_defined	565		False
ENSG00000154889	MPPE1	ENST00000588939	retained_intron	599		False
ENSG00000265752	LINC02958	ENST00000582300	lncRNA	1061	1	True
ENSG00000284796	DCAF11	ENST00000646937	protein_coding	545		False
ENSG00000160216	AGPAT3	ENST00000448845	protein_coding	392		False
ENSG00000280610	KIF15	ENST00000625939	protein_coding	2240		False
ENSG00000265752	LINC02958	ENST00000664669	lncRNA	1434		False
ENSG00000284796	DCAF11	ENST00000643133	protein_coding	300		False
ENSG00000160216	AGPAT3	ENST00000498670	protein_coding_CDS_not_defined	791		False
ENSG00000284953	CACNA2D4	ENST00000646018	nonsense_mediated_decay	4450		False
ENSG00000160216	AGPAT3	ENST00000422850	protein_coding	1003		False
ENSG00000284796	DCAF11	ENST00000646026	nonsense_mediated_decay	578		False
ENSG00000280610	KIF15	ENST00000627705	protein_coding	3460		False
ENSG00000160216	AGPAT3	ENST00000497909	protein_coding_CDS_not_defined	773		False
ENSG00000280610	KIF15	ENST00000631063	retained_intron	1454		False
ENSG00000160216	AGPAT3	ENST00000546158	protein_coding	2199		False
ENSG00000284953	CACNA2D4	ENST00000646498	nonsense_mediated_decay	1615		False
ENSG00000284796	DCAF11	ENST00000646824	nonsense_mediated_decay	641		False
ENSG00000280610	KIF15	ENST00000629073	nonsense_mediated_decay	2441		False
ENSG00000284796	DCAF11	ENST00000645364	protein_coding_CDS_not_defined	522		False
ENSG00000284953	CACNA2D4	ENST00000644401	protein_coding	1498		False
ENSG00000280610	KIF15	ENST00000627473	nonsense_mediated_decay	691		False
ENSG00000284796	DCAF11	ENST00000646325	protein_coding_CDS_not_defined	590		False
ENSG00000284953	CACNA2D4	ENST00000644394	protein_coding	3883		False
ENSG00000284275	MIR564	ENST00000627057	miRNA	94	1	True
ENSG00000280516	TMEM42	ENST00000630091	retained_intron	3071		False
ENSG00000284796	DCAF11	ENST00000645275	nonsense_mediated_decay	547		False
ENSG00000284796	DCAF11	ENST00000644601	protein_coding	581		False
ENSG00000284796	DCAF11	ENST00000645230	protein_coding	570		False
ENSG00000284953	CACNA2D4	ENST00000642253	nonsense_mediated_decay	976		False
ENSG00000160216	AGPAT3	ENST00000479117	protein_coding_CDS_not_defined	1510		False
ENSG00000284796	DCAF11	ENST00000643419	protein_coding	575		False
ENSG00000160216	AGPAT3	ENST00000481319	protein_coding_CDS_not_defined	616		False
ENSG00000280516	TMEM42	ENST00000626748	protein_coding	977	1	True
ENSG00000284953	CACNA2D4	ENST00000645926	retained_intron	676		False
ENSG00000284796	DCAF11	ENST00000643622	protein_coding_CDS_not_defined	444		False
ENSG00000160216	AGPAT3	ENST00000467358	retained_intron	3955		False
ENSG00000284796	DCAF11	ENST00000647222	nonsense_mediated_decay	2570		False
ENSG00000284953	CACNA2D4	ENST00000645225	protein_coding	3311		False
ENSG00000160216	AGPAT3	ENST00000484865	retained_intron	588		False
ENSG00000281886	TGM4	ENST00000626185	retained_intron	1746		False
ENSG00000199598	RNU6-859P	ENST00000362728	snRNA	107	1	True
ENSG00000284796	DCAF11	ENST00000644190	protein_coding	592		False
ENSG00000252606	RNU6-1150P	ENST00000516797	snRNA	99	1	True
ENSG00000284796	DCAF11	ENST00000644990	nonsense_mediated_decay	552		False
ENSG00000284953	CACNA2D4	ENST00000642731	protein_coding	952		False
ENSG00000284796	DCAF11	ENST00000643675	protein_coding	547		False
ENSG00000284953	CACNA2D4	ENST00000643563	protein_coding	895		False
ENSG00000284796	DCAF11	ENST00000644849	protein_coding	587		False
ENSG00000284953	CACNA2D4	ENST00000646095	retained_intron	575		False
ENSG00000284796	DCAF11	ENST00000645157	protein_coding	575		False
ENSG00000284953	CACNA2D4	ENST00000644981	protein_coding	3499	1	True
ENSG00000284796	DCAF11	ENST00000645200	nonsense_mediated_decay	2342		False
ENSG00000284796	DCAF11	ENST00000644566	protein_coding	2402		False
ENSG00000284953	CACNA2D4	ENST00000644272	retained_intron	550		False
ENSG00000284953	CACNA2D4	ENST00000642910	protein_coding	3273		False
ENSG00000284796	DCAF11	ENST00000642993	nonsense_mediated_decay	659		False
ENSG00000284953	CACNA2D4	ENST00000643629	retained_intron	552		False
ENSG00000284796	DCAF11	ENST00000646524	protein_coding	2469		False
ENSG00000284953	CACNA2D4	ENST00000647066	nonsense_mediated_decay	556		False
ENSG00000284796	DCAF11	ENST00000645867	retained_intron	686		False
ENSG00000284953	CACNA2D4	ENST00000645267	retained_intron	680		False
ENSG00000284953	CACNA2D4	ENST00000647253	retained_intron	576		False
ENSG00000284796	DCAF11	ENST00000642313	retained_intron	2627		False
ENSG00000284953	CACNA2D4	ENST00000642921	retained_intron	498		False
ENSG00000284796	DCAF11	ENST00000644620	protein_coding	1011		False
ENSG00000284953	CACNA2D4	ENST00000644558	retained_intron	596		False
ENSG00000284796	DCAF11	ENST00000642621	retained_intron	843		False
ENSG00000284953	CACNA2D4	ENST00000647339	retained_intron	558		False
ENSG00000284818		ENST00000643336	protein_coding	850	1	True
ENSG00000284953	CACNA2D4	ENST00000647100	protein_coding	2566		False
ENSG00000284953	CACNA2D4	ENST00000645209	protein_coding_CDS_not_defined	499		False
ENSG00000284953	CACNA2D4	ENST00000645737	retained_intron	404		False
ENSG00000286298		ENST00000663034	lncRNA	687	1	True
ENSG00000285321	FITM1	ENST00000644407	protein_coding	1194	1	True
ENSG00000285321	FITM1	ENST00000642380	protein_coding	800		False
ENSG00000101489	CELF4	ENST00000586009	protein_coding	2542		False
ENSG00000285383	LRTM2	ENST00000643383	protein_coding	3986	1	True
ENSG00000281886	TGM4	ENST00000628744	protein_coding	3391	1	True
ENSG00000285383	LRTM2	ENST00000647440	protein_coding_CDS_not_defined	654		False
ENSG00000281886	TGM4	ENST00000626379	protein_coding_CDS_not_defined	137		False
ENSG00000285383	LRTM2	ENST00000646982	protein_coding_CDS_not_defined	559		False
ENSG00000285383	LRTM2	ENST00000643791	protein_coding_CDS_not_defined	2787		False
ENSG00000285383	LRTM2	ENST00000646030	protein_coding	3653		False
ENSG00000281886	TGM4	ENST00000627547	nonsense_mediated_decay	641		False
ENSG00000281886	TGM4	ENST00000625785	retained_intron	544		False
ENSG00000285383	LRTM2	ENST00000642521	protein_coding_CDS_not_defined	638		False
ENSG00000281886	TGM4	ENST00000629749	retained_intron	707		False
ENSG00000285383	LRTM2	ENST00000647164	protein_coding_CDS_not_defined	537		False
ENSG00000280701		ENST00000625401	lncRNA	569	1	True
ENSG00000285383	LRTM2	ENST00000646885	protein_coding_CDS_not_defined	540		False
ENSG00000281626	ZNF852	ENST00000710692	protein_coding	1424		False
ENSG00000285383	LRTM2	ENST00000643163	protein_coding	3236		False
ENSG00000281626	ZNF852	ENST00000650002	protein_coding	1099	1	True
ENSG00000285383	LRTM2	ENST00000644226	protein_coding	597		False
ENSG00000281626	ZNF852	ENST00000625909	retained_intron	3535		False
ENSG00000281626	ZNF852	ENST00000710693	protein_coding_CDS_not_defined	1154		False
ENSG00000285383	LRTM2	ENST00000643914	protein_coding	587		False
ENSG00000285383	LRTM2	ENST00000642918	protein_coding_CDS_not_defined	560		False
ENSG00000284916	PSME1	ENST00000645332	protein_coding	1033		False
ENSG00000285149		ENST00000646059	lncRNA	315	1	True
ENSG00000285233	LINC00940	ENST00000643739	lncRNA	2350	1	True
ENSG00000101489	CELF4	ENST00000588591	protein_coding	2651		False
ENSG00000088386	SLC15A1	ENST00000376503	protein_coding	3124	1	True
ENSG00000160218	TRAPPC10	ENST00000291574	protein_coding	6986	1	True
ENSG00000284850	DCP1B	ENST00000647122	protein_coding	2033	1	True
ENSG00000160218	TRAPPC10	ENST00000380221	protein_coding	1763		False
ENSG00000284850	DCP1B	ENST00000643588	nonsense_mediated_decay	2073		False
ENSG00000284850	DCP1B	ENST00000646218	protein_coding	1547		False
ENSG00000284850	DCP1B	ENST00000643983	protein_coding_CDS_not_defined	839		False
ENSG00000284850	DCP1B	ENST00000644212	protein_coding_CDS_not_defined	948		False
ENSG00000284850	DCP1B	ENST00000645476	protein_coding_CDS_not_defined	598		False
ENSG00000088386	SLC15A1	ENST00000376494	retained_intron	1621		False
ENSG00000276672		ENST00000621575	lncRNA	4636	1	True
ENSG00000284850	DCP1B	ENST00000644729	protein_coding	2231		False
ENSG00000285355		ENST00000645647	lncRNA	629	1	True
ENSG00000234650	PCCA-AS1	ENST00000451662	lncRNA	474	1	True
ENSG00000285291	CACNA1C-IT1	ENST00000646549	lncRNA	687	1	True
ENSG00000234650	PCCA-AS1	ENST00000455958	lncRNA	546		False
ENSG00000285324		ENST00000644565	lncRNA	459	1	True
ENSG00000234650	PCCA-AS1	ENST00000414553	lncRNA	346		False
ENSG00000285107	CACNA1C-AS4	ENST00000668748	lncRNA	1534	1	True
ENSG00000272046		ENST00000606221	lncRNA	3599	1	True
ENSG00000160218	TRAPPC10	ENST00000422875	nonsense_mediated_decay	5267		False
ENSG00000215037	VENTXP2	ENST00000399480	processed_pseudogene	481	1	True
ENSG00000285107	CACNA1C-AS4	ENST00000646962	lncRNA	735		False
ENSG00000284775	CACNA1C-IT3	ENST00000646990	lncRNA	622	1	True
ENSG00000236463	LINC00427	ENST00000412722	lncRNA	430	1	True
ENSG00000160218	TRAPPC10	ENST00000481460	retained_intron	455		False
ENSG00000285924		ENST00000650345	lncRNA	1546	1	True
ENSG00000230474	ATP6V1G1P7	ENST00000415853	processed_pseudogene	349	1	True
ENSG00000160218	TRAPPC10	ENST00000461889	retained_intron	563		False
ENSG00000285983		ENST00000648849	lncRNA	3191	1	True
ENSG00000160218	TRAPPC10	ENST00000459741	retained_intron	5826		False
ENSG00000283554	LINC02341	ENST00000637462	lncRNA	1295	1	True
ENSG00000284942	CACNA1C-AS3	ENST00000646365	lncRNA	444	1	True
ENSG00000160218	TRAPPC10	ENST00000465905	protein_coding_CDS_not_defined	563		False
ENSG00000283554	LINC02341	ENST00000637043	lncRNA	824		False
ENSG00000160218	TRAPPC10	ENST00000483973	protein_coding_CDS_not_defined	579		False
ENSG00000160218	TRAPPC10	ENST00000486746	protein_coding_CDS_not_defined	530		False
ENSG00000284759		ENST00000645902	processed_pseudogene	732	1	True
ENSG00000160218	TRAPPC10	ENST00000469521	retained_intron	759		False
ENSG00000285101	CACNA1C-AS2	ENST00000646616	lncRNA	609	1	True
ENSG00000160218	TRAPPC10	ENST00000485621	retained_intron	537		False
ENSG00000160218	TRAPPC10	ENST00000468864	retained_intron	3909		False
ENSG00000285335	CACNA1C-AS1	ENST00000644973	lncRNA	2191	1	True
ENSG00000213440	H2AZP1	ENST00000416034	processed_pseudogene	395	1	True
ENSG00000285335	CACNA1C-AS1	ENST00000643084	lncRNA	742		False
ENSG00000150907	FOXO1	ENST00000379561	protein_coding	5779	1	True
ENSG00000285335	CACNA1C-AS1	ENST00000643971	lncRNA	575		False
ENSG00000150907	FOXO1	ENST00000473775	protein_coding_CDS_not_defined	178		False
ENSG00000150907	FOXO1	ENST00000655267	protein_coding_CDS_not_defined	509		False
ENSG00000150907	FOXO1	ENST00000660760	protein_coding_CDS_not_defined	491		False
ENSG00000231222	ARF4P4	ENST00000439608	processed_pseudogene	520	1	True
ENSG00000241945	PWP2	ENST00000456705	protein_coding	604		False
ENSG00000224418	STK24-AS1	ENST00000434547	lncRNA	1278	1	True
ENSG00000136152	COG3	ENST00000617325	protein_coding_CDS_not_defined	531		False
ENSG00000284916	PSME1	ENST00000645537	protein_coding	965		False
ENSG00000284916	PSME1	ENST00000644115	retained_intron	947		False
ENSG00000101489	CELF4	ENST00000334919	protein_coding	3542		False
ENSG00000284916	PSME1	ENST00000646850	retained_intron	865		False
ENSG00000284916	PSME1	ENST00000646132	protein_coding	1136	1	True
ENSG00000284916	PSME1	ENST00000643169	protein_coding	945		False
ENSG00000241945	PWP2	ENST00000291576	protein_coding	3188	1	True
ENSG00000284916	PSME1	ENST00000645019	protein_coding_CDS_not_defined	476		False
ENSG00000284916	PSME1	ENST00000647451	retained_intron	763		False
ENSG00000241945	PWP2	ENST00000486126	protein_coding_CDS_not_defined	583		False
ENSG00000284916	PSME1	ENST00000645347	retained_intron	922		False
ENSG00000284916	PSME1	ENST00000642736	nonsense_mediated_decay	651		False
ENSG00000241945	PWP2	ENST00000471490	retained_intron	4564		False
ENSG00000241945	PWP2	ENST00000494310	protein_coding_CDS_not_defined	712		False
ENSG00000285377	EMC9	ENST00000647138	retained_intron	565		False
ENSG00000101489	CELF4	ENST00000591287	protein_coding	3757		False
ENSG00000241945	PWP2	ENST00000476948	retained_intron	603		False
ENSG00000287637		ENST00000663813	lncRNA	2260	1	True
ENSG00000273210		ENST00000608783	lncRNA	456	1	True
ENSG00000101489	CELF4	ENST00000590112	nonsense_mediated_decay	3236		False
ENSG00000101489	CELF4	ENST00000590011	protein_coding_CDS_not_defined	579		False
ENSG00000101489	CELF4	ENST00000601019	protein_coding	1836		False
ENSG00000101489	CELF4	ENST00000361795	protein_coding	1853		False
ENSG00000285377	EMC9	ENST00000644280	protein_coding	872		False
ENSG00000101489	CELF4	ENST00000603232	protein_coding	1906		False
ENSG00000101489	CELF4	ENST00000587911	protein_coding	532		False
ENSG00000101489	CELF4	ENST00000591282	protein_coding	1461		False
ENSG00000101489	CELF4	ENST00000593271	protein_coding	426		False
ENSG00000101489	CELF4	ENST00000589386	protein_coding	556		False
ENSG00000101489	CELF4	ENST00000588597	protein_coding	1444		False
ENSG00000285377	EMC9	ENST00000642147	protein_coding	953	1	True
ENSG00000101489	CELF4	ENST00000587657	protein_coding	410		False
ENSG00000136152	COG3	ENST00000349995	protein_coding	4555	1	True
ENSG00000101489	CELF4	ENST00000591421	retained_intron	675		False
ENSG00000284058	RNA5SP266	ENST00000638866	rRNA_pseudogene	108	1	True
ENSG00000136152	COG3	ENST00000617493	protein_coding	1809		False
ENSG00000101489	CELF4	ENST00000587074	protein_coding_CDS_not_defined	411		False
ENSG00000101489	CELF4	ENST00000601392	protein_coding	989		False
ENSG00000136152	COG3	ENST00000476702	non_stop_decay	255		False
ENSG00000285377	EMC9	ENST00000646772	protein_coding	838		False
ENSG00000136152	COG3	ENST00000618913	protein_coding_CDS_not_defined	530		False
ENSG00000136152	COG3	ENST00000465942	protein_coding_CDS_not_defined	928		False
ENSG00000285377	EMC9	ENST00000645610	nonsense_mediated_decay	771		False
ENSG00000136152	COG3	ENST00000486940	nonsense_mediated_decay	679		False
ENSG00000101489	CELF4	ENST00000587819	protein_coding	677		False
ENSG00000285377	EMC9	ENST00000644286	retained_intron	530		False
ENSG00000285377	EMC9	ENST00000647012	protein_coding_CDS_not_defined	769		False
ENSG00000101489	CELF4	ENST00000589229	protein_coding	592		False
ENSG00000285298		ENST00000642467	lncRNA	747	1	True
ENSG00000234551	LINC01309	ENST00000444795	lncRNA	1244		False
ENSG00000101489	CELF4	ENST00000587924	protein_coding	329		False
ENSG00000234551	LINC01309	ENST00000667000	lncRNA	1553	1	True
ENSG00000101489	CELF4	ENST00000587449	protein_coding_CDS_not_defined	475		False
ENSG00000271386	SRGNP1	ENST00000603392	processed_pseudogene	451	1	True
ENSG00000101489	CELF4	ENST00000420428	protein_coding	3820	1	True
ENSG00000284889	PSME2	ENST00000642832	retained_intron	496		False
ENSG00000235306	GAPDHP34	ENST00000432112	processed_pseudogene	823	1	True
ENSG00000280380		ENST00000624000	TEC	3189	1	True
ENSG00000266283		ENST00000583442	lncRNA	770	1	True
ENSG00000287563		ENST00000671418	lncRNA	1251	1	True
ENSG00000231824	AKAIN1	ENST00000580650	protein_coding	523		False
ENSG00000231824	AKAIN1	ENST00000434239	protein_coding	3065	1	True
ENSG00000132874	SLC14A2	ENST00000586448	protein_coding	3540		False
ENSG00000132874	SLC14A2	ENST00000255226	protein_coding	4073	1	True
ENSG00000132874	SLC14A2	ENST00000323329	nonsense_mediated_decay	1729		False
ENSG00000263551		ENST00000577719	lncRNA	681		False
ENSG00000263551		ENST00000580781	lncRNA	776		False
ENSG00000263551		ENST00000579835	lncRNA	508		False
ENSG00000263551		ENST00000581556	lncRNA	549		False
ENSG00000263551		ENST00000583497	lncRNA	456		False
ENSG00000263551		ENST00000667797	lncRNA	1060		False
ENSG00000136141	LRCH1	ENST00000311191	protein_coding	4710		False
ENSG00000263551		ENST00000670380	lncRNA	1332	1	True
ENSG00000284889	PSME2	ENST00000647449	protein_coding	755		False
ENSG00000279543		ENST00000624553	TEC	648	1	True
ENSG00000136141	LRCH1	ENST00000443945	retained_intron	2070		False
ENSG00000136141	LRCH1	ENST00000389798	protein_coding	4131		False
