Target_genes	Patz1|Average	SRX20088451|ES_cells	SRX20088452|ES_cells	SRX20088453|ES_cells	SRX20088454|ES_cells	STRING
Gm867	70.750000	142	141	0	0	0
Cspg5	70.750000	126	157	0	0	0
Chchd10	70.750000	142	141	0	0	0
Ubiad1	70.500000	171	111	0	0	0
Trerf1	70.500000	163	119	0	0	0
Timp2	70.500000	144	138	0	0	0
Mycl	70.500000	138	144	0	0	0
Mtor	70.500000	171	111	0	0	0
Hoxb1	70.500000	171	111	0	0	0
Arl15	70.500000	0	282	0	0	0
Tut7	70.250000	182	99	0	0	0
Plcg2	70.250000	148	133	0	0	0
Hhex	70.250000	91	190	0	0	0
H3f3b	70.250000	136	145	0	0	0
Dazap2	70.250000	120	161	0	0	0
Zhx2	70.000000	160	120	0	0	0
Vasp	70.000000	101	179	0	0	0
Sfpq	70.000000	174	106	0	0	0
Pcyt1b	70.000000	280	0	0	0	0
Lrrn2	70.000000	95	185	0	0	0
H3f3a	70.000000	131	149	0	0	0
Fnip1	70.000000	0	280	0	0	0
Ermard	70.000000	131	149	0	0	0
Atoh8	70.000000	131	149	0	0	0
Tet2	69.750000	137	142	0	0	0
Smurf1	69.750000	0	279	0	0	0
Slc39a3	69.750000	146	133	0	0	0
Prdm5	69.750000	148	131	0	0	0
Ppp3ca	69.750000	146	133	0	0	0
Ppp1r16a	69.750000	124	155	0	0	0
Papola	69.750000	146	133	0	0	0
Ncdn	69.750000	134	145	0	0	0
Mon1a	69.750000	121	158	0	0	0
Maml3	69.750000	154	125	0	0	0
Kank2	69.750000	146	133	0	0	0
Foxh1	69.750000	124	155	0	0	0
Fgd1	69.750000	147	132	0	0	0
Cbfb	69.750000	137	142	0	0	0
AU040320	69.750000	134	145	0	0	0
Vps72	69.500000	145	133	0	0	0
Unc5b	69.500000	190	88	0	0	0
Sv2c	69.500000	95	183	0	0	0
Sh3d19	69.500000	210	68	0	0	0
Pip5k1a	69.500000	145	133	0	0	0
Klhl24	69.500000	101	177	0	0	0
Cacna1g	69.500000	167	111	0	0	0
Myo1c	69.250000	140	137	0	0	0
Klhl22	69.250000	145	132	0	0	0
Cyld	69.250000	153	124	0	0	0
Carmil3	69.250000	177	100	0	0	0
Wdtc1	69.000000	168	108	0	0	0
Tmem243	69.000000	171	105	0	0	0
Syt7	69.000000	101	175	0	0	0
Plekha8	69.000000	136	140	0	0	0
Npepl1	69.000000	106	170	0	0	0
Fkbp14	69.000000	136	140	0	0	0
Azin1	69.000000	165	111	0	0	0
Wdr41	68.750000	0	275	0	0	0
Vgll4	68.750000	149	126	0	0	0
Tdrp	68.750000	158	117	0	0	0
Slc6a7	68.750000	144	131	0	0	0
Slc3a2	68.750000	112	163	0	0	0
Man1a2	68.750000	116	159	0	0	0
Hadhb	68.750000	129	146	0	0	0
Hadha	68.750000	129	146	0	0	0
Denr	68.750000	106	169	0	0	0
Zic2	68.500000	0	274	0	0	0
Sdccag8	68.500000	174	100	0	0	0
Ptov1	68.500000	116	158	0	0	0
Muc1	68.500000	91	183	0	0	0
Kif1c	68.500000	144	130	0	0	0
Inca1	68.500000	144	130	0	0	0
Hmgn2	68.500000	143	131	0	0	0
D630045J12Rik	68.500000	86	188	0	0	0
Cort	68.500000	187	87	0	0	0
Cfap97	68.500000	151	123	0	0	0
Cep170	68.500000	174	100	0	0	0
Ywhab	68.250000	112	161	0	0	0
Vps54	68.250000	102	171	0	0	0
Nr2c2	68.250000	127	146	0	0	0
Mdm4	68.250000	120	153	0	0	0
Dab1	68.250000	127	146	0	0	0
Csnk2a1	68.250000	124	149	0	0	0
Uvrag	68.000000	129	143	0	0	0
Utp4	68.000000	132	140	0	0	0
Ptger1	68.000000	160	112	0	0	0
Msln	68.000000	150	122	0	0	0
Mien1	68.000000	164	108	0	0	0
Kat6b	68.000000	197	75	0	0	0
Hoxa7	68.000000	156	116	0	0	0
Galnt10	68.000000	173	99	0	0	0
Derpc	68.000000	132	140	0	0	0
Chtf8	68.000000	132	140	0	0	0
Bend6	68.000000	131	141	0	0	0
Aspscr1	68.000000	82	190	0	0	0
Adgrl3	68.000000	157	115	0	0	0
Tmed3	67.750000	129	142	0	0	0
Rrad	67.750000	0	0	271	0	0
Mef2a	67.750000	118	153	0	0	0
Macroh2a2	67.750000	120	151	0	0	0
Eapp	67.750000	96	175	0	0	0
Cdh16	67.750000	0	0	271	0	0
Arhgef2	67.750000	164	107	0	0	0
Zfp644	67.500000	107	163	0	0	0
Zbtb4	67.500000	133	137	0	0	0
Synm	67.500000	97	173	0	0	0
Gcc1	67.500000	173	97	0	0	0
Fscn3	67.500000	173	97	0	0	0
Fgf18	67.500000	122	148	0	0	0
Exosc8	67.500000	105	165	0	0	0
Edf1	67.500000	0	270	0	0	0
Dse	67.500000	135	135	0	0	0
Arf5	67.500000	173	97	0	0	0
Alg5	67.500000	105	165	0	0	0
Tnp2	67.250000	137	132	0	0	0
Socs1	67.250000	137	132	0	0	0
Foxd2	67.250000	158	111	0	0	0
Fign	67.250000	116	153	0	0	0
Fam189a1	67.250000	131	138	0	0	0
Ddx5	67.250000	92	177	0	0	0
Cops7a	67.250000	110	159	0	0	0
Cep95	67.250000	92	177	0	0	0
Atp5g2	67.250000	128	141	0	0	0
Arap2	67.250000	97	172	0	0	0
Aftph	67.250000	107	162	0	0	0
Xpo1	67.000000	152	116	0	0	0
Psmc2	67.000000	109	159	0	0	0
Neurl1a	67.000000	116	152	0	0	0
Ndufb6	67.000000	155	113	0	0	0
Nat8l	67.000000	134	134	0	0	0
Msn	67.000000	129	139	0	0	0
Map1lc3b	67.000000	98	170	0	0	0
Lypd6	67.000000	138	130	0	0	0
Krcc1	67.000000	121	147	0	0	0
Gabpb1	67.000000	120	148	0	0	0
Eif4g1	67.000000	137	131	0	0	0
Dnajc2	67.000000	109	159	0	0	0
Ddn	67.000000	146	122	0	0	0
Zyx	66.750000	94	173	0	0	0
Nol4l	66.750000	140	127	0	0	0
Mn1	66.750000	139	128	0	0	0
Mboat1	66.750000	146	121	0	0	0
Igfbp4	66.750000	119	148	0	0	0
Galnt7	66.750000	119	148	0	0	0
Fam78b	66.750000	124	143	0	0	0
Cdca7l	66.750000	113	154	0	0	0
Alyref2	66.750000	157	110	0	0	0
Zc3h12a	66.500000	136	130	0	0	0
Tafa5	66.500000	97	169	0	0	0
Rrs1	66.500000	96	170	0	0	0
Rbbp6	66.500000	127	139	0	0	0
Adhfe1	66.500000	96	170	0	0	0
Abhd10	66.500000	132	134	0	0	0
Zfp219	66.250000	149	116	0	0	0
Slc25a15	66.250000	126	139	0	0	0
Sh2b3	66.250000	107	158	0	0	0
Otub1	66.250000	95	170	0	0	0
Oaf	66.250000	125	140	0	0	0
Hhat	66.250000	122	143	0	0	0
Gpr85	66.250000	120	145	0	0	0
Foxo1	66.250000	173	92	0	0	0
Zfp946	66.000000	146	118	0	0	0
Zfp212	66.000000	117	147	0	0	0
Siglecf	66.000000	143	121	0	0	0
Retreg2	66.000000	125	139	0	0	0
Csnk1e	66.000000	86	178	0	0	0
Cnppd1	66.000000	125	139	0	0	0
Bin1	66.000000	162	102	0	0	0
Txnip	65.750000	145	118	0	0	0
Svop	65.750000	138	125	0	0	0
Osbpl8	65.750000	107	156	0	0	0
Nup205	65.750000	93	170	0	0	0
Map2k4	65.750000	113	150	0	0	0
Hmox1	65.750000	132	131	0	0	0
Cdk20	65.750000	105	158	0	0	0
Ankrd33b	65.750000	148	115	0	0	0
Zfp607a	65.500000	138	124	0	0	0
Qk	65.500000	143	119	0	0	0
Ppfibp1	65.500000	103	159	0	0	0
Kansl3	65.500000	109	153	0	0	0
Ier2	65.500000	149	113	0	0	0
Fer1l5	65.500000	109	153	0	0	0
Agrn	65.500000	121	141	0	0	0
1700029P11Rik	65.500000	114	148	0	0	0
Vwa8	65.250000	82	179	0	0	0
Tmeff1	65.250000	118	143	0	0	0
Tma16	65.250000	104	157	0	0	0
Tm9sf3	65.250000	147	114	0	0	0
Timm22	65.250000	146	115	0	0	0
Scmh1	65.250000	120	141	0	0	0
Prkaca	65.250000	137	124	0	0	0
Ppp2r5b	65.250000	113	148	0	0	0
Erbb3	65.250000	138	123	0	0	0
Csk	65.250000	126	135	0	0	0
Cpped1	65.250000	113	148	0	0	0
Atrx	65.250000	157	104	0	0	0
Anapc15	65.250000	157	104	0	0	0
4930453N24Rik	65.250000	69	192	0	0	0
Usp4	65.000000	169	91	0	0	0
Twf2	65.000000	88	172	0	0	0
Sox2	65.000000	136	124	0	0	0
Rnf11	65.000000	136	124	0	0	0
Ppm1m	65.000000	88	172	0	0	0
Pdzd8	65.000000	135	125	0	0	0
Pafah1b1	65.000000	123	137	0	0	0
Dhx30	65.000000	106	154	0	0	0
Aplp1	65.000000	127	133	0	0	0
Sesn1	64.750000	91	168	0	0	0
Resf1	64.750000	135	124	0	0	0
Phactr2	64.750000	138	121	0	0	0
P4htm	64.750000	125	134	0	0	0
Mei4	64.750000	0	259	0	0	0
Ctbp2	64.750000	96	163	0	0	0
Cpsf1	64.750000	97	162	0	0	0
Cisd2	64.750000	120	139	0	0	0
Cep57l1	64.750000	91	168	0	0	0
Snf8	64.500000	0	258	0	0	0
Rps19	64.500000	100	158	0	0	0
P4ha1	64.500000	105	153	0	0	0
Mansc1	64.500000	145	113	0	0	0
Macroh2a1	64.500000	152	106	0	0	0
Ilvbl	64.500000	146	112	0	0	0
Tpk1	64.250000	142	115	0	0	0
Tmsb4x	64.250000	115	142	0	0	0
Nup153	64.250000	123	134	0	0	0
Nck1	64.250000	121	136	0	0	0
Ptms	64.000000	144	112	0	0	0
Nrp2	64.000000	121	135	0	0	0
Itgb1bp1	64.000000	115	141	0	0	0
Ift140	64.000000	256	0	0	0	0
Hmcn1	64.000000	100	156	0	0	0
Eloc	64.000000	122	134	0	0	0
Cramp1l	64.000000	256	0	0	0	0
Cpsf3	64.000000	115	141	0	0	0
Brpf1	64.000000	108	148	0	0	0
2310061I04Rik	64.000000	94	162	0	0	0
Uap1	63.750000	138	117	0	0	0
Tti2	63.750000	152	103	0	0	0
Taf9b	63.750000	140	115	0	0	0
Strn3	63.750000	131	124	0	0	0
Cnnm1	63.750000	106	149	0	0	0
Arhgef12	63.750000	158	97	0	0	0
Ap4s1	63.750000	131	124	0	0	0
Rad54l2	63.500000	0	254	0	0	0
Pprc1	63.500000	149	105	0	0	0
Pgrmc2	63.500000	96	158	0	0	0
Faap20	63.500000	125	129	0	0	0
Efna3	63.500000	132	122	0	0	0
Ccser1	63.500000	124	130	0	0	0
Ak3	63.500000	158	96	0	0	0
Zfp202	63.250000	155	98	0	0	0
Psma8	63.250000	129	124	0	0	0
Olfml2a	63.250000	164	89	0	0	0
Meis2	63.250000	103	150	0	0	0
Kcp	63.250000	113	140	0	0	0
Fam227b	63.250000	97	156	0	0	0
Fam102b	63.250000	103	150	0	0	0
Dtwd1	63.250000	97	156	0	0	0
Bex4	63.250000	101	152	0	0	0
Srcin1	63.000000	113	139	0	0	0
Shc2	63.000000	160	92	0	0	0
Sall3	63.000000	144	108	0	0	0
Pik3c3	63.000000	156	96	0	0	0
Ngef	63.000000	125	127	0	0	0
Kdm6a	63.000000	89	163	0	0	0
Hapln4	63.000000	185	67	0	0	0
Fam135a	63.000000	129	123	0	0	0
Ern1	63.000000	104	148	0	0	0
Cyb5r1	63.000000	135	117	0	0	0
Bcl2	63.000000	100	152	0	0	0
Abr	63.000000	135	117	0	0	0
Usp51	62.750000	94	157	0	0	0
Ttc26	62.750000	128	123	0	0	0
Stx12	62.750000	144	107	0	0	0
Ralb	62.750000	132	119	0	0	0
Nudcd3	62.750000	111	140	0	0	0
Ncoa4	62.750000	167	84	0	0	0
Ksr1	62.750000	130	121	0	0	0
Gmcl1	62.750000	98	153	0	0	0
Ankar	62.750000	0	0	0	251	0
Tent4a	62.500000	152	98	0	0	0
Rnf157	62.500000	98	152	0	0	0
Plxdc2	62.500000	122	128	0	0	0
Kifc3	62.500000	144	106	0	0	0
Cdv3	62.500000	130	120	0	0	0
Bloc1s5	62.500000	74	176	0	0	0
Anln	62.500000	119	131	0	0	0
9530077C05Rik	62.500000	119	131	0	0	0
Tmem11	62.250000	139	110	0	0	0
Polr3g	62.250000	96	153	0	0	0
Mblac2	62.250000	96	153	0	0	0
Hspg2	62.250000	119	130	0	0	0
Cbarp	62.250000	105	144	0	0	0
Atp5d	62.250000	105	144	0	0	0
Aebp2	62.250000	0	249	0	0	0
Acp2	62.250000	113	136	0	0	0
Zfp367	62.000000	107	141	0	0	0
Usf2	62.000000	106	142	0	0	0
Tcf4	62.000000	138	110	0	0	0
Rbms1	62.000000	109	139	0	0	0
Pigc	62.000000	113	135	0	0	0
Micu3	62.000000	119	129	0	0	0
Dffb	62.000000	0	248	0	0	0
Cep104	62.000000	0	248	0	0	0
Cdh12	62.000000	0	0	248	0	0
Atp5g3	62.000000	133	115	0	0	0
4930558K02Rik	62.000000	113	135	0	0	0
Ust	61.750000	157	90	0	0	0
Tbc1d14	61.750000	142	105	0	0	0
Slc35d1	61.750000	144	103	0	0	0
S100a10	61.750000	136	111	0	0	0
Ndufc2	61.750000	157	90	0	0	0
Man2a1	61.750000	134	113	0	0	0
Camsap3	61.750000	102	145	0	0	0
Amt	61.750000	129	118	0	0	0
1110004F10Rik	61.750000	108	139	0	0	0
Virma	61.500000	112	134	0	0	0
Thoc7	61.500000	116	130	0	0	0
Plekhg3	61.500000	116	130	0	0	0
Nutf2	61.500000	83	163	0	0	0
Fam117b	61.500000	142	104	0	0	0
Zmynd11	61.250000	122	123	0	0	0
Tbcc	61.250000	157	88	0	0	0
Pcm1	61.250000	112	133	0	0	0
Gm4981	61.250000	123	122	0	0	0
Fgf9	61.250000	128	117	0	0	0
Dux	61.250000	123	122	0	0	0
Dusp16	61.250000	138	107	0	0	0
Cdc37	61.250000	245	0	0	0	0
Sugct	61.000000	157	87	0	0	0
Nr3c1	61.000000	101	143	0	0	0
Mplkip	61.000000	157	87	0	0	0
Inava	61.000000	141	103	0	0	0
Col16a1	61.000000	105	139	0	0	0
Bves	61.000000	105	139	0	0	0
Ago3	61.000000	0	244	0	0	0
Slc9a5	60.750000	101	142	0	0	0
Iqce	60.750000	147	96	0	0	0
Fhod1	60.750000	101	142	0	0	0
Dtwd2	60.750000	148	95	0	0	0
Brat1	60.750000	147	96	0	0	0
Zbtb45	60.500000	117	125	0	0	0
Nfic	60.500000	89	153	0	0	0
Mxd3	60.500000	104	138	0	0	0
Laptm5	60.500000	146	96	0	0	0
Kcnip3	60.500000	102	140	0	0	0
Htr1d	60.500000	242	0	0	0	0
Heg1	60.500000	117	125	0	0	0
Abcc4	60.500000	134	108	0	0	0
Zkscan2	60.250000	146	95	0	0	0
Wnt4	60.250000	131	110	0	0	0
Tlk1	60.250000	133	108	0	0	0
Timm9	60.250000	107	134	0	0	0
Ephb2	60.250000	111	130	0	0	0
Cdh10	60.250000	129	112	0	0	0
Cd63	60.250000	144	97	0	0	0
2700049A03Rik	60.250000	107	134	0	0	0
Trim50	60.000000	0	0	112	128	0
Stat5b	60.000000	118	122	0	0	0
Nphp4	60.000000	0	240	0	0	0
Nek3	60.000000	0	240	0	0	0
Mt3	60.000000	134	106	0	0	0
Mknk2	60.000000	240	0	0	0	0
Kcnab2	60.000000	0	240	0	0	0
H2az2	60.000000	0	240	0	0	0
Gnptab	60.000000	90	150	0	0	0
Dpp9	60.000000	0	240	0	0	0
Cenpb	60.000000	113	127	0	0	0
Brwd1	60.000000	126	114	0	0	0
Gcn1	59.750000	95	144	0	0	0
Exoc3l	59.750000	128	111	0	0	0
E2f4	59.750000	128	111	0	0	0
Dazl	59.750000	90	149	0	0	0
Zbtb46	59.500000	122	116	0	0	0
Ttc39a	59.500000	142	96	0	0	0
Tead4	59.500000	140	98	0	0	0
Syt12	59.500000	157	81	0	0	0
Poli	59.500000	147	91	0	0	0
Mta3	59.500000	137	101	0	0	0
Itpr1	59.500000	130	108	0	0	0
Eif4ebp1	59.500000	134	104	0	0	0
Dnaja2	59.500000	120	118	0	0	0
Cd164	59.500000	100	138	0	0	0
Atp1b2	59.500000	112	126	0	0	0
Actn1	59.500000	138	100	0	0	0
4930519F16Rik	59.500000	119	119	0	0	0
Ntn1	59.250000	77	160	0	0	0
Lmna	59.250000	145	92	0	0	0
Hand2	59.250000	100	137	0	0	0
1700017B05Rik	59.250000	131	106	0	0	0
Zmym2	59.000000	127	109	0	0	0
Zcchc18	59.000000	123	113	0	0	0
Spata24	59.000000	99	137	0	0	0
Smim7	59.000000	113	123	0	0	0
Sh3gl1	59.000000	80	156	0	0	0
Rpl5	59.000000	127	109	0	0	0
Pramel1	59.000000	0	236	0	0	0
Plekhg2	59.000000	152	84	0	0	0
Pabpc1	59.000000	78	158	0	0	0
Mad1l1	59.000000	118	118	0	0	0
Kcna7	59.000000	128	108	0	0	0
Gm3435	59.000000	79	157	0	0	0
Foxo6	59.000000	0	236	0	0	0
Foxk2	59.000000	0	236	0	0	0
Champ1	59.000000	107	129	0	0	0
Chaf1a	59.000000	80	156	0	0	0
Tuba1c	58.750000	88	147	0	0	0
Trim8	58.750000	123	112	0	0	0
Tjap1	58.750000	134	101	0	0	0
Ppp1r1b	58.750000	139	96	0	0	0
Lgr5	58.750000	235	0	0	0	0
Frg1	58.750000	0	235	0	0	0
Erc2	58.750000	95	140	0	0	0
Zfp607b	58.500000	88	146	0	0	0
Xkr6	58.500000	0	234	0	0	0
Tmem107	58.500000	134	100	0	0	0
Sptan1	58.500000	101	133	0	0	0
Prkd3	58.500000	115	119	0	0	0
Pde10a	58.500000	109	125	0	0	0
Map3k10	58.500000	88	146	0	0	0
Lhx8	58.500000	123	111	0	0	0
Alg13	58.500000	234	0	0	0	0
Tmem150c	58.250000	121	112	0	0	0
Tbx2	58.250000	93	140	0	0	0
Rbm26	58.250000	90	143	0	0	0
Ppp1r1a	58.250000	127	106	0	0	0
Pnkd	58.250000	134	99	0	0	0
Mapkapk2	58.250000	97	136	0	0	0
Fgfrl1	58.250000	110	123	0	0	0
Dhcr24	58.250000	143	90	0	0	0
Banp	58.250000	96	137	0	0	0
Aamp	58.250000	134	99	0	0	0
Scap	58.000000	0	232	0	0	0
Pspc1	58.000000	232	0	0	0	0
Pet117	58.000000	140	92	0	0	0
Mmp15	58.000000	112	120	0	0	0
Kat14	58.000000	140	92	0	0	0
Gpr176	58.000000	126	106	0	0	0
AW549877	58.000000	129	103	0	0	0
Tet3	57.750000	112	119	0	0	0
Rbm28	57.750000	101	130	0	0	0
Lrrc15	57.750000	137	94	0	0	0
Gpi1	57.750000	121	110	0	0	0
Acsl6	57.750000	122	109	0	0	0
Tmc8	57.500000	107	123	0	0	0
Tmc6	57.500000	107	123	0	0	0
Stk38l	57.500000	0	230	0	0	0
Grik3	57.500000	107	123	0	0	0
Gm10710	57.500000	230	0	0	0	0
Gm10033	57.500000	131	99	0	0	0
Dchs2	57.500000	230	0	0	0	0
Cd38	57.500000	120	110	0	0	0
Cd248	57.500000	125	105	0	0	0
Cacnb3	57.500000	92	138	0	0	0
Arhgap30	57.500000	144	86	0	0	0
Abhd6	57.500000	0	0	0	230	0
Tnfrsf25	57.250000	0	229	0	0	0
Mthfd2l	57.250000	116	113	0	0	0
Mettl1	57.250000	102	127	0	0	0
Hr	57.250000	144	85	0	0	0
Eef1akmt3	57.250000	102	127	0	0	0
Wwtr1	57.000000	0	228	0	0	0
Ube4a	57.000000	228	0	0	0	0
Picalm	57.000000	100	128	0	0	0
Phkb	57.000000	115	113	0	0	0
Itfg1	57.000000	115	113	0	0	0
Fam169a	57.000000	92	136	0	0	0
Agl	57.000000	0	228	0	0	0
Zfp821	56.750000	108	119	0	0	0
Snx10	56.750000	108	119	0	0	0
Slc29a1	56.750000	124	103	0	0	0
Rnf166	56.750000	86	141	0	0	0
Rcbtb2	56.750000	129	98	0	0	0
Mymx	56.750000	124	103	0	0	0
Kcnj10	56.750000	155	72	0	0	0
Ctu2	56.750000	86	141	0	0	0
Apba1	56.750000	0	227	0	0	0
Ube2cbp	56.500000	111	115	0	0	0
Tjp1	56.500000	0	226	0	0	0
Tcof1	56.500000	81	145	0	0	0
Tcf12	56.500000	120	106	0	0	0
Phc3	56.500000	117	109	0	0	0
Lrrfip2	56.500000	107	119	0	0	0
Gmeb1	56.500000	99	127	0	0	0
Dop1a	56.500000	111	115	0	0	0
Cspg4b	56.500000	113	113	0	0	0
Bid	56.500000	71	155	0	0	0
Zfp800	56.250000	117	108	0	0	0
Rtn2	56.250000	150	75	0	0	0
Rpgrip1l	56.250000	92	133	0	0	0
Nr3c2	56.250000	113	112	0	0	0
Nono	56.250000	113	112	0	0	0
Fto	56.250000	92	133	0	0	0
Xpr1	56.000000	113	111	0	0	0
Slc22a15	56.000000	105	119	0	0	0
Plscr3	56.000000	118	106	0	0	0
Map4k3	56.000000	108	116	0	0	0
Kdm7a	56.000000	124	100	0	0	0
Dyrk1b	56.000000	93	131	0	0	0
Cfap36	56.000000	129	95	0	0	0
Zfp651	55.750000	92	131	0	0	0
Rab12	55.750000	113	110	0	0	0
Prkch	55.750000	121	102	0	0	0
Ppp2cb	55.750000	122	101	0	0	0
Nr4a1	55.750000	106	117	0	0	0
Lats2	55.750000	109	114	0	0	0
Atad2	55.750000	121	102	0	0	0
Adam19	55.750000	223	0	0	0	0
Srgap3	55.500000	222	0	0	0	0
Rexo4	55.500000	0	222	0	0	0
Nbn	55.500000	105	117	0	0	0
Mios	55.500000	72	150	0	0	0
Fxyd6	55.500000	88	134	0	0	0
Dync1li2	55.500000	73	149	0	0	0
Cyp2c40	55.500000	0	0	222	0	0
Cdh11	55.500000	108	114	0	0	0
Slc35b2	55.250000	98	123	0	0	0
Rabep1	55.250000	113	108	0	0	0
Dhodh	55.250000	0	221	0	0	0
Atp2c1	55.250000	121	100	0	0	0
Wdr12	55.000000	90	130	0	0	0
Ttll4	55.000000	0	220	0	0	0
Rora	55.000000	89	131	0	0	0
Gabbr1	55.000000	104	116	0	0	0
Carf	55.000000	90	130	0	0	0
Ap5b1	55.000000	114	106	0	0	0
Adh5	55.000000	129	91	0	0	0
Adgra2	55.000000	143	77	0	0	0
Zfp711	54.750000	111	108	0	0	0
Tomm6	54.750000	101	118	0	0	0
Sema5b	54.750000	78	141	0	0	0
Rspo1	54.750000	123	96	0	0	0
Rps11	54.750000	114	105	0	0	0
Nup210	54.750000	132	87	0	0	0
Mturn	54.750000	82	137	0	0	0
Mrpl22	54.750000	133	86	0	0	0
Gemin5	54.750000	133	86	0	0	0
Cdkn1b	54.750000	125	94	0	0	0
B4galnt3	54.750000	106	113	0	0	0
Trmt1	54.500000	114	104	0	0	0
Nacc1	54.500000	114	104	0	0	0
Madd	54.500000	93	125	0	0	0
Foxd1	54.500000	0	218	0	0	0
Fam81a	54.500000	86	132	0	0	0
Vps4b	54.250000	128	89	0	0	0
Tmem70	54.250000	113	104	0	0	0
Tbpl1	54.250000	91	126	0	0	0
Stam	54.250000	122	95	0	0	0
St3gal4	54.250000	114	103	0	0	0
Sec13	54.250000	0	217	0	0	0
Rock2	54.250000	135	82	0	0	0
Ap5s1	54.250000	100	117	0	0	0
Ankhd1	54.250000	0	217	0	0	0
Zfyve21	54.000000	124	92	0	0	0
Xrcc3	54.000000	124	92	0	0	0
Sort1	54.000000	112	104	0	0	0
Phf21b	54.000000	101	115	0	0	0
Parp1	54.000000	87	129	0	0	0
Maneal	54.000000	129	87	0	0	0
Gm1979	54.000000	0	216	0	0	0
Fam214a	54.000000	104	112	0	0	0
Etv6	54.000000	0	216	0	0	0
Tnfrsf19	53.750000	89	126	0	0	0
Tmem80	53.750000	111	104	0	0	0
Tas1r1	53.750000	92	123	0	0	0
Rabl2	53.750000	215	0	0	0	0
Nol9	53.750000	92	123	0	0	0
Deaf1	53.750000	111	104	0	0	0
Ammecr1	53.750000	122	93	0	0	0
Sirt4	53.500000	98	116	0	0	0
Plag1	53.500000	106	108	0	0	0
Phldb1	53.500000	104	110	0	0	0
Kcns2	53.500000	94	120	0	0	0
H4c14	53.500000	0	214	0	0	0
Dusp1	53.500000	0	214	0	0	0
Dnpep	53.500000	138	76	0	0	0
Cmas	53.500000	106	108	0	0	0
1700001O22Rik	53.500000	214	0	0	0	0
Zfp36	53.250000	0	213	0	0	0
Txndc17	53.250000	80	133	0	0	0
Tmem167b	53.250000	74	139	0	0	0
4933427D14Rik	53.250000	80	133	0	0	0
Thoc1	53.000000	84	128	0	0	0
Sh3bp1	53.000000	97	115	0	0	0
Rspry1	53.000000	94	118	0	0	0
Psme3ip1	53.000000	94	118	0	0	0
Krt8	53.000000	140	72	0	0	0
Ildr2	53.000000	0	212	0	0	0
Tulp1	52.750000	82	129	0	0	0
Tspan12	52.750000	114	97	0	0	0
Suz12	52.750000	0	211	0	0	0
Rubcn	52.750000	0	211	0	0	0
Map4k2	52.750000	121	90	0	0	0
Klf15	52.750000	112	99	0	0	0
Fyttd1	52.750000	0	211	0	0	0
Cdk17	52.750000	107	104	0	0	0
Tdrd12	52.500000	77	133	0	0	0
Sp2	52.500000	96	114	0	0	0
Setd6	52.500000	0	210	0	0	0
Prkab2	52.500000	105	105	0	0	0
Nup133	52.500000	0	210	0	0	0
Neurog2	52.500000	210	0	0	0	0
Map3k20	52.500000	118	92	0	0	0
Ubap2l	52.250000	209	0	0	0	0
Shroom4	52.250000	97	112	0	0	0
Rabggta	52.250000	130	79	0	0	0
Mfsd12	52.250000	209	0	0	0	0
Kcnj12	52.250000	107	102	0	0	0
Hmg20b	52.250000	209	0	0	0	0
Atf4	52.250000	109	100	0	0	0
4933434E20Rik	52.250000	209	0	0	0	0
Smad2	52.000000	91	117	0	0	0
Pkn3	52.000000	102	106	0	0	0
Neurl1b	52.000000	82	126	0	0	0
Hsph1	52.000000	127	0	81	0	0
Grip1	52.000000	97	111	0	0	0
Rtl5	51.750000	122	85	0	0	0
Rad51c	51.750000	130	77	0	0	0
N4bp2l1	51.750000	133	74	0	0	0
Pros1	51.500000	89	117	0	0	0
Oaz2	51.500000	93	113	0	0	0
Npy	51.500000	70	136	0	0	0
Mia2	51.500000	0	206	0	0	0
Jmjd1c	51.500000	99	107	0	0	0
Hdac5	51.500000	93	113	0	0	0
Fut7	51.500000	0	206	0	0	0
BC005537	51.500000	118	88	0	0	0
Abca2	51.500000	0	206	0	0	0
Vamp8	51.250000	205	0	0	0	0
Tnk2	51.250000	69	136	0	0	0
Rasl10b	51.250000	107	98	0	0	0
Herpud2	51.250000	109	96	0	0	0
Far1	51.250000	82	123	0	0	0
Elovl7	51.250000	118	87	0	0	0
D5Ertd579e	51.250000	0	205	0	0	0
Bace2	51.250000	0	205	0	0	0
Arxes1	51.250000	87	118	0	0	0
Usp34	51.000000	94	110	0	0	0
Tmem37	51.000000	83	121	0	0	0
Tdg	51.000000	0	204	0	0	0
Syne2	51.000000	117	87	0	0	0
Pgap4	51.000000	85	119	0	0	0
Neurl4	51.000000	0	204	0	0	0
Grk3	51.000000	204	0	0	0	0
Emb	51.000000	91	113	0	0	0
2810408A11Rik	51.000000	0	204	0	0	0
Septin7	50.750000	132	71	0	0	0
Pradc1	50.750000	124	79	0	0	0
Pcbd2	50.750000	84	119	0	0	0
Kcnk1	50.750000	123	80	0	0	0
Inhbb	50.750000	107	96	0	0	0
Fbxl20	50.750000	102	101	0	0	0
Cct7	50.750000	124	79	0	0	0
Wasf1	50.500000	82	120	0	0	0
Spaca9	50.500000	91	111	0	0	0
Slc12a9	50.500000	117	85	0	0	0
Phf2	50.500000	95	107	0	0	0
Mnd1	50.500000	89	113	0	0	0
Cdc40	50.500000	82	120	0	0	0
Ak8	50.500000	91	111	0	0	0
Urb2	50.250000	0	201	0	0	0
Taf5l	50.250000	0	201	0	0	0
