Target_genes	Rarb|Average	SRX993450|Caudate_putamen	STRING
Gm10591	180.000000	180	0
Cry2	180.000000	180	0
Ccl21d	180.000000	180	0
Ccl21c	180.000000	180	0
Ccdc39	180.000000	180	0
Tram1	179.000000	179	0
Scnn1b	178.000000	178	0
Olfr1299	178.000000	178	0
Myo1d	178.000000	178	0
Kctd16	178.000000	178	0
Casd1	178.000000	178	0
Card6	178.000000	178	0
Xdh	177.000000	177	0
Vmn2r23	177.000000	177	0
Eya2	177.000000	177	0
Efr3b	177.000000	177	0
Cmklr1	177.000000	177	0
Ltbp1	176.000000	176	0
Itprid1	176.000000	176	0
Pla2g3	175.000000	175	0
Pik3cd	175.000000	175	0
Dmxl1	175.000000	175	0
Cntnap3	175.000000	175	0
Wdr95	174.000000	174	0
Sycp2l	174.000000	174	0
Slco1a5	174.000000	174	0
Mcoln3	174.000000	174	0
Ifi27l2b	174.000000	174	0
Cyp11a1	174.000000	174	0
A630076J17Rik	174.000000	174	0
Kat2b	172.000000	172	0
Dgki	172.000000	172	0
Hoxc11	171.000000	171	0
Zfp648	170.000000	170	0
Xlr3c	170.000000	170	0
Vstm2a	170.000000	170	0
Vmn1r225	170.000000	170	0
Ugt2b5	170.000000	170	0
Ucp2	170.000000	170	0
Tyr	170.000000	170	0
Tph2	170.000000	170	0
Tmem252	170.000000	170	0
Rxfp1	170.000000	170	0
Olfr1469	170.000000	170	0
Nxf2	170.000000	170	0
Mstn	170.000000	170	0
Lonp2	170.000000	170	0
Krt80	170.000000	170	0
Iapp	170.000000	170	0
Gm5155	170.000000	170	0
Fbxw28	170.000000	170	0
Enpep	170.000000	170	0
Cd40lg	170.000000	170	0
Cav2	170.000000	170	0
Casz1	170.000000	170	0
Polr3e	169.000000	169	0
Olfr1156	169.000000	169	0
Cuzd1	169.000000	169	0
Chmp4c	169.000000	169	0
Trim7	168.000000	168	0
Stau2	168.000000	168	0
Oxct2a	168.000000	168	0
Lrrk1	168.000000	168	0
Ifi211	168.000000	168	0
Gm4064	168.000000	168	0
Gm10352	168.000000	168	0
Gm10256	168.000000	168	0
Atp10a	168.000000	168	0
Srgn	167.000000	167	0
Rnf13	167.000000	167	0
Pax2	167.000000	167	0
Muc5ac	167.000000	167	0
Mrgpra2a	167.000000	167	0
Kdm5a	167.000000	167	0
Jag1	167.000000	167	0
Atg12	167.000000	167	0
Ap3s1	167.000000	167	0
Adh4	167.000000	167	0
Syt14	166.000000	166	0
Fbll1	166.000000	166	0
Xrcc6	165.000000	165	0
Desi1	165.000000	165	0
Cldn34c4	165.000000	165	0
Plxdc1	164.000000	164	0
Olfr1157	164.000000	164	0
Nhlh2	164.000000	164	0
Ccdc58	164.000000	164	0
Ankrd34c	164.000000	164	0
Tmem163	163.000000	163	0
Prr5l	163.000000	163	0
Dlg1	163.000000	163	0
Arhgap40	163.000000	163	0
Stat5b	162.000000	162	0
Slc5a12	162.000000	162	0
H4c6	162.000000	162	0
H3c7	162.000000	162	0
Fam8a1	162.000000	162	0
Fam53b	162.000000	162	0
Capn2	162.000000	162	0
Aspa	162.000000	162	0
Zfp518a	160.000000	160	0
Zdhhc1	160.000000	160	0
Tnpo1	160.000000	160	0
Septin12	160.000000	160	0
Scn9a	160.000000	160	0
Rtkn2	160.000000	160	0
Pax9	160.000000	160	0
Nptxr	160.000000	160	0
Mettl17	160.000000	160	0
Marco	160.000000	160	0
Ikbkb	160.000000	160	0
Hmbs	160.000000	160	0
Ccl20	160.000000	160	0
C1rb	160.000000	160	0
St7	159.000000	159	0
Opn1sw	159.000000	159	0
Ahi1	159.000000	159	0
Slc10a3	158.000000	158	0
Rspo3	158.000000	158	0
Pde6h	158.000000	158	0
Nudt11	158.000000	158	0
Gm44504	158.000000	158	0
Ano2	158.000000	158	0
4931406B18Rik	158.000000	158	0
Vmn1r207	157.000000	157	0
Sv2b	157.000000	157	0
Prl4a1	157.000000	157	0
Ldlrad4	157.000000	157	0
Zfyve9	156.000000	156	0
Sema3f	156.000000	156	0
Pakap	156.000000	156	0
Olfr125	156.000000	156	0
Mpped1	156.000000	156	0
Islr	156.000000	156	0
Gm2237	156.000000	156	0
Uhrf1bp1l	155.000000	155	0
Smc5	155.000000	155	0
Gm3646	155.000000	155	0
Emd	155.000000	155	0
Twf2	154.000000	154	0
Sgcb	154.000000	154	0
Ppm1m	154.000000	154	0
Lyg1	154.000000	154	0
Fhdc1	154.000000	154	0
Tbx2	153.000000	153	0
Spg7	153.000000	153	0
Nefl	153.000000	153	0
Krtap4-7	153.000000	153	0
Cyp4b1	153.000000	153	0
Cox19	153.000000	153	0
Ampd3	153.000000	153	0
Sox11	152.000000	152	0
Gm51598	152.000000	152	0
Clcn4	152.000000	152	0
Zc3hav1	151.000000	151	0
Rpl39l	151.000000	151	0
Zp2	150.000000	150	0
Vmn2r91	150.000000	150	0
Vmn1r66	150.000000	150	0
Vmn1r233	150.000000	150	0
Trak1	150.000000	150	0
Tmprss11g	150.000000	150	0
Ticrr	150.000000	150	0
Tgm5	150.000000	150	0
Skint7	150.000000	150	0
Sall1	150.000000	150	0
Rnf212	150.000000	150	0
Rbm47	150.000000	150	0
Rbm31y	150.000000	150	0
Pon3	150.000000	150	0
Pea15a	150.000000	150	0
Pcsk6	150.000000	150	0
Olfr961	150.000000	150	0
Olfr846	150.000000	150	0
Olfr809	150.000000	150	0
Olfr594	150.000000	150	0
Olfr486	150.000000	150	0
Olfr435	150.000000	150	0
Olfr223	150.000000	150	0
Olfr1513	150.000000	150	0
Olfr1037	150.000000	150	0
Muc16	150.000000	150	0
Mrvi1	150.000000	150	0
Lypd6	150.000000	150	0
Ly75	150.000000	150	0
Hbb-bh2	150.000000	150	0
Gsdmc	150.000000	150	0
Gm5150	150.000000	150	0
Gm21379	150.000000	150	0
Gm16513	150.000000	150	0
Gm16367	150.000000	150	0
Gjc1	150.000000	150	0
Ghrl	150.000000	150	0
Fyb	150.000000	150	0
Fmod	150.000000	150	0
Fev	150.000000	150	0
Fbxw14	150.000000	150	0
Dio3	150.000000	150	0
Dcn	150.000000	150	0
Dcdc2c	150.000000	150	0
Cryba2	150.000000	150	0
Ceacam11	150.000000	150	0
Arhgap24	150.000000	150	0
4930563M21Rik	150.000000	150	0
4930548H24Rik	150.000000	150	0
Tcf7	149.000000	149	0
Tacr2	149.000000	149	0
Rapsn	149.000000	149	0
Rab37	149.000000	149	0
Pdcd1	149.000000	149	0
Pcx	149.000000	149	0
Cryba1	149.000000	149	0
Acot5	149.000000	149	0
Slc35a5	148.000000	148	0
Serf2	148.000000	148	0
Lrrn3	148.000000	148	0
Jph3	148.000000	148	0
Gm5148	148.000000	148	0
Cdk20	148.000000	148	0
Atg3	148.000000	148	0
Ywhah	147.000000	147	0
Slc25a32	147.000000	147	0
Slc1a3	147.000000	147	0
Sike1	147.000000	147	0
Pabpc2	147.000000	147	0
Oxgr1	147.000000	147	0
Lrat	147.000000	147	0
Krt5	147.000000	147	0
Gap43	147.000000	147	0
Dcaf13	147.000000	147	0
Arrb2	147.000000	147	0
Zic1	146.000000	146	0
Ttc8	146.000000	146	0
Slc35f4	146.000000	146	0
Rac1	146.000000	146	0
Olfr122	146.000000	146	0
Ifi214	146.000000	146	0
Cxxc4	146.000000	146	0
Clic5	146.000000	146	0
Cldn19	146.000000	146	0
Acbd6	146.000000	146	0
Zfp36	145.000000	145	0
Wtip	145.000000	145	0
P2rx6	145.000000	145	0
Nudt3	145.000000	145	0
Ly6g6e	145.000000	145	0
Ly6g6d	145.000000	145	0
Lrrc74b	145.000000	145	0
Klri1	145.000000	145	0
Gsdmc3	145.000000	145	0
Gm21440	145.000000	145	0
Gm20831	145.000000	145	0
Cys1	145.000000	145	0
Ccnb1	145.000000	145	0
Ap4e1	145.000000	145	0
Zrsr1	144.000000	144	0
Ube3c	144.000000	144	0
Tnfrsf21	144.000000	144	0
Tdo2	144.000000	144	0
R3hdm2	144.000000	144	0
Olfr367-ps	144.000000	144	0
Gm7609	144.000000	144	0
Gm21663	144.000000	144	0
Gipc1	144.000000	144	0
Commd1	144.000000	144	0
Cacng7	144.000000	144	0
Trim59	143.000000	143	0
Rhov	143.000000	143	0
Notch3	143.000000	143	0
Mrps22	143.000000	143	0
Epb41	143.000000	143	0
Btbd8	143.000000	143	0
1700019A02Rik	143.000000	143	0
Smarca5	142.000000	142	0
Mdm4	142.000000	142	0
Cyp7b1	142.000000	142	0
Ccdc126	142.000000	142	0
Cacna2d4	142.000000	142	0
Adra2c	142.000000	142	0
Ube2n	141.000000	141	0
Scfd2	141.000000	141	0
Prr16	141.000000	141	0
Pcdhga7	141.000000	141	0
Pcdhga6	141.000000	141	0
Lypd2	141.000000	141	0
Krt88	141.000000	141	0
Krt20	141.000000	141	0
Htra1	141.000000	141	0
Gys2	141.000000	141	0
Abca13	141.000000	141	0
Phf5a	140.000000	140	0
Aco2	140.000000	140	0
Ubash3b	139.000000	139	0
Snupn	139.000000	139	0
Qrfpr	139.000000	139	0
Mafk	139.000000	139	0
Cyria	139.000000	139	0
Cngb3	139.000000	139	0
Cela3b	139.000000	139	0
Adra2b	139.000000	139	0
4932438H23Rik	139.000000	139	0
Wfdc2	138.000000	138	0
Ttbk1	138.000000	138	0
Trappc5	138.000000	138	0
Slc29a4	138.000000	138	0
Plac8l1	138.000000	138	0
Pgls	138.000000	138	0
Fcor	138.000000	138	0
Fbxo44	138.000000	138	0
Fbxo2	138.000000	138	0
Cyp3a57	138.000000	138	0
Copz1	138.000000	138	0
2610008E11Rik	138.000000	138	0
Tnfsf15	137.000000	137	0
Gm3411	137.000000	137	0
Sox7	136.000000	136	0
Lzts2	136.000000	136	0
Krtap3-3	136.000000	136	0
Gpbar1	136.000000	136	0
Actg2	136.000000	136	0
Zc3hc1	134.000000	134	0
Psmc3	134.000000	134	0
Cntfr	134.000000	134	0
Adipoq	134.000000	134	0
1700016H13Rik	134.000000	134	0
Tomm40	133.000000	133	0
Slamf7	133.000000	133	0
Sprr2a2	132.000000	132	0
Sprr2a1	132.000000	132	0
Sema7a	132.000000	132	0
Gadd45g	132.000000	132	0
Exd2	131.000000	131	0
Vmn1r5	130.000000	130	0
Vmn1r210	130.000000	130	0
Vmn1r177	130.000000	130	0
Tmsb15a	130.000000	130	0
Syce3	130.000000	130	0
Stfa1	130.000000	130	0
Smbd1	130.000000	130	0
Slitrk3	130.000000	130	0
Slco1b2	130.000000	130	0
Scyl3	130.000000	130	0
Scoc	130.000000	130	0
Rsad2	130.000000	130	0
Pmch	130.000000	130	0
Pfas	130.000000	130	0
Pdlim3	130.000000	130	0
Pdgfrl	130.000000	130	0
Pate4	130.000000	130	0
Ophn1	130.000000	130	0
Olfr968	130.000000	130	0
Olfr965	130.000000	130	0
Olfr915	130.000000	130	0
Olfr829	130.000000	130	0
Olfr812	130.000000	130	0
Olfr78	130.000000	130	0
Olfr560	130.000000	130	0
Olfr485	130.000000	130	0
Olfr483	130.000000	130	0
Olfr46	130.000000	130	0
Olfr282	130.000000	130	0
Olfr1396	130.000000	130	0
Olfr1309	130.000000	130	0
Olfr1211	130.000000	130	0
Nr1h4	130.000000	130	0
Naip7	130.000000	130	0
Naip6	130.000000	130	0
Mup21	130.000000	130	0
Mov10	130.000000	130	0
Mixl1	130.000000	130	0
Mep1a	130.000000	130	0
Meiob	130.000000	130	0
Mef2b	130.000000	130	0
Krtap4-13	130.000000	130	0
Kcnip4	130.000000	130	0
Jmjd7	130.000000	130	0
Iqgap2	130.000000	130	0
Ifne	130.000000	130	0
Ifi44	130.000000	130	0
Htr4	130.000000	130	0
Hba-x	130.000000	130	0
Gmds	130.000000	130	0
Gm5796	130.000000	130	0
Gm21783	130.000000	130	0
Gm12253	130.000000	130	0
Gm11569	130.000000	130	0
Gm11554	130.000000	130	0
Epgn	130.000000	130	0
Elavl4	130.000000	130	0
Cxcr5	130.000000	130	0
Ctc1	130.000000	130	0
Col6a6	130.000000	130	0
Col3a1	130.000000	130	0
Cldn24	130.000000	130	0
Cldn22	130.000000	130	0
Cep152	130.000000	130	0
Cdrt4	130.000000	130	0
Ccdc152	130.000000	130	0
Calb1	130.000000	130	0
Bpifb1	130.000000	130	0
Atp2b3	130.000000	130	0
Ap2m1	130.000000	130	0
Acta2	130.000000	130	0
Aadacl2fm2	130.000000	130	0
Aadacl2	130.000000	130	0
4930578I06Rik	130.000000	130	0
4930562C15Rik	130.000000	130	0
Inka2	129.000000	129	0
Ccer1	129.000000	129	0
Zfp239	128.000000	128	0
Ubiad1	128.000000	128	0
Ttc24	128.000000	128	0
Syt17	128.000000	128	0
Shisa3	128.000000	128	0
Pate9	128.000000	128	0
Nectin4	128.000000	128	0
Msmb	128.000000	128	0
Maml2	128.000000	128	0
Klk1b22	128.000000	128	0
Inhbb	128.000000	128	0
Grxcr2	128.000000	128	0
Fbp1	128.000000	128	0
Cpm	128.000000	128	0
Chd9	128.000000	128	0
Aldh1a3	128.000000	128	0
Tmem51	127.000000	127	0
Pptc7	127.000000	127	0
Gm42372	127.000000	127	0
Wbp4	126.000000	126	0
Usp17lb	126.000000	126	0
Sdc2	126.000000	126	0
Rpl38	126.000000	126	0
Prph2	126.000000	126	0
Pcdh17	126.000000	126	0
Olfr504	126.000000	126	0
Olfr1057	126.000000	126	0
Gm826	126.000000	126	0
Gm6370	126.000000	126	0
Gabra1	126.000000	126	0
Elf1	126.000000	126	0
Clcnka	126.000000	126	0
Atp6v0a2	126.000000	126	0
Anxa13	126.000000	126	0
Slc44a5	125.000000	125	0
Ier5l	125.000000	125	0
Eif4b	125.000000	125	0
Zfp114	124.000000	124	0
Tedc2	124.000000	124	0
Slco2b1	124.000000	124	0
Serpina6	124.000000	124	0
Olfr1410	124.000000	124	0
Mup18	124.000000	124	0
Ly6d	124.000000	124	0
Csf2rb2	124.000000	124	0
A1cf	124.000000	124	0
Wfdc15b	123.000000	123	0
Parm1	123.000000	123	0
Caap1	123.000000	123	0
Olfr1349	122.000000	122	0
Map2	122.000000	122	0
Gstm7	122.000000	122	0
Gm3667	122.000000	122	0
Ffar1	122.000000	122	0
Ctsk	122.000000	122	0
1110032A03Rik	122.000000	122	0
Zfp677	121.000000	121	0
Vps35l	121.000000	121	0
Smco3	121.000000	121	0
Smc3	121.000000	121	0
Sav1	121.000000	121	0
Rps6	121.000000	121	0
Pmvk	121.000000	121	0
Mgst2	121.000000	121	0
Gnb5	121.000000	121	0
Gmfb	121.000000	121	0
Efhc2	121.000000	121	0
Coro1a	121.000000	121	0
Nup153	120.000000	120	0
Slc36a3	119.000000	119	0
Prkn	119.000000	119	0
Pacrg	119.000000	119	0
Olfr464	119.000000	119	0
Olfr220	119.000000	119	0
Mfsd6	119.000000	119	0
Ift74	119.000000	119	0
Gngt2	119.000000	119	0
Gm3173	119.000000	119	0
Abi3	119.000000	119	0
A330070K13Rik	119.000000	119	0
Stfa3	118.000000	118	0
Snap47	118.000000	118	0
Pot1a	118.000000	118	0
Nr5a2	118.000000	118	0
Mknk1	118.000000	118	0
Macroh2a1	118.000000	118	0
Jmjd4	118.000000	118	0
Foxp4	118.000000	118	0
Fer	118.000000	118	0
Cdh4	118.000000	118	0
Camta1	118.000000	118	0
1110017D15Rik	118.000000	118	0
Mdga2	115.000000	115	0
Nrtn	113.000000	113	0
Dus3l	113.000000	113	0
Unc45a	112.000000	112	0
Tecrl	112.000000	112	0
Hddc3	112.000000	112	0
Gm20909	112.000000	112	0
Gm20747	112.000000	112	0
Chrac1	112.000000	112	0
4930503B20Rik	112.000000	112	0
Tnmd	111.000000	111	0
Tnik	111.000000	111	0
Spp1	111.000000	111	0
Serpinb9f	111.000000	111	0
Serac1	111.000000	111	0
Sema3c	111.000000	111	0
Sdr16c6	111.000000	111	0
Rtbdn	111.000000	111	0
Pramel23	111.000000	111	0
Pcdhb9	111.000000	111	0
Oprm1	111.000000	111	0
Olfr922	111.000000	111	0
Mrgpra3	111.000000	111	0
Mmp16	111.000000	111	0
Mcf2	111.000000	111	0
Krt33a	111.000000	111	0
Ift27	111.000000	111	0
Hmgn3	111.000000	111	0
Gtf2h5	111.000000	111	0
Gm6619	111.000000	111	0
Gm20172	111.000000	111	0
Frmpd4	111.000000	111	0
Fign	111.000000	111	0
Cxcl10	111.000000	111	0
Clcn5	111.000000	111	0
Bzw1	111.000000	111	0
Asb5	111.000000	111	0
Aldh1a1	111.000000	111	0
Aadacl4fm1	111.000000	111	0
Arntl2	110.000000	110	0
Zfp317	109.000000	109	0
Serpina1d	109.000000	109	0
Ptk6	109.000000	109	0
Zdhhc19	107.000000	107	0
Omt2a	107.000000	107	0
Nsfl1c	107.000000	107	0
Dnajb14	107.000000	107	0
Card11	107.000000	107	0
Xrcc2	106.000000	106	0
Unc50	106.000000	106	0
Tom1l1	106.000000	106	0
Mob2	106.000000	106	0
Gria2	106.000000	106	0
Gnb1l	106.000000	106	0
Flt3	106.000000	106	0
Coa5	106.000000	106	0
Cct2	106.000000	106	0
Tex24	104.000000	104	0
Fcer2a	104.000000	104	0
Dock1	104.000000	104	0
Sfxn1	103.000000	103	0
Kti12	103.000000	103	0
Dynll2	101.000000	101	0
Cwh43	101.000000	101	0
Samd9l	100.000000	100	0
Ptpn14	100.000000	100	0
Mcc	100.000000	100	0
Dennd5b	100.000000	100	0
Cyp26b1	100.000000	100	0
Agtr1a	100.000000	100	0
Ubc	98.000000	98	0
Cox6b2	98.000000	98	0
Tcap	96.000000	96	0
Pnmt	96.000000	96	0
Sult2b1	93.000000	93	0
Shb	93.000000	93	0
Vmn2r19	92.000000	92	0
Tc2n	92.000000	92	0
Oog4	92.000000	92	0
Olfr235	92.000000	92	0
Gapvd1	92.000000	92	0
Fosl1	92.000000	92	0
Fhl2	92.000000	92	0
E2f2	92.000000	92	0
Dbx1	91.000000	91	0
Qk	90.000000	90	0
Nme8	89.000000	89	0
BC049352	87.000000	87	0
Tmprss11b	86.000000	86	0
Cdh19	86.000000	86	0
Wdr12	83.000000	83	0
Sulf1	83.000000	83	0
Ppp1r14c	83.000000	83	0
Ms4a4d	83.000000	83	0
Il12a	83.000000	83	0
Exosc5	83.000000	83	0
Ecscr	83.000000	83	0
E330021D16Rik	83.000000	83	0
Carf	83.000000	83	0
Bckdha	83.000000	83	0
Gria1	82.000000	82	0
Mrpl16	78.000000	78	0
9530077C05Rik	78.000000	78	0
Uqcrc2	76.000000	76	0
Tmem62	76.000000	76	0
Sftpb	75.000000	75	0
Pde1b	75.000000	75	0
Slc6a14	74.000000	74	0
Shld1	74.000000	74	0
Nat8f5	74.000000	74	0
Mrps23	74.000000	74	0
Galm	74.000000	74	0
Dtx1	74.000000	74	0
Dennd2d	74.000000	74	0
Clec4n	74.000000	74	0
2610044O15Rik8	74.000000	74	0
Schip1	71.000000	71	0
Zscan20	69.000000	69	0
Gng7	69.000000	69	0
Nat8	68.000000	68	0
Guf1	68.000000	68	0
Gm4846	66.000000	66	0
Cmpk2	57.000000	57	0
Mettl7a2	56.000000	56	0
Methig1	56.000000	56	0
Dtwd2	52.000000	52	0
Atp7b	0.000000	0	401
Atp7a	0.000000	0	401
