Target_genes	Mybl1|Average	SRX10052064|Testis	SRX1764251|Testis	SRX1764252|Testis	SRX244353|Testis	STRING
Zfp386	57.000000	228	0	0	0	0
Sptlc2	57.000000	228	0	0	0	0
Thoc5	56.750000	227	0	0	0	0
Sumo1	56.750000	227	0	0	0	0
Slc22a5	56.750000	227	0	0	0	0
Sfxn4	56.750000	227	0	0	0	0
Pdk3	56.750000	227	0	0	0	0
Lamb2	56.750000	227	0	0	0	0
Khdrbs3	56.750000	227	0	0	0	0
Eef1g	56.750000	227	0	0	0	0
Ctxn1	56.750000	227	0	0	0	0
Ankrd34b	56.750000	0	0	0	227	0
Actl10	56.750000	227	0	0	0	0
1700003F12Rik	56.750000	227	0	0	0	0
Zfp606	56.500000	226	0	0	0	0
Vps4a	56.500000	226	0	0	0	0
Trim41	56.500000	226	0	0	0	0
Taf3	56.500000	226	0	0	0	0
Sec62	56.500000	226	0	0	0	0
Mpdu1	56.500000	226	0	0	0	0
Man1c1	56.500000	226	0	0	0	0
E4f1	56.500000	226	0	0	0	0
Cdc14b	56.500000	226	0	0	0	0
Cad	56.500000	226	0	0	0	0
Trak2	56.250000	225	0	0	0	0
Rprd1a	56.250000	225	0	0	0	0
Rassf4	56.250000	225	0	0	0	0
Pmf1	56.250000	225	0	0	0	0
Lrrc43	56.250000	225	0	0	0	0
Katnb1	56.250000	225	0	0	0	0
Cacng4	56.250000	225	0	0	0	0
Zfp781	56.000000	224	0	0	0	0
Zfp626	56.000000	224	0	0	0	0
Unc5d	56.000000	0	0	0	224	0
Srebf2	56.000000	224	0	0	0	0
Rae1	56.000000	224	0	0	0	0
Nkiras2	56.000000	224	0	0	0	0
Mark3	56.000000	224	0	0	0	0
Lgr4	56.000000	224	0	0	0	0
Hp1bp3	56.000000	224	0	0	0	0
Gm3055	56.000000	224	0	0	0	0
Fcrlb	56.000000	224	0	0	0	0
Efna3	56.000000	0	0	0	224	0
Ap2a2	56.000000	0	0	0	224	0
Zfp51	55.750000	223	0	0	0	0
Rbm10	55.750000	223	0	0	0	0
Ndufb11	55.750000	223	0	0	0	0
Hacd3	55.750000	223	0	0	0	0
Echdc2	55.750000	223	0	0	0	0
B9d1	55.750000	223	0	0	0	0
Zfp455	55.500000	222	0	0	0	0
Zfp354b	55.500000	222	0	0	0	0
Pnrc2	55.500000	222	0	0	0	0
Ogdh	55.500000	222	0	0	0	0
Nsmaf	55.500000	0	0	0	222	0
Hectd4	55.500000	0	0	0	222	0
Evi5l	55.500000	222	0	0	0	0
Cog2	55.500000	222	0	0	0	0
Cnot6l	55.500000	0	0	0	222	0
Cd83	55.500000	0	0	0	222	0
Bphl	55.500000	222	0	0	0	0
Bahcc1	55.500000	222	0	0	0	0
Ndufa2	55.250000	221	0	0	0	0
Ik	55.250000	221	0	0	0	0
Hs3st2	55.250000	221	0	0	0	0
Gnb1	55.250000	221	0	0	0	0
Emx1	55.250000	221	0	0	0	0
Akap5	55.250000	221	0	0	0	0
Zfp472	55.000000	220	0	0	0	0
Zc3h12c	55.000000	220	0	0	0	0
Txndc15	55.000000	220	0	0	0	0
Trappc11	55.000000	220	0	0	0	0
Tomm7	55.000000	220	0	0	0	0
Tmcc3	55.000000	220	0	0	0	0
Tbx20	55.000000	220	0	0	0	0
Smim10l2a	55.000000	220	0	0	0	0
Slc30a2	55.000000	220	0	0	0	0
Sft2d1	55.000000	220	0	0	0	0
Rwdd4a	55.000000	220	0	0	0	0
Rpl36a	55.000000	220	0	0	0	0
Rhox3c	55.000000	220	0	0	0	0
Pop4	55.000000	220	0	0	0	0
Pdcl	55.000000	220	0	0	0	0
Nlrp4a	55.000000	220	0	0	0	0
Kcng3	55.000000	220	0	0	0	0
Igsf9	55.000000	220	0	0	0	0
Hpf1	55.000000	220	0	0	0	0
Galnt3	55.000000	220	0	0	0	0
Fbxl2	55.000000	220	0	0	0	0
Enox2	55.000000	220	0	0	0	0
Dusp9	55.000000	220	0	0	0	0
Dnal1	55.000000	220	0	0	0	0
D130040H23Rik	55.000000	220	0	0	0	0
Copz1	55.000000	220	0	0	0	0
Clstn2	55.000000	220	0	0	0	0
Cdkl2	55.000000	220	0	0	0	0
Cd2ap	55.000000	220	0	0	0	0
Btnl10	55.000000	220	0	0	0	0
Btk	55.000000	220	0	0	0	0
Akirin1	55.000000	220	0	0	0	0
Ache	55.000000	220	0	0	0	0
Ablim1	55.000000	220	0	0	0	0
1700012P22Rik	55.000000	220	0	0	0	0
Ttk	54.750000	219	0	0	0	0
Tcf3	54.750000	219	0	0	0	0
Rps6ka2	54.750000	219	0	0	0	0
Ppp1r2	54.750000	219	0	0	0	0
Pkp1	54.750000	219	0	0	0	0
Hmgn2	54.750000	219	0	0	0	0
Haghl	54.750000	219	0	0	0	0
Eif2b2	54.750000	219	0	0	0	0
Dram2	54.750000	219	0	0	0	0
Dhx40	54.750000	219	0	0	0	0
Cul1	54.750000	219	0	0	0	0
Cept1	54.750000	219	0	0	0	0
Ccdc78	54.750000	219	0	0	0	0
Rps26	54.500000	218	0	0	0	0
Pik3cd	54.500000	0	0	0	218	0
Maco1	54.500000	0	0	0	218	0
Lysmd3	54.500000	0	0	0	218	0
Gm13287	54.500000	0	0	0	218	0
Gm13285	54.500000	0	0	0	218	0
Gm13279	54.500000	0	0	0	218	0
Gm13278	54.500000	0	0	0	218	0
Gm13275	54.500000	0	0	0	218	0
Ddx27	54.500000	218	0	0	0	0
Dab2ip	54.500000	218	0	0	0	0
Crip2	54.500000	218	0	0	0	0
1700067K01Rik	54.500000	137	0	0	81	0
Zfp407	54.250000	217	0	0	0	0
Wdyhv1	54.250000	217	0	0	0	0
Smg8	54.250000	217	0	0	0	0
Skap2	54.250000	217	0	0	0	0
Sh3bgrl2	54.250000	217	0	0	0	0
Riox1	54.250000	217	0	0	0	0
Rfx7	54.250000	217	0	0	0	0
Phox2a	54.250000	217	0	0	0	0
Ncaph2	54.250000	217	0	0	0	0
Mturn	54.250000	217	0	0	0	0
Ltbp4	54.250000	217	0	0	0	0
Lmf2	54.250000	217	0	0	0	0
Kdm4a	54.250000	217	0	0	0	0
Il11ra2	54.250000	0	0	0	217	0
Gtse1	54.250000	217	0	0	0	0
Gpr65	54.250000	217	0	0	0	0
Gm2002	54.250000	0	0	0	217	0
Gm13305	54.250000	0	0	0	217	0
Glyctk	54.250000	217	0	0	0	0
Dhodh	54.250000	217	0	0	0	0
Cyct	54.250000	217	0	0	0	0
Csnk2a1	54.250000	217	0	0	0	0
Ccm2l	54.250000	217	0	0	0	0
Zfp691	54.000000	216	0	0	0	0
Zfp28	54.000000	216	0	0	0	0
Sfxn2	54.000000	216	0	0	0	0
Hsp90ab1	54.000000	216	0	0	0	0
Hivep1	54.000000	216	0	0	0	0
Ccdc181	54.000000	216	0	0	0	0
Arl3	54.000000	216	0	0	0	0
Zfp395	53.750000	215	0	0	0	0
Zfp184	53.750000	215	0	0	0	0
Tcp10b	53.750000	215	0	0	0	0
Simc1	53.750000	215	0	0	0	0
Serinc3	53.750000	215	0	0	0	0
Prpf8	53.750000	215	0	0	0	0
Npm2	53.750000	0	0	0	215	0
Mtfr2	53.750000	215	0	0	0	0
Dnajc15	53.750000	215	0	0	0	0
Ugp2	53.500000	214	0	0	0	0
Ubxn10	53.500000	214	0	0	0	0
Ttll13	53.500000	214	0	0	0	0
Tbc1d16	53.500000	214	0	0	0	0
Spef1l	53.500000	214	0	0	0	0
Sidt2	53.500000	214	0	0	0	0
Rbks	53.500000	214	0	0	0	0
Pla2g2c	53.500000	214	0	0	0	0
Nmt2	53.500000	214	0	0	0	0
Magi1	53.500000	214	0	0	0	0
Cntln	53.500000	149	0	0	65	0
Ccr4	53.500000	214	0	0	0	0
Ccl21b	53.500000	0	0	0	214	0
Ccdc40	53.500000	214	0	0	0	0
Babam2	53.500000	214	0	0	0	0
Zfp991	53.250000	213	0	0	0	0
Uqcr11	53.250000	213	0	0	0	0
Tbc1d7	53.250000	213	0	0	0	0
Srp9	53.250000	213	0	0	0	0
Slx4ip	53.250000	213	0	0	0	0
Slc12a7	53.250000	213	0	0	0	0
Rela	53.250000	0	0	0	213	0
Pvr	53.250000	213	0	0	0	0
Ptpmt1	53.250000	213	0	0	0	0
Pex3	53.250000	213	0	0	0	0
Nufip1	53.250000	213	0	0	0	0
Naaa	53.250000	0	0	0	213	0
Mkks	53.250000	213	0	0	0	0
Gpalpp1	53.250000	213	0	0	0	0
Fancl	53.250000	213	0	0	0	0
Fam107a	53.250000	213	0	0	0	0
Adat2	53.250000	213	0	0	0	0
Ypel3	53.000000	212	0	0	0	0
Tepsin	53.000000	212	0	0	0	0
Tbx6	53.000000	212	0	0	0	0
Slc27a1	53.000000	212	0	0	0	0
Sap130	53.000000	212	0	0	0	0
Rabgap1l	53.000000	212	0	0	0	0
Pttg1ip	53.000000	212	0	0	0	0
Psmd5	53.000000	212	0	0	0	0
Nxnl1	53.000000	212	0	0	0	0
Ndufaf8	53.000000	212	0	0	0	0
Lfng	53.000000	212	0	0	0	0
L3hypdh	53.000000	212	0	0	0	0
Jkamp	53.000000	212	0	0	0	0
Eri3	53.000000	212	0	0	0	0
Ephb3	53.000000	212	0	0	0	0
Dusp10	53.000000	212	0	0	0	0
Cutal	53.000000	212	0	0	0	0
Cops4	53.000000	212	0	0	0	0
Alg10b	53.000000	212	0	0	0	0
Aamp	53.000000	212	0	0	0	0
1700056E22Rik	53.000000	212	0	0	0	0
Zc3h12a	52.750000	211	0	0	0	0
Tcf25	52.750000	211	0	0	0	0
Stk10	52.750000	211	0	0	0	0
Snw1	52.750000	211	0	0	0	0
Sned1	52.750000	211	0	0	0	0
Rnf40	52.750000	211	0	0	0	0
Kdsr	52.750000	211	0	0	0	0
Inpp5a	52.750000	211	0	0	0	0
Ccdc189	52.750000	211	0	0	0	0
Smyd2	52.500000	210	0	0	0	0
Rpl27a	52.500000	210	0	0	0	0
Prpf18	52.500000	210	0	0	0	0
Mphosph10	52.500000	210	0	0	0	0
Mcee	52.500000	210	0	0	0	0
Endog	52.500000	210	0	0	0	0
Cln8	52.500000	210	0	0	0	0
Zfp963	52.250000	209	0	0	0	0
Zfp280b	52.250000	209	0	0	0	0
Ttc8	52.250000	209	0	0	0	0
Tomm20	52.250000	209	0	0	0	0
Sfi1	52.250000	133	76	0	0	0
Sdcbp2	52.250000	209	0	0	0	0
Scamp5	52.250000	209	0	0	0	0
Pgbd1	52.250000	209	0	0	0	0
Pccb	52.250000	209	0	0	0	0
Nxf3	52.250000	209	0	0	0	0
Nipa2	52.250000	209	0	0	0	0
Ndufs4	52.250000	209	0	0	0	0
Myo18a	52.250000	209	0	0	0	0
Mrpl42	52.250000	209	0	0	0	0
Mob2	52.250000	209	0	0	0	0
Lrtm2	52.250000	209	0	0	0	0
Ksr1	52.250000	209	0	0	0	0
Iqub	52.250000	209	0	0	0	0
Gm5108	52.250000	209	0	0	0	0
Gm13570	52.250000	209	0	0	0	0
Fcsk	52.250000	209	0	0	0	0
Elk1	52.250000	209	0	0	0	0
Eif4enif1	52.250000	133	76	0	0	0
Eda	52.250000	209	0	0	0	0
Dlgap3	52.250000	209	0	0	0	0
Ddx47	52.250000	209	0	0	0	0
Ddost	52.250000	209	0	0	0	0
Cypt1	52.250000	209	0	0	0	0
Cux1	52.250000	107	0	0	102	0
Crim1	52.250000	209	0	0	0	0
Ccnd3	52.250000	209	0	0	0	0
Catsperg2	52.250000	209	0	0	0	0
Cacna2d4	52.250000	209	0	0	0	0
Ascl2	52.250000	209	0	0	0	0
Alg9	52.250000	209	0	0	0	0
Trip11	52.000000	208	0	0	0	0
Rufy3	52.000000	208	0	0	0	0
Rnpep	52.000000	208	0	0	0	0
Men1	52.000000	208	0	0	0	0
LOC114841036	52.000000	208	0	0	0	0
Fkbp2	52.000000	208	0	0	0	0
Eif3b	52.000000	208	0	0	0	0
Cnbp	52.000000	208	0	0	0	0
Ccdc43	52.000000	208	0	0	0	0
Bspry	52.000000	208	0	0	0	0
9930021J03Rik	52.000000	134	0	0	74	0
Zfp146	51.750000	207	0	0	0	0
Wdr20rt	51.750000	207	0	0	0	0
Snx11	51.750000	207	0	0	0	0
Rtca	51.750000	207	0	0	0	0
Rsl1d1	51.750000	207	0	0	0	0
Pmel	51.750000	207	0	0	0	0
Gosr1	51.750000	207	0	0	0	0
Fchsd1	51.750000	207	0	0	0	0
Dbt	51.750000	207	0	0	0	0
Cdk2	51.750000	207	0	0	0	0
Ccdc182	51.750000	207	0	0	0	0
Acly	51.750000	207	0	0	0	0
1700030J22Rik	51.750000	207	0	0	0	0
Zbtb32	51.500000	206	0	0	0	0
Stxbp5	51.500000	206	0	0	0	0
Rimkla	51.500000	0	0	0	206	0
Maml1	51.500000	206	0	0	0	0
Leng1	51.500000	206	0	0	0	0
Kmt2b	51.500000	206	0	0	0	0
Hacd2	51.500000	206	0	0	0	0
Fbxo44	51.500000	206	0	0	0	0
Fbxo2	51.500000	206	0	0	0	0
Ddx52	51.500000	206	0	0	0	0
Asic1	51.500000	206	0	0	0	0
Arhgef12	51.500000	206	0	0	0	0
Wdfy1	51.250000	205	0	0	0	0
Timm44	51.250000	205	0	0	0	0
Sppl2b	51.250000	205	0	0	0	0
Prtn3	51.250000	205	0	0	0	0
Plppr3	51.250000	205	0	0	0	0
Mcfd2	51.250000	205	0	0	0	0
Mccc1	51.250000	205	0	0	0	0
Lsm7	51.250000	205	0	0	0	0
Irf2bpl	51.250000	205	0	0	0	0
Fbrsl1	51.250000	205	0	0	0	0
Dll1	51.250000	205	0	0	0	0
Atp4a	51.250000	205	0	0	0	0
Wdr27	51.000000	204	0	0	0	0
Rnf113a2	51.000000	204	0	0	0	0
Naa50	51.000000	204	0	0	0	0
Kcns2	51.000000	204	0	0	0	0
Hnf1b	51.000000	204	0	0	0	0
Gtpbp4	51.000000	204	0	0	0	0
Fth1	51.000000	204	0	0	0	0
Etv3	51.000000	204	0	0	0	0
Elavl3	51.000000	204	0	0	0	0
Atp6v1a	51.000000	204	0	0	0	0
1600012H06Rik	51.000000	204	0	0	0	0
Zfp712	50.750000	203	0	0	0	0
Urod	50.750000	203	0	0	0	0
Ssb	50.750000	203	0	0	0	0
Sptan1	50.750000	0	0	0	203	0
Sirt2	50.750000	203	0	0	0	0
Sipa1l1	50.750000	203	0	0	0	0
Rasal3	50.750000	203	0	0	0	0
Rad21	50.750000	203	0	0	0	0
Nfkbib	50.750000	203	0	0	0	0
Mfsd14a	50.750000	203	0	0	0	0
Mcph1	50.750000	203	0	0	0	0
Ier3ip1	50.750000	203	0	0	0	0
Hectd3	50.750000	203	0	0	0	0
Gpr3	50.750000	203	0	0	0	0
Fahd2a	50.750000	203	0	0	0	0
Churc1	50.750000	203	0	0	0	0
Arl2bp	50.750000	0	0	0	203	0
Sp1	50.500000	202	0	0	0	0
Snx19	50.500000	202	0	0	0	0
Snap47	50.500000	202	0	0	0	0
Mtss2	50.500000	202	0	0	0	0
Jmjd4	50.500000	202	0	0	0	0
Il4i1	50.500000	202	0	0	0	0
Hs3st3b1	50.500000	202	0	0	0	0
Fn1	50.500000	202	0	0	0	0
Atp5l	50.500000	202	0	0	0	0
Ascl4	50.500000	0	0	0	202	0
Selenoi	50.250000	201	0	0	0	0
Igbp1b	50.250000	105	0	0	96	0
Dusp5	50.250000	0	0	0	201	0
Acbd6	50.250000	201	0	0	0	0
Wwc2	50.000000	200	0	0	0	0
Trap1a	50.000000	200	0	0	0	0
Ssr1	50.000000	200	0	0	0	0
Slc11a2	50.000000	200	0	0	0	0
Scaper	50.000000	200	0	0	0	0
Pfn2	50.000000	200	0	0	0	0
Pdcd6	50.000000	200	0	0	0	0
Pcdhgb2	50.000000	200	0	0	0	0
Pcdhga5	50.000000	200	0	0	0	0
Mrpl11	50.000000	200	0	0	0	0
Itpk1	50.000000	0	0	0	200	0
Hrob	50.000000	200	0	0	0	0
Dusp1	50.000000	200	0	0	0	0
Brip1	50.000000	200	0	0	0	0
A930007A09Rik	50.000000	200	0	0	0	0
1700018F24Rik	50.000000	200	0	0	0	0
Zfp354a	49.750000	199	0	0	0	0
Wnt4	49.750000	199	0	0	0	0
Usf3	49.750000	199	0	0	0	0
Ttll7	49.750000	199	0	0	0	0
Tm2d3	49.750000	199	0	0	0	0
Tgfbi	49.750000	199	0	0	0	0
Tcerg1l	49.750000	199	0	0	0	0
Sptbn4	49.750000	199	0	0	0	0
Spryd7	49.750000	199	0	0	0	0
Sh3kbp1	49.750000	199	0	0	0	0
Rps6ka6	49.750000	199	0	0	0	0
Ric3	49.750000	199	0	0	0	0
Ptpn22	49.750000	199	0	0	0	0
Prss41	49.750000	199	0	0	0	0
Ppp1r14b	49.750000	199	0	0	0	0
Pot1b	49.750000	199	0	0	0	0
Plcb3	49.750000	199	0	0	0	0
Ostc	49.750000	199	0	0	0	0
Olfr212	49.750000	199	0	0	0	0
Nfil3	49.750000	199	0	0	0	0
Mei4	49.750000	199	0	0	0	0
Mavs	49.750000	199	0	0	0	0
Mat2b	49.750000	199	0	0	0	0
Ikzf2	49.750000	0	0	0	199	0
Hpdl	49.750000	199	0	0	0	0
Garre1	49.750000	199	0	0	0	0
Fndc3b	49.750000	199	0	0	0	0
Fgf12	49.750000	0	0	0	199	0
Fbxo11	49.750000	199	0	0	0	0
Eif3h	49.750000	199	0	0	0	0
Dock2	49.750000	199	0	0	0	0
Dmxl2	49.750000	199	0	0	0	0
Dhcr7	49.750000	199	0	0	0	0
Cox16	49.750000	199	0	0	0	0
Cldn7	49.750000	199	0	0	0	0
4930591A17Rik	49.750000	199	0	0	0	0
Zmym4	49.500000	198	0	0	0	0
Tmf1	49.500000	198	0	0	0	0
Tab1	49.500000	198	0	0	0	0
Syde2	49.500000	0	0	0	198	0
Sdcbp	49.500000	198	0	0	0	0
Rnf11	49.500000	198	0	0	0	0
Nampt	49.500000	198	0	0	0	0
Gsk3b	49.500000	198	0	0	0	0
Golim4	49.500000	198	0	0	0	0
Dock7	49.500000	0	0	0	198	0
Btf3	49.500000	198	0	0	0	0
Asap1	49.500000	0	0	0	198	0
Alg1	49.500000	198	0	0	0	0
Zfp26	49.250000	197	0	0	0	0
Tsc22d1	49.250000	197	0	0	0	0
Olfr275	49.250000	197	0	0	0	0
Mrgbp	49.250000	197	0	0	0	0
Inafm1	49.250000	197	0	0	0	0
Gtpbp8	49.250000	197	0	0	0	0
Efhb	49.250000	197	0	0	0	0
Cbx4	49.250000	0	0	0	197	0
Vps37c	49.000000	196	0	0	0	0
Ttc21a	49.000000	196	0	0	0	0
Ssu72	49.000000	196	0	0	0	0
Slc1a2	49.000000	196	0	0	0	0
Sh2b2	49.000000	196	0	0	0	0
Prkce	49.000000	196	0	0	0	0
Pdxp	49.000000	196	0	0	0	0
Nop53	49.000000	196	0	0	0	0
Mycbpap	49.000000	196	0	0	0	0
Krt8	49.000000	196	0	0	0	0
Gorasp1	49.000000	196	0	0	0	0
Gm9758	49.000000	196	0	0	0	0
Cyp19a1	49.000000	196	0	0	0	0
Cep78	49.000000	0	0	0	196	0
Zranb3	48.750000	195	0	0	0	0
Trappc12	48.750000	195	0	0	0	0
Slc28a3	48.750000	195	0	0	0	0
R3hdm1	48.750000	195	0	0	0	0
Nubp1	48.750000	195	0	0	0	0
Iqcm	48.750000	195	0	0	0	0
Fbxw2	48.750000	195	0	0	0	0
Eipr1	48.750000	195	0	0	0	0
Eif2s1	48.750000	195	0	0	0	0
Cdk5r1	48.750000	0	0	0	195	0
Atp6v1d	48.750000	195	0	0	0	0
Yod1	48.500000	194	0	0	0	0
Tmed1	48.500000	194	0	0	0	0
Rac1	48.500000	194	0	0	0	0
Pym1	48.500000	194	0	0	0	0
Pfkfb2	48.500000	194	0	0	0	0
Dcaf15	48.500000	194	0	0	0	0
Ctnnb1	48.500000	194	0	0	0	0
Bmi1	48.500000	194	0	0	0	0
1110017D15Rik	48.500000	194	0	0	0	0
Zscan10	48.250000	193	0	0	0	0
Zfp609	48.250000	193	0	0	0	0
Zfp13	48.250000	193	0	0	0	0
Tomm6	48.250000	193	0	0	0	0
Tex44	48.250000	193	0	0	0	0
Shmt2	48.250000	193	0	0	0	0
Sh3glb2	48.250000	193	0	0	0	0
Rab6b	48.250000	0	0	0	193	0
Miga2	48.250000	193	0	0	0	0
Mfsd12	48.250000	0	0	0	193	0
Chek1	48.250000	193	0	0	0	0
Camk2n1	48.250000	0	0	0	193	0
Anapc4	48.250000	193	0	0	0	0
Wif1	48.000000	192	0	0	0	0
Vamp3	48.000000	192	0	0	0	0
Taf6	48.000000	192	0	0	0	0
Rell2	48.000000	192	0	0	0	0
Osbpl3	48.000000	192	0	0	0	0
Mycbp2	48.000000	192	0	0	0	0
Kcnt1	48.000000	192	0	0	0	0
Hdac3	48.000000	192	0	0	0	0
Cnpy4	48.000000	192	0	0	0	0
Trp53i13	47.750000	191	0	0	0	0
Tpm3	47.750000	191	0	0	0	0
Tbc1d23	47.750000	191	0	0	0	0
Slc25a25	47.750000	191	0	0	0	0
Ptbp2	47.750000	0	0	0	191	0
Nme7	47.750000	191	0	0	0	0
Naif1	47.750000	191	0	0	0	0
Mex3b	47.750000	191	0	0	0	0
Lrrc47	47.750000	191	0	0	0	0
Erc1	47.750000	191	0	0	0	0
Blzf1	47.750000	191	0	0	0	0
Ankrd6	47.750000	191	0	0	0	0
Abhd15	47.750000	191	0	0	0	0
Zfp511	47.500000	190	0	0	0	0
Tubgcp2	47.500000	190	0	0	0	0
Taf9b	47.500000	190	0	0	0	0
Slc38a9	47.500000	190	0	0	0	0
Slc26a2	47.500000	190	0	0	0	0
Sh3bgrl3	47.500000	190	0	0	0	0
Plekhd1	47.500000	190	0	0	0	0
Pde6d	47.500000	190	0	0	0	0
Mapt	47.500000	0	0	0	190	0
Ikzf5	47.500000	190	0	0	0	0
Igsf9b	47.500000	190	0	0	0	0
Gdf15	47.500000	190	0	0	0	0
Fam187a	47.500000	190	0	0	0	0
Eftud2	47.500000	190	0	0	0	0
Cops7b	47.500000	190	0	0	0	0
Ccdc103	47.500000	190	0	0	0	0
Asah1	47.500000	190	0	0	0	0
Acadsb	47.500000	190	0	0	0	0
4930402H24Rik	47.500000	190	0	0	0	0
Nap1l1	47.250000	189	0	0	0	0
Mis18a	47.250000	189	0	0	0	0
Heatr1	47.250000	189	0	0	0	0
Czib	47.250000	189	0	0	0	0
Ccdc171	47.250000	189	0	0	0	0
Atxn2	47.250000	189	0	0	0	0
Zmynd19	47.000000	188	0	0	0	0
Zfp930	47.000000	188	0	0	0	0
Zfp663	47.000000	188	0	0	0	0
Zfp42	47.000000	188	0	0	0	0
Wdr4	47.000000	188	0	0	0	0
Trim47	47.000000	188	0	0	0	0
Trim26	47.000000	188	0	0	0	0
Timeless	47.000000	188	0	0	0	0
S100a9	47.000000	188	0	0	0	0
Rpain	47.000000	188	0	0	0	0
Rnf111	47.000000	188	0	0	0	0
Rdh13	47.000000	188	0	0	0	0
Rbp1	47.000000	188	0	0	0	0
Rbm8a	47.000000	188	0	0	0	0
Rai1	47.000000	188	0	0	0	0
Pudp	47.000000	188	0	0	0	0
Pik3c3	47.000000	188	0	0	0	0
Otof	47.000000	188	0	0	0	0
Nsrp1	47.000000	188	0	0	0	0
Npl	47.000000	188	0	0	0	0
Nob1	47.000000	188	0	0	0	0
Ndufb4	47.000000	188	0	0	0	0
Mrps35	47.000000	188	0	0	0	0
Mettl3	47.000000	188	0	0	0	0
Lrrd1	47.000000	188	0	0	0	0
Lman1	47.000000	188	0	0	0	0
Lancl3	47.000000	188	0	0	0	0
Klhl29	47.000000	188	0	0	0	0
Kif3a	47.000000	188	0	0	0	0
Kidins220	47.000000	188	0	0	0	0
Inhbb	47.000000	188	0	0	0	0
Iars	47.000000	188	0	0	0	0
Guca1a	47.000000	188	0	0	0	0
Gtsf1	47.000000	188	0	0	0	0
Gpat2	47.000000	188	0	0	0	0
Got2	47.000000	188	0	0	0	0
Golga4	47.000000	188	0	0	0	0
Gldn	47.000000	188	0	0	0	0
Gabrq	47.000000	188	0	0	0	0
Fez1	47.000000	188	0	0	0	0
Fam166c	47.000000	188	0	0	0	0
Elfn1	47.000000	188	0	0	0	0
Ehmt1	47.000000	188	0	0	0	0
Col28a1	47.000000	188	0	0	0	0
Chrne	47.000000	188	0	0	0	0
Ccz1	47.000000	188	0	0	0	0
Axin1	47.000000	188	0	0	0	0
Auts2	47.000000	188	0	0	0	0
Aurkc	47.000000	188	0	0	0	0
Adipor2	47.000000	188	0	0	0	0
Abcb7	47.000000	188	0	0	0	0
5730455P16Rik	47.000000	188	0	0	0	0
4930544D05Rik	47.000000	188	0	0	0	0
4930505A04Rik	47.000000	188	0	0	0	0
Ypel5	46.750000	187	0	0	0	0
Taok3	46.750000	187	0	0	0	0
Suds3	46.750000	187	0	0	0	0
Srrm1	46.750000	187	0	0	0	0
Scaf8	46.750000	187	0	0	0	0
Prss12	46.750000	187	0	0	0	0
Nsg1	46.750000	0	0	0	187	0
Ndufs7	46.750000	187	0	0	0	0
Morc1	46.750000	187	0	0	0	0
Mob4	46.750000	187	0	0	0	0
Mnat1	46.750000	187	0	0	0	0
Mapk11	46.750000	0	0	0	187	0
Imp4	46.750000	187	0	0	0	0
Hikeshi	46.750000	187	0	0	0	0
Fhad1	46.750000	0	0	0	187	0
Fam110a	46.750000	187	0	0	0	0
Eif2s2	46.750000	187	0	0	0	0
Cnot10	46.750000	187	0	0	0	0
Ccdc115	46.750000	187	0	0	0	0
Adk	46.750000	187	0	0	0	0
Abtb2	46.750000	187	0	0	0	0
Zfyve27	46.500000	186	0	0	0	0
Wipf1	46.500000	186	0	0	0	0
Trp53inp1	46.500000	186	0	0	0	0
Tlcd3a	46.500000	0	0	186	0	0
Sdhc	46.500000	186	0	0	0	0
Rprd2	46.500000	186	0	0	0	0
Mpz	46.500000	186	0	0	0	0
Iho1	46.500000	186	0	0	0	0
Gm5591	46.500000	186	0	0	0	0
C2cd4b	46.500000	186	0	0	0	0
BC048562	46.500000	186	0	0	0	0
Tekt2	46.250000	185	0	0	0	0
Rnf34	46.250000	185	0	0	0	0
Rlim	46.250000	185	0	0	0	0
Rcc1l	46.250000	0	0	0	185	0
Pskh1	46.250000	185	0	0	0	0
Nfxl1	46.250000	185	0	0	0	0
Marchf6	46.250000	0	0	0	185	0
Jph2	46.250000	185	0	0	0	0
Irs2	46.250000	185	0	0	0	0
Inpp4a	46.250000	185	0	0	0	0
Galk2	46.250000	185	0	0	0	0
Cops2	46.250000	185	0	0	0	0
Bptf	46.250000	0	0	0	185	0
Anapc7	46.250000	185	0	0	0	0
Agpat5	46.250000	185	0	0	0	0
Adprhl2	46.250000	185	0	0	0	0
4930453N24Rik	46.250000	185	0	0	0	0
Zc3h11a	46.000000	184	0	0	0	0
Zbed6	46.000000	184	0	0	0	0
Usp3	46.000000	91	0	0	93	0
Slc36a3	46.000000	184	0	0	0	0
Runx3	46.000000	184	0	0	0	0
Rrp15	46.000000	184	0	0	0	0
Mtrex	46.000000	184	0	0	0	0
Mrnip	46.000000	184	0	0	0	0
Hlcs	46.000000	184	0	0	0	0
Exosc10	46.000000	184	0	0	0	0
Dhx29	46.000000	184	0	0	0	0
4930503B20Rik	46.000000	184	0	0	0	0
Ypel2	45.750000	183	0	0	0	0
Stpg3	45.750000	183	0	0	0	0
Slc26a6	45.750000	183	0	0	0	0
Rps6kl1	45.750000	183	0	0	0	0
Rfng	45.750000	183	0	0	0	0
Pank4	45.750000	183	0	0	0	0
Nelfb	45.750000	183	0	0	0	0
Hes5	45.750000	183	0	0	0	0
Gps1	45.750000	183	0	0	0	0
Clec11a	45.750000	183	0	0	0	0
Cdc42se2	45.750000	183	0	0	0	0
Zik1	45.500000	182	0	0	0	0
Tedc2	45.500000	182	0	0	0	0
