Target_genes	Tfap4|Average	SRX554972|CD8+_T_cells	SRX1726746|Germinal_Center	SRX1726747|Germinal_Center	STRING
Hormad2	75.666667	227	0	0	0
Fbxl19	75.666667	227	0	0	0
Cox6a1	75.666667	125	0	102	0
Bst2	75.666667	227	0	0	0
Atg4a	75.666667	227	0	0	0
Zfp420	75.333333	117	0	109	0
Sp140	75.333333	226	0	0	0
Sp110	75.333333	226	0	0	0
Sgms2	75.333333	226	0	0	0
Raver2	75.333333	0	142	84	0
Pck1	75.333333	226	0	0	0
Mcm10	75.333333	125	0	101	0
Foxr1	75.333333	0	121	105	0
Foxp4	75.333333	143	0	83	0
Ccdc17	75.333333	97	0	129	0
Arhgap35	75.333333	126	100	0	0
Acvr2a	75.333333	226	0	0	0
Trappc12	75.000000	137	0	88	0
Srsf12	75.000000	225	0	0	0
Selenoh	75.000000	225	0	0	0
Prdm13	75.000000	225	0	0	0
Plod2	75.000000	225	0	0	0
Osm	75.000000	225	0	0	0
Lmo2	75.000000	131	0	94	0
Jade3	75.000000	127	0	98	0
Il11ra1	75.000000	225	0	0	0
Gjd3	75.000000	225	0	0	0
Galt	75.000000	225	0	0	0
Elof1	75.000000	225	0	0	0
Eipr1	75.000000	137	0	88	0
Uqcc1	74.666667	139	0	85	0
Tmem184b	74.666667	120	0	104	0
Rbms1	74.666667	128	0	96	0
Gpr25	74.666667	224	0	0	0
Fndc3a	74.666667	152	0	72	0
Cox17	74.666667	118	0	106	0
Ccr9	74.666667	224	0	0	0
Cabin1	74.666667	129	0	95	0
Tpbgl	74.333333	223	0	0	0
Plekhm2	74.333333	223	0	0	0
Nat8f4	74.333333	114	0	109	0
Mpig6b	74.333333	223	0	0	0
Ly6g6c	74.333333	223	0	0	0
Gfra2	74.333333	223	0	0	0
Gcnt4	74.333333	223	0	0	0
Fgf22	74.333333	223	0	0	0
Dnase1l3	74.333333	223	0	0	0
Boll	74.333333	223	0	0	0
Ap1s3	74.333333	121	0	102	0
Tspo	74.000000	222	0	0	0
Timeless	74.000000	120	0	102	0
Rflnb	74.000000	118	0	104	0
Lsr	74.000000	222	0	0	0
Itpripl1	74.000000	222	0	0	0
Fam187b	74.000000	222	0	0	0
Etv6	74.000000	127	0	95	0
Eif3l	74.000000	222	0	0	0
Cited4	74.000000	222	0	0	0
Cd320	74.000000	222	0	0	0
1700037H04Rik	74.000000	142	0	80	0
Zfp444	73.666667	221	0	0	0
Zfp386	73.666667	221	0	0	0
Wbp11	73.666667	105	0	116	0
Tmbim4	73.666667	221	0	0	0
Tfap2c	73.666667	221	0	0	0
Myo15b	73.666667	0	0	221	0
Mmp24	73.666667	221	0	0	0
Lif	73.666667	221	0	0	0
BC049715	73.666667	105	0	116	0
Ampd3	73.666667	221	0	0	0
Tbx21	73.333333	220	0	0	0
Lhpp	73.333333	220	0	0	0
Gsto1	73.333333	220	0	0	0
Dsn1	73.333333	220	0	0	0
Bex6	73.333333	220	0	0	0
1700066B19Rik	73.333333	220	0	0	0
1700029I15Rik	73.333333	220	0	0	0
Tnfsf11	73.000000	219	0	0	0
Tlr12	73.000000	219	0	0	0
Pllp	73.000000	108	0	111	0
Mcm3	73.000000	219	0	0	0
Kif3a	73.000000	101	0	118	0
Kcnmb3	73.000000	0	0	219	0
Kcnb1	73.000000	219	0	0	0
Hemgn	73.000000	219	0	0	0
Gm2237	73.000000	219	0	0	0
Glra1	73.000000	219	0	0	0
Fgf8	73.000000	219	0	0	0
Dmtn	73.000000	219	0	0	0
Ctxn1	73.000000	219	0	0	0
Cnot6l	73.000000	99	0	120	0
Nrn1	72.666667	218	0	0	0
Nqo1	72.666667	218	0	0	0
Mbnl3	72.666667	114	104	0	0
Ldlr	72.666667	218	0	0	0
Klhdc1	72.666667	134	0	84	0
Gch1	72.666667	218	0	0	0
Crybg1	72.666667	69	0	149	0
Cables1	72.666667	218	0	0	0
Arl10	72.666667	218	0	0	0
Tubb2a	72.333333	217	0	0	0
Top2a	72.333333	217	0	0	0
Slc9a6	72.333333	133	0	84	0
Prdx4	72.333333	0	0	217	0
Mrpl53	72.333333	217	0	0	0
Homez	72.333333	217	0	0	0
H2aw	72.333333	217	0	0	0
Gpn1	72.333333	121	0	96	0
Gabbr1	72.333333	0	0	217	0
Fam169b	72.333333	217	0	0	0
Drosha	72.333333	217	0	0	0
Ddx56	72.333333	217	0	0	0
6030458C11Rik	72.333333	217	0	0	0
1810030O07Rik	72.333333	217	0	0	0
Tnfrsf18	72.000000	216	0	0	0
Taf1a	72.000000	67	149	0	0
Sdcbp2	72.000000	216	0	0	0
Mrm2	72.000000	131	0	85	0
Lca5l	72.000000	216	0	0	0
Inf2	72.000000	216	0	0	0
Emd	72.000000	142	0	74	0
Ccdc150	72.000000	216	0	0	0
Areg	72.000000	216	0	0	0
1810010H24Rik	72.000000	0	81	135	0
Tuba1a	71.666667	215	0	0	0
Slc22a21	71.666667	79	0	136	0
Scn2b	71.666667	215	0	0	0
Pgghg	71.666667	126	0	89	0
Pcbp3	71.666667	0	0	215	0
Pamr1	71.666667	215	0	0	0
Myl4	71.666667	105	0	110	0
Mpc1	71.666667	215	0	0	0
Map3k1	71.666667	215	0	0	0
Lypd11	71.666667	0	0	215	0
Inpp4b	71.666667	215	0	0	0
Gm960	71.666667	215	0	0	0
Ensa	71.666667	215	0	0	0
Cdc27	71.666667	105	0	110	0
Ttc36	71.333333	214	0	0	0
Tmem25	71.333333	214	0	0	0
Serpinb6b	71.333333	214	0	0	0
Plin1	71.333333	214	0	0	0
Piga	71.333333	0	0	214	0
Osbpl6	71.333333	214	0	0	0
Mboat2	71.333333	214	0	0	0
H2-M3	71.333333	214	0	0	0
Galnt7	71.333333	0	109	105	0
Cnmd	71.333333	214	0	0	0
Cibar1	71.333333	107	0	107	0
Cfap300	71.333333	214	0	0	0
Ccdc184	71.333333	214	0	0	0
Srcin1	71.000000	213	0	0	0
Slc38a7	71.000000	213	0	0	0
Ska1	71.000000	101	112	0	0
Sbf2	71.000000	213	0	0	0
Prr36	71.000000	213	0	0	0
Fam135a	71.000000	0	0	213	0
Batf	71.000000	213	0	0	0
Zswim1	70.666667	212	0	0	0
Tmtc1	70.666667	212	0	0	0
Rph3al	70.666667	212	0	0	0
Rev1	70.666667	0	0	212	0
Mark4	70.666667	0	0	212	0
Ltb4r2	70.666667	212	0	0	0
Ltb4r1	70.666667	212	0	0	0
Il10	70.666667	212	0	0	0
Hs3st3b1	70.666667	212	0	0	0
Haus7	70.666667	104	0	108	0
Exoc3l2	70.666667	0	0	212	0
Cideb	70.666667	212	0	0	0
Tmem138	70.333333	0	105	106	0
Tctn3	70.333333	211	0	0	0
Slu7	70.333333	95	0	116	0
Slc25a5	70.333333	211	0	0	0
Rundc3a	70.333333	211	0	0	0
Rem2	70.333333	211	0	0	0
Idua	70.333333	80	131	0	0
Idh3b	70.333333	211	0	0	0
Fbln1	70.333333	211	0	0	0
Entpd1	70.333333	211	0	0	0
Dgkq	70.333333	80	131	0	0
Cyb561a3	70.333333	0	105	106	0
Alkbh8	70.333333	211	0	0	0
Tmtc2	70.000000	210	0	0	0
Sumf2	70.000000	210	0	0	0
Rere	70.000000	76	134	0	0
Nudcd2	70.000000	210	0	0	0
Hmmr	70.000000	210	0	0	0
Agpat2	70.000000	210	0	0	0
Zfp94	69.666667	209	0	0	0
Tex9	69.666667	209	0	0	0
Rorc	69.666667	209	0	0	0
Phldb3	69.666667	209	0	0	0
Nxpe4	69.666667	209	0	0	0
Metap1d	69.666667	101	0	108	0
Lrrc4	69.666667	209	0	0	0
Kif7	69.666667	209	0	0	0
Jag1	69.666667	209	0	0	0
Cd8b1	69.666667	209	0	0	0
Bmp8a	69.666667	209	0	0	0
Bcas2	69.666667	94	0	115	0
Vav3	69.333333	208	0	0	0
Tpcn2	69.333333	208	0	0	0
St8sia1	69.333333	208	0	0	0
Serpinb9	69.333333	208	0	0	0
Rsbn1l	69.333333	117	0	91	0
Mlxip	69.333333	208	0	0	0
Mbd4	69.333333	137	0	71	0
Ift122	69.333333	137	0	71	0
Ercc5	69.333333	208	0	0	0
Efhc1	69.333333	208	0	0	0
Cabcoco1	69.333333	208	0	0	0
Adcy4	69.333333	208	0	0	0
Upp1	69.000000	207	0	0	0
Txnrd1	69.000000	207	0	0	0
Sp6	69.000000	207	0	0	0
Psmb4	69.000000	127	0	80	0
Plekho1	69.000000	207	0	0	0
Gfus	69.000000	207	0	0	0
Cstb	69.000000	207	0	0	0
Cdk16	69.000000	207	0	0	0
Atp5b	69.000000	207	0	0	0
Zfp81	68.666667	206	0	0	0
Zfp777	68.666667	206	0	0	0
Unc5a	68.666667	206	0	0	0
Ubap1	68.666667	206	0	0	0
Tusc1	68.666667	206	0	0	0
Tprn	68.666667	206	0	0	0
Smyd3	68.666667	109	0	97	0
Prlr	68.666667	206	0	0	0
Myl7	68.666667	206	0	0	0
Mapk4	68.666667	206	0	0	0
Leo1	68.666667	206	0	0	0
Kbtbd11	68.666667	206	0	0	0
Drd1	68.666667	206	0	0	0
Bub1	68.666667	133	0	73	0
Vopp1	68.333333	205	0	0	0
Pelo	68.333333	205	0	0	0
Macrod1	68.333333	205	0	0	0
Farp1	68.333333	205	0	0	0
Etaa1	68.333333	86	0	119	0
Dagla	68.333333	205	0	0	0
Colgalt2	68.333333	205	0	0	0
Ttll12	68.000000	109	0	95	0
Sema4g	68.000000	204	0	0	0
Moxd2	68.000000	204	0	0	0
Itpk1	68.000000	112	0	92	0
Eya2	68.000000	204	0	0	0
Capn2	68.000000	78	0	126	0
Aars	68.000000	204	0	0	0
Zdhhc23	67.666667	203	0	0	0
Zdhhc18	67.666667	203	0	0	0
Uqcc2	67.666667	203	0	0	0
Susd1	67.666667	0	0	203	0
Strip1	67.666667	203	0	0	0
Prorp	67.666667	203	0	0	0
Prkcg	67.666667	0	0	203	0
Pik3c3	67.666667	203	0	0	0
Il6ra	67.666667	203	0	0	0
Gbp11	67.666667	203	0	0	0
Ctxn2	67.666667	203	0	0	0
Cdyl2	67.666667	203	0	0	0
Ccdc69	67.666667	68	0	135	0
Arhgef6	67.666667	203	0	0	0
Znrf4	67.333333	202	0	0	0
Trappc6a	67.333333	202	0	0	0
Tagap	67.333333	202	0	0	0
Spata24	67.333333	202	0	0	0
Phf6	67.333333	118	0	84	0
Oip5	67.333333	202	0	0	0
Nusap1	67.333333	202	0	0	0
Hmgb3	67.333333	202	0	0	0
Gucy1a1	67.333333	202	0	0	0
Gm5148	67.333333	202	0	0	0
Fosl2	67.333333	202	0	0	0
Dpf1	67.333333	202	0	0	0
Bloc1s3	67.333333	202	0	0	0
A4galt	67.333333	0	0	202	0
Unc13d	67.000000	201	0	0	0
Tpp1	67.000000	201	0	0	0
Srp14	67.000000	201	0	0	0
Pbxip1	67.000000	201	0	0	0
Id1	67.000000	201	0	0	0
Gpr160	67.000000	201	0	0	0
Fads6	67.000000	201	0	0	0
Exoc1	67.000000	0	109	92	0
Chrnb2	67.000000	201	0	0	0
C1qtnf12	67.000000	201	0	0	0
Asns	67.000000	201	0	0	0
Acot6	67.000000	201	0	0	0
Tbc1d12	66.666667	78	0	122	0
Stac2	66.666667	200	0	0	0
Slc22a17	66.666667	200	0	0	0
Oxa1l	66.666667	200	0	0	0
Csf1r	66.666667	0	0	200	0
Cnr2	66.666667	0	0	200	0
Atp1b2	66.666667	200	0	0	0
A930007A09Rik	66.666667	0	96	104	0
Zfp160	66.333333	199	0	0	0
Wif1	66.333333	93	0	106	0
Tubb3	66.333333	199	0	0	0
Sytl2	66.333333	199	0	0	0
Rps9	66.333333	199	0	0	0
Psma5	66.333333	199	0	0	0
Mc1r	66.333333	199	0	0	0
Lman2l	66.333333	199	0	0	0
H2-Q10	66.333333	199	0	0	0
Fbln5	66.333333	199	0	0	0
Ccar2	66.333333	199	0	0	0
Bbx	66.333333	90	0	109	0
Arhgef25	66.333333	104	0	95	0
Osbpl3	66.000000	198	0	0	0
Nlrx1	66.000000	118	0	80	0
Krba1	66.000000	91	0	107	0
Arhgdib	66.000000	198	0	0	0
Ankrd2	66.000000	198	0	0	0
Adamts14	66.000000	198	0	0	0
Zfp658	65.666667	197	0	0	0
Vtn	65.666667	197	0	0	0
Ttc39c	65.666667	197	0	0	0
Tbkbp1	65.666667	197	0	0	0
Slc4a11	65.666667	197	0	0	0
Sarm1	65.666667	197	0	0	0
Paf1	65.666667	197	0	0	0
Med29	65.666667	197	0	0	0
Cebpa	65.666667	197	0	0	0
Ccdc167	65.666667	197	0	0	0
Arhgap18	65.666667	197	0	0	0
Spr	65.333333	196	0	0	0
Sort1	65.333333	196	0	0	0
Pkd2l2	65.333333	196	0	0	0
Nedd4	65.333333	0	0	196	0
Mcub	65.333333	196	0	0	0
Matn2	65.333333	196	0	0	0
Lysmd2	65.333333	196	0	0	0
Lhfpl5	65.333333	196	0	0	0
Foxo1	65.333333	196	0	0	0
Cep192	65.333333	196	0	0	0
Zfp354c	65.000000	86	0	109	0
Zap70	65.000000	195	0	0	0
Tspoap1	65.000000	195	0	0	0
Tmem270	65.000000	195	0	0	0
Prkra	65.000000	117	0	78	0
Pou5f1	65.000000	195	0	0	0
Pjvk	65.000000	117	0	78	0
Pik3r5	65.000000	195	0	0	0
Paqr8	65.000000	195	0	0	0
Net1	65.000000	195	0	0	0
Mvb12b	65.000000	195	0	0	0
Lpp	65.000000	123	0	72	0
Klhl7	65.000000	195	0	0	0
Gpr150	65.000000	195	0	0	0
Fbxo27	65.000000	195	0	0	0
Fa2h	65.000000	115	80	0	0
Edc3	65.000000	89	0	106	0
Dtx4	65.000000	195	0	0	0
Dok2	65.000000	195	0	0	0
Dapk3	65.000000	195	0	0	0
Cdk6	65.000000	195	0	0	0
Zfp426	64.666667	194	0	0	0
Tbc1d8	64.666667	194	0	0	0
Sox8	64.666667	194	0	0	0
Slc9a3r2	64.666667	194	0	0	0
Pxmp4	64.666667	123	0	71	0
Neu3	64.666667	194	0	0	0
Mid2	64.666667	194	0	0	0
Ifnar2	64.666667	194	0	0	0
Ifi213	64.666667	194	0	0	0
Gpr137b	64.666667	0	0	194	0
Gcdh	64.666667	113	81	0	0
Fam184b	64.666667	194	0	0	0
Eif2s3x	64.666667	107	0	87	0
Bcar1	64.666667	0	194	0	0
Aurkb	64.666667	194	0	0	0
Vcl	64.333333	123	0	70	0
Scamp1	64.333333	193	0	0	0
Rln3	64.333333	193	0	0	0
Il27ra	64.333333	193	0	0	0
Hopx	64.333333	193	0	0	0
Glo1	64.333333	193	0	0	0
Dgkd	64.333333	0	0	193	0
Dera	64.333333	193	0	0	0
Cd19	64.333333	0	0	193	0
Zfp873	64.000000	192	0	0	0
Uchl1	64.000000	192	0	0	0
Tbc1d4	64.000000	192	0	0	0
St8sia6	64.000000	192	0	0	0
Pnpla6	64.000000	192	0	0	0
Nme7	64.000000	192	0	0	0
Ncald	64.000000	192	0	0	0
Lzts1	64.000000	192	0	0	0
Blzf1	64.000000	192	0	0	0
Tdrkh	63.666667	191	0	0	0
Sh3d21	63.666667	191	0	0	0
Prelid3a	63.666667	191	0	0	0
Pipox	63.666667	191	0	0	0
Pggt1b	63.666667	191	0	0	0
Il18rap	63.666667	191	0	0	0
Cd69	63.666667	191	0	0	0
Xylb	63.333333	0	0	190	0
Shisa4	63.333333	190	0	0	0
Plcxd1	63.333333	190	0	0	0
Fkbp11	63.333333	190	0	0	0
Chrne	63.333333	190	0	0	0
Casr	63.333333	190	0	0	0
Bmp7	63.333333	190	0	0	0
Bbs5	63.333333	190	0	0	0
4930544D05Rik	63.333333	190	0	0	0
Gstt3	63.000000	189	0	0	0
Fabp4	63.000000	189	0	0	0
Dclk1	63.000000	189	0	0	0
Ccnd1	63.000000	189	0	0	0
Armc7	63.000000	189	0	0	0
Zbtb6	62.666667	188	0	0	0
Tnfsf14	62.666667	188	0	0	0
Spef1	62.666667	188	0	0	0
Sorcs2	62.666667	188	0	0	0
Slc35e4	62.666667	188	0	0	0
Sgta	62.666667	188	0	0	0
Nit2	62.666667	188	0	0	0
Mdp1	62.666667	188	0	0	0
H2-Aa	62.666667	188	0	0	0
Ada	62.666667	188	0	0	0
Zfp575	62.333333	187	0	0	0
Trps1	62.333333	187	0	0	0
Tedc2	62.333333	187	0	0	0
Slc30a6	62.333333	187	0	0	0
Sh3bgrl3	62.333333	187	0	0	0
Rfxap	62.333333	187	0	0	0
Mfrp	62.333333	187	0	0	0
Lyl1	62.333333	0	0	187	0
Ifit1bl2	62.333333	187	0	0	0
Ifit1	62.333333	187	0	0	0
Dhrs3	62.333333	0	0	187	0
Dapk1	62.333333	187	0	0	0
Castor1	62.333333	187	0	0	0
Car13	62.333333	0	0	187	0
C1qtnf5	62.333333	187	0	0	0
Ankrd42	62.333333	187	0	0	0
Tfdp2	62.000000	103	0	83	0
Spag4	62.000000	186	0	0	0
Prkch	62.000000	186	0	0	0
Pole2	62.000000	186	0	0	0
Map2k6	62.000000	186	0	0	0
Mafg	62.000000	186	0	0	0
Gm5141	62.000000	186	0	0	0
Ets2	62.000000	186	0	0	0
AB010352	62.000000	186	0	0	0
AA467197	62.000000	186	0	0	0
Vwa2	61.666667	185	0	0	0
Slx4	61.666667	113	0	72	0
Nqo2	61.666667	185	0	0	0
Mettl16	61.666667	185	0	0	0
Lpin3	61.666667	185	0	0	0
Kif20a	61.666667	185	0	0	0
Flad1	61.666667	0	92	93	0
Elovl2	61.666667	185	0	0	0
Brd8	61.666667	185	0	0	0
Zfp788	61.333333	0	184	0	0
Zfp11	61.333333	88	0	96	0
Tecpr1	61.333333	77	107	0	0
Rgs16	61.333333	184	0	0	0
Ptpn18	61.333333	0	111	73	0
Pcdhgc5	61.333333	184	0	0	0
Pcdhgc4	61.333333	184	0	0	0
Lcor	61.333333	0	0	184	0
Kif14	61.333333	184	0	0	0
Gprin3	61.333333	184	0	0	0
Gfm1	61.333333	184	0	0	0
Fndc10	61.333333	184	0	0	0
Fen1	61.333333	184	0	0	0
Zfp59	61.000000	183	0	0	0
Ttc8	61.000000	183	0	0	0
Tnfsf9	61.000000	183	0	0	0
Slc2a9	61.000000	0	0	183	0
Rpl7l1	61.000000	183	0	0	0
Rarg	61.000000	183	0	0	0
Pbdc1	61.000000	183	0	0	0
Npas2	61.000000	183	0	0	0
Nkx1-1	61.000000	183	0	0	0
Mtif2	61.000000	183	0	0	0
Gimap5	61.000000	183	0	0	0
Gimap1	61.000000	183	0	0	0
Fry	61.000000	183	0	0	0
Dse	61.000000	183	0	0	0
Cped1	61.000000	183	0	0	0
Arhgap6	61.000000	183	0	0	0
Zfp229	60.666667	182	0	0	0
Ube2ql1	60.666667	0	0	182	0
Smad1	60.666667	182	0	0	0
Slc16a10	60.666667	182	0	0	0
Ppp1r35	60.666667	182	0	0	0
Nufip2	60.666667	182	0	0	0
Nek2	60.666667	182	0	0	0
Gpat3	60.666667	182	0	0	0
Cenpa	60.666667	182	0	0	0
Bptf	60.666667	0	0	182	0
Rap2c	60.333333	181	0	0	0
Pms2	60.333333	181	0	0	0
Plpp2	60.333333	181	0	0	0
Npepps	60.333333	181	0	0	0
Il6st	60.333333	181	0	0	0
Cdkal1	60.333333	181	0	0	0
Arx	60.333333	181	0	0	0
Aimp2	60.333333	181	0	0	0
Adora2a	60.333333	181	0	0	0
4931408C20Rik	60.333333	181	0	0	0
Prrt4	60.000000	180	0	0	0
Mpv17	60.000000	180	0	0	0
Mpp2	60.000000	180	0	0	0
Meis1	60.000000	180	0	0	0
Ikzf1	60.000000	0	0	180	0
Ifne	60.000000	180	0	0	0
Cdx2	60.000000	180	0	0	0
Asb4	60.000000	180	0	0	0
Zbtb34	59.666667	0	0	179	0
Pramel12	59.666667	98	81	0	0
Plekhh3	59.666667	179	0	0	0
Nsun5	59.666667	93	0	86	0
Cntnap1	59.666667	179	0	0	0
Ccr10	59.666667	179	0	0	0
Calu	59.666667	179	0	0	0
Aldh18a1	59.666667	179	0	0	0
Adgrb1	59.666667	179	0	0	0
Zfp930	59.333333	178	0	0	0
Plin3	59.333333	178	0	0	0
Ninj2	59.333333	178	0	0	0
Foxc2	59.333333	178	0	0	0
Anxa2	59.333333	178	0	0	0
Zfp994	59.000000	177	0	0	0
Wt1	59.000000	177	0	0	0
Unc79	59.000000	177	0	0	0
Stard6	59.000000	177	0	0	0
Sms	59.000000	177	0	0	0
Smim11	59.000000	177	0	0	0
Oacyl	59.000000	177	0	0	0
Mob3b	59.000000	177	0	0	0
Mbnl2	59.000000	177	0	0	0
Kcnk6	59.000000	177	0	0	0
Ifnk	59.000000	177	0	0	0
Hells	59.000000	177	0	0	0
Golph3l	59.000000	177	0	0	0
Chchd3	59.000000	177	0	0	0
Cetn4	59.000000	177	0	0	0
Bbs12	59.000000	177	0	0	0
4930503L19Rik	59.000000	177	0	0	0
Wdr95	58.666667	176	0	0	0
Tbxa2r	58.666667	176	0	0	0
Itpkb	58.666667	176	0	0	0
Ip6k1	58.666667	176	0	0	0
Ebi3	58.666667	176	0	0	0
Cyp11a1	58.666667	176	0	0	0
Ccr8	58.666667	176	0	0	0
Actr3b	58.666667	176	0	0	0
Zfp956	58.333333	175	0	0	0
Tmeff2	58.333333	175	0	0	0
Suv39h1	58.333333	0	0	175	0
Sf3b6	58.333333	0	0	175	0
Oas3	58.333333	175	0	0	0
Lrig1	58.333333	175	0	0	0
Fbp1	58.333333	175	0	0	0
Celsr1	58.333333	175	0	0	0
Cdca8	58.333333	175	0	0	0
Best2	58.333333	175	0	0	0
Acbd6	58.333333	175	0	0	0
9930104L06Rik	58.333333	175	0	0	0
Tnni3	58.000000	174	0	0	0
Pstpip1	58.000000	174	0	0	0
Ppp1r3c	58.000000	174	0	0	0
Nudc	58.000000	174	0	0	0
Ift81	58.000000	90	0	84	0
Wipf1	57.666667	173	0	0	0
Wdr54	57.666667	173	0	0	0
Wdfy4	57.666667	0	0	173	0
Utp4	57.666667	0	0	173	0
Tmem132a	57.666667	173	0	0	0
Tgm2	57.666667	173	0	0	0
St7	57.666667	173	0	0	0
Sit1	57.666667	173	0	0	0
Sall3	57.666667	173	0	0	0
Rp2	57.666667	173	0	0	0
P2ry10b	57.666667	173	0	0	0
Nrg4	57.666667	173	0	0	0
Klrc1	57.666667	173	0	0	0
Derpc	57.666667	0	0	173	0
Depdc1a	57.666667	173	0	0	0
Dab2	57.666667	173	0	0	0
Ctla2a	57.666667	173	0	0	0
Chtf8	57.666667	0	0	173	0
Cacnb2	57.666667	173	0	0	0
Bicd1	57.666667	173	0	0	0
1700003E16Rik	57.666667	173	0	0	0
Traip	57.333333	172	0	0	0
Tbrg1	57.333333	172	0	0	0
Smpdl3a	57.333333	172	0	0	0
Il1r1	57.333333	172	0	0	0
Gm13212	57.333333	172	0	0	0
Bmyc	57.333333	172	0	0	0
Thap3	57.000000	171	0	0	0
Ptpru	57.000000	171	0	0	0
Plpp3	57.000000	171	0	0	0
Mos	57.000000	171	0	0	0
Kifbp	57.000000	171	0	0	0
Kcna2	57.000000	171	0	0	0
Fxn	57.000000	171	0	0	0
Cdkl4	57.000000	171	0	0	0
Brd1	57.000000	0	0	171	0
Zfp952	56.666667	170	0	0	0
Ydjc	56.666667	170	0	0	0
Uqcrc1	56.666667	170	0	0	0
Syne2	56.666667	170	0	0	0
Sox6	56.666667	170	0	0	0
Slc52a3	56.666667	0	0	170	0
Nectin3	56.666667	170	0	0	0
Galc	56.666667	170	0	0	0
Colec11	56.666667	170	0	0	0
Chpt1	56.666667	0	170	0	0
Ccdc116	56.666667	170	0	0	0
Aim2	56.666667	170	0	0	0
Acap1	56.666667	170	0	0	0
Zdhhc14	56.333333	169	0	0	0
Ypel1	56.333333	169	0	0	0
Taf1c	56.333333	169	0	0	0
Spry1	56.333333	169	0	0	0
Scn1b	56.333333	169	0	0	0
Sae1	56.333333	169	0	0	0
Rpl10	56.333333	169	0	0	0
Mt1	56.333333	169	0	0	0
Kcns1	56.333333	0	0	169	0
Gramd1b	56.333333	169	0	0	0
Dgkh	56.333333	169	0	0	0
Cdc14b	56.333333	169	0	0	0
Zfyve26	56.000000	168	0	0	0
Rbm4	56.000000	168	0	0	0
Rad51b	56.000000	168	0	0	0
Pdlim7	56.000000	168	0	0	0
Jade2	56.000000	168	0	0	0
Cyb5a	56.000000	168	0	0	0
2310039H08Rik	56.000000	168	0	0	0
Tspyl3	55.666667	167	0	0	0
Snta1	55.666667	0	0	167	0
Senp7	55.666667	167	0	0	0
Plk5	55.666667	167	0	0	0
Mpv17l2	55.666667	167	0	0	0
Grid2ip	55.666667	167	0	0	0
Fancg	55.666667	167	0	0	0
Elp6	55.666667	167	0	0	0
Cox6b2	55.666667	167	0	0	0
Cables2	55.666667	167	0	0	0
1700025G04Rik	55.666667	167	0	0	0
Tnfrsf14	55.333333	166	0	0	0
Slc12a9	55.333333	166	0	0	0
Scn8a	55.333333	166	0	0	0
Plxdc1	55.333333	166	0	0	0
Ms4a6b	55.333333	166	0	0	0
Map9	55.333333	166	0	0	0
Hsh2d	55.333333	166	0	0	0
Haao	55.333333	166	0	0	0
Glrx	55.333333	166	0	0	0
Fgfbp1	55.333333	166	0	0	0
Eri1	55.333333	166	0	0	0
Ccdc77	55.333333	166	0	0	0
Zfp932	55.000000	165	0	0	0
Ttc30a2	55.000000	165	0	0	0
Ttc30a1	55.000000	165	0	0	0
Tlr9	55.000000	0	0	165	0
Podnl1	55.000000	165	0	0	0
Mybbp1a	55.000000	165	0	0	0
Inpp5b	55.000000	165	0	0	0
Foxb2	55.000000	165	0	0	0
Erfe	55.000000	165	0	0	0
Apbb1ip	55.000000	165	0	0	0
Tmem240	54.666667	164	0	0	0
Ptprc	54.666667	164	0	0	0
Psd4	54.666667	164	0	0	0
Mzt2	54.666667	164	0	0	0
Myo1f	54.666667	164	0	0	0
Msrb1	54.666667	0	0	164	0
Hlx	54.666667	164	0	0	0
Fbxo25	54.666667	164	0	0	0
Fam227a	54.666667	164	0	0	0
Fam120c	54.666667	164	0	0	0
Chrm4	54.666667	164	0	0	0
Cfl2	54.666667	87	0	77	0
Cby1	54.666667	164	0	0	0
Zfp457	54.333333	163	0	0	0
Surf2	54.333333	163	0	0	0
Surf1	54.333333	163	0	0	0
Runx2	54.333333	163	0	0	0
Rasd1	54.333333	163	0	0	0
Plxnc1	54.333333	163	0	0	0
Pja1	54.333333	163	0	0	0
Neurl1a	54.333333	163	0	0	0
Mei4	54.333333	163	0	0	0
Igsf11	54.333333	163	0	0	0
Gpx7	54.333333	163	0	0	0
Fggy	54.333333	163	0	0	0
E2f6	54.333333	163	0	0	0
Dpf2	54.333333	0	0	163	0
Chchd2	54.333333	163	0	0	0
Cfc1	54.333333	163	0	0	0
Cep126	54.333333	163	0	0	0
Bcat1	54.333333	163	0	0	0
2610001J05Rik	54.333333	163	0	0	0
Zyx	54.000000	162	0	0	0
Zfp9	54.000000	162	0	0	0
Rasd2	54.000000	162	0	0	0
Ralgps2	54.000000	162	0	0	0
Mfsd9	54.000000	162	0	0	0
Evl	54.000000	162	0	0	0
Ccdc3	54.000000	162	0	0	0
Camkv	54.000000	162	0	0	0
Bmpr1a	54.000000	0	0	162	0
Akr1a1	54.000000	162	0	0	0
Zfp599	53.666667	161	0	0	0
Zfp518b	53.666667	63	0	98	0
Samm50	53.666667	161	0	0	0
Ptpn13	53.666667	161	0	0	0
Lgi4	53.666667	161	0	0	0
Itfg2	53.666667	161	0	0	0
Fxyd1	53.666667	161	0	0	0
Fam241b	53.666667	161	0	0	0
Fam163a	53.666667	161	0	0	0
Elapor1	53.666667	161	0	0	0
Cth	53.666667	161	0	0	0
Aadacl2fm1	53.666667	0	0	161	0
1700013F07Rik	53.666667	161	0	0	0
Zc3hc1	53.333333	160	0	0	0
Unc5b	53.333333	0	0	160	0
