Target_genes	Etv5|Average	SRX3775849|Alveolar_type_II_cells	SRX23761407|Ependymoma	SRX4988100|ES_cells	SRX4988101|ES_cells	SRX4988102|ES_cells	SRX4988103|ES_cells	SRX4988104|ES_cells	SRX4988105|ES_cells	STRING
Kat7	76.125000	609	0	0	0	0	0	0	0	0
Akt1s1	76.125000	609	0	0	0	0	0	0	0	0
Ube2a	76.000000	608	0	0	0	0	0	0	0	0
Tomm70a	76.000000	608	0	0	0	0	0	0	0	0
Rpl27	76.000000	387	221	0	0	0	0	0	0	0
Pigc	76.000000	608	0	0	0	0	0	0	0	0
Fam76a	76.000000	608	0	0	0	0	0	0	0	0
Cd2ap	76.000000	608	0	0	0	0	0	0	0	0
Bbs4	76.000000	608	0	0	0	0	0	0	0	0
4930558K02Rik	76.000000	608	0	0	0	0	0	0	0	0
Zfyve16	75.875000	607	0	0	0	0	0	0	0	0
Tmem203	75.875000	607	0	0	0	0	0	0	0	0
P2rx4	75.875000	607	0	0	0	0	0	0	0	0
Ndor1	75.875000	607	0	0	0	0	0	0	0	0
Cdca4	75.875000	607	0	0	0	0	0	0	0	0
Ccnt2	75.875000	607	0	0	0	0	0	0	0	0
Psmc2	75.750000	482	124	0	0	0	0	0	0	0
Dnajc2	75.750000	482	124	0	0	0	0	0	0	0
Dennd1b	75.750000	606	0	0	0	0	0	0	0	0
Zfp706	75.625000	605	0	0	0	0	0	0	0	0
Tk2	75.625000	605	0	0	0	0	0	0	0	0
Srd5a1	75.625000	605	0	0	0	0	0	0	0	0
Ptpn3	75.625000	605	0	0	0	0	0	0	0	0
Pdxdc1	75.625000	605	0	0	0	0	0	0	0	0
Nsun2	75.625000	605	0	0	0	0	0	0	0	0
Mpv17l	75.625000	605	0	0	0	0	0	0	0	0
Dpy19l3	75.625000	467	138	0	0	0	0	0	0	0
Cklf	75.625000	605	0	0	0	0	0	0	0	0
Gtf3c1	75.500000	604	0	0	0	0	0	0	0	0
D430042O09Rik	75.500000	604	0	0	0	0	0	0	0	0
Sertad1	75.375000	603	0	0	0	0	0	0	0	0
Fam149b	75.375000	603	0	0	0	0	0	0	0	0
Ecd	75.375000	603	0	0	0	0	0	0	0	0
Celf1	75.375000	603	0	0	0	0	0	0	0	0
Zcchc17	75.250000	602	0	0	0	0	0	0	0	0
Snrnp40	75.250000	602	0	0	0	0	0	0	0	0
Phf1	75.250000	602	0	0	0	0	0	0	0	0
Ost4	75.250000	602	0	0	0	0	0	0	0	0
Fbrsl1	75.250000	602	0	0	0	0	0	0	0	0
Zfand2a	75.125000	456	145	0	0	0	0	0	0	0
Wdfy2	75.125000	601	0	0	0	0	0	0	0	0
Vps16	75.000000	600	0	0	0	0	0	0	0	0
Pced1a	75.000000	600	0	0	0	0	0	0	0	0
Dbndd2	75.000000	600	0	0	0	0	0	0	0	0
Crlf3	75.000000	600	0	0	0	0	0	0	0	0
Coa8	75.000000	600	0	0	0	0	0	0	0	0
Bag5	75.000000	600	0	0	0	0	0	0	0	0
Ywhaq	74.875000	599	0	0	0	0	0	0	0	0
Ube2i	74.875000	599	0	0	0	0	0	0	0	0
Cpeb4	74.875000	599	0	0	0	0	0	0	0	0
Arhgef12	74.875000	599	0	0	0	0	0	0	0	0
Mtmr9	74.750000	468	130	0	0	0	0	0	0	0
Atp7a	74.750000	598	0	0	0	0	0	0	0	0
Slc35b3	74.625000	597	0	0	0	0	0	0	0	0
Rplp1	74.625000	450	147	0	0	0	0	0	0	0
Rnf4	74.625000	597	0	0	0	0	0	0	0	0
Ift27	74.625000	597	0	0	0	0	0	0	0	0
Hyls1	74.625000	597	0	0	0	0	0	0	0	0
Dnm1l	74.625000	597	0	0	0	0	0	0	0	0
Ccdc6	74.625000	597	0	0	0	0	0	0	0	0
Serf1	74.500000	490	106	0	0	0	0	0	0	0
Pemt	74.500000	479	117	0	0	0	0	0	0	0
Nudt17	74.500000	358	238	0	0	0	0	0	0	0
Bdp1	74.500000	490	106	0	0	0	0	0	0	0
Psen2	74.375000	595	0	0	0	0	0	0	0	0
Ppp1r11	74.375000	413	182	0	0	0	0	0	0	0
Opa3	74.375000	595	0	0	0	0	0	0	0	0
Nfx1	74.375000	595	0	0	0	0	0	0	0	0
Eps15	74.375000	595	0	0	0	0	0	0	0	0
Zfp41	74.125000	593	0	0	0	0	0	0	0	0
Tbc1d15	74.125000	593	0	0	0	0	0	0	0	0
Axin1	74.125000	593	0	0	0	0	0	0	0	0
Agpat2	74.125000	593	0	0	0	0	0	0	0	0
Rfc5	74.000000	592	0	0	0	0	0	0	0	0
Nfatc1	74.000000	592	0	0	0	0	0	0	0	0
Apbb2	74.000000	592	0	0	0	0	0	0	0	0
Zranb1	73.875000	591	0	0	0	0	0	0	0	0
Zfp202	73.875000	591	0	0	0	0	0	0	0	0
Wdr75	73.875000	472	119	0	0	0	0	0	0	0
Ube2e1	73.875000	591	0	0	0	0	0	0	0	0
Fmr1	73.875000	591	0	0	0	0	0	0	0	0
Esco1	73.875000	591	0	0	0	0	0	0	0	0
Rars2	73.750000	590	0	0	0	0	0	0	0	0
Prr19	73.750000	590	0	0	0	0	0	0	0	0
Pafah1b3	73.750000	590	0	0	0	0	0	0	0	0
Orc3	73.750000	590	0	0	0	0	0	0	0	0
Med25	73.750000	590	0	0	0	0	0	0	0	0
Kif23	73.750000	590	0	0	0	0	0	0	0	0
Fuz	73.750000	590	0	0	0	0	0	0	0	0
Dynlrb1	73.750000	590	0	0	0	0	0	0	0	0
Zscan20	73.625000	589	0	0	0	0	0	0	0	0
Traf2	73.625000	589	0	0	0	0	0	0	0	0
Mrps7	73.625000	589	0	0	0	0	0	0	0	0
Lman2	73.625000	589	0	0	0	0	0	0	0	0
Hnrnph1	73.625000	589	0	0	0	0	0	0	0	0
Hccs	73.625000	589	0	0	0	0	0	0	0	0
Gm15246	73.625000	589	0	0	0	0	0	0	0	0
Gga3	73.625000	589	0	0	0	0	0	0	0	0
Acap2	73.625000	589	0	0	0	0	0	0	0	0
Man2b2	73.500000	447	141	0	0	0	0	0	0	0
Ccny	73.500000	588	0	0	0	0	0	0	0	0
Krr1	73.375000	456	131	0	0	0	0	0	0	0
Champ1	73.375000	587	0	0	0	0	0	0	0	0
Spcs3	73.250000	586	0	0	0	0	0	0	0	0
Prkag2	73.250000	586	0	0	0	0	0	0	0	0
Mbd2	73.250000	586	0	0	0	0	0	0	0	0
Dnajb6	73.250000	586	0	0	0	0	0	0	0	0
Yes1	73.125000	585	0	0	0	0	0	0	0	0
Tab3	73.125000	585	0	0	0	0	0	0	0	0
Rbks	73.125000	585	0	0	0	0	0	0	0	0
Prpf40b	73.125000	585	0	0	0	0	0	0	0	0
Phf14	73.125000	432	153	0	0	0	0	0	0	0
Ndufa4	73.125000	432	153	0	0	0	0	0	0	0
Myo1d	73.125000	585	0	0	0	0	0	0	0	0
Mat2b	73.125000	585	0	0	0	0	0	0	0	0
Babam2	73.125000	585	0	0	0	0	0	0	0	0
Pla2g1b	73.000000	584	0	0	0	0	0	0	0	0
Pfn1	73.000000	448	136	0	0	0	0	0	0	0
Mtbp	73.000000	584	0	0	0	0	0	0	0	0
Mrpl13	73.000000	584	0	0	0	0	0	0	0	0
Eno3	73.000000	448	136	0	0	0	0	0	0	0
Emp3	73.000000	455	129	0	0	0	0	0	0	0
Ccdc114	73.000000	455	129	0	0	0	0	0	0	0
Snrpb2	72.875000	583	0	0	0	0	0	0	0	0
Smim15	72.875000	583	0	0	0	0	0	0	0	0
Ppp6r3	72.875000	583	0	0	0	0	0	0	0	0
Pms1	72.875000	583	0	0	0	0	0	0	0	0
Ormdl1	72.875000	583	0	0	0	0	0	0	0	0
Cd47	72.750000	582	0	0	0	0	0	0	0	0
Srp54c	72.625000	581	0	0	0	0	0	0	0	0
Srp54b	72.625000	581	0	0	0	0	0	0	0	0
Sdhaf3	72.625000	383	198	0	0	0	0	0	0	0
Exosc3	72.625000	429	152	0	0	0	0	0	0	0
Anks3	72.625000	581	0	0	0	0	0	0	0	0
4930451G09Rik	72.625000	581	0	0	0	0	0	0	0	0
Tufm	72.500000	417	163	0	0	0	0	0	0	0
Serp1	72.500000	580	0	0	0	0	0	0	0	0
Phip	72.500000	580	0	0	0	0	0	0	0	0
Eif3h	72.500000	455	125	0	0	0	0	0	0	0
Eif2a	72.500000	580	0	0	0	0	0	0	0	0
2900026A02Rik	72.500000	580	0	0	0	0	0	0	0	0
Zfp691	72.375000	579	0	0	0	0	0	0	0	0
Rpl29	72.375000	448	131	0	0	0	0	0	0	0
Nedd1	72.375000	579	0	0	0	0	0	0	0	0
Mtfr1l	72.375000	579	0	0	0	0	0	0	0	0
Kif3b	72.375000	579	0	0	0	0	0	0	0	0
Dars	72.375000	579	0	0	0	0	0	0	0	0
Zfp119b	72.250000	578	0	0	0	0	0	0	0	0
Pigo	72.250000	454	124	0	0	0	0	0	0	0
2310011J03Rik	72.250000	578	0	0	0	0	0	0	0	0
Zscan25	72.125000	577	0	0	0	0	0	0	0	0
Rwdd2a	72.125000	577	0	0	0	0	0	0	0	0
Pgm3	72.125000	577	0	0	0	0	0	0	0	0
Pdap1	72.125000	577	0	0	0	0	0	0	0	0
Mrpl15	72.125000	577	0	0	0	0	0	0	0	0
Bud31	72.125000	577	0	0	0	0	0	0	0	0
Tyw5	72.000000	576	0	0	0	0	0	0	0	0
Serpinb6a	72.000000	576	0	0	0	0	0	0	0	0
Ripk1	72.000000	576	0	0	0	0	0	0	0	0
Maip1	72.000000	576	0	0	0	0	0	0	0	0
Lrp2	72.000000	576	0	0	0	0	0	0	0	0
Lap3	72.000000	576	0	0	0	0	0	0	0	0
Nab2	71.875000	575	0	0	0	0	0	0	0	0
Cpsf1	71.875000	475	100	0	0	0	0	0	0	0
Atp2c1	71.875000	575	0	0	0	0	0	0	0	0
Snx16	71.750000	574	0	0	0	0	0	0	0	0
Nfkbia	71.750000	574	0	0	0	0	0	0	0	0
Itfg2	71.750000	574	0	0	0	0	0	0	0	0
Desi2	71.750000	574	0	0	0	0	0	0	0	0
Atp6v1c1	71.750000	574	0	0	0	0	0	0	0	0
Ubr7	71.625000	573	0	0	0	0	0	0	0	0
Rps19	71.625000	573	0	0	0	0	0	0	0	0
Gon7	71.625000	573	0	0	0	0	0	0	0	0
Gm20604	71.625000	573	0	0	0	0	0	0	0	0
Xrcc4	71.500000	572	0	0	0	0	0	0	0	0
Tmem167	71.500000	572	0	0	0	0	0	0	0	0
Tmem121b	71.500000	572	0	0	0	0	0	0	0	0
Dhx8	71.500000	444	128	0	0	0	0	0	0	0
Arhgap11a	71.500000	426	146	0	0	0	0	0	0	0
Tatdn3	71.375000	459	112	0	0	0	0	0	0	0
Serpini1	71.375000	429	142	0	0	0	0	0	0	0
Pdcd10	71.375000	429	142	0	0	0	0	0	0	0
Nsl1	71.375000	459	112	0	0	0	0	0	0	0
Cct2	71.375000	571	0	0	0	0	0	0	0	0
Ube2g2	71.250000	570	0	0	0	0	0	0	0	0
Ttc32	71.250000	436	134	0	0	0	0	0	0	0
Slc35c1	71.250000	488	82	0	0	0	0	0	0	0
Rab24	71.250000	570	0	0	0	0	0	0	0	0
Prelid1	71.250000	570	0	0	0	0	0	0	0	0
Med7	71.250000	405	165	0	0	0	0	0	0	0
Hif1an	71.250000	570	0	0	0	0	0	0	0	0
Rai14	71.125000	569	0	0	0	0	0	0	0	0
Ddx46	71.125000	323	246	0	0	0	0	0	0	0
Tomm34	71.000000	568	0	0	0	0	0	0	0	0
Stk4	71.000000	568	0	0	0	0	0	0	0	0
Cstf2	71.000000	568	0	0	0	0	0	0	0	0
Zfp143	70.875000	567	0	0	0	0	0	0	0	0
Yipf4	70.875000	567	0	0	0	0	0	0	0	0
Wdr35	70.875000	567	0	0	0	0	0	0	0	0
Rps21	70.875000	567	0	0	0	0	0	0	0	0
Romo1	70.875000	567	0	0	0	0	0	0	0	0
Prkar1b	70.875000	567	0	0	0	0	0	0	0	0
Nt5m	70.875000	567	0	0	0	0	0	0	0	0
Nfs1	70.875000	567	0	0	0	0	0	0	0	0
Fam136a	70.875000	567	0	0	0	0	0	0	0	0
Dnaaf5	70.875000	567	0	0	0	0	0	0	0	0
Parp8	70.750000	566	0	0	0	0	0	0	0	0
Epb41l1	70.750000	566	0	0	0	0	0	0	0	0
Rnf14	70.625000	444	121	0	0	0	0	0	0	0
R3hdm2	70.625000	565	0	0	0	0	0	0	0	0
Pkm	70.625000	565	0	0	0	0	0	0	0	0
Zfand6	70.500000	564	0	0	0	0	0	0	0	0
Ywhae	70.500000	564	0	0	0	0	0	0	0	0
Nyx	70.500000	471	93	0	0	0	0	0	0	0
Dtd1	70.500000	564	0	0	0	0	0	0	0	0
Zmat3	70.375000	563	0	0	0	0	0	0	0	0
Vps52	70.375000	406	157	0	0	0	0	0	0	0
Usp16	70.375000	563	0	0	0	0	0	0	0	0
Tubg1	70.375000	563	0	0	0	0	0	0	0	0
Slc37a3	70.375000	446	117	0	0	0	0	0	0	0
Rps18	70.375000	406	157	0	0	0	0	0	0	0
Retreg3	70.375000	563	0	0	0	0	0	0	0	0
Rab19	70.375000	446	117	0	0	0	0	0	0	0
Nudt15	70.375000	440	123	0	0	0	0	0	0	0
Mrps15	70.375000	470	93	0	0	0	0	0	0	0
B3galt4	70.375000	406	157	0	0	0	0	0	0	0
Zfp64	70.250000	360	202	0	0	0	0	0	0	0
Rpl22l1	70.250000	562	0	0	0	0	0	0	0	0
Atp6v1g1	70.250000	562	0	0	0	0	0	0	0	0
Tango2	70.125000	561	0	0	0	0	0	0	0	0
Sphk2	70.125000	333	228	0	0	0	0	0	0	0
Rpl18	70.125000	333	228	0	0	0	0	0	0	0
Lrrc61	70.125000	561	0	0	0	0	0	0	0	0
Fam83e	70.125000	333	228	0	0	0	0	0	0	0
Clba1	70.125000	561	0	0	0	0	0	0	0	0
Arvcf	70.125000	561	0	0	0	0	0	0	0	0
Vmn1r60	70.000000	0	0	0	0	175	84	110	191	0
Tirap	70.000000	560	0	0	0	0	0	0	0	0
Rps20	70.000000	347	213	0	0	0	0	0	0	0
Kidins220	70.000000	126	0	0	0	209	0	135	90	0
Fbxl4	70.000000	560	0	0	0	0	0	0	0	0
Ankrd17	70.000000	560	0	0	0	0	0	0	0	0
2310057M21Rik	70.000000	560	0	0	0	0	0	0	0	0
Yipf6	69.875000	559	0	0	0	0	0	0	0	0
Ubxn2b	69.875000	559	0	0	0	0	0	0	0	0
Tfb2m	69.875000	559	0	0	0	0	0	0	0	0
Slc25a1	69.875000	559	0	0	0	0	0	0	0	0
Rap1gap	69.875000	559	0	0	0	0	0	0	0	0
Mgat1	69.875000	559	0	0	0	0	0	0	0	0
Cnst	69.875000	559	0	0	0	0	0	0	0	0
Cdkl2	69.875000	559	0	0	0	0	0	0	0	0
Xiap	69.750000	558	0	0	0	0	0	0	0	0
Rabggta	69.750000	460	98	0	0	0	0	0	0	0
Polr2d	69.750000	558	0	0	0	0	0	0	0	0
Mga	69.750000	452	106	0	0	0	0	0	0	0
Fam168a	69.750000	380	178	0	0	0	0	0	0	0
Eno1	69.750000	558	0	0	0	0	0	0	0	0
Zfp148	69.625000	557	0	0	0	0	0	0	0	0
Tmem170b	69.625000	557	0	0	0	0	0	0	0	0
Tbc1d20	69.625000	557	0	0	0	0	0	0	0	0
Stk35	69.625000	557	0	0	0	0	0	0	0	0
Adgrg1	69.625000	557	0	0	0	0	0	0	0	0
Ykt6	69.500000	556	0	0	0	0	0	0	0	0
Tfpt	69.500000	415	141	0	0	0	0	0	0	0
Prpf31	69.500000	415	141	0	0	0	0	0	0	0
Ier2	69.500000	556	0	0	0	0	0	0	0	0
Zfpl1	69.375000	555	0	0	0	0	0	0	0	0
Smim11	69.375000	420	135	0	0	0	0	0	0	0
Ptpa	69.375000	555	0	0	0	0	0	0	0	0
Hsp90aa1	69.375000	555	0	0	0	0	0	0	0	0
Gnai3	69.375000	375	180	0	0	0	0	0	0	0
Crat	69.375000	555	0	0	0	0	0	0	0	0
Cdca5	69.375000	555	0	0	0	0	0	0	0	0
Nop14	69.250000	345	209	0	0	0	0	0	0	0
Grk4	69.250000	345	209	0	0	0	0	0	0	0
Gdpgp1	69.250000	554	0	0	0	0	0	0	0	0
Cib1	69.250000	554	0	0	0	0	0	0	0	0
Trir	69.125000	553	0	0	0	0	0	0	0	0
Tdg	69.125000	553	0	0	0	0	0	0	0	0
Get3	69.125000	553	0	0	0	0	0	0	0	0
Gatad2a	69.125000	553	0	0	0	0	0	0	0	0
Clasp1	69.125000	389	164	0	0	0	0	0	0	0
Cfap36	69.125000	553	0	0	0	0	0	0	0	0
Ripk4	69.000000	552	0	0	0	0	0	0	0	0
Itpa	69.000000	399	153	0	0	0	0	0	0	0
Hrc	69.000000	552	0	0	0	0	0	0	0	0
Etfrf1	69.000000	552	0	0	0	0	0	0	0	0
Edem3	69.000000	552	0	0	0	0	0	0	0	0
Ddrgk1	69.000000	399	153	0	0	0	0	0	0	0
Casc1	69.000000	552	0	0	0	0	0	0	0	0
Srsf5	68.875000	551	0	0	0	0	0	0	0	0
Ncstn	68.875000	444	107	0	0	0	0	0	0	0
Ncoa2	68.875000	551	0	0	0	0	0	0	0	0
Ints13	68.875000	551	0	0	0	0	0	0	0	0
Fgfr1op2	68.875000	551	0	0	0	0	0	0	0	0
Copa	68.875000	444	107	0	0	0	0	0	0	0
Zfp654	68.750000	550	0	0	0	0	0	0	0	0
Tbrg1	68.750000	362	188	0	0	0	0	0	0	0
Stk16	68.750000	550	0	0	0	0	0	0	0	0
Glb1l	68.750000	550	0	0	0	0	0	0	0	0
Eif5a	68.750000	550	0	0	0	0	0	0	0	0
Cggbp1	68.750000	550	0	0	0	0	0	0	0	0
Arf1	68.750000	550	0	0	0	0	0	0	0	0
Yme1l1	68.625000	549	0	0	0	0	0	0	0	0
Tmem30a	68.625000	549	0	0	0	0	0	0	0	0
Tmco1	68.625000	549	0	0	0	0	0	0	0	0
Mastl	68.625000	549	0	0	0	0	0	0	0	0
Pak1ip1	68.500000	548	0	0	0	0	0	0	0	0
Nsfl1c	68.500000	548	0	0	0	0	0	0	0	0
Mllt1	68.500000	548	0	0	0	0	0	0	0	0
Zfp946	68.375000	547	0	0	0	0	0	0	0	0
Ube2e3	68.375000	547	0	0	0	0	0	0	0	0
Imp3	68.375000	227	320	0	0	0	0	0	0	0
Hpf1	68.375000	547	0	0	0	0	0	0	0	0
Spata2	68.250000	546	0	0	0	0	0	0	0	0
Rnf114	68.250000	546	0	0	0	0	0	0	0	0
Inafm2	68.250000	546	0	0	0	0	0	0	0	0
BC031181	68.250000	546	0	0	0	0	0	0	0	0
Rnf214	68.125000	545	0	0	0	0	0	0	0	0
Pcsk7	68.125000	545	0	0	0	0	0	0	0	0
Med4	68.125000	545	0	0	0	0	0	0	0	0
Tmem80	68.000000	544	0	0	0	0	0	0	0	0
Rsph14	68.000000	544	0	0	0	0	0	0	0	0
Rab36	68.000000	544	0	0	0	0	0	0	0	0
Plrg1	68.000000	544	0	0	0	0	0	0	0	0
Nup214	68.000000	544	0	0	0	0	0	0	0	0
Minpp1	68.000000	544	0	0	0	0	0	0	0	0
Deaf1	68.000000	544	0	0	0	0	0	0	0	0
Cox18	68.000000	414	130	0	0	0	0	0	0	0
Brf1	67.875000	543	0	0	0	0	0	0	0	0
Zmym6	67.750000	542	0	0	0	0	0	0	0	0
Tent4a	67.750000	542	0	0	0	0	0	0	0	0
Tbc1d30	67.750000	542	0	0	0	0	0	0	0	0
Cfap126	67.750000	408	134	0	0	0	0	0	0	0
Ccdc124	67.750000	542	0	0	0	0	0	0	0	0
Snx1	67.625000	541	0	0	0	0	0	0	0	0
Ppp1r9b	67.625000	399	142	0	0	0	0	0	0	0
Grk5	67.625000	541	0	0	0	0	0	0	0	0
Ciao2a	67.625000	541	0	0	0	0	0	0	0	0
Spice1	67.500000	540	0	0	0	0	0	0	0	0
Rheb	67.500000	540	0	0	0	0	0	0	0	0
Phospho2	67.500000	540	0	0	0	0	0	0	0	0
Nt5dc1	67.500000	540	0	0	0	0	0	0	0	0
Ndufb5	67.500000	323	217	0	0	0	0	0	0	0
Mrpl47	67.500000	323	217	0	0	0	0	0	0	0
Ccdc173	67.500000	540	0	0	0	0	0	0	0	0
Wapl	67.375000	539	0	0	0	0	0	0	0	0
Plekhg2	67.375000	539	0	0	0	0	0	0	0	0
Pet117	67.375000	539	0	0	0	0	0	0	0	0
Nrbp1	67.375000	539	0	0	0	0	0	0	0	0
Mettl8	67.375000	393	146	0	0	0	0	0	0	0
Kat14	67.375000	539	0	0	0	0	0	0	0	0
Hs3st3a1	67.375000	539	0	0	0	0	0	0	0	0
Dnajc10	67.375000	539	0	0	0	0	0	0	0	0
Dcaf17	67.375000	393	146	0	0	0	0	0	0	0
A130010J15Rik	67.375000	539	0	0	0	0	0	0	0	0
Slx1b	67.250000	538	0	0	0	0	0	0	0	0
Setd4	67.250000	538	0	0	0	0	0	0	0	0
Mccc1	67.250000	398	140	0	0	0	0	0	0	0
Churc1	67.250000	538	0	0	0	0	0	0	0	0
Cbr1	67.250000	538	0	0	0	0	0	0	0	0
Bola2	67.250000	538	0	0	0	0	0	0	0	0
Pusl1	67.125000	537	0	0	0	0	0	0	0	0
Otud6b	67.125000	537	0	0	0	0	0	0	0	0
Leng8	67.125000	300	237	0	0	0	0	0	0	0
Ect2	67.125000	407	130	0	0	0	0	0	0	0
Acap3	67.125000	537	0	0	0	0	0	0	0	0
Wdr41	67.000000	536	0	0	0	0	0	0	0	0
Tmf1	67.000000	536	0	0	0	0	0	0	0	0
Sh3d19	67.000000	536	0	0	0	0	0	0	0	0
Otud4	67.000000	536	0	0	0	0	0	0	0	0
Naca	67.000000	536	0	0	0	0	0	0	0	0
Mrpl2	67.000000	463	73	0	0	0	0	0	0	0
Klc4	67.000000	463	73	0	0	0	0	0	0	0
Gmeb2	67.000000	536	0	0	0	0	0	0	0	0
Fosl2	67.000000	536	0	0	0	0	0	0	0	0
Cul7	67.000000	463	73	0	0	0	0	0	0	0
Commd1	67.000000	383	153	0	0	0	0	0	0	0
Cdc42ep4	67.000000	536	0	0	0	0	0	0	0	0
Bcl2l11	67.000000	536	0	0	0	0	0	0	0	0
Vdac1	66.875000	438	97	0	0	0	0	0	0	0
Pold1	66.875000	535	0	0	0	0	0	0	0	0
Mtfr2	66.875000	535	0	0	0	0	0	0	0	0
Heatr1	66.875000	453	82	0	0	0	0	0	0	0
Zfp511	66.750000	534	0	0	0	0	0	0	0	0
Vps4b	66.750000	534	0	0	0	0	0	0	0	0
Tubgcp2	66.750000	534	0	0	0	0	0	0	0	0
Napg	66.750000	284	250	0	0	0	0	0	0	0
Leng9	66.750000	435	99	0	0	0	0	0	0	0
Golm1	66.750000	534	0	0	0	0	0	0	0	0
Anp32b	66.750000	534	0	0	0	0	0	0	0	0
Zfp800	66.625000	533	0	0	0	0	0	0	0	0
Asxl2	66.625000	533	0	0	0	0	0	0	0	0
Tsr1	66.500000	451	81	0	0	0	0	0	0	0
Surf4	66.500000	532	0	0	0	0	0	0	0	0
Stkld1	66.500000	532	0	0	0	0	0	0	0	0
Sgsm2	66.500000	451	81	0	0	0	0	0	0	0
Saxo2	66.500000	532	0	0	0	0	0	0	0	0
Rcor1	66.500000	393	139	0	0	0	0	0	0	0
Rassf5	66.500000	532	0	0	0	0	0	0	0	0
Pogk	66.500000	532	0	0	0	0	0	0	0	0
Nabp2	66.500000	422	110	0	0	0	0	0	0	0
Efl1	66.500000	532	0	0	0	0	0	0	0	0
Echdc1	66.500000	532	0	0	0	0	0	0	0	0
Cd163l1	66.500000	532	0	0	0	0	0	0	0	0
Ttpal	66.375000	531	0	0	0	0	0	0	0	0
Mysm1	66.375000	531	0	0	0	0	0	0	0	0
Eml2	66.375000	531	0	0	0	0	0	0	0	0
Ralgapb	66.250000	530	0	0	0	0	0	0	0	0
Parn	66.250000	530	0	0	0	0	0	0	0	0
Bfar	66.250000	530	0	0	0	0	0	0	0	0
Gpsm1	66.125000	150	379	0	0	0	0	0	0	0
Ccar2	66.125000	435	94	0	0	0	0	0	0	0
Arid1a	66.125000	395	134	0	0	0	0	0	0	0
Ltn1	66.000000	528	0	0	0	0	0	0	0	0
Ggact	66.000000	528	0	0	0	0	0	0	0	0
Adck2	66.000000	528	0	0	0	0	0	0	0	0
Gins4	65.875000	527	0	0	0	0	0	0	0	0
Stk11ip	65.750000	334	192	0	0	0	0	0	0	0
Snx17	65.750000	327	199	0	0	0	0	0	0	0
Mnt	65.750000	395	131	0	0	0	0	0	0	0
Mis18bp1	65.750000	526	0	0	0	0	0	0	0	0
Llph	65.750000	526	0	0	0	0	0	0	0	0
Ints12	65.750000	401	125	0	0	0	0	0	0	0
Gstcd	65.750000	401	125	0	0	0	0	0	0	0
Eif2b4	65.750000	327	199	0	0	0	0	0	0	0
Dhx33	65.750000	526	0	0	0	0	0	0	0	0
Tymp	65.625000	451	74	0	0	0	0	0	0	0
Tdp1	65.625000	525	0	0	0	0	0	0	0	0
Tab1	65.625000	525	0	0	0	0	0	0	0	0
Sco2	65.625000	451	74	0	0	0	0	0	0	0
Eri1	65.625000	525	0	0	0	0	0	0	0	0
Efcab11	65.625000	525	0	0	0	0	0	0	0	0
Dusp11	65.625000	396	129	0	0	0	0	0	0	0
Znhit2	65.500000	524	0	0	0	0	0	0	0	0
Rrbp1	65.500000	524	0	0	0	0	0	0	0	0
Pde8a	65.500000	524	0	0	0	0	0	0	0	0
Mrpl49	65.500000	524	0	0	0	0	0	0	0	0
Fau	65.500000	524	0	0	0	0	0	0	0	0
Poldip3	65.375000	523	0	0	0	0	0	0	0	0
Nudcd1	65.375000	523	0	0	0	0	0	0	0	0
Eny2	65.375000	523	0	0	0	0	0	0	0	0
Ccdc174	65.375000	408	115	0	0	0	0	0	0	0
Zscan12	65.250000	410	112	0	0	0	0	0	0	0
Ttc1	65.250000	522	0	0	0	0	0	0	0	0
Rhot2	65.250000	522	0	0	0	0	0	0	0	0
Noc2l	65.250000	522	0	0	0	0	0	0	0	0
Klhl17	65.250000	522	0	0	0	0	0	0	0	0
Haus1	65.250000	522	0	0	0	0	0	0	0	0
Eprs	65.250000	522	0	0	0	0	0	0	0	0
Commd6	65.250000	522	0	0	0	0	0	0	0	0
Utp4	65.125000	521	0	0	0	0	0	0	0	0
Sigmar1	65.125000	521	0	0	0	0	0	0	0	0
Ninj1	65.125000	521	0	0	0	0	0	0	0	0
Las1l	65.125000	247	274	0	0	0	0	0	0	0
H4c9	65.125000	269	252	0	0	0	0	0	0	0
H2bc11	65.125000	269	252	0	0	0	0	0	0	0
H2ac11	65.125000	269	252	0	0	0	0	0	0	0
Derpc	65.125000	521	0	0	0	0	0	0	0	0
Chtf8	65.125000	521	0	0	0	0	0	0	0	0
Cers2	65.125000	395	126	0	0	0	0	0	0	0
Apc	65.125000	521	0	0	0	0	0	0	0	0
Anxa9	65.125000	395	126	0	0	0	0	0	0	0
1810058I24Rik	65.125000	521	0	0	0	0	0	0	0	0
Zcchc7	65.000000	520	0	0	0	0	0	0	0	0
Snx4	65.000000	520	0	0	0	0	0	0	0	0
Slc39a7	65.000000	520	0	0	0	0	0	0	0	0
Rxrb	65.000000	520	0	0	0	0	0	0	0	0
Rab28	65.000000	520	0	0	0	0	0	0	0	0
Phlda2	65.000000	520	0	0	0	0	0	0	0	0
H2-Ke6	65.000000	520	0	0	0	0	0	0	0	0
Gon4l	65.000000	520	0	0	0	0	0	0	0	0
Cpsf6	65.000000	520	0	0	0	0	0	0	0	0
Fubp1	64.875000	519	0	0	0	0	0	0	0	0
Dnajb4	64.875000	519	0	0	0	0	0	0	0	0
Bicdl1	64.875000	519	0	0	0	0	0	0	0	0
Smarce1	64.750000	518	0	0	0	0	0	0	0	0
