Target_genes	Mxi1|Average	SRX140388|CH12	SRX140391|MEL	SRX15939545|NIH/3T3	SRX15939546|NIH/3T3	STRING
Otop2	100.500000	272	130	0	0	0
Igsf23	100.500000	151	0	123	128	0
C1qtnf5	100.500000	0	0	231	171	0
Pak1	100.250000	0	192	110	99	0
Ccdc136	100.250000	136	0	143	122	0
Tyrobp	100.000000	233	167	0	0	0
Ndrg4	100.000000	222	0	0	178	0
Ltc4s	100.000000	213	187	0	0	0
Kif6	100.000000	0	0	186	214	0
Irf7	100.000000	244	156	0	0	0
Rspo1	99.750000	399	0	0	0	0
Lhx6	99.750000	0	0	203	196	0
Lalba	99.750000	263	136	0	0	0
Gm572	99.750000	0	80	87	232	0
Fzd3	99.750000	0	0	216	183	0
Fbxo16	99.750000	0	0	216	183	0
Eola1	99.750000	0	198	86	115	0
Gm8439	99.500000	230	168	0	0	0
Fam167b	99.500000	298	100	0	0	0
Pygl	99.250000	0	397	0	0	0
Parp14	99.250000	190	207	0	0	0
Insl6	99.250000	112	285	0	0	0
Frk	99.250000	0	0	143	254	0
Dao	99.250000	260	137	0	0	0
Cpn2	99.250000	123	158	116	0	0
Shroom1	99.000000	0	103	0	293	0
Hipk4	99.000000	0	273	0	123	0
H2-Ea	99.000000	396	0	0	0	0
Enpp4	99.000000	0	159	111	126	0
Dcbld2	99.000000	0	0	185	211	0
Rnls	98.750000	298	0	0	97	0
Mpzl3	98.750000	395	0	0	0	0
Itgb4	98.750000	0	0	150	245	0
Txlnb	98.500000	394	0	0	0	0
Soga1	98.500000	0	0	233	161	0
Plin1	98.500000	127	267	0	0	0
Inpp5d	98.500000	104	290	0	0	0
Id4	98.500000	0	0	160	234	0
1700001O22Rik	98.500000	218	176	0	0	0
Snx22	98.250000	271	122	0	0	0
Mlh3	98.000000	251	141	0	0	0
Gab3	98.000000	0	77	145	170	0
5430403G16Rik	98.000000	183	209	0	0	0
Tnf	97.750000	200	191	0	0	0
Shank3	97.750000	0	391	0	0	0
Rhoh	97.750000	223	168	0	0	0
Zfp973	97.500000	212	178	0	0	0
Zfp775	97.500000	148	0	128	114	0
Tmem59l	97.500000	390	0	0	0	0
Sntg1	97.500000	0	390	0	0	0
Smco3	97.500000	390	0	0	0	0
Rp2	97.500000	151	132	0	107	0
Mzb1	97.500000	390	0	0	0	0
Lcn12	97.500000	0	267	0	123	0
Gatm	97.500000	390	0	0	0	0
Fgl2	97.500000	178	212	0	0	0
Ermap	97.500000	0	390	0	0	0
Emid1	97.500000	390	0	0	0	0
Mef2b	97.000000	250	138	0	0	0
Ica1	97.000000	0	388	0	0	0
Tex12	96.750000	0	0	207	180	0
Rec8	96.750000	0	387	0	0	0
Plekhg4	96.750000	0	0	251	136	0
Pbld1	96.750000	255	0	0	132	0
Mpp3	96.750000	134	253	0	0	0
Hif3a	96.750000	124	263	0	0	0
Chrna1	96.750000	0	96	122	169	0
Btbd6	96.750000	387	0	0	0	0
Tle5	96.500000	0	0	234	152	0
Ptprc	96.500000	165	221	0	0	0
Nos2	96.500000	208	178	0	0	0
Nlrx1	96.500000	246	140	0	0	0
Riiad1	96.250000	0	385	0	0	0
Acod1	96.250000	385	0	0	0	0
Hus1b	96.000000	384	0	0	0	0
Clec4e	96.000000	0	384	0	0	0
Syap1	95.750000	0	110	135	138	0
Phf11a	95.750000	383	0	0	0	0
Lmo2	95.750000	233	150	0	0	0
Catsperg2	95.750000	244	139	0	0	0
Wtip	95.500000	0	0	254	128	0
Ube2e2	95.500000	0	0	152	230	0
Trap1a	95.500000	0	382	0	0	0
Slc22a8	95.500000	0	382	0	0	0
Rnf183	95.500000	176	206	0	0	0
Grap2	95.500000	382	0	0	0	0
Cfap161	95.500000	382	0	0	0	0
Lgals3	95.250000	0	0	213	168	0
Csf2rb2	95.250000	150	0	0	231	0
Ubap1	95.000000	0	105	138	137	0
Lmod3	95.000000	141	112	0	127	0
Klhdc9	95.000000	141	239	0	0	0
Hfe	95.000000	0	113	0	267	0
F2	95.000000	0	380	0	0	0
Arhgef10l	95.000000	0	0	113	267	0
Phf11b	94.750000	379	0	0	0	0
Pcbd1	94.750000	379	0	0	0	0
Maged1	94.750000	131	83	87	78	0
Elmo1	94.750000	379	0	0	0	0
Eif2s3y	94.750000	141	238	0	0	0
Treml2	94.500000	0	378	0	0	0
Tnni3	94.500000	160	218	0	0	0
Slc5a2	94.500000	0	378	0	0	0
Ppp1r1b	94.500000	0	378	0	0	0
Pmaip1	94.500000	236	142	0	0	0
H2-T23	94.500000	0	378	0	0	0
Tusc1	94.250000	0	156	85	136	0
P2rx6	94.250000	0	0	164	213	0
Lrrc74b	94.250000	0	0	164	213	0
Isg20	94.250000	160	123	0	94	0
Fam110b	94.250000	0	0	153	224	0
Eogt	94.250000	126	154	0	97	0
Ankrd33b	94.250000	205	172	0	0	0
Zfp939	94.000000	214	162	0	0	0
Lifr	94.000000	0	0	171	205	0
Kif13a	94.000000	0	0	162	214	0
Dok3	94.000000	260	116	0	0	0
B3glct	94.000000	0	376	0	0	0
Sfn	93.750000	100	0	130	145	0
Phyh	93.750000	234	141	0	0	0
Notum	93.750000	375	0	0	0	0
Hoxa6	93.750000	0	0	199	176	0
Ehhadh	93.750000	0	375	0	0	0
Traf1	93.500000	259	115	0	0	0
Parm1	93.500000	151	223	0	0	0
Atp11a	93.500000	0	92	141	141	0
Tnfsf14	93.250000	124	249	0	0	0
Smco2	93.250000	0	272	0	101	0
Ly6a	93.250000	95	112	0	166	0
Ebf4	93.250000	106	267	0	0	0
Dennd11	93.250000	0	0	190	183	0
Akap6	93.250000	0	139	0	234	0
Tent5a	93.000000	198	174	0	0	0
Hoxa5	93.000000	0	0	196	176	0
Rnase6	92.750000	0	371	0	0	0
Nrsn2	92.750000	0	371	0	0	0
Fam166b	92.750000	141	230	0	0	0
Spata22	92.500000	0	0	120	250	0
Slc40a1	92.500000	0	370	0	0	0
Wnk4	92.250000	0	122	127	120	0
Susd1	92.250000	0	369	0	0	0
Bnc1	92.250000	0	0	213	156	0
Vegfc	92.000000	0	0	0	368	0
Plekhb1	92.000000	149	219	0	0	0
Cdx1	92.000000	81	287	0	0	0
Scn2a	91.750000	104	0	0	263	0
Mecom	91.750000	0	0	132	235	0
Dgki	91.750000	367	0	0	0	0
Tnfaip2	91.500000	0	366	0	0	0
Sfrp4	91.500000	0	0	173	193	0
Rinl	91.500000	155	211	0	0	0
Nr0b2	91.500000	0	366	0	0	0
Hs6st2	91.500000	0	0	0	366	0
Gcgr	91.500000	0	366	0	0	0
Epdr1	91.500000	0	0	173	193	0
C3ar1	91.500000	170	196	0	0	0
Zdhhc19	91.250000	128	149	0	88	0
Slc51a	91.250000	0	365	0	0	0
Lzts1	91.250000	74	178	113	0	0
Ttll10	91.000000	244	120	0	0	0
Rhag	91.000000	0	364	0	0	0
Pld1	91.000000	0	0	165	199	0
Naip7	91.000000	228	0	0	136	0
Naip6	91.000000	228	0	0	136	0
Mro	91.000000	113	251	0	0	0
Igfbp5	91.000000	178	186	0	0	0
Gimap9	91.000000	243	121	0	0	0
Xkr6	90.750000	0	0	239	124	0
Fbxo41	90.750000	0	251	112	0	0
Slco5a1	90.500000	362	0	0	0	0
Pacsin3	90.500000	0	0	217	145	0
Maf	90.500000	0	0	249	113	0
Ifnk	90.500000	362	0	0	0	0
Btbd11	90.500000	362	0	0	0	0
Wdr66	90.250000	241	120	0	0	0
Tsga10ip	90.250000	159	202	0	0	0
Nckap1l	90.250000	203	158	0	0	0
B4galnt4	90.250000	184	0	108	69	0
Zmym3	90.000000	161	199	0	0	0
Rapgef5	90.000000	360	0	0	0	0
Mab21l2	90.000000	0	0	148	212	0
Ifitm10	90.000000	0	360	0	0	0
Gnat2	90.000000	0	360	0	0	0
Zfp965	89.750000	181	178	0	0	0
Zfp358	89.750000	0	0	219	140	0
Optc	89.750000	0	359	0	0	0
Npas3	89.750000	0	0	199	160	0
Mn1	89.750000	0	0	121	238	0
Eya1	89.750000	0	0	139	220	0
Dgkg	89.750000	359	0	0	0	0
B3galt5	89.750000	359	0	0	0	0
Slc5a10	89.500000	0	358	0	0	0
Haao	89.500000	216	142	0	0	0
Cd80	89.500000	251	107	0	0	0
Ccl17	89.500000	219	139	0	0	0
Zfp937	89.250000	92	0	89	176	0
Sstr2	89.250000	0	357	0	0	0
Nudt16	89.250000	232	125	0	0	0
Mad1l1	89.250000	0	0	117	240	0
Gng3	89.250000	164	193	0	0	0
Gfi1	89.250000	357	0	0	0	0
Cd36	89.250000	357	0	0	0	0
Cd302	89.250000	0	0	139	218	0
Bscl2	89.250000	164	193	0	0	0
Tssk3	89.000000	198	0	0	158	0
Ston1	89.000000	0	0	159	197	0
Fgfr3	89.000000	113	243	0	0	0
Fam229a	89.000000	198	0	0	158	0
Zfp128	88.750000	141	0	118	96	0
Spats2l	88.750000	136	0	0	219	0
H2-Oa	88.750000	0	355	0	0	0
Fam189b	88.750000	0	355	0	0	0
Dnase1l3	88.750000	355	0	0	0	0
Crybb1	88.750000	0	116	147	92	0
Tmem254c	88.500000	233	121	0	0	0
Tmem254b	88.500000	233	121	0	0	0
Tmem254a	88.500000	233	121	0	0	0
Tfap2e	88.500000	0	0	0	354	0
Prr7	88.500000	0	0	148	206	0
Cyth4	88.500000	201	153	0	0	0
Gm4307	88.250000	0	0	156	197	0
Gm4305	88.250000	0	0	156	197	0
Gm4303	88.250000	0	0	156	197	0
Fundc1	88.250000	0	110	105	138	0
Cdkn2a	88.250000	0	353	0	0	0
Nacad	88.000000	194	158	0	0	0
Igfbp4	88.000000	123	229	0	0	0
Myh7b	87.750000	96	255	0	0	0
Kcnk10	87.750000	351	0	0	0	0
Gm5134	87.750000	167	184	0	0	0
Pon3	87.500000	146	204	0	0	0
Olfr314	87.500000	152	198	0	0	0
Meltf	87.500000	175	0	0	175	0
Cd200r1	87.500000	137	213	0	0	0
Tmem47	87.250000	0	0	204	145	0
Ppp1r16b	87.250000	349	0	0	0	0
Gngt2	87.250000	254	95	0	0	0
Dnajb13	87.250000	168	181	0	0	0
Abi3	87.250000	254	95	0	0	0
Mmp27	87.000000	0	348	0	0	0
Lrrc4	87.000000	0	0	231	117	0
Glyctk	87.000000	162	186	0	0	0
Gjb4	87.000000	0	0	165	183	0
Adipoq	87.000000	348	0	0	0	0
Tm4sf1	86.750000	0	0	92	255	0
Sort1	86.750000	144	203	0	0	0
Hormad2	86.750000	158	189	0	0	0
Fam71f1	86.750000	0	0	102	245	0
Cited4	86.750000	0	347	0	0	0
Hsd17b14	86.500000	224	122	0	0	0
Timd2	86.250000	345	0	0	0	0
St6galnac3	86.250000	0	345	0	0	0
Shisal2a	86.250000	0	0	0	345	0
Septin4	86.250000	239	106	0	0	0
Zfp385c	86.000000	149	195	0	0	0
Slc6a4	86.000000	216	0	0	128	0
Slc18a3	86.000000	0	219	125	0	0
Il2rb	86.000000	344	0	0	0	0
Foxo1	86.000000	147	197	0	0	0
Chat	86.000000	0	219	125	0	0
Smpdl3b	85.750000	244	99	0	0	0
Sh3bgrl	85.750000	93	250	0	0	0
Plvap	85.750000	0	343	0	0	0
Pdlim2	85.750000	181	162	0	0	0
Magee1	85.750000	0	0	176	167	0
Lrp5	85.750000	0	229	114	0	0
Lmbr1	85.750000	0	0	188	155	0
Kcnab1	85.750000	0	0	120	223	0
Hspb2	85.750000	0	0	203	140	0
Cryab	85.750000	0	0	203	140	0
Cacng1	85.750000	211	132	0	0	0
Zfp972	85.500000	225	0	0	117	0
Tstd3	85.500000	186	156	0	0	0
Syngr3	85.500000	85	257	0	0	0
Hoxa3	85.500000	0	0	199	143	0
Fat4	85.500000	0	0	118	224	0
Dnajc6	85.500000	0	342	0	0	0
Ppfibp2	85.250000	341	0	0	0	0
Gm525	85.250000	152	189	0	0	0
Rhd	85.000000	0	340	0	0	0
Thbs2	84.750000	0	0	123	216	0
Kank3	84.750000	0	200	0	139	0
Icosl	84.750000	255	0	0	84	0
Ccr1l1	84.750000	0	339	0	0	0
Boc	84.750000	0	0	149	190	0
Sp100	84.500000	183	155	0	0	0
Ankrd2	84.500000	161	79	0	98	0
Sgk2	84.250000	0	0	124	213	0
S1pr1	84.250000	0	220	0	117	0
Bicral	84.250000	120	217	0	0	0
Tubg2	84.000000	336	0	0	0	0
Psors1c2	84.000000	96	139	0	101	0
Msrb2	84.000000	106	230	0	0	0
Gp9	84.000000	0	336	0	0	0
Apol7e	84.000000	0	0	0	336	0
Slc12a5	83.750000	159	176	0	0	0
Ptx3	83.750000	0	0	123	212	0
Irgc1	83.750000	190	145	0	0	0
Hhatl	83.750000	0	0	134	201	0
Gm3411	83.750000	0	0	176	159	0
Sorcs2	83.500000	0	0	115	219	0
Sh2d5	83.500000	0	334	0	0	0
Rassf6	83.500000	334	0	0	0	0
Oplah	83.500000	0	334	0	0	0
Fuom	83.500000	0	0	135	199	0
Foxc1	83.500000	0	0	136	198	0
Dmpk	83.500000	144	190	0	0	0
As3mt	83.500000	121	213	0	0	0
Ace	83.500000	334	0	0	0	0
Prrt3	83.250000	0	333	0	0	0
Ppp1r32	83.250000	333	0	0	0	0
Phyhd1	83.250000	164	169	0	0	0
Bex6	83.250000	160	173	0	0	0
Angptl2	83.250000	0	0	113	220	0
Zfp111	83.000000	0	0	216	116	0
Shroom4	83.000000	0	0	191	141	0
Dnaaf3	83.000000	332	0	0	0	0
1700034J05Rik	83.000000	0	332	0	0	0
Rasl2-9	82.750000	331	0	0	0	0
Gm29733	82.750000	93	238	0	0	0
Cd1d1	82.750000	156	175	0	0	0
Zfp652	82.500000	159	171	0	0	0
Zfp429	82.500000	330	0	0	0	0
Tppp	82.500000	227	103	0	0	0
Stra6l	82.500000	0	330	0	0	0
Sh2d1b1	82.500000	330	0	0	0	0
9930111J21Rik2	82.500000	187	143	0	0	0
Ttc36	82.250000	196	133	0	0	0
Tmem45a	82.250000	329	0	0	0	0
Tmem25	82.250000	196	133	0	0	0
Lman1l	82.250000	0	0	119	210	0
Grtp1	82.250000	0	329	0	0	0
Grb7	82.250000	329	0	0	0	0
Gpr65	82.250000	329	0	0	0	0
Fam178b	82.250000	171	158	0	0	0
Cxcl9	82.250000	0	191	0	138	0
Cldn7	82.250000	148	87	0	94	0
Arhgef19	82.250000	87	242	0	0	0
Alpk3	82.250000	0	329	0	0	0
Spin4	82.000000	0	0	176	152	0
Septin1	82.000000	136	192	0	0	0
Prss32	82.000000	0	328	0	0	0
Cish	82.000000	95	233	0	0	0
Zfp518b	81.750000	0	0	152	175	0
Spp1	81.750000	0	0	236	91	0
Shank2	81.750000	327	0	0	0	0
Greb1	81.750000	150	0	0	177	0
Cryba2	81.750000	149	178	0	0	0
Cdkl1	81.500000	196	130	0	0	0
Vinac1	81.250000	105	220	0	0	0
Ttl	81.250000	105	220	0	0	0
Slc7a4	81.250000	0	325	0	0	0
Runx3	81.250000	212	113	0	0	0
Cmah	81.250000	226	99	0	0	0
Prkaa2	81.000000	186	0	0	138	0
Plagl1	81.000000	0	0	210	114	0
Nppa	81.000000	0	158	0	166	0
Mab21l1	81.000000	0	0	154	170	0
Dlx4	81.000000	95	0	229	0	0
Slc2a7	80.750000	192	131	0	0	0
Nol4l	80.750000	162	161	0	0	0
Armc2	80.750000	104	219	0	0	0
Heca	80.500000	149	173	0	0	0
Gm3776	80.500000	0	0	122	200	0
Emp1	80.500000	0	0	154	168	0
Cers1	80.500000	0	322	0	0	0
Car1	80.500000	0	322	0	0	0
Snca	80.250000	0	321	0	0	0
Mapk10	80.250000	321	0	0	0	0
Cdk15	80.250000	0	0	142	179	0
Zbp1	80.000000	320	0	0	0	0
Tfap2a	80.000000	0	0	150	170	0
Rftn2	80.000000	109	0	104	107	0
Paox	80.000000	181	0	139	0	0
Kazn	80.000000	320	0	0	0	0
Ifi203	80.000000	106	0	0	214	0
Hebp2	80.000000	0	0	125	195	0
Cd7	80.000000	0	173	0	147	0
Tcim	79.750000	0	0	199	120	0
Spry2	79.750000	0	0	125	194	0
Spns3	79.750000	0	319	0	0	0
Sost	79.750000	167	152	0	0	0
Mfsd4b5	79.750000	0	319	0	0	0
H2-Eb2	79.750000	319	0	0	0	0
Zfp810	79.500000	220	0	0	98	0
Herc3	79.500000	120	0	0	198	0
Adgrl2	79.500000	318	0	0	0	0
Tnr	79.250000	0	0	105	212	0
Stac2	79.250000	208	0	0	109	0
Slc7a3	79.250000	205	112	0	0	0
Ifitm5	79.250000	0	317	0	0	0
Hhex	79.250000	317	0	0	0	0
Fsd1l	79.250000	0	0	135	182	0
Tmem210	79.000000	151	165	0	0	0
Rbpms	79.000000	0	0	218	98	0
Rab7b	79.000000	0	0	151	165	0
Lyn	79.000000	164	152	0	0	0
Lrrc26	79.000000	151	165	0	0	0
Lrmda	79.000000	166	150	0	0	0
Kcnc3	79.000000	316	0	0	0	0
H2bc1	79.000000	118	198	0	0	0
H2ac1	79.000000	118	198	0	0	0
C1qtnf12	79.000000	158	158	0	0	0
Ugt1a6a	78.750000	0	168	0	147	0
Glipr1	78.750000	211	104	0	0	0
B4galnt2	78.750000	0	315	0	0	0
Nxph4	78.500000	198	116	0	0	0
Bcl2l15	78.500000	314	0	0	0	0
B3gnt3	78.500000	0	314	0	0	0
Rtn4rl2	78.250000	0	313	0	0	0
Rps6ka6	78.250000	0	0	144	169	0
Mbnl3	78.250000	173	140	0	0	0
Fcgr3	78.250000	138	175	0	0	0
Col27a1	78.250000	0	0	125	188	0
Tpm2	78.000000	0	0	203	109	0
Tlr1	78.000000	312	0	0	0	0
Gpx3	78.000000	312	0	0	0	0
Clrn1	78.000000	0	0	115	197	0
Slc22a3	77.750000	0	311	0	0	0
Sh3d21	77.750000	0	311	0	0	0
Krt81	77.750000	0	0	146	165	0
Gm17330	77.750000	0	0	141	170	0
Efhc1	77.750000	0	0	147	164	0
Crh	77.750000	311	0	0	0	0
Tns1	77.500000	0	178	0	132	0
Tnik	77.500000	0	310	0	0	0
Rufy4	77.500000	0	178	0	132	0
Phactr1	77.500000	0	0	131	179	0
Pde8a	77.500000	310	0	0	0	0
Nrn1	77.500000	0	0	151	159	0
Helz2	77.500000	101	209	0	0	0
Hap1	77.500000	108	202	0	0	0
Gm15517	77.500000	132	178	0	0	0
Gm14295	77.500000	162	148	0	0	0
Epb41l4a	77.500000	0	0	138	172	0
Aicda	77.500000	0	310	0	0	0
Syce2	77.250000	0	309	0	0	0
Ly9	77.250000	309	0	0	0	0
Islr2	77.250000	151	158	0	0	0
Slc15a3	77.000000	308	0	0	0	0
Ren2	77.000000	146	162	0	0	0
Ren1	77.000000	146	162	0	0	0
Piwil4	77.000000	0	308	0	0	0
Zfp354b	76.750000	0	0	149	158	0
Trim15	76.750000	0	307	0	0	0
Trim10	76.750000	0	307	0	0	0
Tmem71	76.750000	111	196	0	0	0
Setbp1	76.750000	188	0	119	0	0
Rpusd3	76.750000	98	140	0	69	0
Lat2	76.750000	307	0	0	0	0
Cfap206	76.750000	307	0	0	0	0
Pros1	76.500000	0	0	112	194	0
Osr1	76.500000	0	0	179	127	0
Myo5c	76.500000	0	0	135	171	0
Lrrc17	76.500000	0	0	75	231	0
AA414768	76.500000	87	219	0	0	0
Lin28b	76.250000	305	0	0	0	0
Il12a	76.250000	305	0	0	0	0
Gpx2	76.250000	0	305	0	0	0
Gpd1	76.250000	0	305	0	0	0
Gjb5	76.250000	0	0	165	140	0
Epb41l5	76.250000	85	220	0	0	0
Avil	76.250000	0	305	0	0	0
A3galt2	76.250000	0	305	0	0	0
Col6a3	76.000000	0	0	186	118	0
Card11	76.000000	304	0	0	0	0
Unc5cl	75.750000	0	303	0	0	0
Tspo2	75.750000	0	303	0	0	0
Pip5k1b	75.750000	94	209	0	0	0
Ms4a10	75.750000	115	188	0	0	0
Mast1	75.750000	303	0	0	0	0
Lrrc72	75.750000	151	152	0	0	0
Cldn34c1	75.750000	0	303	0	0	0
Amh	75.750000	0	303	0	0	0
Kcns1	75.500000	0	302	0	0	0
Igsf3	75.500000	132	0	170	0	0
H2-M5	75.500000	125	177	0	0	0
Gm2115	75.500000	0	0	159	143	0
Catsper1	75.500000	181	121	0	0	0
Anpep	75.500000	0	302	0	0	0
Zfp980	75.250000	0	0	144	157	0
Rasl10a	75.250000	301	0	0	0	0
Pf4	75.250000	0	301	0	0	0
Lancl3	75.250000	0	0	155	146	0
Gm21818	75.250000	301	0	0	0	0
Dand5	75.250000	135	166	0	0	0
Clca2	75.250000	0	0	148	153	0
Trarg1	75.000000	214	86	0	0	0
Olfr71	75.000000	0	0	0	300	0
Olfr70	75.000000	0	0	0	300	0
Irx2	75.000000	0	0	115	185	0
Fcgr4	75.000000	300	0	0	0	0
Cc2d2a	75.000000	0	0	131	169	0
Cavin4	75.000000	0	0	116	184	0
Bhlha9	75.000000	214	86	0	0	0
Pklr	74.750000	0	299	0	0	0
Cthrc1	74.750000	0	299	0	0	0
Arrdc4	74.750000	0	0	152	147	0
Zbtb20	74.500000	0	298	0	0	0
Rubcnl	74.250000	297	0	0	0	0
Kctd12	74.250000	297	0	0	0	0
Dysf	74.250000	0	0	99	198	0
Catip	74.250000	297	0	0	0	0
5430427O19Rik	74.250000	297	0	0	0	0
Olfr417	74.000000	0	296	0	0	0
Nrap	74.000000	0	296	0	0	0
Hemgn	74.000000	0	296	0	0	0
Gp1ba	74.000000	0	296	0	0	0
Cd300lg	74.000000	160	136	0	0	0
Asb5	74.000000	104	0	0	192	0
Tmem62	73.750000	133	162	0	0	0
Plekha5	73.750000	0	0	114	181	0
P4htm	73.750000	295	0	0	0	0
Nrgn	73.750000	92	203	0	0	0
Art4	73.750000	0	295	0	0	0
Tgfb1i1	73.500000	0	0	122	172	0
Rbpjl	73.500000	0	0	0	294	0
Nkx2-5	73.500000	0	0	166	128	0
Mst1r	73.500000	0	294	0	0	0
Matn4	73.500000	0	0	0	294	0
Hrh2	73.500000	123	171	0	0	0
Gjc2	73.500000	0	294	0	0	0
Akap12	73.500000	159	0	0	135	0
Zfp551	73.250000	0	0	186	107	0
Tvp23a	73.250000	153	0	0	140	0
H2-Ab1	73.250000	293	0	0	0	0
Gp5	73.250000	0	293	0	0	0
Got1l1	73.250000	129	164	0	0	0
Fam110c	73.250000	0	0	148	145	0
Ralgps1	73.000000	0	89	0	203	0
Pnma1	73.000000	0	292	0	0	0
Nkapl	73.000000	152	140	0	0	0
H2-Q9	73.000000	292	0	0	0	0
H2-Q7	73.000000	292	0	0	0	0
Gimap8	73.000000	292	0	0	0	0
Zfp418	72.750000	87	0	96	108	0
Thegl	72.750000	161	130	0	0	0
Rgs18	72.750000	0	291	0	0	0
Cst6	72.750000	0	139	0	152	0
Bmp10	72.750000	0	291	0	0	0
Zfp422	72.500000	290	0	0	0	0
Abhd12	72.500000	0	0	138	152	0
Syt17	72.250000	0	0	0	289	0
Rasef	72.250000	0	289	0	0	0
Plekhs1	72.250000	0	289	0	0	0
Oasl2	72.250000	0	146	0	143	0
Gbp8	72.250000	289	0	0	0	0
Ptpn13	72.000000	0	129	0	159	0
Inhba	72.000000	113	0	0	175	0
Herc6	72.000000	166	122	0	0	0
Gm33887	72.000000	126	162	0	0	0
Gbp2	72.000000	212	0	0	76	0
Egln3	72.000000	0	0	96	192	0
Ccdc141	72.000000	0	86	105	97	0
Kcnip4	71.750000	0	287	0	0	0
Cdh10	71.750000	0	287	0	0	0
Camk1	71.750000	0	0	87	200	0
Zfhx2	71.500000	151	135	0	0	0
Sp6	71.500000	286	0	0	0	0
Slc13a2	71.500000	174	112	0	0	0
Pnpla3	71.500000	286	0	0	0	0
Plcb4	71.500000	0	0	140	146	0
Clec4d	71.500000	0	286	0	0	0
Cd300lb	71.500000	0	0	122	164	0
Trim72	71.250000	0	285	0	0	0
Pla2g3	71.250000	0	285	0	0	0
Krt88	71.250000	0	285	0	0	0
Cgn	71.250000	103	182	0	0	0
9930111J21Rik1	71.250000	163	122	0	0	0
Trh	71.000000	0	284	0	0	0
Trem2	71.000000	0	284	0	0	0
Slfn10-ps	71.000000	284	0	0	0	0
Mybpc3	71.000000	0	165	0	119	0
Gal3st2b	71.000000	0	284	0	0	0
Etv2	71.000000	0	284	0	0	0
Ccl27a	71.000000	0	136	0	148	0
Angpt1	71.000000	0	284	0	0	0
Adra1a	71.000000	0	284	0	0	0
Scn5a	70.750000	283	0	0	0	0
Ptger3	70.750000	122	161	0	0	0
Prkcg	70.750000	283	0	0	0	0
Palmd	70.750000	171	112	0	0	0
Nsg2	70.750000	283	0	0	0	0
Cd200	70.750000	283	0	0	0	0
Apol8	70.750000	0	283	0	0	0
Ampd3	70.750000	0	172	0	111	0
Rnf113a2	70.500000	282	0	0	0	0
Prickle3	70.500000	161	121	0	0	0
Zfp995	70.250000	0	0	105	176	0
Zfp518a	70.250000	281	0	0	0	0
Trhr2	70.250000	281	0	0	0	0
Slc30a3	70.250000	160	121	0	0	0
Notch1	70.250000	210	0	0	71	0
Grm6	70.250000	195	86	0	0	0
Asgr1	70.250000	178	103	0	0	0
Ankar	70.250000	132	149	0	0	0
Tex13b	70.000000	280	0	0	0	0
Rdh12	70.000000	181	99	0	0	0
Rasd1	70.000000	166	114	0	0	0
H2-Q8	70.000000	157	123	0	0	0
H2-Q6	70.000000	157	123	0	0	0
E030018B13Rik	70.000000	162	118	0	0	0
Amotl2	70.000000	0	0	135	145	0
Tcstv1	69.750000	279	0	0	0	0
Lrrc32	69.750000	279	0	0	0	0
Htr4	69.750000	0	0	0	279	0
Spn	69.500000	85	193	0	0	0
Smim22	69.500000	278	0	0	0	0
Slc22a20	69.500000	0	101	99	78	0
Rab38	69.500000	0	278	0	0	0
Podxl	69.500000	0	278	0	0	0
Kif19a	69.500000	278	0	0	0	0
Fam78a	69.500000	0	278	0	0	0
Mtnr1b	69.250000	277	0	0	0	0
Gfra4	69.250000	0	277	0	0	0
Cdh22	69.250000	277	0	0	0	0
Cd83	69.250000	277	0	0	0	0
Tnfsf15	69.000000	276	0	0	0	0
Spata13	69.000000	168	108	0	0	0
Clec12a	69.000000	0	276	0	0	0
Unc13b	68.750000	0	275	0	0	0
Slc7a2	68.500000	0	0	274	0	0
Ppp1r14a	68.500000	0	163	0	111	0
Gsdmd	68.500000	147	127	0	0	0
Flrt3	68.500000	0	0	170	104	0
Epb42	68.500000	0	274	0	0	0
Car2	68.500000	0	274	0	0	0
Tgm2	68.250000	0	145	0	128	0
Plcb2	68.250000	89	184	0	0	0
Mmp21	68.250000	0	273	0	0	0
Il13	68.250000	273	0	0	0	0
Igfbp2	68.250000	273	0	0	0	0
Hsh2d	68.250000	273	0	0	0	0
Cplx1	68.250000	0	273	0	0	0
Colca2	68.250000	0	0	158	115	0
Spink2	68.000000	272	0	0	0	0
Slc1a2	68.000000	272	0	0	0	0
Scgb1c1	68.000000	151	121	0	0	0
Prrg1	68.000000	0	186	86	0	0
Odf3	68.000000	151	121	0	0	0
Lims2	68.000000	0	0	91	181	0
Ggt5	68.000000	167	105	0	0	0
Ppp2r3d	67.750000	271	0	0	0	0
Otos	67.750000	0	271	0	0	0
Mfsd6l	67.750000	0	271	0	0	0
Il16	67.750000	271	0	0	0	0
Syn3	67.500000	270	0	0	0	0
Map3k5	67.500000	167	103	0	0	0
Foxp3	67.500000	120	150	0	0	0
Ankk1	67.500000	270	0	0	0	0
Adamts2	67.500000	0	0	122	148	0
Tmem179	67.250000	123	0	0	146	0
Sult2b1	67.250000	269	0	0	0	0
Panx1	67.250000	269	0	0	0	0
Nxph3	67.250000	97	0	0	172	0
Kirrel3	67.250000	0	0	121	148	0
Gpr55	67.250000	269	0	0	0	0
Lsp1	67.000000	268	0	0	0	0
Bank1	67.000000	268	0	0	0	0
Slc30a10	66.750000	0	267	0	0	0
Ptges	66.750000	0	0	94	173	0
Plxnc1	66.750000	144	123	0	0	0
