Target_genes	Irf2|Average	SRX122514|Dendritic_Cells	SRX122515|Dendritic_Cells	SRX122516|Dendritic_Cells	SRX122517|Dendritic_Cells	SRX122518|Dendritic_Cells	SRX122519|Dendritic_Cells	SRX122520|Dendritic_Cells	SRX122521|Dendritic_Cells	SRX122522|Dendritic_Cells	SRX122523|Dendritic_Cells	SRX6830819|Intestinal_stem_cells	SRX8335642|Intestinal_stem_cells	SRX2953593|MEF	SRX2953594|MEF	SRX2953595|MEF	SRX2953596|MEF	SRX3730243|Trophoblast_stem_cells	SRX3730244|Trophoblast_stem_cells	SRX3730278|Trophoblast_stem_cells	STRING
Aaas	56.105263	0	0	0	0	0	0	0	0	0	0	0	0	109	0	307	410	101	0	139	0
Zzef1	55.684211	0	0	0	0	0	0	0	0	0	0	0	0	172	275	314	213	84	0	0	0
Cyb5d2	55.684211	0	0	0	0	0	0	0	0	0	0	0	0	172	275	314	213	84	0	0	0
Tmem125	55.631579	0	0	0	141	0	0	0	0	0	0	542	0	0	0	0	0	141	233	0	0
Psma5	55.421053	0	0	0	0	0	0	0	0	0	0	0	0	239	389	279	146	0	0	0	0
Sfi1	55.052632	0	0	0	0	0	0	0	0	0	0	107	153	0	0	0	0	296	227	263	0
Seh1l	54.842105	0	0	0	0	0	0	0	0	0	0	110	0	149	166	249	177	191	0	0	0
Zfp932	54.421053	0	0	0	0	0	0	0	0	0	0	0	0	174	189	390	281	0	0	0	0
Tor1aip2	54.210526	0	0	0	0	0	0	0	0	0	0	0	0	319	138	314	259	0	0	0	0
Tor1aip1	54.210526	0	0	0	0	0	0	0	0	0	0	0	0	319	138	314	259	0	0	0	0
Tmigd1	54.052632	0	0	0	0	0	0	0	0	0	0	0	0	341	251	279	156	0	0	0	0
Rtcb	54.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	216	230	152	350	0	78	0
Oasl1	53.052632	0	0	0	0	0	0	0	0	0	0	375	0	0	136	279	0	0	0	218	0
H2-Q4	53.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	282	495	0	0	0
Ksr1	52.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	191	172	156	152	200	125	0
Arl6ip1	52.368421	0	0	0	0	0	0	0	0	0	0	0	0	269	209	239	278	0	0	0	0
Prm3	52.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	988	0	0	0	0
Slc37a3	51.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	253	205	0
Rab19	51.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529	253	205	0
H4c1	51.789474	0	0	0	0	0	0	0	0	0	0	0	0	302	256	294	132	0	0	0	0
H3c1	51.789474	0	0	0	0	0	0	0	0	0	0	0	0	302	256	294	132	0	0	0	0
H1f1	51.789474	0	0	0	0	0	0	0	0	0	0	0	0	302	256	294	132	0	0	0	0
Lrrk1	51.631579	0	0	0	0	0	0	0	0	0	0	0	0	156	381	175	269	0	0	0	0
Cmpk2	51.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	203	159	269	347	0	0	0
Pnkd	51.105263	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	297	204	411	0
Aamp	51.105263	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	297	204	411	0
Cox7a2	50.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	105	332	206	115	0	208	0
Syvn1	50.210526	0	0	0	0	0	0	0	0	0	0	0	0	164	164	239	387	0	0	0	0
Foxp1	50.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	87	270	284	311	0	0	0
Timm13	49.947368	0	0	0	0	0	0	0	0	0	0	0	0	100	286	118	0	0	109	336	0
Phb	49.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	195	550	0
Armc8	49.578947	0	0	0	0	0	0	0	0	0	0	0	0	138	121	424	147	112	0	0	0
Snx12	49.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	711	230	0	0
Pgk1	49.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	464	88	0
Clca2	49.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	133	150	145	299	208	0	0
Tmem100	48.894737	0	0	0	0	0	0	0	0	0	0	0	0	209	327	237	156	0	0	0	0
Cacng3	48.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	334	330	0
Ifi47	48.631579	0	0	0	0	0	0	0	0	0	0	0	0	209	284	238	193	0	0	0	0
Lin28a	48.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	282	386	0
Csta2	48.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	338	148	0
Xkr7	47.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	234	260	0
Trex1	47.789474	0	0	0	0	0	0	0	0	0	0	0	0	322	138	319	129	0	0	0	0
Shisa5	47.789474	0	0	0	0	0	0	0	0	0	0	0	0	322	138	319	129	0	0	0	0
Scrt1	47.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507	126	264	0
Nr1h2	46.947368	0	0	0	0	0	0	0	0	0	0	0	0	126	214	164	208	0	0	180	0
Nfatc2ip	46.947368	0	0	0	0	0	0	0	0	0	0	0	0	228	301	153	103	0	0	107	0
Trim30a	46.684211	0	0	0	0	0	0	0	0	0	0	0	0	185	122	259	321	0	0	0	0
Mrpl30	46.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	142	182	195	157	148	60	0
Mitd1	46.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	142	182	195	157	148	60	0
Fam177a2	45.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	209	285	0
Fam177a	45.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	209	285	0
Cd300ld3	45.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	500	189	0
Zfp523	45.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	188	0	0
Men1	45.105263	0	0	0	0	0	0	0	0	0	0	0	0	227	177	127	209	0	117	0	0
BC029722	45.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	184	282	265	126	0	0	0
Clcn4	44.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	286	194	0
Usp42	44.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	257	205	235	149	0	0	0
Slc25a37	44.263158	0	0	0	0	0	0	0	0	0	0	0	0	250	201	241	149	0	0	0	0
Psrc1	44.263158	0	0	0	0	0	0	0	0	0	0	0	0	147	156	381	157	0	0	0	0
Trim30d	44.210526	0	0	0	0	0	0	0	0	0	0	0	0	269	78	208	285	0	0	0	0
Tmem63a	43.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	124	229	200	149	0	128	0
Chgb	43.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	264	179	232	0
H2bc13	43.631579	0	0	0	0	0	0	0	0	0	0	0	0	166	161	223	188	91	0	0	0
Sptlc2	43.473684	0	0	0	0	0	0	0	0	0	0	0	0	296	256	142	132	0	0	0	0
Rabep2	43.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	255	130	439	0
Traf2	43.105263	0	0	0	0	0	0	0	0	0	0	0	0	139	230	218	232	0	0	0	0
Acyp2	42.894737	0	0	0	0	0	0	0	0	0	0	0	0	205	271	224	115	0	0	0	0
Arsb	42.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	97	161	239	208	109	0	0
Rassf5	42.684211	0	0	0	0	0	0	0	0	0	0	0	0	141	153	211	306	0	0	0	0
Unk	42.631579	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	202	127	330	0
Ddx23	42.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	600	0
Nudt1	42.157895	0	0	0	0	0	0	0	0	0	0	0	0	110	197	277	125	0	0	92	0
Pprc1	42.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	175	155	346	0
Psmb4	41.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	177	131	188	149	151	0	0
Scrib	41.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	227	344	0
Mettl4	41.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	283	239	0	0	0
Casp7	40.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	343	227	0	0	0
Pou4f1	40.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	146	180	297	0	0
Tmem43	40.789474	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	128	506	0
Pigk	40.789474	0	0	0	0	0	0	0	0	0	0	0	0	156	158	123	0	169	169	0	0
Chchd4	40.789474	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	128	506	0
Pnp	40.315789	0	0	0	0	0	0	0	0	0	0	0	0	145	205	282	134	0	0	0	0
Dus1l	40.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	193	177	0
Lrrc61	40.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	175	356	0
Parp14	40.052632	0	0	0	0	0	0	0	0	0	0	0	0	134	88	242	119	65	113	0	0
Calcoco1	39.947368	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	112	135	296	0
Ascc3	39.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	147	395	208	0	0	0	0
Dync1i2	39.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	327	262	0
Gm13290	39.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	192	119	240	0	0
Gm13289	39.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	192	119	240	0	0
Gm13288	39.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	192	119	240	0	0
Gm13287	39.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	192	119	240	0	0
Gm13285	39.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	192	119	240	0	0
Asxl2	39.263158	0	0	0	0	0	0	0	0	0	0	0	0	183	334	108	121	0	0	0	0
Zfyve19	38.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	194	123	260	0
Dnajc17	38.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	194	123	260	0
Clec2d	38.736842	0	0	0	0	0	0	0	0	0	0	0	0	179	132	171	254	0	0	0	0
Twist2	38.368421	0	0	0	0	0	0	0	0	0	0	0	0	130	0	272	327	0	0	0	0
Nuf2	38.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	206	139	69	180	0
Dlgap3	38.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	225	249	0
Sharpin	38.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	265	199	0
Maf1	38.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	265	199	0
Gm35339	38.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	265	199	0
Entpd4b	38.210526	0	0	0	0	0	0	0	0	0	0	0	0	204	178	189	155	0	0	0	0
Entpd4	38.210526	0	0	0	0	0	0	0	0	0	0	0	0	204	178	189	155	0	0	0	0
Lypd11	38.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	169	354	0
Gpatch3	37.947368	0	0	0	0	0	0	0	0	0	0	0	0	199	125	163	234	0	0	0	0
Mkrn3	37.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	179	128	0
Grhl2	37.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	274	0	0
Pold1	37.473684	0	0	0	0	0	0	0	0	0	0	0	0	126	214	164	208	0	0	0	0
Wdr70	37.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	178	189	0
Slirp	37.157895	0	0	0	0	0	0	0	0	0	0	0	0	152	282	92	0	180	0	0	0
Nrp	37.157895	0	0	0	0	0	0	0	0	0	0	0	0	152	282	92	0	180	0	0	0
Alkbh1	37.157895	0	0	0	0	0	0	0	0	0	0	0	0	152	282	92	0	180	0	0	0
Ifit2	37.000000	0	0	0	0	0	0	0	0	0	0	0	0	183	230	144	146	0	0	0	0
Birc2	36.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	124	187	131	181	0	79	0
9430015G10Rik	36.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	173	138	227	0
Rab11fip1	36.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	235	148	0
Csf1	36.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	317	251	127	0	0	0
Nfix	36.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	231	126	0	0	0
Smim14	36.368421	0	0	0	0	0	0	0	0	0	0	0	0	155	165	181	190	0	0	0	0
Kbtbd7	36.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	139	242	175	0
Mmachc	36.315789	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	155	114	307	0
Ccdc163	36.315789	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	155	114	307	0
Tmem101	36.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	213	234	0
Cadps2	36.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688	0	0	0
Asmt	36.157895	0	0	0	0	0	0	0	0	0	0	687	0	0	0	0	0	0	0	0	0
Gm3448	36.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	257	167	0
Gm3417	36.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	257	167	0
Spc25	35.736842	0	0	0	0	0	0	0	0	0	0	0	0	163	138	175	0	0	0	203	0
G6pc2	35.736842	0	0	0	0	0	0	0	0	0	0	0	0	163	138	175	0	0	0	203	0
Slc35b4	35.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	252	317	0
2610524H06Rik	35.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	394	162	0	0
Taco1	35.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	321	115	0
Psma3	35.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	208	136	0	131	0
Stau1	35.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	483	0
Otud6b	35.315789	0	0	0	0	0	0	0	0	0	0	0	0	127	144	222	178	0	0	0	0
Zcwpw2	34.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	207	146	182	0
Azi2	34.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	207	146	182	0
Ctu1	34.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	141	219	186	0
Ifrd2	34.789474	0	0	0	0	0	0	0	0	0	0	0	0	97	178	0	120	0	102	164	0
H2-K1	34.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	196	184	147	0	0
Tm6sf1	34.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	161	365	0	0	0
Irf7	34.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	116	220	206	108	0	0	0
Tmem18	34.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	153	230	0	0	113	152	0
Nod1	33.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	158	218	116	150	0	0	0
Nnmt	33.789474	0	0	0	0	0	0	0	0	0	0	0	0	153	114	206	169	0	0	0	0
Tulp2	33.526316	0	0	0	0	0	0	0	0	0	0	0	0	251	162	123	101	0	0	0	0
Nucb1	33.526316	0	0	0	0	0	0	0	0	0	0	0	0	251	162	123	101	0	0	0	0
Tcte3	33.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	205	167	0
Ermard	33.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	205	167	0
Phf13	33.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	231	153	0	0	0
Fmr1	33.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	203	189	0	0	0
Bcl2l11	33.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	0	111	167	0	0
Spin1	33.105263	0	0	0	0	0	0	0	0	0	0	0	0	155	93	161	220	0	0	0	0
Rcn1	32.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	96	213	213	103	0	0	0
Rtn2	32.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	193	264	0
Slc25a44	32.368421	0	0	0	0	0	0	0	0	0	0	0	0	208	175	232	0	0	0	0	0
Espl1	32.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	181	122	141	0
Lgals3bp	32.210526	0	0	0	0	0	0	0	0	0	0	0	0	158	0	188	266	0	0	0	0
Rfx5	32.105263	0	0	0	0	0	0	0	0	0	0	0	0	174	0	190	127	119	0	0	0
Angpt1	32.105263	0	0	0	0	0	0	0	0	0	0	0	0	138	126	161	185	0	0	0	0
Ccp110	31.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	192	279	0
Srp19	31.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	227	154	0
Tent4a	31.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	264	124	0	0	0
Tmem54	31.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	200	173	0
Sympk	31.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	463	0
Foxa3	31.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	463	0
Eif2ak2	31.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	186	234	0	181	0	0	0
Crlf2	31.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	163	272	159	0	0	0	0
Tubd1	31.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	137	0	260	0
Rps6kb1	31.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	137	0	260	0
Herc6	31.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	195	120	277	0	0	0	0
Vps11	31.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	157	163	140	130	0	0	0
Zfp882	30.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	238	0	0
Cox7c	30.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	175	318	0
Usp48	30.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	162	275	0
Sdf2l1	30.578947	0	0	0	0	0	0	0	0	0	0	0	0	170	154	257	0	0	0	0	0
Nme1	30.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	291	0	0
Clpb	30.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	415	0
Samd9l	30.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	176	137	148	117	0	0	0
Nkap	30.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	360	0	0
Tmbim4	30.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	231	129	0	0
Rnf2	30.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	233	132	0	0	0
Chmp4b	30.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	136	324	0
Zar1l	30.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	143	143	0
Brca2	30.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	143	143	0
Tmem87a	30.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	202	118	138	114	0	0	0
Ganc	30.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	202	118	138	114	0	0	0
9030025P20Rik	30.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	257	115	0
Mrpl39	30.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	138	176	0
Suco	29.842105	0	0	0	0	0	0	0	0	0	0	0	0	211	0	183	173	0	0	0	0
Yipf2	29.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	179	176	0
Timm29	29.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	179	176	0
Tmco4	29.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	159	0	0	0	0
Tmem115	29.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	388	0
Tfb1m	29.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	166	177	214	0	0	0	0
Gprin1	29.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	256	0
Slc25a27	29.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	137	230	0
Palb2	29.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	168	235	0
Dctn5	29.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	168	235	0
Cyp39a1	29.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	137	230	0
Lsg1	29.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	233	154	0	0	0
Nvl	29.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	210	164	0	0	0
2210016L21Rik	28.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	83	341	0	126	0	0	0
Spag11a	28.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	198	147	0	0	0
Kcnab1	28.894737	0	0	0	0	0	0	0	0	0	0	0	0	206	219	0	124	0	0	0	0
Apobec3	28.842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	198	154	0	0	0
Lgals8	28.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	132	184	231	0	0	0	0
Ccdc57	28.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	284	92	0
Trp53rkb	28.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	141	129	0
Tsacc	28.684211	0	0	0	0	0	0	0	0	0	0	0	0	173	0	111	168	0	93	0	0
Cct3	28.684211	0	0	0	0	0	0	0	0	0	0	0	0	173	0	111	168	0	93	0	0
Hivep1	28.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	123	147	274	0	0	0	0
Snx17	28.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	269	180	0
Eif2b4	28.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	269	180	0
Ly6g6f	28.368421	0	0	0	0	0	0	0	0	0	0	0	0	142	213	184	0	0	0	0	0
Abhd16a	28.368421	0	0	0	0	0	0	0	0	0	0	0	0	142	213	184	0	0	0	0	0
Ap2m1	28.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	107	333	0
Gtpbp2	28.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	89	271	0	0	0	177	0
Dcp1a	28.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	223	123	0
Pemt	28.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	113	224	0
Dhrs7	28.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	142	173	221	0	0	0	0
Cops8	28.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	114	152	0
Mrps2	27.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	195	126	0
1700007K13Rik	27.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	195	126	0
Mrpl12	27.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	197	0	0
Ciao3	27.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	166	216	0
Rrn3	27.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	144	0
Nup153	27.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	137	207	0
Sema3f	27.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	186	151	0
Max	27.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	180	217	0
Tmem88	27.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	159	263	0	0
Naa38	27.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	159	263	0	0
Cyb5d1	27.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	159	263	0	0
Caprin1	27.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	141	160	0	0	0
Il13ra1	27.157895	0	0	0	0	0	0	0	0	0	0	0	0	178	146	120	72	0	0	0	0
Zfp324	27.105263	0	0	0	0	0	0	0	0	0	0	0	0	104	113	164	134	0	0	0	0
Mtg1	27.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	195	0	0
Tmem229b	27.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	305	0
Ets1	26.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	301	0	0	0
H3c13	26.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	204	163	0	0	0
Slc33a1	26.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	165	162	0
Dcps	26.736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	162	177	0
Rptor	26.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	165	238	0
Banp	26.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	238	160	0
Vopp1	26.631579	0	0	0	0	0	0	0	0	0	0	0	0	176	169	0	161	0	0	0	0
Nsmce4a	26.526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	286	0	103	0
Fastkd1	26.368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	303	0
Ifi44	26.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	149	180	170	0	0	0	0
Fam168a	26.263158	0	0	0	0	0	0	0	0	0	0	0	0	96	144	177	0	82	0	0	0
Dhx33	26.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	147	230	0
Dcp2	26.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	186	155	0	0	0
Rnpepl1	26.157895	0	0	0	0	0	0	0	0	0	0	0	0	195	167	135	0	0	0	0	0
Il15ra	26.157895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	146	159	0	0	0
Dusp28	26.157895	0	0	0	0	0	0	0	0	0	0	0	0	195	167	135	0	0	0	0	0
Ankmy1	26.157895	0	0	0	0	0	0	0	0	0	0	0	0	195	167	135	0	0	0	0	0
Stag3	26.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	219	0	0
Gpc2	26.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	219	0	0
Ddx59	26.105263	0	0	0	0	0	0	0	0	0	0	0	0	89	203	204	0	0	0	0	0
Tmtc3	26.000000	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	81	0	291	0
Nedd8	26.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	147	174	0
Gmpr2	26.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	147	174	0
Cep290	26.000000	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	81	0	291	0
Rheb	25.894737	0	0	0	0	0	0	0	0	0	0	0	0	146	187	159	0	0	0	0	0
Rbms2	25.894737	0	0	0	0	0	0	0	0	0	0	0	0	132	225	135	0	0	0	0	0
Pde6d	25.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	173	141	0
