Target_genes	Bcl6|Average	SRX094460|Liver	SRX094461|Liver	SRX094462|Liver	SRX094463|Liver	SRX094464|Liver	SRX094465|Liver	SRX094466|Liver	SRX016344|Macrophages	SRX028980|Macrophages	SRX028981|Macrophages	SRX112905|Macrophages	SRX6095747|mESC_derived_neural_cells	SRX6095749|mESC_derived_neural_cells	SRX6095751|mESC_derived_neural_cells	ERX383750|Pancreas	ERX383751|Pancreas	SRX1158860|Tfh	SRX353402|Th9	SRX353403|Th9	SRX1158861|Unclassified	STRING
Tssc4	31.150000	251	217	0	0	0	0	0	0	0	0	0	0	75	80	0	0	0	0	0	0	0
Trak1	31.150000	0	216	152	0	0	0	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0
Tbcel	31.150000	159	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	0	0	0
Atf1	31.150000	189	274	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stat2	31.100000	250	259	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apof	31.100000	250	259	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pfkfb2	31.050000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	0	0	216	0
Ifi209	31.050000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	245	0
Dot1l	31.050000	146	299	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0
Steap3	31.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	216	0
Etv6	30.950000	327	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0
1700001F09Rik	30.950000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	195	0
Zbtb22	30.900000	0	109	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	210	0	0	0
Zar1	30.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	275	0
Tapbp	30.900000	0	109	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	210	0	0	0
Hpgd	30.900000	191	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Tomm40l	30.850000	0	0	0	106	0	197	99	0	0	0	0	0	0	0	0	0	215	0	0	0	0
Apoa2	30.850000	0	0	0	106	0	197	99	0	0	0	0	0	0	0	0	0	215	0	0	0	0
St6galnac4	30.800000	168	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rapgef1	30.800000	155	322	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Muc6	30.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	230	0
Angptl4	30.800000	135	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0
Zfyve16	30.750000	166	287	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nol4l	30.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	231	0
Mthfr	30.750000	141	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl33	30.750000	148	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0
Clcn6	30.750000	141	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plekhg2	30.700000	153	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	96	0
Apol7c	30.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0	0	202	0
Tmem106b	30.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	231	0
Cbarp	30.550000	143	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Cars2	30.550000	0	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1qtnf1	30.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	244	0
Atp5d	30.550000	143	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0
Timp2	30.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	0	0	268	0
Relch	30.400000	193	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Pign	30.400000	193	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0
Denr	30.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	0	144	0
Cacnb4	30.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	250	0
Rchy1	30.350000	248	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0
Gpd1l	30.350000	208	308	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mccc2	30.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	240	0
Psmd7	30.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	0	173	0
Polr3gl	30.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	201	0
Cstf2t	30.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	245	0
Ankrd34b	30.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	239	0
Ankrd34a	30.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	201	0
Slc22a8	30.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	188	0
Acvr1	30.200000	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	0	127	0
Phldb3	30.150000	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0
Orai1	30.150000	309	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfam1	30.150000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	228	0
Gas1	30.150000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	265	0
Doxl1	30.150000	170	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tor1a	30.100000	138	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ilf3	30.100000	0	0	0	0	0	0	0	0	0	0	0	0	167	127	0	0	141	0	167	0	0
Pard3	30.050000	253	158	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gcm2	30.050000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0	0	294	0
Krt24	30.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	270	0
Foxi3	29.950000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	0	0	202	0
Kmo	29.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	250	0
Gm3488	29.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	0	161	0
Fh1	29.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	250	0
Vmn1r206	29.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	510	0	0	87	0
Gdf2	29.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0	0	233	0
0610040J01Rik	29.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	188	0
Zfp78	29.800000	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	198	0
Vcam1	29.800000	222	164	123	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0
Ripk2	29.800000	0	0	0	0	0	0	0	0	0	0	0	0	130	288	0	0	178	0	0	0	0
Qrfpr	29.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	194	0
Dlgap3	29.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	258	0
Rcor2	29.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	0	0	268	0
Glt28d2	29.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	188	0
Echdc3	29.750000	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	0	0	216	0
Plek	29.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0	0	174	0
Olfr768	29.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	202	0
Arsg	29.700000	156	223	116	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0
Rnf169	29.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	0	0	259	0
H2aj	29.650000	164	159	0	162	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gabrb2	29.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	0	0	198	0
Cpa4	29.650000	202	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abr	29.650000	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	266	0	0	122	0
Rcan3	29.550000	203	284	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gli3	29.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445	0	0	146	0
Gfod2	29.550000	172	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0
Phf5a	29.500000	181	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lair1	29.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	98	0
Fosl1	29.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	172	0
Cul2	29.500000	186	155	126	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0
Aco2	29.500000	181	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmynd8	29.450000	127	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0
Ppfibp2	29.450000	144	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	141	0
Pacs1	29.450000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	0	0	259	0
H3c1	29.450000	0	0	0	121	0	0	0	0	0	0	0	124	158	186	0	0	0	0	0	0	0
H1f1	29.450000	0	0	0	121	0	0	0	0	0	0	0	124	158	186	0	0	0	0	0	0	0
Slc23a1	29.400000	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	185	0
Lsr	29.400000	229	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam187b	29.400000	229	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Guca1a	29.350000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	242	0
Gm13290	29.350000	199	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0
Gm13289	29.350000	199	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0
Gm13285	29.350000	199	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0
Mas1	29.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	333	0
Rnase4	29.250000	0	195	0	212	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0
Nr1h4	29.250000	156	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Nr0b2	29.250000	165	309	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam83b	29.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	161	0
Ang	29.250000	0	195	0	212	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0
Acadl	29.200000	169	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0
Raly	29.150000	200	136	0	0	0	108	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0
Itgb3	29.150000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	218	0
Cyp3a13	29.100000	340	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pip4k2c	29.050000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	268	0
Olfr1037	29.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	188	0
Smg7	28.950000	261	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0
Polg2	28.950000	90	0	0	0	0	100	0	0	0	0	0	0	113	113	0	0	163	0	0	0	0
Lrit3	28.950000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	333	0	0	246	0
Flacc1	28.950000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	161	0
Fgd4	28.950000	177	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0
Arl9	28.950000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	178	0
Psmc3	28.900000	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	179	0
Lrrc3	28.900000	136	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Eps8l2	28.900000	191	298	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plk5	28.850000	182	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0
Phf14	28.850000	293	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mgst1	28.850000	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	122	0
Gpr19	28.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	0	0	135	0
Fcnb	28.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	216	0
Cyp3a16	28.800000	153	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Rxrg	28.750000	187	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0
Psen2	28.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	244	0
Kcnn2	28.750000	157	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0
Hmcn2	28.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	183	0
Tsnaxip1	28.700000	139	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0
Ranbp10	28.700000	139	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	0
Oas1f	28.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	0	0	135	0
N4bp2l1	28.700000	241	191	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pon1	28.650000	140	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0
Tlcd2	28.600000	72	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	135	0
N6amt1	28.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	0	0	216	0
Gpt	28.600000	121	203	0	132	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arih2	28.600000	106	290	80	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0
G0s2	28.550000	0	0	0	114	0	243	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0
Sigmar1	28.500000	242	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0
Gne	28.500000	127	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0
Gm8126	28.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	320	0
Rsph1	28.450000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	119	0
Slc9b1	28.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	355	0	0	213	0
Mtfmt	28.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	188	0
Mettl7a3	28.400000	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0	0	122	0
Grem2	28.350000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	196	0
Afap1	28.350000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	311	0	0	256	0
Acbd5	28.350000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	230	0
H6pd	28.300000	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	148	0
Gstm6	28.300000	216	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahcy	28.300000	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0
Vash2	28.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	0	0	132	0
Cps1	28.250000	140	115	0	198	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhoj	28.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0	0	188	0
Plec	28.200000	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	122	0
Olfr62	28.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	216	0
Olfr1395	28.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	0	0	216	0
Fam53b	28.200000	151	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0
Asap1	28.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	259	0
Akr1c19	28.200000	154	296	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2bc4	28.150000	0	0	0	0	0	0	0	0	0	0	0	0	135	278	0	0	150	0	0	0	0
H2ac6	28.150000	0	0	0	0	0	0	0	0	0	0	0	0	135	278	0	0	150	0	0	0	0
Cyp11b2	28.150000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0	0	135	0
Sema4b	28.100000	235	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc8c	28.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	312	0
Lcn10	28.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	169	0
Kif26b	28.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	148	0
Cpvl	28.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	202	0
Cfap36	28.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	202	0
Wipf1	28.050000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	439	0	0	122	0
Tmcc3	28.050000	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0
Smim34	28.050000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	307	0
Fbxw7	28.050000	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	275	0	0	188	0
P4hb	28.000000	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0
Inf2	28.000000	162	282	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slit2	27.950000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	0	0	188	0
Esd	27.950000	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0
Zfp677	27.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	0	0	245	0
Supt20	27.900000	294	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpap3	27.900000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	181	0
Irf1	27.900000	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	135	0
Akt2	27.900000	0	228	0	0	0	0	0	0	0	0	0	148	0	0	0	0	182	0	0	0	0
Paip1	27.850000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	239	0
Necab2	27.850000	179	129	0	150	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0
Grhpr	27.850000	247	172	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dlg3	27.850000	0	0	0	0	0	0	0	0	0	0	0	242	178	0	0	0	137	0	0	0	0
Iqcn	27.800000	157	101	0	158	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0
Gm13288	27.800000	199	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0
Apoc2	27.800000	138	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0
Phf10	27.750000	0	0	0	0	0	0	0	0	0	0	0	107	145	126	0	0	177	0	0	0	0
Krtap13	27.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	188	0
Hsd17b2	27.750000	144	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0
Cyrib	27.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	165	0
Bfsp1	27.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	0	0	148	0
Ap2s1	27.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	0	0	159	0
Accsl	27.750000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	279	0
Stat4	27.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	174	0
Saa4	27.700000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	229	0
Gpr3	27.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	161	0
Cry2	27.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	188	0
Cd164l2	27.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	161	0
Prkag2	27.600000	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	190	0
Ndnf	27.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	161	0
Cenpj	27.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	174	0
Bex6	27.600000	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	367	0	0	119	0
1300017J02Rik	27.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	0	0	218	0
Ttll12	27.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	212	0
Spg21	27.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0	274	0
Rfc2	27.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424	0	0	127	0
Herc6	27.550000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0	0	122	0
Smurf1	27.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	338	0	0	134	0
Ptpre	27.500000	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	211	0	0	186	0
Mpc2	27.500000	221	174	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam102b	27.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	428	0	0	122	0
Dcaf6	27.500000	221	174	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clec2e	27.500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	230	0
Srrm1	27.450000	176	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arpp21	27.450000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	174	0
Virma	27.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0	0	156	0
Tmem250-ps	27.400000	240	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0
Slc6a13	27.400000	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	161	0
Prune1	27.400000	211	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Plekhb1	27.400000	116	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0
Mindy1	27.400000	211	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
H4c6	27.400000	110	123	0	0	0	0	0	0	0	0	0	0	180	135	0	0	0	0	0	0	0
H1f3	27.400000	110	123	0	0	0	0	0	0	0	0	0	0	180	135	0	0	0	0	0	0	0
Cpt1a	27.400000	142	276	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Castor2	27.400000	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	98	0
Arhgef7	27.400000	222	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0
Fign	27.350000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425	0	0	122	0
Elovl6	27.350000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	203	0
Zp3r	27.300000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	202	0
Dlat	27.300000	117	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wipf3	27.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	202	0
Sun1	27.250000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	201	0
Rskr	27.250000	178	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0
Ube2q2	27.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	216	0
Olfr1136	27.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	135	0
Lrmp	27.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	415	0	0	129	0
Fut1	27.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	0	0	156	0
Cyp21a1	27.200000	349	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Asah1	27.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	0	0	240	0
Aqp11	27.200000	71	193	181	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0
Ppara	27.150000	148	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0
Trp53bp2	27.100000	191	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phf13	27.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360	0	0	182	0
Pdcd1lg2	27.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	128	0
Gpx1	27.100000	0	169	0	166	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	96	0
Crem	27.100000	118	129	145	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0
Ankdd1b	27.100000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	190	0
Fam126a	27.050000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	161	0
Eno3	27.050000	183	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
Anpep	27.050000	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	0	0	123	0
Dlgap1	27.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	174	0
