Target_genes	Hes1|Average	SRX1550525|Macrophages	SRX1550526|Macrophages	STRING
Eif2ak3	199.000000	215	183	0
Zfp746	198.500000	397	0	0
Pgbd5	198.500000	260	137	0
Zfp382	198.000000	210	186	0
Slc41a3	198.000000	158	238	0
Nae1	198.000000	148	248	0
Ehmt1	198.000000	183	213	0
Car7	198.000000	148	248	0
Vopp1	197.500000	189	206	0
Plcg2	197.500000	198	197	0
Hspa4l	197.500000	264	131	0
Vegfa	197.000000	249	145	0
Dusp16	197.000000	159	235	0
Adgrl1	197.000000	160	234	0
Mcm9	196.500000	155	238	0
Ercc6	196.500000	159	234	0
Cdk5r1	196.500000	292	101	0
Actg1	196.500000	234	159	0
Usp33	196.000000	251	141	0
Skp1	196.000000	216	176	0
Sft2d2	196.000000	229	163	0
Drd1	196.000000	392	0	0
Dhodh	196.000000	179	213	0
Crybg3	196.000000	392	0	0
Cers2	196.000000	145	247	0
Anxa9	196.000000	145	247	0
Wnt1	195.500000	160	231	0
Larp4b	195.500000	180	211	0
Gm9222	195.500000	229	162	0
Ccnt2	195.500000	187	204	0
Top1	195.000000	169	221	0
Rmnd5a	194.500000	197	192	0
Pet117	194.500000	168	221	0
Mthfs	194.500000	254	135	0
Kat14	194.500000	168	221	0
Shisa2	194.000000	233	155	0
Gns	194.000000	184	204	0
Bicd1	193.500000	179	208	0
Ankrd50	193.500000	144	243	0
Ube2i	193.000000	146	240	0
Lamtor5	193.000000	176	210	0
Ep400	193.000000	181	205	0
Cul5	193.000000	171	215	0
Adam10	193.000000	190	196	0
Sowahc	192.500000	160	225	0
Septin10	192.500000	160	225	0
Fnip2	192.500000	252	133	0
Cdt1	192.500000	218	167	0
Zfp28	192.000000	176	208	0
Rfxap	192.000000	205	179	0
Gmpr	192.000000	248	136	0
Gas7	192.000000	171	213	0
Ccdc166	192.000000	201	183	0
Add1	192.000000	298	86	0
Zfat	191.500000	160	223	0
Nfx1	191.500000	218	165	0
Nab1	191.500000	383	0	0
Inf2	191.500000	216	167	0
Hic1	191.500000	223	160	0
Grrp1	191.500000	186	197	0
Gm527	191.500000	383	0	0
Gm30191	191.500000	186	197	0
Fzd9	191.500000	231	152	0
Dusp14	191.500000	313	70	0
Vamp4	191.000000	124	258	0
Plaat5	191.000000	139	243	0
Mms22l	191.000000	129	253	0
Hnrnpa0	191.000000	152	230	0
Eif2b3	191.000000	201	181	0
Clcn3	191.000000	164	218	0
Champ1	191.000000	169	213	0
Tysnd1	190.500000	246	135	0
Tmed2	190.500000	129	252	0
Lrrfip1	190.500000	199	182	0
Ccdc107	190.500000	187	194	0
Snrpa1	190.000000	229	151	0
Ptbp1	190.000000	133	247	0
Acot5	190.000000	168	212	0
Snx21	189.500000	165	214	0
Mrps15	189.500000	207	172	0
Ltbp4	189.500000	183	196	0
Wac	189.000000	152	226	0
Ubfd1	189.000000	116	262	0
Fem1a	189.000000	269	109	0
Ears2	189.000000	116	262	0
Arhgef37	189.000000	168	210	0
Zbtb7c	188.500000	377	0	0
Zadh2	188.500000	204	173	0
Wapl	188.500000	207	170	0
Vsig10	188.500000	172	205	0
Ttc39b	188.500000	267	110	0
Tshz1	188.500000	204	173	0
Hpcal1	188.500000	209	168	0
Hopx	188.500000	178	199	0
Strbp	188.000000	267	109	0
Nup210	188.000000	163	213	0
Cks2	188.000000	160	216	0
Acadl	188.000000	376	0	0
Sc5d	187.500000	147	228	0
Rbpms	187.500000	270	105	0
Usp9x	187.000000	210	164	0
Ranbp2	187.000000	139	235	0
Nr2f1	187.000000	374	0	0
Frat1	187.000000	209	165	0
Ktn1	186.500000	146	227	0
Wdr89	186.000000	151	221	0
Smim4	186.000000	372	0	0
Plekha3	186.000000	372	0	0
Orai2	186.000000	220	152	0
Nt5dc2	186.000000	372	0	0
Mdm2	186.000000	154	218	0
Fkbp7	186.000000	372	0	0
Coq8a	186.000000	226	146	0
Plcb1	185.500000	131	240	0
Hey2	185.500000	194	177	0
Gfod1	185.500000	235	136	0
Acer2	185.500000	119	252	0
Slc39a10	185.000000	191	179	0
Scarb2	185.000000	164	206	0
Rhod	185.000000	234	136	0
Ppp1r2	185.000000	162	208	0
Csf1	185.000000	218	152	0
Tfg	184.500000	178	191	0
Prss16	184.500000	157	212	0
Mblac1	184.500000	166	203	0
Dlx1	184.500000	158	211	0
Cemip2	184.500000	193	176	0
Ywhab	184.000000	237	131	0
Uba6	184.000000	224	144	0
Tnpo1	184.000000	182	186	0
Tnfaip8	184.000000	194	174	0
Kat2b	184.000000	219	149	0
Trmt10a	183.500000	112	255	0
Slc35e1	183.500000	367	0	0
Rnaseh1	183.500000	165	202	0
Parn	183.500000	174	193	0
Oxr1	183.500000	367	0	0
Mttp	183.500000	112	255	0
Map3k4	183.500000	195	172	0
Galnt10	183.500000	166	201	0
Calm2	183.500000	195	172	0
Bfar	183.500000	174	193	0
Vps8	183.000000	157	209	0
Vps37b	183.000000	263	103	0
Mga	183.000000	139	227	0
Ikzf2	183.000000	366	0	0
Gnb1	183.000000	249	117	0
Fbxo7	183.000000	216	150	0
Zmynd19	182.500000	201	164	0
Srgap2	182.500000	166	199	0
Nbeal2	182.500000	146	219	0
Fam72a	182.500000	166	199	0
Eefsec	182.500000	158	207	0
Dop1b	182.500000	218	147	0
Ccdc12	182.500000	146	219	0
Bcor	182.500000	182	183	0
Tmem43	182.000000	264	100	0
Slc19a2	182.000000	215	149	0
Hdac2	182.000000	250	114	0
Entpd6	182.000000	250	114	0
Dhrs3	182.000000	141	223	0
Chchd4	182.000000	264	100	0
Ccdc6	182.000000	219	145	0
Tmcc3	181.500000	261	102	0
Tfeb	181.500000	216	147	0
Impa2	181.500000	200	163	0
Akap11	181.500000	363	0	0
Actn4	181.500000	253	110	0
Il17d	181.000000	362	0	0
H4c9	181.000000	178	184	0
H4c8	181.000000	155	207	0
H3c8	181.000000	155	207	0
H2bc11	181.000000	178	184	0
H2ac11	181.000000	178	184	0
H2ac10	181.000000	155	207	0
Nr1d1	180.000000	179	181	0
Nek7	180.000000	158	202	0
Fbxl5	180.000000	197	163	0
Usp16	179.500000	175	184	0
Prickle1	179.500000	169	190	0
Insm1	179.500000	359	0	0
Dennd4c	179.500000	182	177	0
Cmpk1	179.500000	174	185	0
Ypel1	179.000000	185	173	0
Rock1	179.000000	203	155	0
Rhou	179.000000	190	168	0
Rfk	179.000000	165	193	0
Prtg	179.000000	221	137	0
Cd63	179.000000	175	183	0
Ascl2	179.000000	159	199	0
Abcd3	179.000000	139	219	0
Plxnb2	178.500000	183	174	0
Zswim5	178.000000	356	0	0
Tmem74b	178.000000	199	157	0
Tlk1	178.000000	356	0	0
Pwwp2b	178.000000	356	0	0
H3c13	178.000000	221	135	0
H2bc18	178.000000	221	135	0
E2f6	178.000000	184	172	0
Ahi1	178.000000	166	190	0
Vgll4	177.500000	149	206	0
Smc4	177.500000	220	135	0
Rnf165	177.500000	191	164	0
Prdx3	177.500000	224	131	0
Ift80	177.500000	220	135	0
Enpp1	177.500000	155	200	0
Rab14	177.000000	145	209	0
Pkmyt1	176.500000	173	180	0
Med26	176.500000	148	205	0
Lpin2	176.500000	353	0	0
Exosc6	176.500000	158	195	0
Derl1	176.500000	153	200	0
H4c12	176.000000	184	168	0
H2bc15	176.000000	184	168	0
H2ac15	176.000000	184	168	0
Cyp1b1	176.000000	191	161	0
Tnfsf13	175.500000	157	194	0
Tmem243	175.500000	96	255	0
Senp3	175.500000	157	194	0
Nat8l	175.500000	177	174	0
Bambi	175.500000	149	202	0
Arl4a	175.500000	238	113	0
Zbtb9	175.000000	223	127	0
Taok1	175.000000	191	159	0
Prmt3	175.000000	149	201	0
Dnajb2	175.000000	141	209	0
A630095N17Rik	175.000000	141	209	0
Otulin	174.500000	216	133	0
Mrpl40	174.500000	164	185	0
Mpp6	174.500000	349	0	0
Mllt11	174.500000	181	168	0
Hira	174.500000	164	185	0
Dnajc3	174.500000	222	127	0
Cotl1	174.500000	168	181	0
Cdkn1b	174.500000	178	171	0
Cdc42se1	174.500000	181	168	0
Adnp	174.500000	160	189	0
Trappc8	174.000000	182	166	0
Slc25a15	174.000000	348	0	0
Ppp1r12a	174.000000	218	130	0
Pdgfc	174.000000	184	164	0
Vps37a	173.500000	138	209	0
Dsp	173.500000	224	123	0
Cnot7	173.500000	138	209	0
Ly6g6f	173.000000	213	133	0
Lrp1	173.000000	173	173	0
Igf2r	173.000000	216	130	0
Abhd16a	173.000000	213	133	0
D5Ertd579e	172.500000	345	0	0
Creb1	172.500000	235	110	0
Rragc	172.000000	217	127	0
Phax	172.000000	141	203	0
Per3	172.000000	241	103	0
Maneal	172.000000	344	0	0
Lsm2	172.000000	197	147	0
Fam83d	172.000000	231	113	0
Aldh7a1	172.000000	141	203	0
Vrk2	171.500000	160	183	0
Urod	171.500000	188	155	0
Tmem201	171.500000	150	193	0
Rasa2	171.500000	230	113	0
Rab33b	171.500000	194	149	0
Hectd3	171.500000	188	155	0
Efr3a	171.500000	144	199	0
Stxbp1	171.000000	342	0	0
Dnajc10	171.000000	201	141	0
Ankrd6	171.000000	342	0	0
Tmem117	170.500000	341	0	0
Siah1a	170.500000	341	0	0
Rapgef1	170.500000	341	0	0
Dram1	170.000000	121	219	0
Tcf12	169.500000	162	177	0
Kdm2b	169.500000	339	0	0
H2bc6	169.500000	175	164	0
H1f4	169.500000	175	164	0
Fam20b	169.500000	198	141	0
Timp2	169.000000	200	138	0
Stard3nl	169.000000	169	169	0
Sap18b	169.000000	164	174	0
Sap18	169.000000	164	174	0
Isoc1	169.000000	256	82	0
Atg5	169.000000	179	159	0
Zfp800	168.500000	337	0	0
Ten1	168.500000	201	136	0
Srxn1	168.500000	137	200	0
Man2a2	168.500000	202	135	0
H4f16	168.500000	147	190	0
H2aj	168.500000	147	190	0
Cyren	168.500000	149	188	0
Ccdc9	168.500000	181	156	0
Btbd6	168.500000	201	136	0
Acox1	168.500000	201	136	0
Zfp704	168.000000	336	0	0
Zc3h6	168.000000	182	154	0
Psat1	168.000000	201	135	0
Nadk	168.000000	193	143	0
Mink1	168.000000	220	116	0
Icam5	168.000000	142	194	0
Icam4	168.000000	142	194	0
Tanc1	167.500000	208	127	0
Sgf29	167.500000	162	173	0
Klhl15	167.500000	160	175	0
Gch1	167.500000	159	176	0
Serinc1	167.000000	135	199	0
Phlpp1	167.000000	187	147	0
Mesp2	167.000000	334	0	0
Kdelr3	167.000000	232	102	0
Plk2	166.500000	148	185	0
Fbxl14	166.500000	190	143	0
Nptn	166.000000	195	137	0
Lemd3	166.000000	332	0	0
Filip1l	166.000000	332	0	0
Disc1	166.000000	189	143	0
Amotl2	166.000000	169	163	0
3110040N11Rik	166.000000	111	221	0
Trp53i11	165.500000	187	144	0
Tmem191c	165.500000	200	131	0
Tmem175	165.500000	168	163	0
Gak	165.500000	168	163	0
Depdc7	165.500000	331	0	0
Baz1b	165.500000	123	208	0
Qrfprl	165.000000	211	119	0
Ppp6r1	165.000000	170	160	0
Fdx1	165.000000	162	168	0
Homer1	164.500000	147	182	0
Fzd2	164.500000	181	148	0
Rnf138	164.000000	196	132	0
Pih1d2	164.000000	144	184	0
Nkapd1	164.000000	144	184	0
Ercc4	164.000000	187	141	0
Alg1	164.000000	132	196	0
Nap1l4	163.500000	225	102	0
Upp2	163.000000	326	0	0
Nkain1	163.000000	326	0	0
H3c3	163.000000	187	139	0
Exosc8	163.000000	136	190	0
Colgalt2	163.000000	108	218	0
Cnnm1	163.000000	326	0	0
Btbd3	163.000000	183	143	0
Alg5	163.000000	136	190	0
Acvr1	163.000000	326	0	0
Srf	162.500000	325	0	0
Rbks	162.500000	139	186	0
Npc1	162.500000	152	173	0
Gsk3b	162.500000	131	194	0
Babam2	162.500000	139	186	0
Trp53inp1	162.000000	238	86	0
Sri	162.000000	165	159	0
Rcor2	162.000000	324	0	0
Ppm1g	162.000000	117	207	0
Mt1	162.000000	182	142	0
Kctd20	162.000000	179	145	0
Drosha	162.000000	182	142	0
Cracdl	162.000000	324	0	0
Atxn7	162.000000	324	0	0
6030458C11Rik	162.000000	182	142	0
Usp31	161.500000	175	148	0
Trappc6a	161.500000	191	132	0
Ptar1	161.500000	200	123	0
Bloc1s3	161.500000	191	132	0
Xpo6	161.000000	172	150	0
Trmt11	161.000000	171	151	0
Sertad1	161.000000	125	197	0
Nudt16	161.000000	167	155	0
Fam43a	161.000000	171	151	0
Dixdc1	161.000000	126	196	0
Cry2	161.000000	144	178	0
Zfp516	160.500000	175	146	0
Utp18	160.500000	154	167	0
Mbtd1	160.500000	154	167	0
Lactb2	160.500000	142	179	0
Kcnh4	160.500000	88	233	0
Hcrt	160.500000	88	233	0
Cpt1a	160.500000	204	117	0
Acot1	160.500000	174	147	0
Abcb4	160.500000	321	0	0
Zfp653	160.000000	179	141	0
Vkorc1l1	160.000000	187	133	0
Tpd52	160.000000	320	0	0
Pmepa1	160.000000	195	125	0
Large1	160.000000	65	255	0
Arhgef19	160.000000	103	217	0
Zbtb8a	159.500000	319	0	0
Slc25a29	159.500000	205	114	0
Ttc7	159.000000	198	120	0
Snrnp35	159.000000	185	133	0
Rilpl2	159.000000	185	133	0
Foxk2	159.000000	318	0	0
Plekhh3	158.500000	168	149	0
Pdss1	158.500000	140	177	0
Nars2	158.500000	181	136	0
Gls2	158.500000	91	226	0
Fh1	158.500000	189	128	0
Cntnap1	158.500000	168	149	0
Cfl2	158.500000	317	0	0
Ccr10	158.500000	168	149	0
Bahd1	158.500000	317	0	0
Arid2	158.500000	197	120	0
Slc35g1	158.000000	316	0	0
Osbpl10	158.000000	152	164	0
Itpkc	158.000000	74	242	0
Fbxl17	158.000000	316	0	0
Coq8b	158.000000	74	242	0
Repin1	157.500000	204	111	0
Osbpl8	157.500000	206	109	0
Gm5111	157.500000	204	111	0
Cmpk2	157.500000	143	172	0
Caprin1	157.500000	200	115	0
Nrep	157.000000	227	87	0
N4bp2l1	157.000000	314	0	0
Mdfic	157.000000	145	169	0
Fer	157.000000	145	169	0
Acsl4	157.000000	181	133	0
Rora	156.500000	145	168	0
Gins1	156.500000	192	121	0
Ctcf	156.000000	312	0	0
Boll	156.000000	168	144	0
Abhd18	156.000000	179	133	0
Zfp839	155.500000	311	0	0
Rbm15b	155.500000	190	121	0
Pofut1	155.500000	128	183	0
Plagl2	155.500000	128	183	0
Mob1b	155.500000	215	96	0
Manf	155.500000	190	121	0
Lrig2	155.500000	102	209	0
Guf1	155.500000	129	182	0
Cipc	155.500000	113	198	0
Zfp462	155.000000	0	310	0
Mettl9	155.000000	147	163	0
Ddx17	155.000000	176	134	0
Cdc42	155.000000	198	112	0
Wdtc1	154.500000	135	174	0
Txndc16	154.500000	186	123	0
Ssb	154.500000	142	167	0
Psma6	154.500000	132	177	0
Itga1	154.500000	101	208	0
Gpr137c	154.500000	186	123	0
Tbkbp1	154.000000	157	151	0
Rala	154.000000	308	0	0
Lrrk2	154.000000	163	145	0
Kcnh1	154.000000	185	123	0
Zfp62	153.500000	139	168	0
Mmgt2	153.500000	307	0	0
Lrrc75a	153.500000	307	0	0
Adgrg6	153.500000	157	150	0
Vps39	153.000000	141	165	0
Tom1l2	153.000000	148	158	0
Rcor1	153.000000	118	188	0
Drc3	153.000000	148	158	0
Cnot8	153.000000	151	155	0
Metap1d	152.500000	169	136	0
Krit1	152.500000	143	162	0
Ankib1	152.500000	143	162	0
Selenow	152.000000	161	143	0
Rwdd1	152.000000	134	170	0
Rap2a	152.000000	304	0	0
Hacd1	152.000000	155	149	0
Fmnl2	152.000000	217	87	0
Wdr12	151.500000	168	135	0
Rin3	151.500000	303	0	0
Klhdc2	151.500000	303	0	0
Fxr2	151.500000	155	148	0
Fam171a1	151.500000	303	0	0
Carf	151.500000	168	135	0
Rcc2	151.000000	302	0	0
Ywhag	150.500000	301	0	0
Slc1a2	150.000000	149	151	0
Itga6	150.000000	147	153	0
Spcs3	149.500000	136	163	0
Sp1	149.500000	127	172	0
Sh3bp5	149.500000	157	142	0
Itpkb	149.500000	299	0	0
Ccdc88c	149.000000	192	106	0
Ap3b1	149.000000	162	136	0
Pgm2l1	148.500000	178	119	0
Foxj2	148.500000	297	0	0
Rabgef1	148.000000	110	186	0
Maz	148.000000	135	161	0
Crybg1	148.000000	155	141	0
Npm1	147.500000	144	151	0
Ncl	147.500000	196	99	0
Lig3	147.500000	295	0	0
Klf14	147.500000	295	0	0
Eif4b	147.500000	186	109	0
Usp40	147.000000	150	144	0
Hmgcr	147.000000	159	135	0
Cyp2u1	147.000000	147	147	0
Znrf3	146.500000	160	133	0
Zdhhc9	146.500000	149	144	0
Scamp4	146.500000	162	131	0
Pcm1	146.500000	140	153	0
Hcfc2	146.500000	193	100	0
Adat3	146.500000	162	131	0
Swap70	146.000000	151	141	0
Rbsn	146.000000	145	147	0
Mpp7	146.000000	88	204	0
Hscb	146.000000	126	166	0
H3c6	146.000000	133	159	0
Chek2	146.000000	126	166	0
Uhmk1	145.000000	290	0	0
Leprotl1	145.000000	290	0	0
4931428F04Rik	145.000000	143	147	0
Trim24	144.500000	125	164	0
Rtn3	144.500000	165	124	0
Pif1	144.500000	171	118	0
Eri3	144.500000	180	109	0
Ubn2	144.000000	159	129	0
Tmsb10	144.000000	134	154	0
Msra	144.000000	166	122	0
Gsc2	144.000000	134	154	0
Ess2	144.000000	134	154	0
E130308A19Rik	144.000000	178	110	0
Ccser1	144.000000	288	0	0
Kdm3b	143.500000	181	106	0
Tmem249	143.000000	155	131	0
Slc52a2	143.000000	155	131	0
N4bp1	143.000000	286	0	0
Jund	143.000000	110	176	0
Iqcn	143.000000	110	176	0
Fbxl6	143.000000	155	131	0
Pom121	142.500000	140	145	0
Fth1	142.500000	142	143	0
Rmi2	142.000000	284	0	0
Pcmt1	142.000000	198	86	0
Nup43	142.000000	198	86	0
Nrp1	142.000000	174	110	0
Fgf13	142.000000	170	114	0
Pgls	141.500000	180	103	0
Ing1	141.500000	283	0	0
Ulk3	141.000000	134	148	0
Ppm1l	141.000000	108	174	0
Hps6	141.000000	125	157	0
Epb41l1	141.000000	153	129	0
Zdhhc14	140.500000	173	108	0
Steap3	140.500000	182	99	0
Letmd1	140.500000	281	0	0
Ctdspl	140.500000	281	0	0
Vars	140.000000	132	148	0
Rnf125	140.000000	149	131	0
D17H6S56E-5	140.000000	132	148	0
9230019H11Rik	140.000000	157	123	0
Usf2	139.500000	135	144	0
Slc24a3	139.500000	160	119	0
Frg2f1	139.500000	116	163	0
Foxj3	139.500000	116	163	0
Dennd1b	139.500000	279	0	0
Rpsa	139.000000	154	124	0
Cyp20a1	139.000000	140	138	0
Znrf4	138.500000	165	112	0
Rab15	138.500000	277	0	0
Klhdc1	138.500000	154	123	0
Dennd5b	138.500000	163	114	0
Pdzrn3	138.000000	276	0	0
Parp8	138.000000	276	0	0
Ercc6l2	138.000000	136	140	0
Ccser2	138.000000	124	152	0
C1d	138.000000	82	194	0
Zxdc	137.500000	112	163	0
Slc30a5	137.500000	128	147	0
Pptc7	137.500000	121	154	0
P2ry6	137.500000	183	92	0
Jag1	137.500000	152	123	0
Atxn2	137.500000	275	0	0
Tspan17	137.000000	155	119	0
Naa60	137.000000	141	133	0
Hjurp	137.000000	119	155	0
Dpf1	137.000000	91	183	0
Dip2c	137.000000	135	139	0
A730008H23Rik	137.000000	119	155	0
Mrs2	136.500000	273	0	0
Mfn1	136.500000	125	148	0
Isg15	136.500000	273	0	0
Hnrnpab	136.500000	129	144	0
Cebpg	136.500000	120	153	0
Agrn	136.500000	273	0	0
Tcta	136.000000	272	0	0
Scamp1	136.000000	182	90	0
Rhoa	136.000000	272	0	0
Prag1	136.000000	272	0	0
Hprt	136.000000	149	123	0
Gdf7	136.000000	124	148	0
Gas2l2	136.000000	158	114	0
Ap1s2	136.000000	139	133	0
Ttc28	135.500000	271	0	0
Pum1	135.000000	270	0	0
Mapkapk5	134.500000	161	108	0
Ttc14	134.000000	135	133	0
Tcf24	134.000000	268	0	0
Fam13b	134.000000	152	116	0
Arhgap27	134.000000	93	175	0
Jak1	133.500000	105	162	0
Id3	133.500000	162	105	0
Cul9	133.500000	108	159	0
Cdc25a	133.500000	175	92	0
Srrd	133.000000	0	266	0
Rab39	133.000000	163	103	0
Pitpnm1	133.000000	143	123	0
Hps4	133.000000	0	266	0
Cdk2ap2	133.000000	143	123	0
Cbarp	133.000000	145	121	0
Avpi1	133.000000	266	0	0
Atp5d	133.000000	145	121	0
Wasl	132.500000	160	105	0
Srsf4	132.500000	143	122	0
Far1	132.500000	128	137	0
Dusp8	132.500000	96	169	0
Arhgef2	132.500000	152	113	0
Sowaha	132.000000	92	172	0
Rapgef6	132.000000	125	139	0
Pnrc2	132.000000	169	95	0
Id2	132.000000	264	0	0
Ythdc2	131.500000	133	130	0
Sos2	131.500000	263	0	0
Slc12a6	131.500000	263	0	0
Plaa	131.500000	115	148	0
Nop10	131.500000	263	0	0
Neo1	131.500000	263	0	0
Gpd2	131.500000	159	104	0
Fmr1	131.500000	263	0	0
Usp48	131.000000	262	0	0
Spata5	131.000000	143	119	0
Rp9	131.000000	123	139	0
Nudt6	131.000000	143	119	0
Ncoa5	131.000000	143	119	0
Minpp1	131.000000	262	0	0
Dusp9	131.000000	129	133	0
Slc9a2	130.500000	129	132	0
Cblb	130.500000	148	113	0
Zfp568	130.000000	120	140	0
Strn	130.000000	119	141	0
Rab5if	130.000000	107	153	0
Gda	129.500000	105	154	0
Clec2l	129.500000	259	0	0
Serpinb6a	129.000000	112	146	0
Ripk1	129.000000	112	146	0
Foxp4	129.000000	106	152	0
Foxd1	129.000000	258	0	0
Dipk1a	129.000000	258	0	0
Cyb561	129.000000	258	0	0
Usp6nl	128.500000	257	0	0
Rrbp1	128.500000	123	134	0
Heatr3	128.500000	129	128	0
Tmod3	128.000000	158	98	0
Terf1	128.000000	123	133	0
Irf7	128.000000	256	0	0
Spdya	127.500000	162	93	0
Sp9	127.500000	115	140	0
Rnd3	127.500000	136	119	0
Zfp423	127.000000	110	144	0
Tymp	127.000000	121	133	0
Sfxn2	127.000000	99	155	0
Sco2	127.000000	121	133	0
Rps6ka2	127.000000	254	0	0
Hccs	127.000000	110	144	0
Gm27021	127.000000	141	113	0
Gm15246	127.000000	110	144	0
Emc8	127.000000	141	113	0
Cox4i1	127.000000	141	113	0
Arl3	127.000000	99	155	0
Rps27l	126.500000	105	148	0
Myh9	126.500000	117	136	0
Klhl23	126.500000	253	0	0
Ak4	126.500000	253	0	0
Wrn	126.000000	101	151	0
Sumf1	126.000000	116	136	0
Purg	126.000000	101	151	0
Nrl	126.000000	129	123	0
Kit	126.000000	138	114	0
Hectd2	126.000000	252	0	0
Dvl3	126.000000	138	114	0
Yes1	125.500000	168	83	0
Ostm1	125.000000	107	143	0
Klhl2	125.000000	250	0	0
Kif1c	125.000000	129	121	0
Inca1	125.000000	129	121	0
Gng4	125.000000	129	121	0
Elmod2	125.000000	110	140	0
Socs6	124.500000	249	0	0
Pias2	124.500000	249	0	0
Pag1	124.500000	122	127	0
H4c11	124.500000	119	130	0
Pten	124.000000	80	168	0
Auh	124.000000	115	133	0
Schip1	123.500000	247	0	0
Mier3	123.500000	247	0	0
Fam20a	123.500000	93	154	0
Ypel2	123.000000	141	105	0
Kif26b	123.000000	246	0	0
Dpp9	123.000000	246	0	0
Tsg101	122.500000	146	99	0
S1pr4	122.500000	0	245	0
Ncln	122.500000	0	245	0
Mthfsl	122.500000	139	106	0
Mmp15	122.500000	141	104	0
Magi1	122.500000	129	116	0
Gab2	122.500000	245	0	0
Epb41	122.500000	245	0	0
Atp6v1c1	122.500000	140	105	0
Tagln2	122.000000	164	80	0
Sec24b	122.000000	244	0	0
Rnf8	122.000000	139	105	0
Aspscr1	122.000000	128	116	0
Synm	121.500000	137	106	0
Rabep2	121.500000	141	102	0
Ogdh	121.500000	117	126	0
L2hgdh	121.500000	115	128	0
Dmac2l	121.500000	115	128	0
Crocc	121.500000	117	126	0
Tubb6	121.000000	88	154	0
Stk39	121.000000	242	0	0
Morc3	121.000000	242	0	0
Lrba	121.000000	242	0	0
Rbm14	120.500000	121	120	0
Insig2	120.500000	135	106	0
Igfbp4	120.500000	130	111	0
Gm21992	120.500000	121	120	0
Wdr26	120.000000	152	88	0
Efna5	120.000000	240	0	0
Cnih1	120.000000	240	0	0
Arl8b	120.000000	117	123	0
Tcp11	119.500000	136	103	0
Rhoq	119.500000	239	0	0
Rab32	119.500000	239	0	0
Pkig	119.500000	239	0	0
Hmgxb3	119.500000	119	120	0
Dennd4a	119.500000	123	116	0
Urb2	119.000000	238	0	0
Taf5l	119.000000	238	0	0
Slc7a5	119.000000	111	127	0
Pard3	119.000000	238	0	0
Olfm1	119.000000	238	0	0
Dnajc21	119.000000	238	0	0
F2r	118.500000	0	237	0
Ext2	118.500000	237	0	0
Ralb	118.000000	134	102	0
Hapln2	118.000000	126	110	0
Gdf15	118.000000	105	131	0
Fmnl3	118.000000	134	102	0
Dctd	118.000000	236	0	0
Tbl2	117.500000	125	110	0
Rcan1	117.500000	235	0	0
Rbm43	117.500000	103	132	0
Prkab2	117.500000	88	147	0
Mtch1	117.500000	112	123	0
Arid1b	117.500000	112	123	0
Setdb1	117.000000	234	0	0
Mtg2	117.000000	147	87	0
Mreg	117.000000	234	0	0
Klf7	117.000000	124	110	0
Egln2	117.000000	86	148	0
Ssh1	116.500000	233	0	0
Sorbs1	116.500000	129	104	0
Mrfap1	116.500000	113	120	0
Dock1	116.500000	233	0	0
Sbk1	116.000000	232	0	0
Rhobtb3	116.000000	232	0	0
Eps8	116.000000	232	0	0
Dusp11	116.000000	127	105	0
Zfp217	115.500000	231	0	0
Usp22	115.500000	103	128	0
Ubtd1	115.500000	136	95	0
Traf3	115.500000	231	0	0
Mms19	115.500000	136	95	0
Creb5	115.500000	103	128	0
Aldh3a2	115.500000	120	111	0
Olfr806	115.000000	0	230	0
Zc3h7a	114.500000	92	137	0
Wnt2b	114.500000	229	0	0
Trak2	114.500000	119	110	0
Spint1	114.500000	105	124	0
Pdpk1	114.500000	103	126	0
Arhgap39	114.500000	229	0	0
Ube2f	114.000000	126	102	0
Stmn1	114.000000	228	0	0
Saysd1	113.500000	95	132	0
Rasl11a	113.500000	115	112	0
Nipsnap3b	113.500000	112	115	0
Icmt	113.500000	107	120	0
Tmem120a	113.000000	226	0	0
Crim1	113.000000	226	0	0
Srcap	112.500000	225	0	0
Sprtn	112.500000	0	225	0
Smox	112.500000	225	0	0
Mtch2	112.500000	138	87	0
Kctd9	112.500000	225	0	0
Hhat	112.500000	102	123	0
Exoc8	112.500000	0	225	0
E130309D02Rik	112.500000	102	123	0
Cdca2	112.500000	225	0	0
Stag2	112.000000	224	0	0
Sec62	112.000000	123	101	0
Ralbp1	112.000000	97	127	0
Vapa	111.500000	223	0	0
Rflnb	111.500000	223	0	0
Rai14	111.500000	86	137	0
Kcnc3	111.500000	223	0	0
Gadd45g	111.500000	223	0	0
D630045J12Rik	111.500000	223	0	0
Smdt1	111.000000	0	222	0
Sh3rf1	111.000000	222	0	0
Rab23	111.000000	146	76	0
Pheta2	111.000000	0	222	0
Papola	111.000000	117	105	0
Nos1ap	111.000000	222	0	0
Naga	111.000000	0	222	0
Mbd2	111.000000	118	104	0
Hlcs	111.000000	104	118	0
Scap	110.500000	221	0	0
Rabif	110.500000	221	0	0
Atr	110.500000	0	221	0
1700065D16Rik	110.500000	0	221	0
Ube2r2	110.000000	220	0	0
Srsf1	110.000000	0	220	0
Smagp	110.000000	220	0	0
Slc39a14	110.000000	0	220	0
Senp8	109.500000	116	103	0
Ptges3	109.500000	83	136	0
Pbx3	109.500000	219	0	0
Otud7b	109.500000	219	0	0
Myo9a	109.500000	116	103	0
Epcam	109.500000	219	0	0
Rmdn2	109.000000	85	133	0
